Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Base,Fluid.Type,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Total.Height,Geology.Score
364938,0,0,123000,364938,122808,61500,617.125628140703,309.045226130653,1933,E,APACHE CORPORATION,REAGAN,39152,2007,31.46229,-101.64137,8084,20,20,3,2,2,0,21.004,2,4,2,FRAC,7926,W,SAND,NA,NA,NA,20/40,199,1562.16,5448.31
383100,0,0,319375,383100,215100,181250,267.870485678705,225.716064757161,1936,F,APACHE CORPORATION,REAGAN,39282,2007,31.61928,-101.52545,8526,40,40,3,2,2,0,34.8,2,4,2,FRAC,8402,W,SAND,NA,NA,SFAC,20/40,803,1618.53,5486.72
147484,0,0,397500,147484,50738,132500,311.276073619632,812.883435582822,1937,F,APACHE CORPORATION,REAGAN,39268,2007,31.64513,-101.56794,8122,80,40,4,2,2,0,27.024,1,4,2,FRAC,7910,W,SAND,NA,NA,NA,20/40,163,2569,6286.76
481530,0,0,169100,481530,241752,62100,377.148205928237,96.8798751950078,1939,E,APACHE CORPORATION,REAGAN,39198,2007,31.39708,-101.68929,8532,80,20,3,2,2,0,20.396,2,4,2,FRAC,8459,W,SAND,NA,NA,SFAC,20/40,641,1576.26,5644.51
268624,0,0,474289,268624,182416,218896,477.528795811518,573.026178010471,1942,E,APACHE CORPORATION,REAGAN,39309,2007,31.47588,-101.69134,8412,80,20,3,2,2,0,33.73002076,2,4,2,FRAC,8293,W,SAND,NA,NA,SFAC,20/40,382,1577.16,5405.87
361410,0,0,123000,361410,120036,61500,606.242424242424,310.606060606061,1943,E,APACHE CORPORATION,REAGAN,39234,2007,31.49013,-101.66671,8183,NA,NA,3,2,2,0,18.328,2,4,2,FRAC,8115,FLUD,SAND,NA,NA,NA,20/40,198,1577.83,5192.18
364938,0,0,123000,364938,122808,61500,653.234042553191,327.127659574468,1945,E,APACHE CORPORATION,REAGAN,39195,2007,31.43126,-101.64122,8066,40,40,4,2,2,0,31.684,1,4,2,FRAC,7887,W,SAND,NA,NA,SFAC,20/40,188,2544.64,6579.17
385032,0,0,123000,385032,256032,61500,1454.72727272727,349.431818181818,1950,E,APACHE CORPORATION,REAGAN,39256,2007,31.51685,-101.67771,8245,40,20,4,2,2,0,36.084,1,4,2,FRAC,8182,W,SAND,NA,NA,NA,20/40,176,2532.85,6075.1
385032,0,0,123000,385032,129000,61500,629.268292682927,300,1951,E,APACHE CORPORATION,REAGAN,39307,2007,31.53381,-101.66976,8296,40,40,4,2,2,0,49.16,1,4,2,FRAC,8175,W,SAND,NA,NA,SFAC,20/40,205,2517.78,6155.36
240240,0,0,160527,240240,81040,97727,401.188118811881,483.79702970297,1953,E,APACHE CORPORATION,REAGAN,39307,2007,31.52841,-101.67709,8298,40,20,3,2,2,0,38.724,2,4,2,FRAC,8203,W,SAND,NA,NA,SFAC,NA,202,1598,5179.12
242240,0,0,293100,242240,81040,97700,391.497584541063,471.980676328502,1954,E,APACHE CORPORATION,REAGAN,39487,2008,31.5115,-101.6848,8351,20,40,4,2,2,0,32.548,1,4,2,FRAC,8217,W,SAND,NA,NA,SFAC,20/40,207,2550.15,6058.99
242240,0,0,293100,242240,81040,97700,409.292929292929,493.434343434343,1955,E,APACHE CORPORATION,REAGAN,39482,2008,31.50484,-101.68249,8355,40,40,4,2,2,0,30.556,1,4,2,FRAC,8188,W,SAND,NA,NA,SFAC,20/40,198,2551.32,6078.46
270791,0,0,205522,270791,180096,89115,233.587548638132,115.583657587549,1958,F,APACHE CORPORATION,REAGAN,39293,2007,31.62445,-101.53523,8504,40,160,3,2,2,0,28.836,2,4,2,FRAC,8413,W,SAND,NA,NA,SFAC,20/40,771,1618.52,5465.08
270791,0,0,477008,270791,57456,24980,171,74.3452380952381,1959,F,APACHE CORPORATION,REAGAN,39351,2007,31.58786,-101.49738,8508,40,80,3,3,3,0,31.10518902,2,4,3,FRAC,8395,W,SAND,NA,NA,SFAC,20/40,336,1627.49,5293.8
387060,0,0,352554,387060,227482,162379,267.941107184923,191.259128386337,1960,F,APACHE CORPORATION,REAGAN,39315,2007,31.58887,-101.4929,8536,40,80,3,2,2,0,32.204,2,4,2,FRAC,8362,W,SAND,NA,NA,SFAC,20/40,849,1630.56,5359.2
240240,0,0,293100,240240,81040,97700,393.398058252427,474.271844660194,1961,E,APACHE CORPORATION,REAGAN,39320,2007,31.47884,-101.63051,8112,40,80,3,2,2,0,19.898,2,4,2,FRAC,7923,W,SAND,NA,NA,SFAC,20/40,206,1569.99,5412.66
380342,0,0,560050,380342,380342,560050,158.74040066778,233.743739565943,1964,F,PRIME OPERATING COMPANY,REAGAN,39427,2007,31.50394,-101.51953,8521,160,20,3,1,1,0,19.604,2,4,1,FRAC,8422,W,SAND,NA,NA,GELA,NA,2396,1681.77,5497.35
0,10500,388487,782240,398987,50555,132200,315.96875,826.25,1966,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39624,2008,31.44429,-101.59783,8610,80,40,3,6,12,0,22.748,2,4,12,FRAC,6343,X-LINKGEL,SAND,NA,NA,NA,20/40,160,1576.94,5469.54
0,83554.9999999988,571162,853450,706162,53331,124650,416.6484375,973.828125,1967,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39647,2008,31.44017,-101.60093,8615,80,40,3,7,14,0,22.696,2,4,14,FRAC,6325,X-LINKGEL,SAND,NA,NA,NA,20/40,128,1557.26,5412.53
0,10500,468254,713091,478754,51105,135569,402.40157480315,1067.47244094488,1968,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39654,2008,31.44557,-101.58996,8600,80,40,3,6,12,0,30.744,2,4,12,FRAC,6311,X-LINKGEL,SAND,NA,NA,NA,20/40,127,1579,5484
242240,0,0,293100,242240,81040,97700,393.398058252427,474.271844660194,1971,E,APACHE CORPORATION,REAGAN,39344,2007,31.52748,-101.68118,8315,40,40,3,2,2,0,46.228,2,4,2,FRAC,8219,W,SAND,NA,NA,SFAC,20/40,206,1596.02,5193.62
337020,0,0,293100,337020,112306,97700,555.970297029703,483.663366336634,1972,E,APACHE CORPORATION,REAGAN,39341,2007,31.53085,-101.68287,8309,40,40,3,2,2,0,37.668,2,4,2,FRAC,8223,W,SAND,NA,NA,SFAC,20/40,202,1594.51,5215.87
242240,0,0,293100,242240,81040,97700,403.18407960199,486.069651741294,1973,E,APACHE CORPORATION,REAGAN,39474,2008,31.51162,-101.66719,8298,40,40,3,2,2,0,19.328,2,4,2,FRAC,8175,W,SAND,NA,NA,NA,20/40,201,1594.84,5120.23
337020,0,0,293100,337020,112306,97700,558.73631840796,486.069651741294,1974,E,APACHE CORPORATION,REAGAN,39344,2007,31.51335,-101.67661,8350,40,40,3,2,2,0,37.62,2,4,2,FRAC,8197,W,SAND,NA,NA,SFAC,20/40,201,1582.92,5104.34
242240,0,0,293100,242240,81040,97700,403.18407960199,486.069651741294,1976,E,APACHE CORPORATION,REAGAN,39496,2008,31.52648,-101.64981,8296,40,40,3,2,2,0,33.484,2,4,2,FRAC,8140,W,SAND,NA,NA,SFAC,20/40,201,1577.7,5057.97
242240,0,0,293100,242240,81040,97700,468.439306358381,564.739884393064,1980,F,APACHE CORPORATION,REAGAN,39565,2008,31.62604,-101.5624,8043,40,20,3,2,2,0,10.508,2,4,2,FRAC,7892,W,SAND,NA,NA,SFAC,20/40,173,1624,5431.24
242240,0,0,293100,242240,81040,97700,395.317073170732,476.585365853659,1981,E,APACHE CORPORATION,REAGAN,39487,2008,31.51211,-101.68209,8314,20,40,3,2,2,0,37.644,2,4,2,FRAC,8205,W,SAND,NA,NA,SFAC,20/40,205,1584.96,5111.99
242240,0,0,244025,242240,81040,48625,391.497584541063,234.903381642512,1982,E,APACHE CORPORATION,REAGAN,39480,2008,31.50811,-101.68274,8364,40,40,4,2,2,0,43.67591628,1,4,2,FRAC,8207,W,SAND,NA,NA,SFAC,20/40,207,2550.17,6061.71
242240,0,0,293100,242240,81040,97700,391.497584541063,471.980676328502,1983,E,APACHE CORPORATION,REAGAN,39495,2008,31.52342,-101.66206,8284,40,40,3,2,2,0,23.904,2,4,2,FRAC,8156,W,SAND,NA,NA,SFAC,20/40,207,1587.58,5152.5
147484,0,0,325000,147484,96746,265000,572.461538461538,1568.04733727811,1984,F,APACHE CORPORATION,REAGAN,39563,2008,31.61625,-101.55494,8077,80,20,4,2,2,0,17.1,1,4,2,FRAC,7868,W,SAND,NA,NA,SFAC,20/40,169,2772,6561.48
NA,NA,NA,NA,NA,NA,0,NA,0,1986,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39524,2008,31.60375,-101.44177,8564,80,80,3,NA,5,NA,30.264,2,4,5,ACID,8034,A,undefined,NA,NA,HCL,NA,165,1605.52,5666.93
NA,NA,NA,NA,NA,NA,0,NA,0,1987,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39523,2008,31.5851,-101.39944,8495,80,160,3,NA,1,NA,19.908,2,4,1,ACID,8021,A,undefined,NA,NA,HCL,NA,1825,1622.18,5455.32
210000,0,0,224875,210000,78000,43750,445.714285714286,250,1988,E,APACHE CORPORATION,REAGAN,39666,2008,31.51016,-101.6403,8208,40,40,3,2,2,0,15.18175478,2,4,2,FRAC,8048,W,SAND,NA,NA,SFAC,20/40,175,1581,5023.96
220911,0,0,258000,220911,82394,90625,396.125,435.697115384615,1991,E,APACHE CORPORATION,REAGAN,39617,2008,31.52097,-101.70988,8415,80,40,4,2,2,0,16.276,1,4,2,FRAC,8292,W,SAND,NA,NA,SFAC,20/40,208,2534.58,6123.32
220911,0,0,207125,220911,82394,43750,409.92039800995,217.661691542289,1992,E,APACHE CORPORATION,REAGAN,39618,2008,31.52543,-101.7068,8428,80,40,3,2,2,0,25.85188981,2,4,2,FRAC,8297,W,SAND,NA,NA,SFAC,20/40,201,1594.7,5227.07
0,5250,191121,469960,196371,51088,135464,329.6,873.961290322581,1993,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39465,2008,31.57525,-101.71147,8595,20,20,3,3,6,0,5.784,2,4,6,FRAC,6900,X-LINKGEL,SAND,NA,NA,XLNK,20/40,155,1589.39,5417.65
0,6000,239005,607030,245005,48154,120902,325.364864864865,816.905405405405,1994,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39522,2008,31.6148,-101.7334,8672,20,20,2,4,8,0,30.672,2,3,8,FRAC,6931,X-LINKGEL,SAND,NA,NA,NA,20/40,148,541,4193
0,6000,203315,501744,209315,42876,117196,264.666666666667,723.432098765432,1995,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39519,2008,31.60062,-101.74646,8592,40,40,2,4,8,0,44.70841868,2,3,8,FRAC,6994,X-LINKGEL,SAND,NA,NA,XLNK,20/40,162,596,4237.24
NA,NA,NA,NA,NA,NA,0,NA,0,1997,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39565,2008,31.55993,-101.42533,8720,80,20,3,NA,9,NA,44.144,2,4,9,ACID,8351,A,undefined,NA,NA,HCL,NA,301,1612.23,5212.97
NA,NA,NA,NA,NA,NA,0,NA,0,1998,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39560,2008,31.57462,-101.43359,8530,160,20,3,NA,8,NA,27.468,2,4,8,ACID,8371,A,undefined,NA,NA,HCL,NA,301,1636.46,5264.57
NA,NA,NA,NA,NA,NA,0,NA,0,1999,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39579,2008,31.58524,-101.41221,8715,160,40,3,7,7,NA,29.132,2,4,7,FRAC,8303,A,undefined,NA,NA,HCL,NA,343,1634.06,5652.16
220655,0,0,258000,220655,82253,90625,486.704142011834,536.242603550296,2000,E,APACHE CORPORATION,REAGAN,39665,2008,31.52245,-101.65293,8254,20,40,3,2,2,0,19.764,2,4,2,FRAC,8112,W,SAND,NA,NA,SFAC,20/40,169,1581.98,5126.11
220655,0,0,258000,220655,82253,90625,475.450867052023,523.843930635838,2002,E,APACHE CORPORATION,REAGAN,39616,2008,31.5198,-101.64771,8271,40,40,3,2,2,0,21.948,2,4,2,FRAC,8102,W,SAND,NA,NA,SFAC,20/40,173,1580.86,5103.27
220375,0,0,258000,220375,81973,90625,219.179144385027,242.312834224599,2004,F,APACHE CORPORATION,REAGAN,39622,2008,31.63161,-101.55869,8234,80,20,4,2,2,0,8.544,1,4,2,FRAC,8073,W,SAND,NA,NA,SFAC,20/40,374,2781.56,6640.57
209000,0,0,265075,209000,77000,97700,377.450980392157,478.921568627451,2005,E,APACHE CORPORATION,REAGAN,39587,2008,31.51698,-101.67336,8264,40,20,4,2,2,0,29.356,1,4,2,FRAC,8193,W,SAND,NA,NA,SFAC,20/40,204,2536.28,6061.15
220538,0,0,271750,220538,82187,90625,480.625730994152,529.970760233918,2007,E,APACHE CORPORATION,REAGAN,39638,2008,31.53082,-101.65117,8276,40,20,3,2,2,0,12.592,2,4,2,FRAC,8114,W,SAND,NA,NA,SFAC,30/50,171,1587.92,5131.67
221886,0,0,285500,221886,83102,118125,488.835294117647,694.852941176471,2008,E,APACHE CORPORATION,REAGAN,39586,2008,31.5239,-101.66928,8326,40,20,3,2,2,0,25.776,2,4,2,FRAC,8154,W,SAND,NA,NA,SFAC,20/40,170,1587,5115.8
208000,0,0,271750,208000,76000,90625,466.257668711656,555.981595092025,2010,E,APACHE CORPORATION,REAGAN,39641,2008,31.47801,-101.66555,8212,40,40,2,2,2,0,47.16539174,2,3,2,FRAC,8021,W,SAND,NA,NA,SFAC,20/40,163,575,4183
208000,0,0,271750,208000,76000,90625,417.582417582418,497.93956043956,2011,E,APACHE CORPORATION,REAGAN,39657,2008,31.47911,-101.66069,8220,40,40,3,2,2,0,25.54,2,4,2,FRAC,8025,W,SAND,NA,NA,SFAC,20/40,182,1580,5236.16
0,19000,453366,256111,472366,111674,67006,827.214814814815,496.340740740741,2013,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39696,2008,31.61497,-101.76866,10657,Over 160,20,1,5,12,0,13.824,4,4,12,FRAC,8771,X-LINKGEL,SAND,NA,NA,XLNK,20/40,135,NA,1240
278750,0,0,74000,278750,101000,6000,564.245810055866,33.5195530726257,2014,E,APACHE CORPORATION,REAGAN,39673,2008,31.47627,-101.65664,8186,40,40,3,2,2,0,14.376,2,4,2,FRAC,8010,W,SAND,NA,NA,SFAC,20/40,179,1576.73,5365.3
374000,0,0,381000,374000,148000,80000,270.07299270073,145.985401459854,2015,F,APACHE CORPORATION,REAGAN,39636,2008,31.61568,-101.5237,8534,40,80,4,3,3,0,21.292,1,4,3,FRAC,8398,W,SAND,NA,NA,SFAC,20/40,548,2743.66,6590.4
502250,0,0,74000,502250,325500,43600,291.928251121076,39.1031390134529,2016,F,APACHE CORPORATION,REAGAN,39820,2009,31.62538,-101.53113,8500,40,80,3,2,2,0,20.56059578,2,4,2,FRAC,8412,W,SAND,NA,NA,SFAC,NA,1115,1619.61,5529.85
448250,0,0,74000,448250,266500,41200,334.378920953576,51.693851944793,2018,F,APACHE CORPORATION,REAGAN,39822,2009,31.59294,-101.52539,8527,40,40,3,2,2,0,23.77308795,2,4,2,FRAC,8392,W,SAND,NA,NA,SFAC,NA,797,1604.38,5187.94
0,6000,207161,578829,213161,48451,136860,428.769911504425,1211.15044247788,2020,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,39614,2008,31.58751,-101.59855,8201,40,40,2,4,8,0,27.38,2,3,8,FRAC,6524,X-LINKGEL,SAND,NA,NA,NA,20/40,113,565.9,4220.03
196751,0,0,273280,196751,77351,92805,449.71511627907,539.563953488372,2023,E,APACHE CORPORATION,REAGAN,39665,2008,31.52064,-101.65128,8278,20,20,3,2,2,0,21.152,2,4,2,FRAC,8102,W,SAND,NA,NA,SFAC,30/50,172,1581.75,5124.93
278750,0,0,74000,278750,101000,6000,502.487562189055,29.8507462686567,2025,E,APACHE CORPORATION,REAGAN,39680,2008,31.46572,-101.6532,8156,40,40,3,2,2,0,15.656,2,4,2,FRAC,7986,W,SAND,NA,NA,SFAC,20/40,201,1567.89,5442.86
278750,0,0,74000,278750,101000,6000,540.106951871658,32.0855614973262,2026,E,APACHE CORPORATION,REAGAN,39682,2008,31.46833,-101.65087,8179,40,20,3,2,2,0,13.43492656,2,4,2,FRAC,7975,W,SAND,NA,NA,SFAC,20/40,187,1569.38,5427.19
278750,0,0,74000,278750,101000,6000,587.209302325581,34.8837209302326,2027,E,APACHE CORPORATION,REAGAN,39680,2008,31.46909,-101.65428,8177,40,20,3,2,2,0,15.93179403,2,4,2,FRAC,7981,W,SAND,NA,NA,SFAC,20/40,172,1569.68,5424.95
NA,NA,NA,NA,NA,NA,0,NA,0,2028,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39627,2008,31.57789,-101.40384,8700,80,160,3,NA,7,NA,26.296,2,4,7,ACID,8400,A,undefined,NA,NA,HCL,NA,150,1607.48,5385.76
NA,NA,NA,NA,NA,NA,0,NA,0,2029,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39630,2008,31.57814,-101.42506,8723,160,80,3,7,7,NA,29.396,2,4,7,FRAC,8364,A,undefined,NA,NA,HCL,NA,356,1624.2,5435.5
NA,NA,NA,NA,NA,NA,0,NA,0,2030,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39652,2008,31.56346,-101.41678,8710,80,40,3,7,7,NA,36.12,2,4,7,FRAC,8334,A,undefined,NA,NA,HCL,NA,374,1605.57,5333.6
NA,NA,NA,NA,NA,NA,0,NA,0,2031,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39676,2008,31.59629,-101.42903,8707,40,20,2,NA,5,NA,20.288,3,4,5,ACID,8360,A,undefined,NA,NA,NA,NA,338,1079.33,4798.47
NA,NA,NA,NA,NA,NA,0,NA,0,2036,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39681,2008,31.56718,-101.42522,8715,40,20,4,NA,7,NA,49.432,1,4,7,ACID,8604,A,undefined,NA,NA,HCL,NA,330,3344.11,7873.8
NA,NA,NA,NA,NA,NA,0,NA,0,2037,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39693,2008,31.57442,-101.41661,8725,80,20,3,NA,7,NA,16.4500793,2,4,7,ACID,8592,A,undefined,NA,NA,HCL,NA,296,1603.86,5323.34
0,6000,240762,601360,246762,54589,134958,389.921428571429,963.985714285714,2039,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39713,2008,31.61262,-101.69658,8515,80,20,2,4,8,0,17.184,2,3,8,FRAC,6867,X-LINKGEL,SAND,NA,NA,XLNK,20/40,140,571,4184
0,6000,234826,587700,240826,48258,149098,344.7,1064.98571428571,2040,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39684,2008,31.54282,-101.7297,8554,160,40,2,4,8,0,69.09392334,2,3,8,FRAC,6943,X-LINKGEL,SAND,NA,NA,XLNK,20/40,140,586.28,4147.18
0,7500,324742,742220,332242,54936,172220,327,1025.11904761905,2041,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39746,2008,31.5198,-101.73153,8526,80,40,3,4,8,0,46.016,1,3,8,FRAC,6899,X-LINKGEL,SAND,NA,NA,XLNK,20/40,168,1503.35,5117.04
0,6000,222308,584747,228308,39764,82312,278.06993006993,575.608391608392,2042,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,39704,2008,31.53483,-101.73183,8564,80,40,2,4,8,0,33.728,2,3,8,FRAC,6920,X-LINKGEL,SAND,NA,NA,XLNK,20/40,143,586.43,4204.87
388750,0,0,74000,388750,210000,24600,339.805825242718,39.8058252427184,2048,E,APACHE CORPORATION,REAGAN,39819,2009,31.50461,-101.66499,8270,40,40,3,2,2,0,23.846,2,4,2,FRAC,8171,W,SAND,NA,NA,SFAC,NA,618,1585.75,5120.67
449500,0,0,137000,449500,255500,125000,374.084919472914,183.016105417277,2051,E,APACHE CORPORATION,REAGAN,39823,2009,31.47608,-101.60758,10270,80,40,5,2,2,0,36.584,4,8,2,FRAC,10093,W,SAND,NA,NA,NA,NA,683,2237.74,13528.73
366240,0,0,1621983.945,366240,366240,1215760,150.283135002052,594.173163725892,2052,F,BTA OIL PRODUCERS LLC,REAGAN,40161,2009,31.49834,-101.52659,8817,160,80,3,1,1,0,55.988,2,4,1,FRAC,8450,FLUD,SAND,NA,NA,NA,NA,2437,1680.88,5536.51
NA,NA,NA,NA,NA,NA,0,NA,0,2054,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39709,2008,31.58545,-101.42919,8700,160,40,3,NA,7,NA,20.176,2,4,7,ACID,8482,A,undefined,NA,NA,HCL,NA,358,1648.87,5946.21
291500,0,0,362375,291500,158500,181250,292.435424354244,334.409594095941,2056,E,APACHE CORPORATION,REAGAN,39833,2009,31.43794,-101.67541,8157,40,40,3,2,2,0,33.416,2,4,2,FRAC,8024,FLUD,SAND,NA,NA,SFAC,NA,542,1580.61,5385.73
NA,NA,NA,NA,NA,NA,0,NA,0,2057,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39715,2008,31.59245,-101.40786,8695,160,20,3,NA,7,NA,20.872,2,4,7,ACID,8466,A,undefined,NA,NA,HCL,NA,224,1596.85,5781.48
NA,NA,NA,NA,NA,NA,0,NA,0,2059,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40091,2009,31.59258,-101.4206,8250,80,40,3,7,7,NA,26.532,2,4,7,FRAC,7982,A,undefined,NA,NA,KCL,NA,170,1636,5684.87
NA,NA,NA,NA,NA,NA,0,NA,0,2060,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39754,2008,31.57057,-101.40396,8693,40,160,3,7,7,NA,20.18,2,4,7,FRAC,8500,A,undefined,NA,NA,HCL,NA,284,1587.42,5336.97
NA,NA,NA,NA,NA,NA,0,NA,0,2062,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40350,2010,31.54902,-101.4255,8515,40,80,3,8,8,NA,21.844,2,4,8,FRAC,8316,A,undefined,NA,NA,HCL,NA,192,1599.9,5138.23
NA,NA,NA,NA,NA,NA,0,NA,0,2063,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40425,2010,31.56388,-101.4551,8651,80,40,3,8,8,NA,12.89341834,2,4,8,FRAC,8402,A,undefined,NA,NA,HCL,NA,202,1697.26,6226.95
NA,NA,NA,NA,NA,NA,NA,NA,NA,2065,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39954,2009,31.60025,-101.45459,8197,80,40,3,7,7,NA,13.256,2,4,7,FRAC,8058,NA,NA,NA,NA,HCL,NA,108,1626.11,5571.03
0,6552,629538,845640,636090,629538,845640,279.422103861518,375.339547270306,2068,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,39880,2009,31.58313,-101.50473,8515,40,40,3,1,2,0,63.15788804,2,4,2,FRAC,8347,GEL,SAND,NA,NA,GELA,NA,2253,1628.49,5114.76
0,0,0,472625,245500,123500,238125,127.714581178904,246.251292657704,2069,E,APACHE CORPORATION,REAGAN,40077,2009,31.50624,-101.67438,8282,40,80,2,2,2,245500,46.25166625,2,3,2,FRAC,7562,SLKW,SAND,NA,NA,SFAC,NA,967,569.93,4190.95
297000,0,0,268625,297000,159000,87500,283.422459893048,155.971479500891,2071,E,APACHE CORPORATION,REAGAN,39867,2009,31.48339,-101.65834,8177,20,40,2,2,2,0,17.03817508,2,3,2,FRAC,8016,W,SAND,NA,NA,SFAC,20/40,561,566.94,4199.07
292000,0,0,268625,292000,159000,87500,289.090909090909,159.090909090909,2072,E,APACHE CORPORATION,REAGAN,39867,2009,31.45584,-101.66299,8153,40,40,3,2,2,0,40.768,2,4,2,FRAC,7988,W,SAND,NA,NA,SFAC,20/40,550,1567.4,5409.25
NA,NA,NA,NA,NA,NA,0,NA,0,2073,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40441,2010,31.58197,-101.44207,8605,40,20,3,8,8,NA,15.34,2,4,8,FRAC,8392,A,undefined,NA,NA,HCL,NA,202,1624.85,5240.92
NA,NA,NA,NA,NA,NA,0,NA,0,2074,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39999,2009,31.59646,-101.44187,8225,80,20,3,6,6,NA,18.776,2,4,6,FRAC,8048,A,undefined,NA,NA,HCL,NA,184,1627.51,5484.32
NA,NA,NA,NA,NA,NA,0,NA,0,2075,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40136,2009,31.60701,-101.40764,8208,160,40,3,7,7,NA,23.48,2,4,7,FRAC,7990,A,undefined,NA,NA,HCL,NA,168,1641.03,5532.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,2076,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40039,2009,31.59971,-101.40775,8121,160,40,3,NA,1,NA,20.812,2,4,1,NTRL,7944,NA,NA,NA,NA,NA,NA,2118,1629,5656.5
NA,NA,NA,NA,NA,NA,0,NA,0,2077,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40121,2009,31.58535,-101.42071,8306,80,40,3,7,7,NA,39.328,2,4,7,FRAC,7972,A,undefined,NA,NA,KCL,NA,176,1644.63,5708.19
NA,NA,NA,NA,NA,NA,0,NA,0,2079,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39992,2009,31.60748,-101.4502,8275,80,40,3,NA,7,NA,16.496,2,4,7,ACID,8112,A,undefined,NA,NA,HCL,NA,172,1645.8,5527.28
NA,NA,NA,NA,NA,NA,0,NA,0,2080,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40007,2009,31.57834,-101.44212,8195,40,40,3,6,6,NA,21.412,2,4,6,FRAC,8010,A,undefined,NA,NA,HCL,NA,172,1629.89,5213.4
NA,NA,NA,NA,NA,NA,0,NA,0,2081,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40325,2010,31.57859,-101.46337,8695,80,40,2,7,7,NA,49.684,3,4,7,FRAC,8492,A,undefined,NA,NA,HCL,NA,198,1089.96,3609.88
NA,NA,NA,NA,NA,NA,0,NA,0,2082,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40055,2009,31.60702,-101.42904,8296,80,40,3,NA,2,NA,22.484,2,4,2,ACID,8022,A,undefined,NA,NA,HCL,NA,190,1633.55,5557.32
NA,NA,NA,NA,NA,NA,0,NA,0,2083,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40066,2009,31.5892,-101.44197,8326,80,40,3,7,7,NA,20.272,2,4,7,FRAC,8008,A,undefined,NA,NA,NA,NA,152,1631,5325.7
0,12000,566138,722180,578138,45066,120971,8515.02650000002,9650.93785714281,2084,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,40146,2009,31.56374,-101.39485,9098,80,160,3,8,16,0,37.532,2,4,16,FRAC,5739,X-LINKGEL,SAND,NA,NA,XLNK,20/40,5,1576,5334.3
