Completion.Year,Frac.Stages,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,EUR_o..Mstb.,Completion.Month,Depth.Top,Fluid.Amount,Propping.Agent.Amount,BEND..KHW.,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Top_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
2008,1,9500,0,0,309000,34.504,4,7932,235000,309000,10829.01,1,12,2,4,4,3,7,2,3,3,3,9,6
2008,1,21084,0,0,775280,51.82,6,7986,1466640,775280,10797.64,3,13,2,3,6,3,7,3,3,3,3,9,NA
2008,1,17052,668598,0,799860,72.27541308,4,8090,668598,799860,10789.68,3,13,2,3,6,3,1,2,3,11,3,20,NA
2008,1,0,0,0,744410,21.632,2,8198,304248,744410,10970.63,1,13,2,4,4,2,7,4,3,3,3,11,NA
2008,1,13600,0,0,355500,29.88130148,4,7982,588000,355500,10840.89,1,12,2,4,1,3,7,2,3,3,3,20,6
2008,2,0,0,0,288000,19.07999174,6,8355,161593,120625,10543.52,3,2,2,4,3,3,7,3,3,9,3,17,6
2008,8,13500,501556,0,653420,31.68,4,8061,58789,154824,11164.87,1,2,2,4,3,3,7,2,3,11,3,NA,6
2008,7,12000,349370,0,587256,47.496,6,8069,52889,150412,11176.63,1,2,2,4,3,3,7,3,3,11,3,NA,6
2008,1,0,980043,0,598889,51.64466495,5,8050,980043,598889,10595.76,1,10,2,3,1,3,6,2,3,6,3,NA,NA
2008,6,10500,697277,0,751509,53.684,9,8395,69639,186904,11131.62,2,27,2,4,3,2,7,1,3,11,3,20,6
2008,7,12000,598283,0,626140,7.68,12,7016,47374,138835,10627.93,3,2,2,3,3,3,7,4,3,11,3,NA,6
2008,6,17000,592456,0,532452,33.668,6,8289,56928,172207,10797.33,3,27,2,3,4,2,7,3,3,11,3,NA,6
2008,6,10500,486877,0,638540,49.64048366,6,8044,40422,107440,11125.84,1,2,2,4,3,3,7,3,3,11,3,NA,6
2008,6,9500,524188,0,593420,12.869,9,8012,53347,153365,10954.43,1,2,2,1,3,3,7,1,3,11,3,20,6
2008,6,9000,437516,0,492240,18.56291316,8,8061,41698,114711,11148.71,1,2,2,1,3,3,7,3,3,6,3,9,6
2008,6,10500,420783,0,583403,15.08381372,10,8020,52725,137433,11108.49,1,2,2,4,3,3,7,1,3,11,3,20,6
2009,7,12000,494153,0,655300,29.752,2,8018,68556,158640,11174.21,1,2,2,4,3,3,7,4,3,11,3,20,6
2009,5,9000,448464,0,532860,30.86,3,7803,63966,135022,10888.86,1,2,2,1,3,1,7,2,3,11,3,20,6
2008,7,12000,541766,0,587140,35.40801779,9,8065,55743,153784,11144.26,1,2,2,1,4,3,7,1,3,11,3,NA,6
2008,6,10500,460288,0,437140,46.732,10,8008,44218,118940,10794.57,1,2,2,5,3,3,7,1,3,11,3,20,6
2008,5,7500,527315,0,564100,37.72997991,12,8021,62803,155278,11138.39,1,2,2,4,3,1,7,4,3,11,3,20,6
2009,6,12000,628140,0,650040,27.901,1,7296,52529,145941,10459.05,3,27,2,3,3,3,7,4,3,11,3,20,6
2008,8,22400,0,0,538500,45.716,12,9675,NA,107300,10910.53,1,3,2,4,3,1,7,4,3,NA,3,NA,NA
2008,3,NA,NA,NA,233100,32.796,9,9990,NA,66500,11142.78,2,3,2,NA,NA,5,7,1,3,NA,1,NA,6
2008,7,12000,577657,0,800820,28.252,10,7910,50173,120116,10832,1,2,2,1,3,3,7,1,3,11,3,20,6
2008,6,10500,487235,0,582080,29.636,11,7847,62442,156658,10866.68,1,2,2,1,3,3,7,1,3,11,3,20,6
2009,5,9000,417334,0,542416,55.82033012,4,7886,44016,106740,10923.22,1,2,2,1,3,3,7,2,3,11,3,20,6
2008,7,12000,617151,0,680379,56.996,11,8016,67927,169359,10521.3,1,2,2,4,3,3,7,1,3,11,3,20,6
2009,6,10500,552201,0,590620,12.528,3,7975,67654,139640,10613.27,1,2,2,4,3,3,7,2,3,11,3,20,6
2009,6,10500,422264,0,404360,11.38,3,7854,54495,130880,10669.54,1,2,2,1,3,3,7,2,3,11,3,20,6
2008,7,12000,636880,0,508180,47.458,8,8852,49597,138510,10615.62,1,2,2,3,3,2,7,3,3,11,3,20,6
2008,7,12000,583426,0,561380,34.07126625,8,8027,45686,120907,10917.32,1,2,2,1,3,3,7,3,3,11,3,NA,6
2008,5,9000,408373,0,444940,45.416,12,8546,54021,135548,10657.2,1,2,2,4,3,2,7,4,3,11,3,20,6
2009,4,7500,315858,0,427820,35.288,3,7978,50148,117358,10771.57,1,2,2,4,3,3,7,2,3,11,3,20,6
2008,6,10500,569065,0,637460,32.66,12,8025,52125,124624,10664.37,1,2,2,4,3,3,7,4,3,11,3,20,6
2008,6,10500,538332,0,602400,40.388,11,7998,75642,192371,10768.28,1,2,2,4,3,3,7,1,3,11,3,20,6
2008,1,16500,811300,0,750000,70.14,8,7846,811300,750000,10557.04,1,10,2,3,4,3,7,3,3,11,3,20,NA
2008,8,964596,0,0,815400,16.964,12,9596,NA,77000,10887.19,2,3,2,1,3,3,7,4,3,NA,3,NA,6
2010,6,11000,678552,0,642000,13.39959831,3,9760,157206,120000,10826.31,2,3,2,2,3,3,7,2,3,11,3,20,6
2008,5,10000,0,0,849000,28.04,12,9376,NA,485000,10931.95,2,3,2,NA,NA,3,7,4,3,NA,3,NA,6
2010,6,14000,598920,0,713000,11.7,4,9740,139986,120000,10824.14,2,3,2,3,3,3,7,2,3,11,3,20,6
2008,6,10500,363372,0,878020,35.70501952,10,8040,41244,103400,10610.98,3,27,2,5,5,2,7,1,3,11,3,20,6
2009,4,6000,218433,0,546640,24.6,3,7076,54402,130000,10666.3,3,27,2,3,2,1,5,2,3,11,3,20,6
2008,3,4500,170103,0,456640,16.264,12,7133,48190,132292,10695.06,3,27,2,3,2,1,7,4,3,11,3,20,6
2008,5,7500,396636,0,630812,42.724,12,7135,62508,144000,10680.29,3,27,2,3,2,3,7,4,3,11,3,20,6
2009,1,17052,1141392,0,848110,48.39886208,5,8110,1141392,848110,10839.04,3,13,2,4,6,2,1,2,3,11,3,20,NA
2009,1,15036,561330,0,761600,76.10923649,2,8136,561330,761600,10837.89,3,13,2,3,6,2,1,4,3,11,3,20,NA
2008,9,15000,667611,0,763170,61.028,10,8866,41832,217545,11036.22,1,27,2,3,1,2,7,1,3,11,3,20,6
2009,1,15036,723870,0,597980,49.59876072,10,8099,723870,597980,10821.42,3,13,2,4,6,2,1,1,3,11,3,NA,NA
2009,4,5500,222380,0,550360,28.488,2,7028,56789,136575,10664.42,3,27,2,4,2,3,7,4,3,11,3,20,6
2009,3,4250,155414,0,420186,27.54,5,7057,49404,133580,10682.97,5,27,2,3,2,3,7,2,3,11,3,20,6
2009,4,5000,226756,0,555180,36.652,2,6994,56070,141815,10649.18,3,27,2,4,2,3,5,4,3,11,3,20,6
2009,4,5000,196020,0,547660,20.196,4,7053,36168,131660,10671.33,3,27,2,3,2,3,7,2,3,11,3,20,6
2008,1,15000,0,0,478000,33.5106793,12,7988,502000,478000,10863.75,1,12,2,4,1,3,7,4,3,3,3,20,NA
2009,1,18000,0,0,996000,66.556,1,7394,1176000,996000,10552.45,3,20,2,3,4,3,7,4,3,9,3,NA,NA
2008,7,12000,709611,0,688562,42.5222477,10,7695,51411,127802,11044.33,2,27,2,1,3,3,7,1,3,11,3,20,6
2009,4,6840,214796,0,550040,14.988,3,7397,47947,133337,10885.53,3,27,2,1,3,3,5,2,3,11,3,20,6
2009,6,9500,521978,0,567060,79.56669217,3,8059,57708,150785,10461.71,3,27,2,4,4,2,7,2,3,11,3,20,6
2008,1,12150,0,0,431000,42.052,11,7900,451000,431000,10924.06,1,12,2,4,3,3,7,1,3,3,3,20,NA
2009,1,22092,839454,0,878070,71.876,2,6939,839454,878070,10305.87,4,13,2,4,4,3,1,4,3,11,3,20,NA
2010,6,17000,710010,0,718000,31.08,7,9950,142002,120000,11030.96,1,3,2,3,4,3,7,3,3,11,3,20,6
2010,6,16500,667968,0,710000,39.1,7,9940,122010,80000,10730,1,3,2,3,3,3,7,3,3,11,3,20,6
2009,1,128000,0,0,433600,22.104,1,7870,457700,433600,10867.05,1,12,2,3,3,3,7,4,3,3,3,20,NA
2009,7,271488,0,0,NA,60.824,12,7858,356496,NA,10233.28,1,33,2,1,5,1,6,4,3,3,NA,NA,NA
2009,1,13000,0,0,456500,57.436,9,8030,492400,456500,10911.28,1,12,2,4,4,3,7,1,3,3,3,9,NA
2009,4,NA,NA,NA,482000,15.84545683,11,9847,NA,92000,10905.03,1,3,2,3,3,3,7,1,3,NA,3,NA,6
2010,1,11500,0,0,488000,62.456,4,7944,548750,488000,10936.91,1,12,2,4,3,3,7,2,3,3,3,9,NA
2009,1,13000,467000,0,451000,43.372,9,8005,467000,451000,10908.79,1,12,2,3,4,3,7,1,3,11,3,NA,NA
2009,7,12000,851123,0,857919,39.612,11,8642,35729,125000,11008.46,1,27,2,3,5,2,7,1,5,11,3,20,6
2010,1,8568,871626,0,828220,48.46,2,8358,871626,828220,10763.39,1,13,2,4,4,2,7,4,3,11,3,20,NA
2010,10,16500,976422,0,1032200,42.016,6,7472,50232,116460,10913.93,2,27,2,3,4,3,7,3,3,11,3,20,6
2010,9,15000,857874,0,897850,39.588,6,8080,56238,144199,10926.4,2,27,2,3,3,2,7,3,3,11,3,20,6
2011,1,2000,1026438,0,700740,60.616,3,10688,2000,0,10672.78,1,10,2,1,3,3,1,2,1,1,NA,NA,NA
2010,1,11000,0,0,436450,43.112,4,8026,498300,436450,10962.67,1,12,2,4,6,3,7,2,3,3,3,NA,NA
2010,1,11500,546237,0,508046,50.06,4,7974,546237,508046,10964.95,1,12,2,3,6,3,7,2,3,11,3,NA,NA
2010,1,2750,56490,0,559956,25.856,5,6972,56490,559956,10364.79,4,3,2,3,2,1,6,2,3,11,3,20,6
2010,3,3421,749897,0,486000,63.75034099,6,10154,68000,60000,10416.19,3,29,2,1,2,2,1,3,3,6,1,NA,1
2010,1,23016,0,0,978251,72.36,12,7972,NA,978251,10520.65,1,10,2,3,1,3,1,4,3,NA,3,NA,NA
2010,1,10500,0,0,526500,41.076,6,7912,594500,526500,10493.45,1,12,2,4,3,3,7,3,3,3,3,NA,NA
2010,1,14000,0,0,486000,31.588,5,7828,502600,486000,10964.15,1,12,2,3,3,3,7,2,3,3,3,NA,NA
2010,7,12000,895248,0,754572,45.164,8,8095,55482,107869,10679.87,3,27,2,3,4,2,6,3,3,11,3,20,6
2010,7,12000,880846,0,614501,45.956,6,7888,NA,NA,10787.84,3,27,2,3,1,3,7,3,3,11,NA,NA,NA
2011,4,15000,966497,0,1007299,112.904,4,8899,722117,569723,10589.64,3,27,2,3,3,2,6,2,3,6,3,9,NA
2010,3,9000,910964,0,907957,44.276,12,9015,715572,458367,10608.66,3,27,2,3,3,2,7,4,3,6,3,9,NA
2010,7,12000,921312,0,768442,72.46,11,8030,59892,90802,10655.52,3,27,2,3,2,2,7,1,3,11,3,20,1
2010,6,10500,766962,0,775966,46.992,9,8034,63252,158043,10605.36,3,27,2,3,4,2,7,1,3,11,3,20,6
2010,6,10500,910764,0,661222,78.22,8,8320,76258,141963,10798.68,3,27,2,3,4,2,7,3,3,11,3,20,6
2010,1,18000,82823,0,86743,33.272,6,7560,82823,86743,10329.79,4,6,2,4,3,2,6,3,3,6,3,NA,NA
2010,1,0,1480827.633,0,946000,72.924,10,7980,1480836,946000,10423.9,1,10,2,3,3,3,1,1,3,6,3,NA,NA
2010,1,11500,0,0,508690,35.488,7,7872,549730,508690,10920.11,1,12,2,3,3,3,7,3,3,9,3,9,NA
2010,6,420000,580944,0,698000,32.612,9,9836,147000,150000,10877.57,2,3,2,4,3,3,7,1,3,11,3,20,6
2010,6,504000,680988,0,750000,16.628,7,9780,142002,120000,10925.66,2,3,2,4,3,3,7,3,3,11,3,20,6
2010,6,378000,633990,0,783000,10.352,10,9940,158004,99000,11076.01,2,3,2,1,3,3,7,1,3,11,3,20,6
2010,5,37800,633990,0,864000,25.18,10,9870,149016,224000,10910.49,2,3,2,3,3,3,7,1,3,11,3,20,6
2010,1,8500,886620,0,793130,42.65727819,7,8319,886620,793130,10815.32,1,13,2,4,1,2,7,3,3,6,3,9,NA
2010,1,12012,0,0,471540,45.344,11,9052,12012,471540,10252.92,2,10,2,1,3,5,1,1,3,1,3,NA,NA
2010,4,7770,0,0,895000,162.696,11,9844,105000,128000,10444.01,1,20,2,3,1,3,7,1,3,9,3,9,NA
2010,1,0,0,0,831000,98.26,1,8182,1049664,831000,10465.72,1,20,2,3,1,3,6,4,3,9,3,9,NA
2011,1,0,23700,0,996000,45.344,1,8130,23700,996000,10403,1,20,2,4,3,3,1,4,3,11,3,20,6
2010,1,12012,0,0,473900,64.6,12,9010,NA,473900,10272.83,2,10,2,1,3,5,1,4,3,NA,3,NA,NA
2010,1,18984,0,0,947000,64.762,12,8508,NA,947000,10481.67,1,10,2,1,3,2,1,4,3,NA,3,NA,NA
2010,1,11000,0,0,534000,40.952,12,8007,586000,534000,10900.33,1,12,2,3,1,3,7,4,3,9,3,9,NA
2011,4,0,708488,0,930948,87.176,5,9710,548624,315041,10625.48,3,27,2,3,2,2,6,2,3,6,3,9,9
2011,4,12000,1154157,0,1251542,44.324,9,10419,169976,123841,10598.88,3,27,2,3,3,2,6,1,3,11,3,9,6
2010,1,24724,755458,0,3528616,57.41172984,12,6954,755458,969400,10335.16,4,5,2,3,3,3,6,4,3,11,3,20,NA
2011,3,0,848178,0,871003,93.952,6,9289,519394,364858,10632,3,27,2,NA,NA,2,6,3,3,6,3,9,9
2010,1,11350,0,0,477600,28.75787777,11,8034,519000,477600,10898.78,1,12,2,4,2,3,7,1,3,9,3,NA,NA
2010,5,6500,694974,0,802000,5.434086014,11,9890,149016,150000,11038.57,2,3,2,4,3,3,7,1,3,11,3,20,6
2011,3,12000,900874,0,942201,94.484,7,9236,747254,589653,10853.72,3,27,2,NA,NA,2,6,3,3,6,3,9,NA
2011,4,66000,914743,0,869716,76.81494263,6,10664,166734,92738,10844.44,3,27,2,3,4,2,6,3,3,6,3,7,9
2010,1,18480,0,0,723000,82.656,12,8152,NA,723000,10853.23,1,10,2,4,4,3,1,4,3,NA,3,NA,NA
2011,1,18480,0,0,934001,76.504,1,7985,NA,934001,10440.59,1,10,2,4,3,3,1,4,3,NA,3,NA,NA
2011,1,0,1273818,0,851000,76.292,4,7470,1273818,851000,10497.51,1,10,2,4,3,1,1,2,3,6,3,NA,NA
2010,6,7500,727944,0,880000,24.024,12,10162,98994,90000,11068.58,1,3,2,3,3,3,7,4,3,11,3,20,6
2010,1,0,1143576,0,689958,55.472,12,8000,1143576,689958,10915.51,1,10,2,4,3,3,1,4,3,6,3,NA,NA
2010,6,7000,726936,0,940000,27.424,12,9860,147000,150000,11013.84,1,3,2,3,3,3,7,4,3,11,3,20,6
2011,1,22512,0,0,1125600,195.747454,1,7980,NA,1006000,10501.62,1,10,2,4,2,3,1,4,3,NA,3,NA,NA
2011,1,0,1147440,0,834020,60.876,3,7955,1147440,834020,10421.33,1,10,2,3,1,3,1,2,3,6,3,NA,NA
2011,1,0,1380582,0,839400,153.076,5,7450,1380582,839400,10625.53,1,10,2,3,4,1,1,2,3,6,3,NA,NA
2011,2,15000,1156426,0,1285393,68.996,5,8764,865524,633243,10434.36,3,27,2,4,2,1,6,2,3,11,3,20,NA
2011,3,15000,825142,0,1020569,60.336,5,8820,538668,377677,10448.64,3,27,2,4,2,3,6,2,3,6,3,9,NA
2010,10,0,799722,0,896780,8.092,12,11008,68628,4024,11001,1,5,2,3,4,2,1,4,3,11,3,20,6
2011,2,15000,1125396,0,1027250,116.928,5,9228,970194,689224,10886.92,3,27,2,NA,NA,2,6,2,3,6,3,9,9
2011,3,13500,1016024,0,1224380,60.828,6,8944,640558,439014,10467.21,3,27,2,4,3,3,7,3,3,6,3,9,6
2011,3,13500,928746,0,600924,72.232,8,8903,642004,44279,10467.43,3,27,2,4,4,3,7,3,3,6,3,9,NA
2011,4,12000,1037823,0,1223434,48.756,7,10571,131632,101884,10799.91,3,27,2,3,4,2,6,3,3,11,3,20,9
2011,3,0,1311460,0,1355647,41.696,7,10639,167178,113937,10823.44,3,27,2,4,4,3,6,3,3,6,3,NA,NA
2011,10,0,622146,0,967108,23.3,4,10910,40614,24473,11018.96,1,5,2,3,4,2,1,2,3,11,3,20,6
2011,10,0,809681,0,1064281,9.188,4,11010,98237,66763,11005.97,1,5,2,3,3,2,1,2,3,11,3,20,6
2011,1,23142,1047858,0,970718,79.352,3,7550,1047858,970718,10355.52,4,29,2,5,2,2,1,2,3,11,3,20,6
2011,1,1100652,0,0,859990,124.768,1,7872,NA,859990,10803.72,1,32,2,4,4,3,7,4,3,6,3,NA,NA
2011,10,10,836512,0,752647,8.03,3,11686,10,0,10993.69,2,5,2,3,3,5,1,2,1,1,NA,11,NA
2011,1,0,840000,0,6e+05,165.852,3,8420,840000,600000,10286.58,1,20,2,3,1,2,1,2,3,11,3,20,6
2011,1,0,0,0,656568,57.64,4,8940,1041180,656568,10878.94,1,14,2,3,5,2,7,2,3,3,3,NA,NA
2011,1,0,1247568,0,751000,59.28813167,5,8160,1247568,751000,10895,1,10,2,4,1,3,1,2,3,6,3,NA,NA
2011,1,0,1033494,0,682000,123.6427928,8,7975,1033494,682000,10509.46,1,10,2,4,4,3,1,3,3,6,3,NA,NA
2011,11,0,773088,0,978294,7.548,7,11354,71316,60178,10984.35,2,5,2,4,3,2,1,3,3,11,3,NA,6
2011,3,13500,1238250,0,1308120,70.588,5,9366,901782,612755,10987.03,1,27,2,3,5,1,7,2,3,6,3,NA,NA
2011,1,0,1476930,0,965380,51.354,7,7985,1476930,965380,10534.22,1,10,2,3,4,3,1,3,3,6,3,NA,NA
2011,1,0,1533924,0,956000,68.68,8,7965,1533924,956000,10395.96,1,10,2,3,3,3,1,3,3,6,3,9,NA
2011,4,15000,1292592,0,1411688,73.992,10,10658,167448,120834,10907.15,1,27,2,3,6,3,6,1,3,11,3,9,6
2011,3,13500,955865,0,1127263,52.44,8,9204,724451,618228,10851.39,3,27,2,3,1,2,7,3,3,11,3,20,NA
2011,3,12000,895353,0,941476,51.432,7,9184,739002,573578,10833.37,3,27,2,4,1,2,7,3,3,6,3,20,NA
2012,3,10500,1338839,0,1197571,28.744,7,9446,956063,432462,10931.36,1,27,2,3,4,3,7,3,3,11,3,20,NA
2011,1,16000,622902,0,892456,64.704,4,7820,622902,892456,10928.33,2,23,2,3,3,3,7,2,3,11,3,20,NA
2011,1,10000,400700,0,693800,8.604,10,9190,400700,693800,10901.66,2,23,2,4,4,5,6,1,3,11,5,20,6
2012,4,15000,1218576,0,1228603,60.576,1,10546,194642,135551,10819.26,3,27,2,3,1,2,6,4,3,11,3,9,9
2011,4,16500,1355021,0,1475648,18.89,12,10312,138466,121072,10416.49,3,27,2,3,3,3,1,4,3,11,3,4,9
2012,4,0,1231488,0,1563055,204.808,1,7154,5820,0,10445.07,3,27,2,3,2,3,1,4,1,1,NA,11,NA
2011,4,15000,1431150,0,1460529,202.956,12,10386,216046,150461,10588.63,3,27,2,3,2,3,6,4,3,11,3,9,9
2011,4,15000,1259164,0,1437820,94.432,11,10395,162092,120545,10609.19,3,27,2,4,2,3,6,1,3,11,3,9,NA
2012,12,14000,825510,0,797429,28.19693786,1,11012,99960,97520,10972.49,1,5,2,3,4,5,1,4,3,11,1,20,6
2011,4,0,0,0,296375,14.964,6,10213,105420,51375,10327.46,4,5,2,3,2,5,6,3,3,9,3,9,NA
2011,1,0,1401666,0,858500,62.216,7,8010,1401666,858500,10484.86,1,10,2,4,3,3,1,3,3,6,3,NA,NA
2011,1,0,1179780,0,756280,95.96,7,7970,1179780,756280,10493.71,1,10,2,4,3,3,1,3,3,6,3,NA,NA
2011,3,12000,963840,0,1312915,90.7,9,9528,600462,504940,10641.5,1,27,2,3,1,3,7,1,3,11,3,9,6
2011,11,0,867836,0,1056441,1.372,5,11180,82824,72471,10941.93,2,5,2,3,3,2,1,2,3,11,2,20,6
2011,13,0,735066,0,1000630,0.7,6,11282,75000,76000,10964.54,2,5,2,1,3,5,1,3,3,11,3,NA,6
2011,1,9072,0,0,718040,51.612,5,8724,1032612,718040,11013.55,2,13,2,4,4,2,7,2,3,3,3,NA,NA
2012,4,8394,1487374,0,942338,42.14,4,10368,521188,141230,10552.18,3,27,2,3,3,2,1,2,3,11,3,9,9
2011,1,0,1421574,0,849973,49.24,8,8170,1421574,849973,10947.64,1,10,2,4,4,3,1,3,3,6,3,NA,NA
2011,1,0,1042944,0,735000,36.508,8,8155,1042944,735000,10810.98,1,10,2,4,3,3,1,3,3,6,3,NA,NA
2011,1,0,1524138,0,978500,55.99784856,8,8140,1524138,978500,10839.77,1,10,2,4,1,3,1,3,3,6,3,NA,NA
2011,1,19500,0,1403388,737270,36.408,6,8313,1403388,737270,10319,4,22,2,3,3,5,6,3,3,8,3,17,NA
2011,12,10,856572,0,716157,1.072,7,11264,10,0,10941.45,2,5,2,4,3,5,1,3,1,1,NA,1,NA
2012,4,13500,1266636,0,1128780,107.22,2,10485,604086,439946,10669.69,3,27,2,3,3,2,1,4,3,11,3,9,9
2011,1,0,0,0,644499,34.168,7,8806,931392,644499,10836.13,1,14,2,1,4,2,7,3,3,3,3,NA,NA
2011,1,0,0,0,698959,73.48365573,8,8666,1080156,698959,10926,1,14,2,4,5,2,7,3,3,3,3,NA,NA
2012,1,5040,460572,0,306130,65.18104683,1,9350,460572,306130,11028.4,1,13,2,4,2,5,7,4,3,6,3,9,NA
2011,1,10584,0,0,701470,23.404,5,8791,973392,701470,11076.02,1,13,2,4,4,2,7,2,3,3,3,9,NA
2012,3,10560,1290999,0,1395150,54.004,2,9185,830871,587837,10495.88,3,27,2,3,3,3,7,4,3,11,3,20,6
2012,4,12000,1487780,0,1438523,167.716,3,10265,201424,149186,10356.99,4,27,2,1,3,3,1,2,3,11,3,20,9
2012,6,1961.400032,869328.5918,0,687241,51.71401936,2,10707,190008,100090,10955.1,1,9,2,5,6,3,6,4,3,11,3,9,6
2012,7,1716,860500,0,808814,52.05450267,2,10580,8039,NA,10835,1,9,2,5,3,3,1,4,2,9,NA,NA,NA
2012,4,15000,1673884,0,1509415,69,4,10872,367464,116528,10528.91,3,27,2,5,3,3,3,2,3,11,3,20,9
2012,1,0,0,0,1135680,63.7,7,9022,1675674,1014000,10501.84,3,25,2,4,3,5,4,3,3,3,3,NA,NA
2012,1,0,0,0,846620,118.444,1,8152,958398,846620,10540.86,3,25,2,3,3,2,4,4,3,3,3,NA,NA
2011,4,15000,1364498,0,1409144,101.708,12,10620,179710,135334,10810.35,3,27,2,3,6,2,6,4,3,11,3,20,9
2011,4,15000,1441477,0,1417665,24.292,12,10600,218778,141723,10775.63,3,27,2,3,1,3,1,4,3,11,3,9,9
2012,5,12000,1487424,0,1347850,90.432,3,10888,193710,136011,10832.26,3,27,2,3,1,2,1,2,3,11,3,NA,9
2012,4,15000,1340128,0,1389239,131.648,6,10396,203080,150208,10553.12,3,27,2,3,2,3,1,3,3,11,3,20,9
2011,1,0,0,0,805680,43.248,8,8693,1157520,805680,10880.59,1,14,2,4,4,2,7,3,3,3,3,NA,NA
2011,1,0,0,0,855350,99.244,10,8690,1209306,855350,10928.42,1,14,2,3,5,2,7,1,3,3,3,NA,NA
2011,1,0,0,0,800014,124.096,10,8699,1283142,800014,10929.16,1,14,2,1,5,2,7,1,3,3,3,NA,NA
2011,1,0,0,0,841390,33.984,9,9312,1049370,841390,10928.82,2,3,2,3,3,5,8,1,3,3,3,NA,6
2012,4,15000,1405266,0,1395880,89.4,6,10366,218696,149466,10554.48,3,27,2,3,2,3,1,3,3,11,3,20,9
2011,1,0,1523424,0,978500,71.07859197,8,8130,1523424,978500,10792.52,1,10,2,4,4,3,1,3,3,6,3,NA,NA
2011,12,0,756582,0,844910,11.188,8,10928,104748,5760,10738.26,1,5,2,3,3,5,1,3,3,11,3,NA,6
2011,12,0,721350,0,450707,21.736,9,10830,104286,38523,10710.3,1,5,2,3,4,5,1,1,3,6,3,9,6
2011,1,0,1565760,0,851126,105.98,12,7965,1565760,851126,10534.91,1,10,2,3,1,3,1,4,3,6,3,NA,NA
2011,1,0,1335348,0,808500,50.444,11,7870,1335348,808500,10430.87,1,10,2,4,4,3,1,1,3,6,3,NA,NA
2011,15,0,804672,0,613084,0.292,8,11520,34042,1500,10969.32,2,5,2,4,3,2,1,3,3,6,3,9,6
2011,13,0,740292,0,764714,0.248,12,11340,76230,36583,10922.76,2,5,2,3,6,5,1,4,3,11,1,20,6
2011,1,0,821688,0,774294,46.928,10,6796,821688,774294,10318.01,4,35,2,4,3,1,7,1,3,11,3,NA,NA
2012,4,10500,1280932,0,1192763,98.776,2,10474,597534,382202,10627.83,3,27,2,3,2,2,1,4,3,11,3,9,9
2012,3,10500,1091276,0,1299161,14.904,1,9010,685788,488537,10486.32,3,27,2,4,4,3,7,4,3,11,3,3,9
2011,1,11000,0,0,509500,36.676,11,7961,545000,509500,10905.94,1,12,2,4,1,3,7,1,3,9,3,NA,NA
2011,3,0,1052798,0,1423739,42.116,12,7271,5173,0,10486.71,3,27,2,3,3,3,7,4,1,1,NA,11,NA
2011,1,11000,0,0,5e+05,34.888,9,7952,534000,500000,10947.77,1,12,2,3,3,3,7,1,3,9,3,9,NA
2012,4,15000,1388199,0,1347700,49.028,4,10428,212004,150467,10636.06,3,27,2,3,4,3,6,2,3,11,3,20,9
2011,1,0,0,0,866400,74.232,10,8550,781200,866400,10923.61,1,11,2,1,6,2,1,1,3,3,3,NA,NA
2012,1,0,0,0,970400,164.344,4,8560,897120,970400,10920.8,1,11,2,1,6,2,1,2,3,3,3,NA,NA
2012,4,14000,1084116,0,1058922,56.644,1,10624,179401,136678,10848.51,3,27,2,5,5,1,6,4,3,11,3,3,9
2012,3,16500,1333435,0,1423437,56.468,2,8804,925239,661055,10476.48,3,27,2,4,3,3,7,4,3,11,3,3,NA
2011,1,0,1312584,0,821000,83.38,11,7850,1312584,821000,10513.7,1,10,2,3,1,3,1,1,3,6,3,9,NA
2011,4,16500,1444109,0,1573985,19.98,11,10250,192260,135996,10422.69,4,27,2,4,2,1,6,1,3,11,3,4,9
2012,4,0,1234173,0,1415768,64.344,2,10606,195043,135306,10843.25,3,27,2,2,6,3,6,4,3,11,3,3,9
2011,3,20200,1388027,0,1238775,73.664,12,10248,187532,128456,10434.28,3,27,2,4,3,1,6,4,3,11,3,6,9
2012,4,10250,1107788,0,1399220,70.3,5,10674,179880,150759,10888.33,3,27,2,3,6,1,1,2,3,11,3,20,9
2012,3,15000,1177926,0,1445816,132.544,2,10323,371118,318855,10537.75,3,27,2,1,3,2,6,4,3,11,3,9,9
2011,1,0,0,0,717041,89.508,11,7847,1015350,717041,10718.85,1,32,2,4,4,3,7,1,3,3,3,NA,NA
2011,1,0,0,0,830181,84.592,10,7950,1314264,830181,10902.43,1,32,2,1,3,3,6,1,3,3,3,NA,NA
2012,4,16500,1372841,0,1423712,56.772,4,10612,216876,161491,10755.01,3,27,2,3,1,3,1,2,3,11,3,20,9
2012,4,12000,1439288,0,1461359,44.212,6,10436,223302,150725,10751.74,3,27,2,3,4,3,6,3,3,11,3,20,9
2011,1,0,1351602,0,107600,5.083,11,7950,1351602,107600,10739.86,2,3,2,4,3,3,1,1,3,11,5,NA,NA
2011,1,4200,112560,0,1e+05,45.42,10,7690,112560,100000,10875.24,2,3,2,1,3,1,1,1,3,6,3,9,6
2011,1,0,1169910,0,782000,57.208,12,8055,1169910,782000,10961.12,1,10,2,4,5,3,1,4,3,6,3,9,NA
