WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Total.Height,Geology.Score
2482,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40391,2010,31.52052,-102.082,10615,40,160,4,1,2,0,18018,0,0,892500,18018,NA,1,4,2,FRAC,7270,10510,NA,,,892500,LB,SAND,NA,NA,,,3240,NA,275.462962962963,2323.15,6023.77
2483,B,ATHLON ENERGY OPERATING LLC,UPTON,40360,2010,31.64466,-102.05608,10140,40,40,3,6,12,0,16000,670950,0,730000,686950,35.896,2,4,12,FRAC,9916,9936,142002,GAL,X-LINKGEL,120000,LB,SAND,NA,NA,XLNK,20/40,20,7100.1,6000,1513.99,5157.98
2484,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40395,2010,31.50704,-102.09083,11190,40,Over 160,3,1,2,0,1021860,0,0,679350,1021860,NA,2,4,2,FRAC,7910,10480,NA,,,679350,LB,SAND,NA,NA,,,2570,NA,264.338521400778,1461,5102
2485,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40408,2010,31.5176,-102.09393,10600,80,160,3,1,2,0,16500,0,0,732500,16500,96.684,2,4,2,FRAC,7830,10460,NA,,,732500,LB,SAND,NA,NA,,,2630,NA,278.51711026616,1436.78,5131.87
2486,B,ATHLON ENERGY OPERATING LLC,UPTON,40458,2010,31.64517,-102.06958,10264,80,40,3,6,12,0,9500,734370,0,865000,743870,NA,2,4,12,FRAC,9950,10028,153972,GAL,X-LINKGEL,150000,LB,SAND,NA,NA,XLNK,20/40,78,1974,1923.07692307692,1500.06,5111.34
2487,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40429,2010,31.50645,-102.07729,10702,40,160,3,1,1,724078,0,0,0,1314880,724078,NA,2,4,1,FRAC,7805,10480,724078,GAL,FLUD,1174000,LB,SAND,NA,NA,,,2675,270.683364485981,438.878504672897,1489.26,5162.2
2488,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40722,2011,31.50216,-102.04134,10725,20,160,3,4,8,0,0,1593347,0,1492176,1593347,53.336,2,4,8,FRAC,9746,10525,776526,GAL,GEL,607634,LB,SAND,NA,NA,GELA,30/50,779,996.824133504493,780.017971758665,1511,5169
2489,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40636,2011,31.5155,-102.00966,10859,80,80,8,3,6,0,16500,1286462.367,0,1416195,1302962.367,45.976,2,9,6,FRAC,9154,10641,1038450,GAL,GEL,863176,LB,SAND,NA,NA,GELA,,1487,698.352387357095,580.481506388702,3167.63,12967.11
2490,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40407,2010,31.54036,-102.09679,10724,80,80,3,1,2,0,16500,0,0,722500,16500,NA,2,4,2,FRAC,7930,10460,NA,,,722500,LB,SAND,NA,NA,,,2530,NA,285.573122529644,1437.71,5062.08
2491,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40464,2010,31.64262,-102.03318,10928,80,160,3,7,14,0,12000,986844,0,853340,998844,NA,2,4,14,FRAC,8328,8475,64176,GAL,X-LINKGEL,142565,LB,SAND,NA,NA,XLNK,16/30,147,436.571428571429,969.829931972789,1531.88,5458.67
2492,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40472,2010,31.64515,-102.03843,10921,40,80,7,11,22,0,18000,1261950,56700,1281980,1336650,60.408,2,8,22,FRAC,7780,7940,56700,GAL,FRAC,122176,LB,SAND,NA,NA,XLNK,20/40,160,354.375,763.6,3158.04,13705.08
2493,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40483,2010,31.63554,-102.03083,10919,80,40,3,9,18,0,15000,1110438,0,1079302,1125438,56.768,2,4,18,FRAC,7773,7938,51198,GAL,X-LINKGEL,112334,LB,SAND,NA,NA,XLNK,20/40,165,310.290909090909,680.812121212121,1546,5384
2494,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40521,2010,31.63806,-102.03608,10950,40,80,8,5,5,0,0,1900062,0,1560743,1900062,96.344,1,8,5,FRAC,9882,10938,958860,GAL,GEL,466022,LB,SAND,NA,NA,GELA,30/50,1056,908.011363636364,441.308712121212,4064.93,14148.08
2495,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40478,2010,31.62773,-102.12137,10890,160,Sub 20,6,2,2,0,0,949914,0,485215,949914,NA,4,9,2,FRAC,10790,10810,185136,GAL,GEL,107960,LB,SAND,NA,NA,,,20,9256.8,5398,1334.76,8103.83
2496,B,APACHE CORPORATION,UPTON,40389,2010,31.57329,-101.90839,10862,40,40,7,3,3,1131700,0,0,0,666663,1131700,NA,2,8,3,FRAC,8968,10746,463500,GAL,FLUD,276295,LB,SAND,NA,NA,SFAC,,1778,260.686164229471,155.396512935883,3457.49,14802.12
2497,B,APACHE CORPORATION,UPTON,40386,2010,31.57496,-101.90014,10825,40,40,7,3,3,388700,0,0,217000,648760,605700,NA,2,8,3,FRAC,8934,10708,217000,GAL,SLKW,276295,LB,SAND,NA,NA,SFAC,,1774,122.322435174746,155.746899661781,3369.12,15137.96
2498,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40514,2010,31.50508,-102.09885,10624,40,Over 160,4,1,1,1260121.816,0,0,0,892500,1260121.816,NA,1,4,1,FRAC,7440,10470,1260126,GAL,FLUD,892500,LB,SAND,NA,NA,,,3030,415.883168316832,294.554455445545,2271,5844
2499,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40497,2010,31.50957,-102.09592,10610,40,Over 160,4,1,2,0,18000,0,0,892500,18000,NA,1,4,2,FRAC,7425,10480,NA,,,892500,LB,SAND,NA,NA,,,3055,NA,292.144026186579,2268,5938
2500,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40563,2011,31.498,-102.09653,10610,40,Over 160,3,1,1,1087044,0,0,0,743500,1087044,43.176,2,4,1,FRAC,7851,10440,1087044,GAL,FLUD,743500,LB,SAND,NA,NA,,,2589,419.870220162225,287.176516029355,1445,5134
2501,B,APACHE CORPORATION,UPTON,40399,2010,31.55594,-101.91607,10786,80,40,7,3,3,732000,0,0,0,619627,732000,22.884,2,8,3,FRAC,8992,10696,359000,GAL,FLUD,226689,LB,SAND,NA,NA,SFAC,,1704,210.680751173709,133.033450704225,3401.44,14628.03
2502,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40418,2010,31.53626,-102.11353,10610,40,160,3,1,1,1152606,0,0,0,722500,1152606,NA,2,4,1,FRAC,7965,10410,1152606,GAL,FLUD,722500,LB,SAND,NA,NA,,,2445,471.413496932515,295.501022494888,1410.52,5123.34
2503,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40517,2010,31.63667,-102.1331,10850,80,40,6,1,2,0,12012,0,0,472180,12012,NA,4,9,2,FRAC,9052,10636,NA,,,472180,LB,SAND,NA,NA,,,1584,NA,298.093434343434,1272.18,7561.97
2504,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40491,2010,31.52253,-102.07373,10708,40,40,4,1,1,1244124,0,0,0,886918,1244124,NA,1,4,1,FRAC,7330,10550,1244124,GAL,FLUD,886918,LB,SAND,NA,NA,,,3220,386.373913043478,275.440372670807,2361.27,6071.02
2505,B,APACHE CORPORATION,UPTON,40946,2012,31.52371,-102.00887,10902,80,40,8,8,8,0,0,554500,208000,794350,762500,32.904,2,9,8,FRAC,10445,10739,100000,GAL,X-LINKGEL,88600,LB,SANDRCSD,NA,NA,,,294,340.136054421769,301.360544217687,3189.83,12947.05
2506,B,APACHE CORPORATION,UPTON,40593,2011,31.52749,-102.0043,10877,80,40,9,5,5,490500,0,121000,0,900188,611500,NA,1,9,5,FRAC,10449,10757,109000,GAL,GEL,67500,LB,SAND,NA,NA,,20/40,308,353.896103896104,219.155844155844,4078.9,13916.47
2507,B,APACHE CORPORATION,UPTON,40845,2011,31.52077,-102.00279,10960,40,20,8,7,7,451000,0,300604,0,625125,751604,NA,2,9,7,FRAC,10404,10765,95000,GAL,X-LINKGEL,69750,LB,SAND,NA,NA,,,361,263.157894736842,193.213296398892,3185.95,13144.14
2508,B,HPC ENERGY LLC,UPTON,40410,2010,31.53563,-102.12701,10555,20,Over 160,3,1,1,1291794,0,0,0,1146880,1291794,NA,2,4,1,FRAC,7825,10130,1291794,GAL,FLUD,1024000,LB,SAND,NA,NA,,,2305,560.431236442516,444.251626898048,1338.33,5086.67
2509,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40441,2010,31.63549,-102.15059,10690,160,Sub 20,6,1,1,0,0,938555,0,462000,938555,NA,4,9,1,FRAC,9135,10432,938555,GAL,GEL,462000,LB,SAND,NA,NA,,,1297,723.635312259059,356.206630686199,1166.3,6784.87
2510,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40513,2010,31.63036,-102.1578,10745,160,40,6,1,2,0,12012,0,0,470600,12012,39.636,4,9,2,FRAC,9164,10604,NA,,,470600,LB,SAND,NA,NA,,,1440,NA,326.805555555556,1212.78,7735.47
2511,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40440,2010,31.51153,-102.0879,10595,40,Over 160,3,1,1,1067052,0,0,0,644037,1067052,46.432,2,4,1,FRAC,8255,10500,1067052,GAL,FLUD,644037,LB,SAND,NA,NA,,,2245,475.301559020045,286.876169265033,1462,5189
2512,B,HPC ENERGY LLC,UPTON,40468,2010,31.54647,-102.11626,10575,40,160,3,1,1,1354080,0,0,0,886503,1354080,58.968,2,4,1,FRAC,7805,10356,1354080,GAL,FLUD,886503,LB,SAND,NA,NA,,,2551,530.803606428851,347.511956095649,1429,5093
2513,B,HPC ENERGY LLC,UPTON,40466,2010,31.53888,-102.11375,10565,40,160,3,1,1,1365462,0,0,0,1216320,1365462,50.188,2,4,1,FRAC,7831,10428,1365462,GAL,FLUD,1086000,LB,SAND,NA,NA,,,2597,525.784366576819,418.17481709665,1416,5138
2514,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40697,2011,31.50198,-102.04913,11505,40,80,8,1,1,1544831.367,0,0,0,933450,1544831.367,NA,2,9,1,FRAC,7770,11330,1544844,GAL,FLUD,933450,LB,SAND,NA,NA,,,3560,433.944943820225,262.205056179775,3216,14653.61
2515,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40497,2010,31.51556,-102.10229,10590,80,Over 160,4,1,2,0,18000,0,0,892500,18000,93.748,1,4,2,FRAC,7430,10420,NA,,,892500,LB,SAND,NA,NA,,,2990,NA,298.494983277592,2244,5919
2516,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40579,2011,31.52209,-102.1224,11220,40,Over 160,8,NA,1,1698270,0,0,0,1159200,1698270,NA,2,9,1,REACID,7960,11170,1698270,GAL,FLUD,1036000,LB,SAND,NA,NA,,,3210,529.056074766355,322.741433021807,2915.66,13269.26
2517,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40564,2011,31.5247,-102.09625,10715,40,160,4,1,1,1219722,0,0,0,813500,1219722,70.732,1,4,1,FRAC,7345,10440,1219722,GAL,FLUD,813500,LB,SAND,NA,NA,,,3095,394.094345718901,262.843295638126,2272.28,5940.22
2518,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40515,2010,31.5281,-102.0978,10730,40,80,3,1,2,0,1162614.633,0,0,742500,1162614.633,NA,2,4,2,FRAC,7925,10435,NA,,,742500,LB,SAND,NA,NA,,,2510,NA,295.816733067729,1437.28,5112.82
2519,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40561,2011,31.53107,-102.13475,10500,40,160,3,1,1,974891,0,0,0,631100,974891,100.196,2,4,1,FRAC,7770,10270,974891,GAL,FLUD,631100,LB,SAND,NA,NA,,,2500,389.9564,252.44,1340.79,5074.21
2520,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40491,2010,31.56784,-102.0754,10718,80,160,3,1,2,0,14500,0,0,566200,14500,NA,2,4,2,FRAC,8290,10460,NA,,,566200,LB,SAND,NA,NA,,,2170,NA,260.921658986175,1520,5125
2521,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40542,2010,31.49102,-102.09423,11540,40,160,8,1,2,0,22500,0,0,1167040,22500,106.66,2,9,2,FRAC,7805,11320,NA,,,1042000,LB,SAND,NA,NA,,,3515,NA,296.443812233286,3081.98,14840.54
2522,B,MERIT ENERGY COMPANY,UPTON,40543,2010,31.59831,-101.97878,10313,40,40,1,1,1,30156000,0,0,0,345000,30156000,NA,4,4,1,FRAC,9380,10200,30156000,GAL,FLUD,345000,LB,SAND,NA,NA,,,820,36775.6097560976,420.731707317073,NA,1536.24
2523,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40578,2011,31.49245,-102.05501,10665,80,40,3,1,1,1139905.184,0,0,0,732500,1139905.184,128.1435505,2,4,1,FRAC,7655,10455,1139922,GAL,FLUD,732500,LB,SAND,NA,NA,,,2800,407.115,261.607142857143,1493.97,5099.76
2524,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40582,2011,31.53418,-102.12263,11304,40,Over 160,8,1,1,1658769,0,0,0,998750,1658769,86.264,2,9,1,FRAC,7965,11200,1658790,GAL,FLUD,998750,LB,SAND,NA,NA,,,3235,512.763523956723,308.732612055641,2889.38,13515.75
2525,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40793,2011,31.52614,-102.10577,11334,40,Over 160,8,1,1,1223460,0,0,0,829171,1223460,98.63218937,2,9,1,FRAC,7930,11220,1223460,GAL,FLUD,829171,LB,SAND,NA,NA,,,3290,371.872340425532,252.027659574468,2994.34,14122.39
2526,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40638,2011,31.53152,-102.11636,10584,40,Over 160,3,1,1,1092651,0,0,0,735000,1092651,60.584,2,4,1,FRAC,7970,10405,1092672,GAL,FLUD,735000,LB,SAND,NA,NA,,,2435,448.735934291581,301.848049281314,1408,5161
2527,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40595,2011,31.52682,-101.96216,10865,40,80,8,3,6,0,16500,1250240.367,0,1235186,1266740.367,83.4068458,2,9,6,FRAC,9120,10618,1032528,GAL,GEL,724200,LB,SAND,NA,NA,GELA,,1498,689.271028037383,483.444592790387,3202.09,13657.24
2528,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40622,2011,31.50956,-101.9858,10892,40,160,8,3,6,0,16500,2196761.734,0,1452371,2213261.734,90.052,2,9,6,FRAC,9154,10602,1923768,GAL,GEL,795336,LB,SAND,NA,NA,GELA,,1448,1328.56906077348,549.265193370166,3184,14713.96
2529,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,40550,2011,31.50716,-102.10833,12684,80,Over 160,12,1,2,0,24066,1164198,0,800620,1188264,53.87031232,4,15,2,FRAC,9191,12276,1164198,GAL,GEL,800620,LB,SAND,NA,NA,GELA,,3085,377.373743922204,259.520259319287,NA,NA
2530,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40511,2010,31.52225,-101.9687,10872,20,80,8,4,8,0,15000,1238850,0,1223170,1253850,89.88,2,9,8,FRAC,10564,10663,188482,GAL,GEL,117116,LB,SAND,NA,NA,GELA,30/50,99,1903.85858585859,1182.9898989899,3182.17,13594.11
2531,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,40747,2011,31.63697,-101.92845,11213,80,40,8,1,1,1228794,0,0,0,1703296.055,1228794,NA,2,9,1,FRAC,7750,11150,1228794,GAL,FLUD,1520000,LB,SAND,NA,NA,,,3400,361.41,447.058823529412,3536.35,15410.3
2532,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,40504,2010,31.63887,-101.92025,11015,80,40,6,1,1,0,0,725466,0,602440,725466,44.95842123,4,9,1,FRAC,9262,10990,725466,GAL,GEL,602440,LB,SAND,NA,NA,,,1728,419.829861111111,348.634259259259,1932.25,11233.85
2533,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,40864,2011,31.64331,-101.91728,11615,80,40,7,1,1,1103634,0,0,0,885240,1103634,NA,3,9,1,FRAC,8216,11490,1103634,GAL,FLUD,885240,LB,SAND,NA,NA,,,3274,337.090409285278,270.38485033598,2903.39,14110.26
2534,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,40556,2011,31.63423,-101.92318,11000,80,40,7,1,1,998718,0,0,0,1194816.055,998718,NA,3,9,1,FRAC,8086,10918,998718,GAL,FLUD,1066000,LB,SAND,NA,NA,,,2832,352.654661016949,376.412429378531,2919.88,14248.98
2535,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,40737,2011,31.63168,-101.91794,11225,40,20,7,1,1,953694,0,0,0,1496543.945,953694,57.864,3,9,1,FRAC,7960,11050,953694,GAL,FLUD,1336000,LB,SAND,NA,NA,,,3090,308.638834951456,432.362459546926,2916.14,14389.83
2536,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,40922,2012,31.63613,-101.91497,11606,80,40,6,1,1,989142,0,0,0,876280,989142,101.464,4,9,1,FRAC,8818,11290,989142,GAL,FLUD,876280,LB,SAND,NA,NA,,,2472,400.138349514563,354.482200647249,1924.19,11350.08
2537,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40589,2011,31.52273,-102.10431,10605,40,Over 160,3,1,1,1177806,0,0,0,733702,1177806,54.86,2,4,1,FRAC,7920,10490,1177806,GAL,FLUD,733702,LB,SAND,NA,NA,,,2570,458.290272373541,285.487159533074,1448,5103
2538,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40573,2011,31.51813,-101.97369,10864,40,80,8,4,8,0,15000,1126818,0,1030901,1141818,77.416,2,9,8,FRAC,9162,10672,903006,GAL,GEL,574357,LB,SAND,NA,NA,GELA,,1510,598.017218543046,380.368874172185,3174.41,13923.2
2539,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40609,2011,31.52141,-101.986,10884,40,80,8,3,6,0,0,3920893,0,1138269,3920893,60.44,2,9,6,FRAC,9120,10646,906833,GAL,GEL,646784,LB,SAND,NA,NA,GELA,20/40,1526,594.254914809961,423.842726081258,3183.85,13657.54
2540,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40636,2011,31.51797,-101.98443,10896,40,160,3,3,6,0,15000,1408902.816,0,1375281,1423902.816,69.892,2,4,6,FRAC,9200,10174,1127994,GAL,GEL,720223,LB,SAND,NA,NA,GELA,,974,1158.10472279261,739.448665297741,1522.84,5291.99
2541,B,APACHE CORPORATION,UPTON,40492,2010,31.57771,-101.90492,10829,40,40,8,4,4,0,0,746800,0,725465,746800,13.406,1,8,4,FRAC,10081,10707,196800,GAL,GEL,139500,LB,SAND,NA,NA,,,626,314.376996805112,222.843450479233,4219.66,15899
2542,B,APACHE CORPORATION,UPTON,40970,2012,31.52155,-102.06,10884,40,40,7,9,9,0,0,503000,517500,922125,1020500,104.8542318,2,8,9,FRAC,10503,10780,100000,GAL,X-LINKGEL,88625,LB,RCSD,NA,NA,XLNK,20/40,277,361.01083032491,319.945848375451,3093.16,14116.18
2543,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40521,2010,31.63746,-102.02266,10930,40,40,3,4,8,0,0,1295260,0,1289759,1295260,NA,2,4,8,FRAC,9838,10766,767174,GAL,GEL,519894,LB,SAND,NA,NA,GELA,30/50,928,826.696120689655,560.230603448276,1557.8,5458.98
2544,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40546,2011,31.63999,-102.0279,10933,80,40,3,3,6,0,16500,1292466,0,1306043,1308966,59.936,2,4,6,FRAC,9363,10758,1039752,GAL,GEL,737616,LB,SAND,NA,NA,GELA,20/40,1395,745.341935483871,528.756989247312,1550.68,5460.83
2545,B,APACHE CORPORATION,UPTON,40541,2010,31.56503,-101.91028,10825,40,40,8,7,7,568000,0,195000,0,659375,763000,11.04,1,8,7,FRAC,10450,10715,95000,GAL,X-LINKGEL,69750,LB,SAND,NA,NA,XLNK,20/40,265,358.490566037736,263.207547169811,4188.43,15727.1
2546,B,APACHE CORPORATION,UPTON,40686,2011,31.53275,-102.03303,10835,80,40,7,7,7,743500,0,0,0,604688,743500,75.196,2,8,8,ACID,7637,10459,3473,GAL,A,0,undefined,undefined,NA,NA,HCL,,2822,1.23068745570517,0,3116.08,13850.07
2547,B,APACHE CORPORATION,UPTON,41011,2012,31.53051,-102.0411,10899,40,40,7,8,8,0,0,5e+05,399000,826375,899000,NA,2,8,8,FRAC,10522,10760,100000,GAL,X-LINKGEL,88625,LB,RCSD,NA,NA,XLNK,20/40,238,420.168067226891,372.373949579832,3105.86,13838.89
2548,B,APACHE CORPORATION,UPTON,40758,2011,31.53424,-102.02447,10850,40,40,7,5,5,109000,0,390000,0,444500,499000,NA,2,8,5,FRAC,10470,10749,95000,GAL,X-LINKGEL,69750,LB,SAND,NA,NA,XLNK,20/40,279,340.501792114695,250,3127.92,13902.7
2549,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40597,2011,31.49548,-102.06034,10645,80,40,3,1,1,1135075.184,0,0,0,722500,1135075.184,NA,2,4,1,FRAC,7775,10350,1135092,GAL,FLUD,722500,LB,SAND,NA,NA,,,2575,440.812427184466,280.582524271845,1491.91,5125.05
2550,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40731,2011,31.5069,-101.9956,10884,80,80,8,3,6,0,0,956326,0,1187003,956326,65.652,2,9,6,FRAC,9174,10652,689452,GAL,GEL,634697,LB,SAND,NA,NA,,,1478,466.476319350474,429.429634641407,3178.71,14456.89
2551,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40752,2011,31.50343,-102.03137,10724,40,160,4,3,6,0,16500,1115372,0,1321582,1131872,NA,1,4,6,FRAC,9224,10568,829018,GAL,GEL,745098,LB,SAND,NA,NA,GELA,,1344,616.828869047619,554.388392857143,2396.08,6128.99
2552,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40751,2011,31.50106,-101.99378,10850,80,80,9,4,8,0,16500,1142166,0,1208765,1158666,52.52,1,9,8,FRAC,9094,10627,824176,GAL,GEL,577838,LB,SAND,NA,NA,GELA,,1533,537.622961513373,376.932811480757,4056.48,15895.16
2553,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40715,2011,31.50711,-102.02134,10778,40,160,8,3,6,0,15000,1119300,0,1354816,1134300,55.86,2,9,6,FRAC,9234,10622,823042,GAL,GEL,730688,LB,SAND,NA,NA,,,1388,592.969740634006,526.43227665706,3145.06,12691.54
2554,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40877,2011,31.50995,-102.00983,10882,80,160,8,3,6,678918,12000,318776,0,1080119,1009694,35.784,2,9,6,FRAC,9364,10728,678918,GAL,FLUD,503371,LB,SAND,NA,NA,GELA,,1364,497.740469208211,369.040322580645,3155.13,13002.06
2555,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40792,2011,31.51268,-101.99773,10900,40,160,8,2,4,0,13500,857112,0,1116006,870612,57.116,2,9,4,FRAC,9216,10690,569688,GAL,GEL,525394,LB,SAND,NA,NA,FECL,,1474,386.49118046133,356.440976933514,3176.49,13808.22
2556,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40770,2011,31.50131,-102.01893,10979,40,80,3,3,6,0,16500,1155228,0,1399972,1171728,NA,2,4,6,FRAC,9267,10206,855678,GAL,X-LINKGEL,843200,LB,SAND,NA,NA,GELA,,939,911.26517571885,897.976570820021,1538.73,5309.12
2557,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40855,2011,31.51144,-102.02718,10935,40,160,8,3,6,645438,15000,287904,0,1218727,948342,63.628,2,9,6,FRAC,9223,10708,645438,GAL,FLUD,554400,LB,SAND,NA,NA,ACIN,20/40,1485,434.638383838384,373.333333333333,3186.65,12846.37
2558,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40868,2011,31.50653,-102.03308,10955,40,160,7,3,6,0,18000,1520936,0,1561160,1538936,NA,2,8,6,FRAC,9190,10620,1209726,GAL,X-LINKGEL,961871,LB,SAND,NA,NA,GELA,,1430,845.962237762238,672.637062937063,3164.6,13118.4
2559,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40842,2011,31.51676,-102.00374,10890,40,80,8,3,6,0,15000,1059630,0,1799100,1074630,54.856,2,9,6,FRAC,9216,10657,761483,GAL,X-LINKGEL,1088000,LB,SAND,NA,NA,GELA,,1441,528.440666204025,755.031228313671,3187.24,13192.46
2560,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40798,2011,31.51414,-102.0153,10889,80,80,7,3,6,0,13500,861718,0,1133771,875218,55.292,2,8,6,FRAC,9244,10630,585972,GAL,X-LINKGEL,550990,LB,SAND,NA,NA,BIOC,,1386,422.779220779221,397.539682539683,3178.49,13086.99
2561,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40745,2011,31.49217,-102.01876,10752,40,80,8,3,6,0,15000,1066580,0,1239630,1081580,61.92,2,9,6,FRAC,9136,10622,791048,GAL,X-LINKGEL,700148,LB,SAND,NA,NA,GELA,,1486,532.333781965007,471.162853297443,3059.72,12221.52
2562,B,ATHLON ENERGY OPERATING LLC,UPTON,40646,2011,31.6331,-102.05671,10439,160,40,3,7,7,1067892,0,0,0,1042520,1067892,54.916,2,4,7,FRAC,9905,10169,158130,GAL,FLUD,125300,LB,SAND,NA,NA,,,264,598.977272727273,474.621212121212,1500.22,5147.74
2563,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40626,2011,31.5183,-102.07674,10707,40,40,3,1,1,1274658,0,0,0,826398,1274658,62.112,2,4,1,FRAC,7815,10600,1274658,GAL,FLUD,826398,LB,SAND,NA,NA,,,2785,457.686894075404,296.731777378815,1488.61,5202.71
2564,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40616,2011,31.52235,-102.09044,10620,80,80,3,1,1,1180342.816,0,0,0,734050,1180342.816,59.18,2,4,1,FRAC,7835,10520,1180326,GAL,FLUD,734050,LB,SAND,NA,NA,,,2685,439.6,273.389199255121,1444.58,5118.03
2565,B,JM COX RESOURCES LIMITED PARTNERSHIP,UPTON,40626,2011,31.56052,-102.0767,10885,80,80,2,5,10,0,9000,548016,0,573320,557016,47.492,3,4,10,FRAC,10307,10515,117726,GAL,X-LINKGEL,89660,LB,SAND,NA,NA,XLNK,30/50,208,565.990384615385,431.057692307692,889.599999999999,3832.36
2566,B,APACHE CORPORATION,UPTON,40966,2012,31.52791,-102.03615,11016,40,40,8,8,8,0,0,2e+05,682500,799697,882500,NA,2,9,8,FRAC,10505,10788,100000,GAL,X-LINKGEL,90820,LB,SAND,NA,NA,,20/40,283,353.356890459364,320.918727915194,3215.68,13646
2567,B,APACHE CORPORATION,UPTON,41003,2012,31.52989,-102.02805,10896,40,40,8,8,8,0,0,503000,384500,794375,887500,NA,2,9,8,FRAC,10487,10793,100000,GAL,X-LINKGEL,88625,LB,RCSD,NA,NA,XLNK,20/40,306,326.797385620915,289.624183006536,3238.2,13361.6
2568,B,ATHLON ENERGY OPERATING LLC,UPTON,40876,2011,31.65079,-102.09354,11360,,,8,1,1,23433774,0,0,0,138830,23433774,NA,2,9,1,FRAC,7909,11149,23433774,GAL,FLUD,138830,LB,SAND,NA,NA,,20/40,3240,7232.6462962963,42.8487654320988,2936.78,13312.96
