WellID,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Depth.Base,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Date,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Top_Zone,Deepest_Zone2,Completion.Season,Type,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type
2269,2004,31.5992,-101.420765,8890,3,6,0,5000,200103,0,473210,205103,23.713,7,6,7103,7288,54429,133929,C,PIONEER NATURAL RESOURCES USA INC,UPTON,2004-07-08,40,Sub 20,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2270,2004,31.60298,-101.420765,8920,3,6,0,5000,202183,0,474721,207183,28.698,10,6,7091,7288,57194,144336,C,PIONEER NATURAL RESOURCES USA INC,UPTON,2004-10-02,40,40,SPBR_L,CLFK --> SPBR_L,CLFK,SPBR_L,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
2271,2004,31.59312,-101.420765,8881,3,6,0,5000,201350,0,473590,206350,28.074,6,6,7067,7252,56634,137811,C,PIONEER NATURAL RESOURCES USA INC,UPTON,2004-06-17,160,20,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2273,2004,31.6432,-101.420765,10515,4,8,0,10000,274430,0,150700,284430,68.516,5,8,8493,8669,23050,74000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2004-05-10,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
2274,2004,31.6502,-101.420765,10502,3,6,0,9000,285444,0,116000,294444,33.648,6,6,10110,10208,104939,28000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2004-06-15,80,80,WFMP,WFMP --> WFMP,WFMP,WFMP,summer,FRAC,GAL,GEL,LB,SAND
2275,2004,31.6457,-101.420765,10520,4,8,0,10000,281398,0,551000,291398,56.128,6,8,10166,10213,67968,18000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2004-06-09,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
2276,2004,31.61572,-101.420765,8830,3,6,0,5000,197652,0,472050,202652,55.32660624,5,6,7077,7282,57204,135150,C,PIONEER NATURAL RESOURCES USA INC,UPTON,2004-05-19,Over 160,40,SPBR_L,CLFK --> SPBR_L,CLFK,SPBR_L,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2279,2004,31.53072,-101.420765,9080,3,6,0,5000,197232,0,472150,202232,32.264,7,6,7247,7459,55398,135198,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2004-07-08,160,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2282,2004,31.6316,-101.420765,10500,4,8,0,10000,288768,0,190460,298768,54.99745852,8,8,10115,10193,80824,31384,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2004-08-07,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
2285,2005,31.6513,-101.420765,10515,4,8,0,10000,283373,0,187351,293373,27.552,6,8,10184,10237,81571,30800,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2005-06-14,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
2288,2006,31.54026,-101.420765,9455,3,6,0,4000,202468,0,470820,206468,28.94866663,4,6,7750,7917,53463,135580,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2006-04-21,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2291,2006,31.59182,-101.420765,9289,3,6,0,5500,192604,0,470580,198104,30.184,3,6,7533,7730,52338,133314,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2006-03-23,160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2293,2005,31.49799,-101.420765,10775,1,2,0,19500,831195,0,831195,831195,106.1477728,12,2,7332,10324,831195,831195,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2005-12-21,40,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2295,2006,31.53011,-101.420765,9614,6,12,0,14000,425552,0,523720,439552,41.41698122,3,12,9507,9535,80622,17270,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2006-03-03,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
2297,2006,31.6271,-101.420765,10500,1,1,0,0,0,831195,762680,831195,98.168,6,1,7737,10334,831195,762680,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-06-13,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FRAC,LB,SAND
2299,2006,31.6266,-101.420765,10405,1,2,742140,0,0,0,831195,742140,111.2084996,7,2,7745,10322,742140,831195,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-07-14,80,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
2301,2007,31.6221,-101.420765,10525,1,1,118272,0,0,0,799762,118272,95.57577585,3,1,7733,10344,118272,799762,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2007-03-10,80,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,W,LB,SAND
2304,2007,31.6496,-101.420765,10599,1,1,831195,0,0,0,800820,831195,25.244,1,1,7752,10267,831195,800820,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2007-01-31,80,80,WFMP,CLFK --> WFMP,CLFK,WFMP,winter,FRAC,GAL,W,LB,SAND
2305,2006,31.6311,-101.420765,10545,1,1,677796,0,0,0,801640,677796,69.67213496,7,1,7353,10247,677796,801640,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-07-13,80,80,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
2306,2006,31.6331,-101.420765,10546,1,1,831195,0,0,0,831195,831195,97.30476843,7,1,7340,10307,831195,831195,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-07-14,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
2309,2007,31.6251,-101.420765,10406,1,1,831195,0,0,0,800960,831195,142.2787642,6,1,7746,10188,831195,800960,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2007-06-07,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
2310,2006,31.6206,-101.420765,10410,1,1,831195,0,0,0,831195,831195,200.612,10,1,7746,10304,831195,831195,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-10-28,80,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
2312,2006,31.6216,-101.420765,10514,1,1,831195,0,0,0,831195,831195,48.36600549,10,1,7719,10368,831195,831195,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-10-12,80,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
2314,2006,31.6137,-101.420765,10407,1,1,831195,0,0,0,831195,831195,81.896,10,1,7738,10174,831195,831195,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-10-28,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,W,LB,SAND
2315,2006,31.49626,-101.420765,12554,1,1,324534,0,0,0,351380,324534,34.5821022,8,1,9179,10481,324534,351380,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2006-08-20,40,Over 160,WFMP,WFMP --> WFMP,WFMP,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
2318,2006,31.4935,-101.420765,10655,1,2,0,14500,831195,0,763000,831195,63.79352249,7,2,7312,10247,831195,763000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2006-07-15,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2319,2006,31.50092,-101.420765,10675,1,2,0,14000,831195,0,790500,831195,65.876,6,2,7397,10352,831195,790500,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2006-06-30,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2322,2006,31.4915,-101.420765,10674,1,2,0,14500,831195,0,763000,831195,90.536,12,2,7315,10175,831195,763000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2006-12-25,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2323,2006,31.49847,-101.420765,10662,1,2,0,14500,831195,0,788000,831195,99.872,12,2,7384,10315,831195,788000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2006-12-13,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2324,2006,31.51054,-101.420765,10671,1,2,0,14500,831195,0,760500,831195,96.516,12,2,7738,10330,831195,760500,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2006-12-03,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
2325,2007,31.59152,-101.420765,9203,3,6,0,5250,190193,0,476670,195443,32.056,1,6,7569,7762,55036,137747,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2007-01-25,Over 160,40,SPBR_L,CLFK --> SPBR_L,CLFK,SPBR_L,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2331,2007,31.54646,-101.420765,10010,1,1,569436,0,0,0,207348,569436,52.712,3,1,7441,9905,569436,207348,B,PRIME OPERATING COMPANY,UPTON,2007-03-19,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,FLUD,LB,SAND
2334,2007,31.49181,-101.420765,10354,6,12,0,18000,338781,0,340492,356781,58.74358986,11,12,9207,9313,62231,127786,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2007-11-14,80,80,WFMP,WFMP --> WFMP,WFMP,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
2339,2007,31.49626,-101.420765,10767,5,10,0,15000,446702,0,317200,461702,50.01729324,12,10,9118,9205,90168,71823,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2007-12-29,40,160,WFMP,WFMP --> WFMP,WFMP,WFMP,winter,FRAC,GAL,GEL,LB,SAND
2342,2008,31.55595,-101.420765,10000,3,3,446720,0,0,0,365875,446720,36.984,1,3,9107,9871,216720,94000,B,PRIME OPERATING COMPANY,UPTON,2008-01-21,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,W,LB,SAND
2343,2008,31.55367,-101.420765,10035,3,3,400250,0,0,0,365875,400250,39,1,3,9049,9859,170250,94000,B,PRIME OPERATING COMPANY,UPTON,2008-01-22,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,W,LB,SAND
2344,2008,31.55523,-101.420765,10000,3,3,405250,0,0,0,359875,405250,34.05661012,4,3,9101,9860,175250,94000,B,PRIME OPERATING COMPANY,UPTON,2008-04-22,40,20,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,W,LB,SAND
2346,2008,31.55165,-101.420765,10011,3,3,406000,0,0,0,365875,406000,19.3364338,4,3,9058,9823,222000,94000,B,PRIME OPERATING COMPANY,UPTON,2008-04-26,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,W,LB,SAND
2351,2008,31.49252,-101.420765,10620,1,2,0,9500,780660,0,671000,790160,38.624,1,2,7774,10185,780660,671000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2008-01-29,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2353,2008,31.52535,-101.420765,10010,7,14,0,12000,445584,0,831195,457584,26.32,4,14,7363,7530,55554,136481,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-04-24,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2354,2008,31.50219,-101.420765,10528,10,20,0,16500,831195,0,831195,831195,73.2,5,20,7566,7731,58104,156148,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-05-25,40,160,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2355,2008,31.49475,-101.420765,10540,8,16,0,13000,695296,0,831195,708296,46.4913173,6,16,7446,7611,54063,133683,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-06-27,80,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2357,2008,31.51474,-101.420765,8454,3,6,0,4500,149634,0,416707,154134,15.496,5,6,7253,7417,51583,140396,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-05-03,40,80,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2358,2008,31.50796,-101.420765,10500,1,2,0,11500,824000,0,696000,831195,56.34661404,5,2,7710,10321,824000,696000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2008-05-01,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2359,2008,31.55119,-101.420765,10550,7,7,0,0,528864,0,645000,528864,44.856,7,7,10083,10499,87108,70000,B,JM COX RESOURCES LIMITED PARTNERSHIP,UPTON,2008-07-25,160,80,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2360,2008,31.56122,-101.420765,10050,5,5,573000,0,0,0,221500,573000,58.388,6,5,9652,9903,92000,48000,B,PRIME OPERATING COMPANY,UPTON,2008-06-08,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,W,LB,SAND
2361,2008,31.56316,-101.420765,10033,4,4,350500,0,700500,0,356750,831195,26.56,6,4,9446,9987,92000,48000,B,PRIME OPERATING COMPANY,UPTON,2008-06-15,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,W,LB,SAND
2364,2008,31.58401,-101.420765,10376,1,2,610806,19362,0,0,703547,630168,83.18,5,2,9321,10372,610806,703547,B,BERRY OIL COMPANY,UPTON,2008-05-22,160,40,WFMP,WFMP --> WFMP,WFMP,WFMP,spring,FRAC,GAL,W,LB,SAND
2366,2008,31.59411,-101.420765,10628,1,2,831195,17052,0,0,831195,831195,61.572,6,2,8268,10528,831195,831195,B,BERRY OIL COMPANY,UPTON,2008-06-10,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
2367,2008,31.5183,-101.420765,8468,3,6,0,4500,159513,0,479800,164013,32.132,5,6,7267,7443,42240,153547,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-05-03,40,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2370,2008,31.59116,-101.420765,10459,1,2,762972,15624,0,0,827900,778596,49.9394299,7,2,8314,10459,762972,827900,B,BERRY OIL COMPANY,UPTON,2008-07-16,160,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,W,LB,SAND
2371,2008,31.58609,-101.420765,10605,1,2,831195,16422,0,0,831195,831195,69.55067967,7,2,7702,10504,831195,831195,B,BERRY OIL COMPANY,UPTON,2008-07-28,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
2372,2008,31.56216,-101.420765,10013,3,3,454500,0,0,0,356750,454500,36.436,7,3,9127,9892,168000,85000,B,PRIME OPERATING COMPANY,UPTON,2008-07-09,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,W,LB,SAND
2375,2008,31.56399,-101.420765,10027,3,3,410750,0,0,0,27500,410750,41.136,8,3,9126,9484,136000,10750,B,PRIME OPERATING COMPANY,UPTON,2008-08-09,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,W,LB,SAND
2377,2008,31.56771,-101.420765,10033,3,3,368000,0,0,0,356750,368000,36.356,7,3,9101,9865,158000,85000,B,PRIME OPERATING COMPANY,UPTON,2008-07-07,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,W,LB,SAND
2378,2008,31.5596,-101.420765,9991,3,3,454500,0,0,0,356750,454500,48.028,6,3,9112,9873,168000,85000,B,PRIME OPERATING COMPANY,UPTON,2008-06-29,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,W,LB,SAND
2379,2009,31.49997,-101.420765,10670,1,2,0,12000,639482,0,585000,651482,82.47706427,10,2,7639,10182,639482,585000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-10-29,80,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
2380,2008,31.51928,-101.420765,10403,3,3,546000,0,0,0,36500,546000,28.50589361,12,3,9177,10330,257500,19750,B,APACHE CORPORATION,UPTON,2008-12-03,40,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,W,LB,SAND
2381,2009,31.52448,-101.420765,10316,3,3,472500,0,0,0,418000,472500,37.07602193,1,3,9209,10184,261000,144000,B,APACHE CORPORATION,UPTON,2009-01-21,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,W,LB,SAND
2385,2008,31.51676,-101.420765,10624,10,20,0,16500,831195,0,831195,831195,49.468,11,20,7412,7577,54050,147647,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-11-26,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
2387,2008,31.49853,-101.420765,10658,8,16,0,13500,804106,0,831195,817606,34.36550187,12,16,7368,7542,57669,163932,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-12-17,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2390,2010,31.62561,-101.420765,10300,1,2,671916,14000,0,0,831195,685916,41.364,4,2,7850,9810,671916,831195,B,ATHLON ENERGY OPERATING LLC,UPTON,2010-04-06,160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,FLUD,LB,SAND
2392,2008,31.51385,-101.420765,10081,3,3,516000,0,0,0,36500,516000,36.45196917,12,3,9174,10027,224000,19750,B,APACHE CORPORATION,UPTON,2008-12-03,40,160,WFMP,CLFK --> WFMP,CLFK,WFMP,winter,FRAC,GAL,W,LB,SAND
2398,2008,31.49899,-101.420765,10505,1,2,0,14000,802000,0,660000,816000,83.504,10,2,7741,10321,802000,660000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2008-10-29,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
2402,2010,31.63271,-101.420765,10110,6,12,0,15000,611940,0,720000,626940,5.68,8,12,9828,9896,139986,120000,B,ATHLON ENERGY OPERATING LLC,UPTON,2010-08-30,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2403,2009,31.55044,-101.420765,10000,1,2,138000,0,0,0,74000,138000,51.28691275,1,1,9892,10000,138000,74000,B,PRIME OPERATING COMPANY,UPTON,2009-01-15,80,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,W,LB,SAND
2405,2010,31.59087,-101.420765,11327,9,9,645011,0,0,0,818300,645011,37.424,10,9,10744,10920,78600,81000,B,BERRY OIL COMPANY,UPTON,2010-10-07,40,80,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
2407,2009,31.60367,-101.420765,10312,1,1,0,0,831195,0,447474,831195,26.59581059,9,1,9090,10170,831195,447474,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-09-29,80,Sub 20,WFMP,WFMP --> WFMP,WFMP,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
2408,2009,31.61163,-101.420765,10226,1,1,0,0,831195,0,430101,831195,46.908,10,1,9200,10076,831195,430101,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-10-16,160,40,WFMP,WFMP --> WFMP,WFMP,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
2409,2009,31.60762,-101.420765,10416,1,1,0,0,831195,0,445720,831195,77.25084903,10,1,9204,10208,831195,445720,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-10-28,160,Sub 20,WFMP,WFMP --> WFMP,WFMP,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
2411,2010,31.58884,-101.420765,10312,1,1,831195,0,0,0,802329,831195,43.112,12,1,8220,10210,831195,802329,B,MERIT ENERGY COMPANY,UPTON,2010-12-02,160,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,W,LB,SAND
2412,2009,31.51367,-101.420765,10410,1,2,0,12500,815335,0,675000,827835,53.768,3,2,7764,10282,815335,675000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-03-18,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2413,2009,31.50343,-101.420765,10539,1,2,0,12500,813283,0,660000,825783,67.692,4,2,7751,10353,813283,660000,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-04-15,40,Over 160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2419,2010,31.62739191,-101.420765,11000,1,2,0,37500,219452,0,831195,256952,118.884,7,2,7708,10936,219452,831195,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,2010-07-03,80,40,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,summer,FRAC,GAL,GEL,LB,SAND
2420,2010,31.63445,-101.420765,11000,9,17,0,27000,191931,0,831195,218931,163.868,7,17,10950,10970,15000,4636,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,2010-07-27,40,160,STRAWN,SPBR_L --> STRAWN,SPBR_L,STRAWN,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2424,2010,31.62804,-101.420765,10972,1,2,0,24500,212454,0,831195,236954,69.34,4,2,8288,10850,212454,831195,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,2010-04-16,80,80,STRAWN,SPBR_L --> STRAWN,SPBR_L,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2426,2010,31.54825,-101.420765,10885,10,20,0,13000,623238,0,831195,636238,68.288,3,20,10642,10705,24654,2162,B,JM COX RESOURCES LIMITED PARTNERSHIP,UPTON,2010-03-07,160,80,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2427,2010,31.55121,-101.420765,10900,9,18,0,13000,23291,0,831195,36291,81.38080816,3,18,10510,10722,2510,55000,B,JM COX RESOURCES LIMITED PARTNERSHIP,UPTON,2010-03-04,160,80,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2428,2010,31.55133,-101.420765,10840,8,16,0,12000,831195,0,831195,831195,73.564,3,16,10349,10562,146202,94801,B,JM COX RESOURCES LIMITED PARTNERSHIP,UPTON,2010-03-10,160,80,WFMP,CLFK --> WFMP,CLFK,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
2432,2010,31.60639,-101.420765,10892,9,18,0,15000,831195,0,831195,831195,48.844,1,18,7648,7811,50904,136815,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2010-01-13,80,20,WFMP,CLFK --> WFMP,CLFK,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2434,2009,31.54112,-101.420765,10300,3,3,0,0,0,454000,452615,454000,76.856,12,3,9138,10187,211000,153500,B,APACHE CORPORATION,UPTON,2009-12-18,40,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,SLKW,LB,SAND
2435,2010,31.60272,-101.420765,10910,9,18,0,15000,831195,0,831195,831195,75.43824424,2,18,7626,7792,49014,134158,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2010-02-27,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2438,2011,31.55056,-101.420765,10872,4,4,613000,0,103000,0,678625,716000,85.712,2,4,10421,10687,103000,67500,B,APACHE CORPORATION,UPTON,2011-02-22,40,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2440,2010,31.61251,-101.420765,10904,8,16,0,13500,831195,0,819760,831195,60.556,2,16,8250,8399,55104,133361,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2010-02-17,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2441,2010,31.60954,-101.420765,10880,9,18,0,15300,831195,0,831195,831195,56.568,2,18,7670,7838,47166,117456,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2010-02-17,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
2444,2010,31.50972,-101.420765,10735,9,18,0,15000,831195,0,831195,831195,97.788,8,18,8246,8348,65002,147768,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2010-08-18,40,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
2445,2009,31.54706,-101.420765,10324,3,3,0,0,0,581600,449300,581600,68.756,12,3,9141,10177,327600,142300,B,APACHE CORPORATION,UPTON,2009-12-30,40,160,WFMP,CLFK --> WFMP,CLFK,WFMP,winter,FRAC,GAL,SLKW,LB,SAND
2448,2010,31.53395,-101.420765,10325,3,3,0,0,0,634000,547300,634000,71.092,1,3,9149,10204,391000,248100,B,APACHE CORPORATION,UPTON,2010-01-20,40,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,SLKW,LB,SAND
