Completion.Year,Surface.Latitude,Surface.Longitude,Fluid.Water..Gals.,Acid..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type
2009,31.69924,-101.420765,0,4250,0,420186,159664,27.54,5,6,7057,5,27,2,3,2,18,7,2,3,11
2009,31.70992,-101.420765,0,5000,0,555180,231756,36.652,2,8,6994,3,27,2,4,2,16,5,4,3,11
2009,31.70798,-101.420765,0,5000,0,547660,201020,20.196,4,8,7053,3,27,2,3,2,18,7,2,3,11
2008,31.83922,-101.420765,502000,15000,0,478000,517000,33.5106793,12,2,7988,1,12,2,4,1,18,7,4,3,3
2009,31.89466,-101.420765,831195,18000,0,831195,831195,66.556,1,2,7394,3,20,2,3,4,18,7,4,3,9
2008,31.67222,-101.420765,0,12000,0,688562,721611,42.5222477,10,14,7695,2,27,2,1,3,18,7,1,3,11
2009,31.76145,-101.420765,0,6840,0,550040,221636,14.988,3,8,7397,3,27,2,1,3,16,5,2,3,11
2009,31.92418,-101.420765,0,9500,0,567060,531478,79.56669217,3,12,8059,3,27,2,4,4,11,7,2,3,11
2008,31.77672,-101.420765,451000,12150,0,431000,463150,42.052,11,2,7900,1,12,2,4,3,18,7,1,3,3
2009,31.96177,-101.420765,0,22092,0,831195,831195,71.876,2,2,6939,4,13,2,4,4,13,1,4,3,11
2010,31.73704,-101.420765,0,17000,0,718000,727010,31.08,7,12,9950,1,3,2,3,4,18,7,3,3,11
2010,31.71104,-101.420765,0,16500,0,710000,684468,39.1,7,12,9940,1,3,2,3,3,18,7,3,3,11
2009,31.76776,-101.420765,458200,128000,0,433600,586200,22.104,1,3,7870,1,12,2,3,3,18,7,4,3,3
2009,31.7434,-101.420765,831195,271488,0,NA,831195,60.824,12,14,7858,1,33,2,1,5,4,6,4,3,3
2009,31.83664,-101.420765,492900,13000,0,456500,505900,57.436,9,3,8030,1,12,2,4,4,18,7,1,3,3
2009,31.76519,-101.420765,NA,NA,NA,482000,NA,15.84545683,11,4,9847,1,3,2,3,3,18,7,1,3,NA
2010,31.85388,-101.420765,549250,11500,0,488000,560750,62.456,4,3,7944,1,12,2,4,3,18,7,2,3,3
2009,31.84703,-101.420765,65000,13000,0,451000,545000,43.372,9,3,8005,1,12,2,3,4,18,7,1,3,11
2009,31.79952,-101.420765,0,12000,0,831195,831195,39.612,11,15,8642,1,27,2,3,5,11,7,1,5,11
2010,31.71836,-101.420765,0,8568,0,828220,831195,48.46,2,2,8358,1,13,2,4,4,11,7,4,3,11
2010,31.72803,-101.420765,0,16500,0,831195,831195,42.016,6,20,7472,2,27,2,3,4,18,7,3,3,11
2010,31.72936,-101.420765,0,15000,0,831195,831195,39.588,6,18,8080,2,27,2,3,3,11,7,3,3,11
2011,31.79605,-101.420765,0,2000,0,700740,831195,60.616,3,1,10688,1,10,2,1,3,13,1,2,1,1
2010,31.84541,-101.420765,498300,11000,0,436450,509300,43.112,4,2,8026,1,12,2,4,6,18,7,2,3,3
2010,31.84877,-101.420765,500,11500,0,508046,558237,50.06,4,3,7974,1,12,2,3,6,18,7,2,3,11
2010,31.94021,-101.420765,0,2750,0,559956,59240,25.856,5,2,6972,4,3,2,3,2,4,6,2,3,11
2010,31.92395,-101.420765,0,3421,0,486000,753318,63.75034099,6,5,10154,3,29,2,1,2,6,1,3,3,6
2010,31.85677,-101.420765,0,23016,0,831195,23016,72.36,12,2,7972,1,10,2,3,1,13,1,4,3,NA
2010,31.67964,-101.420765,594500,10500,0,526500,605000,41.076,6,2,7912,1,12,2,4,3,18,7,3,3,3
2010,31.76113,-101.420765,502600,14000,0,486000,516600,31.588,5,2,7828,1,12,2,3,3,18,7,2,3,3
2010,31.84686,-101.420765,0,12000,0,754572,831195,45.164,8,14,8095,3,27,2,3,4,10,6,3,3,11
2010,31.83735,-101.420765,0,12000,0,614501,831195,45.956,6,14,7888,3,27,2,3,1,18,7,3,3,11
2011,31.82675,-101.420765,0,15000,0,831195,831195,112.904,4,8,8899,3,27,2,3,3,10,6,2,3,6
2010,31.83274,-101.420765,0,9000,0,831195,831195,44.276,12,6,9015,3,27,2,3,3,11,7,4,3,6
2010,31.85077,-101.420765,0,12000,0,768442,831195,72.46,11,14,8030,3,27,2,3,2,11,7,1,3,11
2010,31.84879,-101.420765,0,10500,0,775966,777462,46.992,9,12,8034,3,27,2,3,4,11,7,1,3,11
2010,31.84488,-101.420765,0,10500,0,661222,831195,78.22,8,12,8320,3,27,2,3,4,11,7,3,3,11
2010,31.96226,-101.420765,0,18000,0,86743,100823,33.272,6,2,7560,4,6,2,4,3,10,6,3,3,6
2010,31.85003,-101.420765,0,0,0,831195,831195,72.924,10,1,7980,1,10,2,3,3,13,1,1,3,6
2010,31.76512,-101.420765,549730,11500,0,508690,561230,35.488,7,2,7872,1,12,2,3,3,18,7,3,3,9
2010,31.67656,-101.420765,0,420000,0,698000,831195,32.612,9,12,9836,2,3,2,4,3,18,7,1,3,11
2010,31.66229167,-101.420765,0,504000,0,750000,831195,16.628,7,12,9780,2,3,2,4,3,18,7,3,3,11
2010,31.6799,-101.420765,0,378000,0,783000,831195,10.352,10,12,9940,2,3,2,1,3,18,7,1,3,11
2010,31.69346,-101.420765,0,37800,0,831195,671790,25.18,10,10,9870,2,3,2,3,3,18,7,1,3,11
2010,31.72054,-101.420765,0,8500,0,793130,831195,42.65727819,7,2,8319,1,13,2,4,1,11,7,3,3,6
2010,31.6554,-101.420765,0,12012,0,471540,12012,45.344,11,1,9052,2,10,2,1,3,21,1,1,3,1
2010,31.74272,-101.420765,831195,7770,0,831195,831195,162.696,11,8,9844,1,20,2,3,1,18,7,1,3,9
2010,31.73556,-101.420765,831195,0,0,831000,831195,98.26,1,1,8182,1,20,2,3,1,17,6,4,3,9
2011,31.73124,-101.420765,0,0,0,831195,23700,45.344,1,1,8130,1,20,2,4,3,13,1,4,3,11
2010,31.66946,-101.420765,0,12012,0,473900,12012,64.6,12,2,9010,2,10,2,1,3,21,1,4,3,NA
2010,31.82487,-101.420765,0,18984,0,831195,18984,64.762,12,2,8508,1,10,2,1,3,6,1,4,3,NA
2010,31.8457931,-101.420765,586000,11000,0,534000,597000,40.952,12,2,8007,1,12,2,3,1,18,7,4,3,9
2011,31.83718,-101.420765,0,0,0,831195,708488,87.176,5,8,9710,3,27,2,3,2,10,6,2,3,6
2011,31.84301,-101.420765,0,12000,0,831195,831195,44.324,9,7,10419,3,27,2,3,3,10,6,1,3,11
2010,31.9502,-101.420765,0,24724,0,831195,780182,57.41172984,12,2,6954,4,5,2,3,3,17,6,4,3,11
2011,31.84843,-101.420765,0,0,0,831195,831195,93.952,6,6,9289,3,27,2,NA,NA,10,6,3,3,6
2010,31.8297,-101.420765,519000,11350,0,477600,530350,28.75787777,11,2,8034,1,12,2,4,2,18,7,1,3,9
2010,31.70563,-101.420765,0,6500,0,802000,701474,5.434086014,11,10,9890,2,3,2,4,3,18,7,1,3,11
2011,31.83978,-101.420765,0,12000,0,831195,831195,94.484,7,6,9236,3,27,2,NA,NA,10,6,3,3,6
2011,31.84243,-101.420765,0,66000,0,831195,831195,76.81494263,6,8,10664,3,27,2,3,4,10,6,3,3,6
2010,31.82052,-101.420765,0,18480,0,723000,18480,82.656,12,2,8152,1,10,2,4,4,13,1,4,3,NA
2011,31.81322,-101.420765,0,18480,0,831195,18480,76.504,1,2,7985,1,10,2,4,3,13,1,4,3,NA
2011,31.81163,-101.420765,0,0,0,831195,831195,76.292,4,1,7470,1,10,2,4,3,1,1,2,3,6
2010,31.74012,-101.420765,0,7500,0,831195,735444,24.024,12,12,10162,1,3,2,3,3,18,7,4,3,11
2010,31.83231,-101.420765,0,0,0,689958,831195,55.472,12,1,8000,1,10,2,4,3,13,1,4,3,6
2010,31.72688,-101.420765,0,7000,0,831195,733936,27.424,12,12,9860,1,3,2,3,3,18,7,4,3,11
2011,31.81065,-101.420765,0,22512,0,831195,22512,195.747454,1,2,7980,1,10,2,4,2,13,1,4,3,NA
2011,31.82106,-101.420765,0,0,0,831195,831195,60.876,3,1,7955,1,10,2,3,1,13,1,2,3,6
2011,31.80936,-101.420765,0,0,0,831195,831195,153.076,5,1,7450,1,10,2,3,4,1,1,2,3,6
2011,31.91757,-101.420765,0,15000,0,831195,831195,68.996,5,4,8764,3,27,2,4,2,4,6,2,3,11
2011,31.91579,-101.420765,0,15000,0,831195,831195,60.336,5,6,8820,3,27,2,4,2,17,6,2,3,6
2010,31.75393,-101.420765,0,0,0,831195,799722,8.092,12,10,11008,1,5,2,3,4,6,1,4,3,11
2011,31.83316,-101.420765,0,15000,0,831195,831195,116.928,5,4,9228,3,27,2,NA,NA,10,6,2,3,6
2011,31.92492,-101.420765,0,13500,0,831195,831195,60.828,6,6,8944,3,27,2,4,3,18,7,3,3,6
2011,31.93642,-101.420765,0,13500,0,600924,831195,72.232,8,6,8903,3,27,2,4,4,18,7,3,3,6
2011,31.85775,-101.420765,0,12000,0,831195,831195,48.756,7,8,10571,3,27,2,3,4,10,6,3,3,11
2011,31.79476,-101.420765,0,0,0,831195,831195,41.696,7,3,10639,3,27,2,4,4,17,6,3,3,6
2011,31.75186,-101.420765,0,0,0,831195,622146,23.3,4,10,10910,1,5,2,3,4,6,1,2,3,11
2011,31.753,-101.420765,0,0,0,831195,809681,9.188,4,10,11010,1,5,2,3,3,6,1,2,3,11
2011,31.88029,-101.420765,0,23142,0,831195,831195,79.352,3,2,7550,4,29,2,5,2,6,1,2,3,11
2011,31.75062,-101.420765,0,831195,0,831195,831195,124.768,1,2,7872,1,32,2,4,4,18,7,4,3,6
2011,31.6885,-101.420765,0,10,0,752647,831195,8.03,3,11,11686,2,5,2,3,3,21,1,2,1,1
2011,31.73831,-101.420765,0,0,0,6e+05,831195,165.852,3,1,8420,1,20,2,3,1,6,1,2,3,11
2011,31.80574,-101.420765,831195,0,0,656568,831195,57.64,4,1,8940,1,14,2,3,5,11,7,2,3,3
2011,31.82989,-101.420765,0,0,0,751000,831195,59.28813167,5,1,8160,1,10,2,4,1,13,1,2,3,6
2011,31.84246,-101.420765,0,0,0,682000,831195,123.6427928,8,1,7975,1,10,2,4,4,13,1,3,3,6
2011,31.6955,-101.420765,0,0,0,831195,773088,7.548,7,11,11354,2,5,2,4,3,6,1,3,3,11
2011,31.80353,-101.420765,0,13500,0,831195,831195,70.588,5,6,9366,1,27,2,3,5,5,7,2,3,6
2011,31.85195,-101.420765,0,0,0,831195,831195,51.354,7,1,7985,1,10,2,3,4,13,1,3,3,6
2011,31.85225,-101.420765,0,0,0,831195,831195,68.68,8,1,7965,1,10,2,3,3,13,1,3,3,6
2011,31.87898,-101.420765,0,15000,0,831195,831195,73.992,10,8,10658,1,27,2,3,6,17,6,1,3,11
2011,31.79941,-101.420765,0,13500,0,831195,831195,52.44,8,6,9204,3,27,2,3,1,11,7,3,3,11
2011,31.79699,-101.420765,0,12000,0,831195,831195,51.432,7,6,9184,3,27,2,4,1,11,7,3,3,6
2012,31.76297,-101.420765,0,10500,0,831195,831195,28.744,7,6,9446,1,27,2,3,4,18,7,3,3,11
2011,31.70779,-101.420765,0,16000,0,831195,638902,64.704,4,2,7820,2,23,2,3,3,18,7,2,3,11
2011,31.70621,-101.420765,0,10000,0,693800,410700,8.604,10,2,9190,2,23,2,4,4,25,6,1,3,11
2012,31.84087,-101.420765,0,15000,0,831195,831195,60.576,1,8,10546,3,27,2,3,1,10,6,4,3,11
2011,31.94914,-101.420765,0,16500,0,831195,831195,18.89,12,8,10312,3,27,2,3,3,13,1,4,3,11
2012,31.9465,-101.420765,0,0,0,831195,831195,204.808,1,5,7154,3,27,2,3,2,13,1,4,1,1
2011,31.82771,-101.420765,0,15000,0,831195,831195,202.956,12,8,10386,3,27,2,3,2,17,6,4,3,11
2011,31.83431,-101.420765,0,15000,0,831195,831195,94.432,11,8,10395,3,27,2,4,2,17,6,1,3,11
2012,31.75449,-101.420765,0,14000,0,797429,831195,28.19693786,1,24,11012,1,5,2,3,4,21,1,4,3,11
2011,31.95453,-101.420765,560322,0,0,296375,560322,14.964,6,4,10213,4,5,2,3,2,25,6,3,3,9
2011,31.80471,-101.420765,0,0,0,831195,831195,62.216,7,1,8010,1,10,2,4,3,13,1,3,3,6
2011,31.81771,-101.420765,0,0,0,756280,831195,95.96,7,1,7970,1,10,2,4,3,13,1,3,3,6
2011,31.7607,-101.420765,0,12000,0,831195,831195,90.7,9,6,9528,1,27,2,3,1,18,7,1,3,11
2011,31.71384,-101.420765,0,0,0,831195,831195,1.372,5,11,11180,2,5,2,3,3,6,1,2,3,11
2011,31.71082,-101.420765,0,0,0,831195,735066,0.7,6,13,11282,2,5,2,1,3,21,1,3,3,11
2011,31.70723,-101.420765,831195,9072,0,718040,831195,51.612,5,2,8724,2,13,2,4,4,11,7,2,3,3
2012,31.84373,-101.420765,0,8394,0,831195,831195,42.14,4,7,10368,3,27,2,3,3,6,1,2,3,11
2011,31.83699,-101.420765,0,0,0,831195,831195,49.24,8,1,8170,1,10,2,4,4,13,1,3,3,6
2011,31.8464,-101.420765,0,0,0,735000,831195,36.508,8,1,8155,1,10,2,4,3,13,1,3,3,6
2011,31.81792,-101.420765,0,0,0,831195,831195,55.99784856,8,1,8140,1,10,2,4,1,13,1,3,3,6
2011,31.91252,-101.420765,0,19500,831195,737270,831195,36.408,6,2,8313,4,22,2,3,3,25,6,3,3,8
2011,31.70339,-101.420765,0,10,0,716157,831195,1.072,7,13,11264,2,5,2,4,3,21,1,3,1,1
2012,31.83242,-101.420765,0,13500,0,831195,831195,107.22,2,8,10485,3,27,2,3,3,6,1,4,3,11
2011,31.82971,-101.420765,831195,0,0,644499,831195,34.168,7,1,8806,1,14,2,1,4,11,7,3,3,3
2011,31.81433,-101.420765,831195,0,0,698959,831195,73.48365573,8,1,8666,1,14,2,4,5,11,7,3,3,3
2012,31.75685,-101.420765,0,5040,0,306130,465612,65.18104683,1,2,9350,1,13,2,4,2,26,7,4,3,6
2011,31.74176,-101.420765,831195,10584,0,701470,831195,23.404,5,2,8791,1,13,2,4,4,11,7,2,3,3
2012,31.90527,-101.420765,0,10560,0,831195,831195,54.004,2,6,9185,3,27,2,3,3,18,7,4,3,11
2012,31.92121,-101.420765,0,12000,0,831195,831195,167.716,3,8,10265,4,27,2,1,3,13,1,2,3,11
2012,31.84887,-101.420765,44658.6,1961.400032,0,687241,831195,51.71401936,2,18,10707,1,9,2,5,6,17,6,4,3,11
2012,31.83923,-101.420765,62328,1716,0,808814,831195,52.05450267,2,22,10580,1,9,2,5,3,13,1,4,2,9
2012,31.82874,-101.420765,0,15000,0,831195,831195,69,4,8,10872,3,27,2,5,3,14,3,2,3,11
2012,31.90127,-101.420765,831195,0,0,831195,831195,63.7,7,1,9022,3,25,2,4,3,24,4,3,3,3
2012,31.89578,-101.420765,831195,0,0,831195,831195,118.444,1,1,8152,3,25,2,3,3,9,4,4,3,3
2011,31.85458,-101.420765,0,15000,0,831195,831195,101.708,12,8,10620,3,27,2,3,6,10,6,4,3,11
2011,31.83288,-101.420765,0,15000,0,831195,831195,24.292,12,8,10600,3,27,2,3,1,13,1,4,3,11
2012,31.82346,-101.420765,0,12000,0,831195,831195,90.432,3,10,10888,3,27,2,3,1,6,1,2,3,11
2012,31.84708,-101.420765,0,15000,0,831195,831195,131.648,6,8,10396,3,27,2,3,2,13,1,3,3,11
2011,31.83423,-101.420765,831195,0,0,805680,831195,43.248,8,1,8693,1,14,2,4,4,11,7,3,3,3
2011,31.8189,-101.420765,831195,0,0,831195,831195,99.244,10,1,8690,1,14,2,3,5,11,7,1,3,3
2011,31.81772,-101.420765,831195,0,0,800014,831195,124.096,10,1,8699,1,14,2,1,5,11,7,1,3,3
2011,31.6767,-101.420765,831195,0,0,831195,831195,33.984,9,1,9312,2,3,2,3,3,27,8,1,3,3
2012,31.84216,-101.420765,0,15000,0,831195,831195,89.4,6,8,10366,3,27,2,3,2,13,1,3,3,11
2011,31.82752,-101.420765,0,0,0,831195,831195,71.07859197,8,1,8130,1,10,2,4,4,13,1,3,3,6
2011,31.7301,-101.420765,0,0,0,831195,756582,11.188,8,12,10928,1,5,2,3,3,21,1,3,3,11
2011,31.71924,-101.420765,0,0,0,450707,721350,21.736,9,12,10830,1,5,2,3,4,21,1,1,3,6
2011,31.85988,-101.420765,0,0,0,831195,831195,105.98,12,1,7965,1,10,2,3,1,13,1,4,3,6
2011,31.81845,-101.420765,0,0,0,808500,831195,50.444,11,1,7870,1,10,2,4,4,13,1,1,3,6
2011,31.6993,-101.420765,0,0,0,613084,804672,0.292,8,15,11520,2,5,2,4,3,6,1,3,3,6
2011,31.7101882,-101.420765,0,0,0,764714,740292,0.248,12,13,11340,2,5,2,3,6,21,1,4,3,11
2011,31.96047,-101.420765,0,0,0,774294,821688,46.928,10,1,6796,4,35,2,4,3,5,7,1,3,11
2012,31.83024,-101.420765,0,10500,0,831195,831195,98.776,2,8,10474,3,27,2,3,2,6,1,4,3,11
2012,31.92667,-101.420765,0,10500,0,831195,831195,14.904,1,6,9010,3,27,2,4,4,18,7,4,3,11
2011,31.84239,-101.420765,545500,11000,0,509500,556500,36.676,11,3,7961,1,12,2,4,1,18,7,1,3,9
2011,31.93711,-101.420765,0,0,0,831195,831195,42.116,12,4,7271,3,27,2,3,3,18,7,4,1,1
2011,31.84726,-101.420765,534500,11000,0,5e+05,545500,34.888,9,3,7952,1,12,2,3,3,18,7,1,3,9
2012,31.84936,-101.420765,0,15000,0,831195,831195,49.028,4,8,10428,3,27,2,3,4,17,6,2,3,11
2011,31.87439,-101.420765,781200,0,0,831195,781200,74.232,10,1,8550,1,11,2,1,6,6,1,1,3,3
2012,31.86447,-101.420765,831195,0,0,831195,831195,164.344,4,1,8560,1,11,2,1,6,6,1,2,3,3
2012,31.91885,-101.420765,0,14000,0,831195,831195,56.644,1,8,10624,3,27,2,5,5,4,6,4,3,11
2012,31.92027,-101.420765,0,16500,0,831195,831195,56.468,2,6,8804,3,27,2,4,3,18,7,4,3,11
2011,31.8371,-101.420765,0,0,0,821000,831195,83.38,11,1,7850,1,10,2,3,1,13,1,1,3,6
2011,31.94907,-101.420765,0,16500,0,831195,831195,19.98,11,8,10250,4,27,2,4,2,4,6,1,3,11
2012,31.87772,-101.420765,0,0,0,831195,831195,64.344,2,8,10606,3,27,2,2,6,17,6,4,3,11
2011,31.95106,-101.420765,0,20200,0,831195,831195,73.664,12,6,10248,3,27,2,4,3,4,6,4,3,11
2012,31.88474,-101.420765,0,10250,0,831195,831195,70.3,5,8,10674,3,27,2,3,6,1,1,2,3,11
2012,31.85802,-101.420765,0,15000,0,831195,831195,132.544,2,6,10323,3,27,2,1,3,10,6,4,3,11
2011,31.74347,-101.420765,831195,0,0,717041,831195,89.508,11,1,7847,1,32,2,4,4,18,7,1,3,3
2011,31.75734,-101.420765,831195,0,0,830181,831195,84.592,10,1,7950,1,32,2,1,3,17,6,1,3,3
2012,31.83808,-101.420765,0,16500,0,831195,831195,56.772,4,8,10612,3,27,2,3,1,13,1,2,3,11
2012,31.83466,-101.420765,0,12000,0,831195,831195,44.212,6,8,10436,3,27,2,3,4,17,6,3,3,11
2011,31.67881,-101.420765,0,0,0,107600,831195,5.083,11,1,7950,2,3,2,4,3,13,1,1,3,11
2011,31.65171,-101.420765,0,4200,0,1e+05,116760,45.42,10,2,7690,2,3,2,1,3,1,1,1,3,6
2011,31.8131,-101.420765,0,0,0,782000,831195,57.208,12,1,8055,1,10,2,4,5,13,1,4,3,6
2012,31.83429,-101.420765,0,0,0,831195,831195,36.652,2,1,7960,1,10,2,4,3,13,1,4,3,6
2012,31.81556,-101.420765,0,0,0,831195,831195,66.948,3,1,7985,1,10,2,4,3,13,1,2,3,6
2012,31.84494,-101.420765,0,0,0,831195,831195,67.568,2,1,7990,1,10,2,4,3,13,1,4,3,6
2011,31.71062,-101.420765,0,13000,0,530100,431800,4.528,11,2,9130,2,23,2,3,4,25,6,1,3,11
2011,31.70005,-101.420765,0,8064,0,264370,84504,4.216,12,2,9350,2,13,2,4,4,26,7,4,3,6
2012,31.83539,-101.420765,0,13500,0,831195,831195,131.848,1,6,9467,3,27,2,3,1,6,1,4,3,11
2012,31.85412,-101.420765,0,12000,0,831195,831195,51.136,3,8,10628,3,27,2,3,4,6,1,2,3,11
2012,31.85652,-101.420765,0,12000,0,831195,831195,64.804,4,7,10610,3,27,2,3,1,6,1,2,3,11
2012,31.80908,-101.420765,0,11088,0,798120,831195,54.692,2,2,8819,1,13,2,3,5,6,1,4,3,6
2012,31.85245,-101.420765,0,15000,0,831195,831195,88.68,8,10,10816,3,27,2,3,4,6,1,3,3,11
2012,31.91622,-101.420765,0,52500,0,831195,831195,48.14,3,6,8860,3,27,2,3,2,18,7,2,3,11
2012,31.88041,-101.420765,0,13500,0,831195,831195,95.82,3,8,10608,3,27,2,3,6,17,6,2,3,11
2012,31.67797,-101.420765,0,0,0,50000,831195,19.41496207,1,1,9225,2,3,2,1,3,21,1,4,3,11
2012,31.93864,-101.420765,0,13500,0,831195,831195,95.916,3,8,10274,3,27,2,4,2,17,6,2,3,11
2012,31.84558,-101.420765,0,0,0,819500,831195,67.14,3,1,7955,1,10,2,3,2,13,1,2,3,6
2012,31.77932,-101.420765,0,9000,0,831195,831195,58.508,6,6,9464,1,27,2,3,3,18,7,3,3,11
2011,31.69311,-101.420765,0,16000,0,609809,831195,7.608,12,22,11446,2,5,2,5,3,21,1,4,3,6
2012,31.76356,-101.420765,0,7500,0,831195,831195,66.956,5,7,10711,1,27,2,4,3,6,1,2,3,11
2012,31.65588,-101.420765,189000,0,0,130000,189000,38.888,1,1,9173,2,3,2,3,3,21,1,4,3,3
2012,31.73963,-101.420765,0,12000,0,831195,831195,47.492,7,8,10776,1,27,2,3,3,10,6,3,3,11
2012,31.66521,-101.420765,0,0,0,120000,124000,5.604,1,1,8451,2,3,2,3,3,6,1,4,3,11
2012,31.89295,-101.420765,0,13500,0,831195,831195,133.616,7,10,10941,1,27,2,3,6,13,1,3,3,11
2012,31.84901,-101.420765,0,0,0,831195,831195,84.272,3,1,7960,1,10,2,3,3,13,1,2,3,6
2012,31.76732,-101.420765,0,10500,0,831195,831195,78.02,6,6,9632,1,27,2,3,4,5,7,3,3,11
2012,31.88235,-101.420765,0,12000,0,831195,831195,101.8054469,5,8,10698,1,27,2,3,6,13,1,2,3,11
2012,31.85604,-101.420765,0,12000,0,831195,831195,55.836,8,8,10352,3,27,2,1,3,10,6,3,3,11
2012,31.76925,-101.420765,0,10500,0,831195,831195,51.928,6,8,10730,1,27,2,4,3,13,1,3,3,11
2012,31.83369,-101.420765,0,12000,0,831195,831195,131.648,6,8,10442,3,27,2,3,2,13,1,3,3,11
2012,31.92695,-101.420765,0,13500,0,831195,831195,123.4073116,5,6,8710,3,27,2,3,3,18,7,2,3,11
2012,31.69135,-101.420765,0,12000,0,831195,831195,23.292,4,20,11440,2,5,2,3,6,21,1,2,3,11
2012,31.81496,-101.420765,0,0,0,801000,831195,70.35833286,3,1,8170,1,10,2,3,5,13,1,2,3,6
2012,31.95364,-101.420765,0,12000,0,831195,831195,57.16,4,18,10848,4,5,2,3,3,24,4,2,3,6
2012,31.84783,-101.420765,0,12000,0,831195,831195,78.66,5,8,10445,3,27,2,3,4,13,1,2,3,11
2012,31.79764,-101.420765,0,15000,0,831195,831195,120.0347822,6,10,10632,3,27,2,4,2,13,1,3,3,11
2012,31.95324,-101.420765,0,12000,0,831195,831195,87.08,5,6,8877,3,27,2,1,2,18,7,2,3,11
2012,31.73586,-101.420765,831195,0,0,787968,831195,166.34,4,1,7845,1,32,2,1,4,18,7,2,3,3
2012,31.73356,-101.420765,0,15000,0,123000,831195,86.52,4,2,8933,1,3,2,2,2,6,1,2,3,11
2012,31.6533,-101.420765,405048,0,0,304380,405048,286.748,7,1,10857,2,25,2,4,3,20,1,3,3,3
2012,31.65193,-101.420765,831195,0,0,831195,831195,87.928,5,1,9364,2,25,2,4,4,21,1,2,3,3
2012,31.72844,-101.420765,0,7500,0,831195,831195,89.104,8,6,10860,2,27,2,3,3,6,1,3,3,11
2012,31.79508,-101.420765,0,16500,0,789550,831195,70.092,7,2,7964,1,10,2,4,3,13,1,3,3,6
2012,31.84474,-101.420765,0,12000,0,496525,831195,70.06,7,2,9305,1,10,2,4,6,21,1,3,3,6
2012,31.85546,-101.420765,0,22000,0,831195,831195,76.764,7,2,7955,1,10,2,3,4,13,1,3,3,6
2012,31.6826,-101.420765,0,17000,0,120000,831195,8.412,5,2,8152,2,3,2,3,3,13,1,2,3,11
2012,31.77747,-101.420765,440916,0,0,831195,440916,159.2121528,6,1,8410,1,7,2,4,4,6,1,3,3,3
2012,31.70352,-101.420765,NA,NA,NA,NA,NA,64.176,5,2,8206,1,3,2,3,2,13,1,2,3,3
2012,31.72785,-101.420765,831195,0,0,802974,831195,125.6,6,1,8007,1,32,2,4,3,18,7,3,3,3
2003,31.62843,-101.420765,0,1500,1500,668600,196946,26.152,4,6,6882,5,27,3,5,3,16,5,2,3,11
2003,31.6031,-101.420765,0,45500,500,472550,831195,32.70993787,4,3,6827,5,27,3,3,3,16,5,2,3,6
2003,31.56464,-101.420765,0,5000,0,307850,200972,59.67281149,3,3,6913,5,27,3,5,3,18,7,2,3,11
2003,31.63317,-101.420765,0,5000,0,311100,202316,36.28399577,3,3,6604,5,27,3,1,3,16,5,2,3,11
2003,31.54523,-101.420765,0,5000,0,470740,207337,35.02434343,4,3,6458,5,27,3,4,3,16,5,2,3,11
2003,31.53781,-101.420765,0,5000,0,468860,201980,29.088,4,3,6413,5,27,3,4,3,3,5,2,3,11
2003,31.54521,-101.420765,0,3500,0,470760,201236,38.48,5,6,6308,6,27,3,4,3,5,7,2,3,11
2003,31.55151,-101.420765,0,5000,0,472560,197595,28.91222461,5,8,6321,6,27,3,3,3,5,7,2,1,1
2003,31.48016,-101.420765,0,0,0,482040,260484,48.13532361,1,1,6378,5,2,3,4,3,18,7,4,3,6
2003,31.45684,-101.420765,0,0,0,290050,209197,55.292,3,1,6342,5,2,3,2,3,18,7,2,3,6
2003,31.49233,-101.420765,0,0,0,284000,140135,33.27003426,1,1,6467,5,2,3,3,3,16,5,4,3,6
2003,31.55065,-101.420765,0,5000,0,487320,212501,56.83181047,5,8,6368,6,27,3,3,3,18,7,2,1,1
2003,31.47572,-101.420765,0,0,0,290750,243264,42.468,4,1,6382,5,2,3,3,3,18,7,2,3,6
2003,31.47291,-101.420765,0,0,0,290390,181546,44.50083322,3,1,6352,5,2,3,3,3,18,7,2,3,6
2003,31.46918,-101.420765,0,0,0,290080,138440,17.685,6,1,6327,5,2,3,3,2,18,7,3,3,6
2003,31.47097,-101.420765,0,0,0,292190,185517,27.41962381,1,1,6403,5,2,3,3,3,18,7,4,3,6
2003,31.47761,-101.420765,0,0,0,289940,222222,26.20745867,3,1,6345,5,2,3,3,3,18,7,2,3,6
2003,31.48299,-101.420765,0,0,0,290030,186984,34.33198681,3,1,6404,5,2,3,2,3,18,7,2,3,6
2003,31.49026,-101.420765,0,0,0,290230,192696,21.03030391,1,1,6440,5,2,3,2,3,18,7,4,3,6
2003,31.46139,-101.420765,0,0,0,291891,189966,35.07129045,2,1,6354,5,2,3,2,3,18,7,4,3,6
2003,31.45887,-101.420765,0,0,0,290180,185136,40.292,2,1,6328,5,2,3,3,3,18,7,4,3,6
2003,31.4544,-101.420765,0,0,0,290950,212226,31.19237239,3,1,6322,5,2,3,3,3,18,7,2,3,6
2003,31.48383,-101.420765,0,0,0,284000,113000,41.02,5,1,6305,5,2,3,3,3,18,7,2,3,6
