Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
2,27,2,2012,31.72844,-101.95356,11167,4,4,1,2,4,6,1045651,1206378,89.104
1,10,2,2012,31.79508,-102.12732,10908,5,4,1,3,1,2,789550,1236810,70.092
1,10,2,2012,31.84474,-102.12422,11245,5,7,1,5,1,2,496525,988889,70.06
1,10,2,2012,31.85546,-102.15482,11028,4,5,1,3,1,2,843000,1295608,76.764
2,3,2,2012,31.6826,-102.07353,11460,4,4,1,3,1,2,120000,1603634,8.412
1,7,2,2012,31.77747,-102.00503,11509,5,5,1,2,1,1,936100,440916,159.2121528
1,3,2,2012,31.70352,-102.08026,11360,4,3,1,3,1,2,NA,NA,64.176
1,32,2,2012,31.72785,-102.14918,10667,5,4,7,3,1,1,802974,1161972,125.6
5,27,3,2003,31.62843,-101.74845,8590,6,4,5,3,3,6,668600,196946,26.152
5,27,3,2003,31.6031,-101.74503,8540,4,4,5,3,3,8,472550,2541052,32.70993787
5,27,3,2003,31.56464,-101.76736,8660,6,4,7,3,3,8,307850,200972,59.67281149
5,27,3,2003,31.63317,-101.65242,8355,2,4,5,3,3,8,311100,202316,36.28399577
5,27,3,2003,31.54523,-101.62044,8198,5,4,5,3,3,8,470740,207337,35.02434343
5,27,3,2003,31.53781,-101.6181,8210,5,4,5,1,3,8,468860,201980,29.088
6,27,3,2003,31.54521,-101.58526,8112,5,4,7,1,3,6,470760,201236,38.48
6,27,3,2003,31.55151,-101.59197,8120,4,4,7,1,3,8,472560,197595,28.91222461
5,2,3,2003,31.48016,-101.63969,8218,5,4,7,3,1,1,482040,260484,48.13532361
5,2,3,2003,31.45684,-101.64135,8245,3,4,7,3,1,1,290050,209197,55.292
5,2,3,2003,31.49233,-101.65237,8225,4,4,5,3,1,1,284000,140135,33.27003426
6,27,3,2003,31.55065,-101.59574,8135,4,4,7,3,3,8,487320,212501,56.83181047
5,2,3,2003,31.47572,-101.64258,8258,4,4,7,3,1,1,290750,243264,42.468
5,2,3,2003,31.47291,-101.63801,8235,4,4,7,3,1,1,290390,181546,44.50083322
5,2,3,2003,31.46918,-101.63631,8250,4,3,7,3,1,1,290080,138440,17.685
5,2,3,2003,31.47097,-101.64569,8225,4,4,7,3,1,1,292190,185517,27.41962381
5,2,3,2003,31.47761,-101.63429,8225,4,4,7,3,1,1,289940,222222,26.20745867
5,2,3,2003,31.48299,-101.64487,8225,3,4,7,3,1,1,290030,186984,34.33198681
5,2,3,2003,31.49026,-101.64712,8225,3,4,7,3,1,1,290230,192696,21.03030391
5,2,3,2003,31.46139,-101.63917,8238,3,4,7,3,1,1,291891,189966,35.07129045
5,2,3,2003,31.45887,-101.63308,8225,4,4,7,3,1,1,290180,185136,40.292
5,2,3,2003,31.4544,-101.63619,8225,4,4,7,3,1,1,290950,212226,31.19237239
5,2,3,2003,31.48383,-101.62316,8270,4,4,7,3,1,1,284000,113000,41.02
5,2,3,2003,31.54763,-101.67463,8237,3,4,7,3,1,1,290360,193372,39.96278973
5,2,3,2003,31.47219,-101.62448,8243,4,4,7,3,1,1,291310,197292,43.108
5,2,3,2003,31.5389,-101.68047,8246,4,4,7,3,1,1,291000,154000,13.363
5,2,3,2003,31.4905,-101.66057,8252,5,4,7,1,1,1,289760,172536,15.7871887
5,27,3,2003,31.59362,-101.76857,8700,6,4,7,1,3,8,454404,212020,21.976
5,27,3,2003,31.46657,-101.73258,9315,5,3,7,3,5,10,508120,348454,23.639
5,27,3,2003,31.60893,-101.75121,8690,2,4,7,1,3,8,470980,200760,45.448
6,2,3,2003,31.64331,-101.55852,8300,5,4,7,1,4,8,504000,286770,36.91160307
6,2,3,2003,31.6183,-101.54685,8047,4,3,5,3,3,6,460600,175200,34.89567384
6,2,3,2003,31.61,-101.56592,8000,5,4,5,3,3,6,463200,175000,25.408
6,2,3,2003,31.60975,-101.51736,8450,5,5,7,3,4,8,498500,271200,65.90859364
5,2,3,2003,31.54204,-101.64998,8237,4,4,7,1,1,1,291500,187216,36.51621832
5,2,3,2003,31.54827,-101.63901,8227,4,4,7,3,1,1,289640,189533,29.19716485
5,27,3,2003,31.61882,-101.7411,8590,2,4,7,1,3,6,472100,194042,40.412
5,27,3,2003,31.47368,-101.73479,9300,2,5,7,1,5,10,507061,356901,25.76
5,27,3,2003,31.46127,-101.72219,9250,5,3,7,3,3,8,471451,204202,33.312
5,27,3,2003,31.58599,-101.73897,8620,2,4,7,1,3,7,472280,197649,24.501905
5,27,3,2003,31.57456,-101.7398,8630,5,3,5,1,3,8,471640,206138,25.01447869
5,27,3,2003,31.59868,-101.73058,8550,6,4,7,1,3,8,473380,138854,37.176
5,2,3,2003,31.47996,-101.62649,8276,4,4,7,3,1,1,289330,220500,26.95602748
5,2,3,2003,31.52689,-101.6323,8240,4,4,7,3,1,1,290200,197782,16.66110048
5,27,3,2003,31.61728,-101.73197,8577,4,4,7,1,3,7,470820,193546,44.124
5,27,3,2003,31.58893,-101.70911,8540,6,4,7,1,3,7,472120,190354,31.38
5,27,3,2003,31.64919,-101.66118,8440,5,4,7,1,3,7,471640,218452,21.748
5,27,3,2003,31.61864,-101.64783,8345,2,4,7,3,3,6,472920,192976,42.688
6,2,3,2003,31.63937,-101.57493,8050,2,4,5,3,3,6,461800,177200,33.07515132
6,27,3,2003,31.63724,-101.63155,8430,2,4,7,3,3,6,471410,145309,23.428
5,2,3,2003,31.4242,-101.63561,8246,4,3,7,1,1,1,289000,166295,39.0632123
5,2,3,2003,31.4866,-101.62778,8280,5,4,7,1,1,1,288550,141194,24.752
5,2,3,2003,31.45166,-101.68412,8200,2,4,7,3,1,1,290310,153212,22.30126664
5,2,3,2004,31.44537,-101.64218,8154,4,3,7,1,2,2,350000,220506,17.03591569
5,2,3,2003,31.42677,-101.64079,8295,4,3,7,3,1,1,290310,153212,40.66573967
5,2,3,2003,31.43175,-101.63797,8266,4,4,7,3,1,1,290560,149834,44.39708554
5,2,3,2003,31.42459,-101.64939,8200,4,4,7,3,1,1,135000,90365,49.95212264
5,2,3,2004,31.51953,-101.66523,8306,4,4,7,1,2,2,350000,220506,17.94
5,2,3,2003,31.52899,-101.6904,8310,3,4,5,1,1,1,290680,134832,36.78123071
5,2,3,2003,31.43354,-101.66084,8184,4,4,7,1,1,1,135000,90365,11.52
5,2,3,2003,31.45807,-101.61982,8208,4,4,7,1,1,1,135000,90365,17.30257449
5,2,3,2003,31.46217,-101.6522,8200,4,4,7,1,1,1,135000,90365,44.38544029
5,2,3,2003,31.45611,-101.65859,8200,4,4,7,3,1,1,135000,90365,39.324
5,27,3,2004,31.46399,-101.72739,9304,5,4,7,1,4,8,490570,285938,32.644
6,27,3,2003,31.59617,-101.59249,8180,2,3,7,3,3,6,470460,195096,39.388
5,27,3,2003,31.56325,-101.65698,8355,5,4,7,1,3,6,470290,191715,24.1
5,27,3,2005,31.57271,-101.74805,8662,5,3,7,1,3,6,475750,224198,57.10141561
5,27,3,2004,31.57651,-101.71405,8545,3,4,7,1,3,6,470640,208204,40.932
5,27,3,2004,31.61293,-101.70325,8520,3,4,7,1,3,6,472400,203324,34.48819999
5,27,3,2004,31.47672,-101.70483,9245,4,4,7,3,4,8,511630,367554,44.144
5,27,3,2004,31.45627,-101.69414,9208,4,4,7,1,4,8,510150,351969,33.608
5,27,3,2004,31.46258,-101.68286,9118,2,4,7,1,4,8,507210,349712,34.24012514
5,27,3,2004,31.44973,-101.72305,9300,2,4,7,1,5,10,524210,384756,34.904
5,2,3,2004,31.46986,-101.61883,8300,4,4,7,3,2,2,350000,220506,29.856
5,2,3,2004,31.45046,-101.65288,8229,4,3,7,3,2,2,350000,220080,36.2429405
5,2,3,2004,31.46737,-101.66234,8250,4,4,7,1,1,1,350000,159000,35.576
5,2,3,2004,31.4719,-101.65937,8260,3,4,7,3,1,1,350000,220506,15.1832191
5,2,3,2004,31.50376,-101.65152,8300,3,4,7,3,1,1,35000,220506,45.068
5,2,3,2004,31.52338,-101.63121,8337,4,4,7,1,2,2,350000,220506,23.852
5,2,3,2004,31.53006,-101.6333,8300,4,4,7,3,2,2,350000,220506,20.72
5,2,3,2004,31.49518,-101.62236,8206,4,4,7,3,2,2,351130,183782,19.024
5,2,3,2004,31.48406,-101.61861,8290,4,4,7,3,2,2,350000,220506,25.4
5,2,3,2004,31.47781,-101.61691,8210,4,5,7,3,2,2,350000,220506,25.66
5,2,3,2004,31.50933,-101.62683,8237,5,4,7,3,2,2,350000,220506,20.668
5,2,3,2004,31.50218,-101.62458,8300,5,4,7,3,2,2,350000,220506,26.52292632
5,27,3,2004,31.56653,-101.74174,8610,4,4,7,1,3,6,471020,204458,55.96
6,27,3,2004,31.59831,-101.58431,8116,2,4,7,1,3,6,470270,212988,44.236
5,27,3,2004,31.5407,-101.62262,8270,5,4,5,1,3,6,471420,194756,38.304
5,2,3,2004,31.50822,-101.6484,8312,3,4,7,1,2,2,350000,220506,29.62307158
5,2,3,2004,31.44684,-101.6528,8174,4,3,7,3,2,2,350000,220506,29.15185689
5,2,3,2005,31.53,-101.65522,8327,4,4,7,3,2,2,100450,383200,41.124
5,2,3,2004,31.55144,-101.64,8336,4,4,7,3,2,2,362000,367506,42.43844071
5,2,3,2005,31.44406,-101.61534,8282,4,4,7,3,2,2,100450,383200,22.39416894
5,2,3,2004,31.44229,-101.6726,8260,5,7,7,3,2,2,360000,367506,39.86164692
5,2,3,2004,31.51985,-101.63012,8340,4,3,7,1,2,2,362000,367506,18.52846714
5,27,3,2004,31.63272,-101.76269,8710,6,4,7,1,3,6,472660,200174,45.8702266
5,27,3,2004,31.5967,-101.64135,8350,5,4,5,1,3,6,473480,201098,43.07231771
5,27,3,2004,31.53355,-101.62035,8205,5,4,7,3,3,6,473390,200262,28.67926976
5,27,3,2004,31.59139,-101.64819,8345,4,4,7,1,3,6,475894,201224,32.59924597
5,27,3,2004,31.58082,-101.72859,8615,2,4,7,1,3,6,471060,200636,32.49670036
5,27,3,2004,31.57116,-101.72116,8532,5,3,7,1,3,6,471970,199292,34.12554949
6,27,3,2004,31.5498,-101.58232,8188,5,4,5,1,3,6,471820,199292,50.176
5,2,3,2004,31.4549,-101.64987,8140,4,4,7,1,2,2,360000,367506,29.992
5,2,3,2004,31.51869,-101.66894,8307,4,3,7,3,2,2,362000,367506,21.0058
5,2,3,2004,31.46065,-101.62497,8204,3,4,7,3,2,2,362000,367506,15.47732057
5,2,3,2004,31.43709,-101.66175,8231,4,4,7,3,2,2,360000,367506,27.77576071
5,27,3,2005,31.46522,-101.70543,9254,5,4,7,1,5,10,509510,330452,21.748
5,27,3,2005,31.46773,-101.71091,9270,4,3,7,1,6,12,530458,429998,36.86935873
5,27,3,2005,31.47835,-101.71422,9274,5,4,7,3,5,10,509190,345278,29.26563545
5,27,3,2005,31.56019,-101.65163,8270,5,4,5,3,3,6,471400,202494,13.54044625
6,27,3,2004,31.55403,-101.5968,8150,4,4,5,1,3,6,472270,200552,40.528
5,2,3,2004,31.51931,-101.68288,8418,4,4,7,3,2,2,360000,367506,32.723344
5,2,3,2004,31.53486,-101.64796,8329,4,4,7,3,2,2,360000,367506,39.92984664
5,2,3,2004,31.43409,-101.64222,8267,4,4,7,3,2,2,360000,367506,8.388
5,2,3,2004,31.46022,-101.6608,8284,5,4,7,3,2,2,360000,367506,32.42348826
5,2,3,2005,31.51264,-101.64542,8360,4,4,7,1,2,2,100450,383200,20.312
5,27,3,2005,31.48515,-101.69561,9315,5,4,7,3,5,10,508200,354812,35.592
5,27,3,2005,31.48419,-101.67185,9260,2,4,7,2,5,10,386631,376598,32.712
5,27,3,2005,31.49829,-101.67627,9319,4,3,7,3,5,10,508260,345782,28.35819288
5,27,3,2005,31.45886,-101.71693,9350,5,3,7,3,5,10,511960,361616,26.428
5,2,3,2005,31.54337,-101.67703,8374,4,4,7,1,2,2,100450,383200,19.968
5,2,3,2005,31.44672,-101.66954,8259,5,4,7,3,2,2,100450,383200,20.695
5,2,3,2005,31.48903,-101.63363,8229,5,4,7,3,2,2,100450,383200,19.688
5,2,3,2005,31.49751,-101.62751,8287,5,4,7,3,2,2,100450,383200,13.56
5,2,3,2005,31.49934,-101.65454,8314,5,4,7,3,2,2,100450,383200,26.992
5,2,3,2005,31.49672,-101.64934,8298,5,4,7,3,2,2,100450,383200,33.524
5,2,3,2005,31.49853,-101.6409,8280,5,4,7,3,2,2,100450,383200,28.088
5,2,3,2005,31.51191,-101.63203,8283,4,4,7,3,2,2,100450,383200,18.928
5,2,3,2005,31.50115,-101.64613,8326,4,4,7,3,2,2,100450,383200,33.756
5,2,3,2005,31.52303,-101.66633,8310,4,4,7,1,2,2,100450,383200,37.72
5,2,3,2005,31.52521,-101.65785,8314,4,4,7,3,2,2,100450,383200,29.104
5,2,3,2005,31.50804,-101.666,8360,4,5,7,3,2,2,100450,383200,17.676
5,2,3,2005,31.52115,-101.67469,8370,5,4,7,3,2,2,100450,383200,17.352
5,2,3,2005,31.52373,-101.67991,8359,4,4,7,3,2,2,100450,383200,49.3320329
5,27,3,2005,31.49004,-101.69573,9334,5,3,7,3,5,10,506667,370560,44.232
5,27,3,2005,31.48023,-101.70592,9250,2,4,7,3,5,11,501200,360664,38.388
5,27,3,2005,31.46632,-101.68399,9206,5,4,7,1,5,11,509690,357066,51.59316437
5,27,3,2005,31.47772,-101.70042,9270,4,4,7,3,5,11,506310,359487,63.044
5,27,3,2005,31.54317,-101.62832,8215,5,4,5,3,3,6,471560,163048,34.848
5,27,3,2005,31.51928,-101.61666,8230,2,4,7,3,3,6,471970,194960,31.244
5,27,3,2005,31.4668,-101.715,9260,4,3,7,3,5,10,503360,352366,35.16005354
5,27,3,2005,31.57026,-101.63923,8345,2,4,5,3,3,6,471000,189813,13.952
5,27,3,2005,31.60121,-101.63805,8325,5,4,5,3,3,6,471000,198864,17.6
5,2,3,2005,31.43548,-101.65264,8239,4,3,7,3,2,2,100450,383200,20.25828222
5,2,3,2005,31.43957,-101.66677,8327,4,4,7,3,2,2,100450,383200,28.22
5,2,3,2005,31.51718,-101.6425,8322,3,4,7,1,2,2,100450,383200,24.644
5,2,3,2005,31.53754,-101.65328,8339,4,4,7,3,2,2,100450,383200,40.668
5,2,3,2005,31.50308,-101.63808,8265,3,4,7,3,2,2,100450,383200,29.104
5,2,3,2005,31.49306,-101.66586,8310,5,3,7,3,2,2,100450,383200,22.072
5,2,3,2006,31.49628,-101.67239,8317,4,5,7,3,2,2,127548,366270,27.8
5,2,3,2006,31.49764,-101.66631,8311,4,7,5,3,2,2,124500,387700,35.49390913
5,27,3,2005,31.57995,-101.649,8360,5,7,7,3,3,6,470340,187249,43.03807665
6,27,3,2005,31.60283,-101.62998,8290,5,4,7,3,3,6,470520,200492,16.38451018
5,27,3,2005,31.57009,-101.65913,8335,2,4,5,3,3,6,480040,190233,17.988
5,2,3,2005,31.52156,-101.63945,8303,4,4,7,3,2,2,100450,383200,33.272
5,2,3,2005,31.42852,-101.6502,8202,4,7,7,3,2,2,100450,383200,32.44123301
5,27,3,2005,31.5308,-101.6159,8160,5,4,5,3,3,6,470140,186612,27.51995035
5,27,3,2005,31.53151,-101.62938,8282,4,4,7,3,2,4,327480,125510,35.212
5,2,3,2005,31.51572,-101.64002,8325,3,3,7,3,2,2,100450,383200,24.416
5,2,3,2005,31.4541,-101.65391,8180,4,4,7,3,2,2,100450,383200,26.688
5,2,3,2005,31.44212,-101.66592,8272,4,3,7,3,2,2,100450,383200,18.104
5,2,3,2005,31.42752,-101.6546,8204,4,4,7,1,2,2,100450,383200,37.3
5,2,3,2005,31.54289,-101.64619,8360,4,5,7,3,2,2,100450,383200,36.55831701
6,27,3,2005,31.57201,-101.56736,8065,6,4,7,3,3,6,477347,168803,21.156
5,2,3,2005,31.46671,-101.62439,8214,4,3,7,3,2,2,100450,383200,20.16
5,2,3,2005,31.42331,-101.63997,8235,4,4,7,3,2,2,100450,383200,23.784
5,2,3,2005,31.528,-101.68779,8451,3,3,7,1,2,2,100450,383200,36.764
5,2,3,2005,31.49123,-101.64967,8254,3,3,7,3,2,2,100450,383200,33.556
5,2,3,2006,31.50421,-101.64518,8269,3,3,5,1,2,2,100450,383200,23.48265515
6,27,3,2005,31.59531,-101.61419,8190,4,3,7,3,2,4,289440,105800,37.9403326
5,2,3,2005,31.50392,-101.65398,8320,3,3,7,3,2,2,100450,383200,24.496
6,27,3,2005,31.62444,-101.56604,8132,4,3,5,3,3,6,470700,168646,10.568
6,27,3,2005,31.62216,-101.58293,8150,5,4,7,3,3,6,473940,173362,22.956
5,27,3,2005,31.48677,-101.67704,9221,2,4,7,3,5,10,505520,357311,72.9921932
5,2,3,2005,31.46733,-101.65792,8253,4,3,7,3,2,2,100450,383200,33.424
5,2,3,2006,31.44966,-101.65694,8182,4,3,7,1,2,2,100450,383200,21.984
5,2,3,2005,31.45856,-101.65109,8124,4,4,7,3,2,2,100450,383200,25.304
5,2,3,2006,31.44542,-101.65903,8254,4,4,7,3,2,2,104851,393965,27.684
5,2,3,2005,31.43174,-101.66913,8236,4,4,7,3,2,2,100450,383200,21.596
5,2,3,2005,31.44244,-101.65813,8260,4,4,7,3,2,2,100450,383200,37.092
5,2,3,2006,31.53877,-101.64531,8339,3,4,7,1,2,2,123000,365750,31.58
5,2,3,2006,31.45172,-101.61774,8273,4,4,7,3,2,2,123000,365806,28.256
5,2,3,2007,31.4547,-101.61865,8292,4,4,7,3,2,2,123000,364450,23.78
5,2,3,2007,31.45015,-101.62205,8266,3,4,7,3,2,2,123000,365484,27.792
5,2,3,2006,31.52284,-101.64225,8295,3,3,7,3,2,2,100450,383200,27.228
5,2,3,2006,31.5072,-101.64578,8242,3,3,7,3,2,2,100450,383200,34.4
5,2,3,2006,31.45767,-101.65499,8209,4,4,7,3,2,2,100450,383200,21.46032128
6,2,3,2005,31.60346,-101.52867,8500,4,5,7,3,2,2,149700,504800,36.31888501
6,2,3,2006,31.59383,-101.52146,8480,4,2,7,3,2,2,149700,504800,38.86579378
6,2,3,2006,31.58863,-101.51083,8526,5,4,7,3,2,2,149700,504800,31.956
5,2,3,2006,31.4074,-101.71018,8525,5,3,7,3,2,2,170852,480522,18.864
6,2,3,2006,31.61686,-101.51885,8510,5,5,7,3,2,3,149700,513800,51.06845562
5,27,3,2006,31.58488,-101.64377,8260,5,3,5,3,3,4,470095,193889,37.32541472
6,27,3,2006,31.57699,-101.59526,8125,5,4,5,3,3,6,452300,197568,24.652
5,27,3,2006,31.54091,-101.73812,8525,5,4,5,3,3,6,471210,195691,31.108
5,27,3,2006,31.53227,-101.72656,8500,5,4,5,3,3,6,470820,197074,30.32445978
5,27,3,2006,31.51461,-101.7563,8565,2,4,5,3,2,5,339353,146084,29.32501026
5,27,3,2006,31.51283,-101.74698,8539,4,4,7,3,3,4,471140,194730,43.98483889
5,27,3,2006,31.51176,-101.73341,8491,2,4,5,3,3,6,470500,193178,41.23692755
5,27,3,2006,31.56495,-101.71478,8456,2,4,5,3,3,6,427570,190727,41.936
5,27,3,2006,31.56692,-101.70665,8425,2,4,5,1,3,6,472300,198067,41.952
5,27,3,2006,31.52424,-101.72853,8505,5,4,5,3,3,6,471260,202081,40.67932238
6,27,3,2006,31.61702,-101.59906,8260,6,4,7,3,3,6,477380,204952,34.4131975
5,2,3,2006,31.43181,-101.65224,8210,4,4,7,3,2,2,104941,393965,29.852
6,2,3,2006,31.59103,-101.51647,8510,5,5,7,3,2,2,149852,509250,36.416
5,27,3,2006,31.59039,-101.65261,8295,4,4,5,1,3,6,475020,195510,32.812
6,27,3,2006,31.59098,-101.617,8215,5,4,5,3,3,4,471560,195243,28.104
5,27,3,2006,31.59746,-101.6545,8344,5,4,5,1,3,6,471200,198881,29.364
5,2,3,2006,31.44219,-101.68986,8418,5,5,7,3,2,2,113250,366450,25.124
6,2,3,2006,31.58415,-101.51374,8500,5,4,7,3,2,2,151023,492870,30.248
6,27,3,2007,31.6252,-101.58825,8176,5,4,7,3,3,6,471620,185877,22.34
6,27,3,2006,31.62709,-101.58001,8172,5,4,5,3,3,6,477320,200888,34.664
6,27,3,2006,31.58619,-101.62009,8294,5,4,7,3,3,4,473380,196388,29.632
5,27,3,2007,31.57805,-101.63961,8307,2,4,7,3,3,6,486860,184506,23.532
5,27,3,2006,31.55974,-101.72159,8517,2,4,5,3,4,8,607000,253094,56.76203076
5,27,3,2006,31.60448,-101.65667,8355,2,4,5,3,3,6,470360,203060,42.556
5,27,3,2006,31.5865,-101.63343,8260,4,4,7,3,3,6,473540,191211,22.828
6,27,3,2006,31.46265,-101.55054,8160,2,4,7,3,3,4,257733,231649,43.676
6,2,3,2006,31.57637,-101.49816,8500,5,5,7,3,2,2,151023,492870,26.39411735
6,27,3,2006,31.46883,-101.55689,8116,6,4,7,3,4,5,465061,272814,10.38
6,2,3,2006,31.60813,-101.57414,8267,4,4,5,3,2,2,123000,375250,23.70705727
6,2,3,2006,31.61703,-101.56814,8061,2,4,7,3,2,2,100450,383200,27.472
6,2,3,2006,31.58157,-101.50855,8512,4,5,7,1,2,2,172250,507500,33.50169037
6,2,3,2006,31.6287,-101.54973,8072,4,5,7,3,2,2,124500,387700,26.04
5,2,3,2006,31.52635,-101.65416,8345,4,3,7,1,2,2,123000,365750,28.096
5,2,3,2006,31.41884,-101.70958,9112,2,4,7,1,2,2,200600,576422,20.248
6,2,3,2006,31.62333,-101.55685,8101,4,4,7,1,2,2,123000,380190,20.3
5,2,3,2006,31.52355,-101.71506,8505,5,4,7,1,2,2,123000,353400,38.0292309
5,2,3,2006,31.52285,-101.70162,8508,5,4,7,3,2,2,123000,385032,27.336
5,27,3,2006,31.55037,-101.76306,8670,4,4,7,3,3,6,416800,180090,38.7437565
6,2,3,2006,31.63872,-101.56208,8215,5,4,5,1,2,2,123000,365500,30.284
5,2,3,2006,31.54559,-101.66468,8334,4,4,7,1,2,2,123000,353400,25.05108889
5,2,3,2006,31.53936,-101.66273,8342,5,4,7,1,2,2,123000,365806,32.076
5,2,3,2006,31.54175,-101.66787,8351,5,4,7,1,2,2,125830,368508,46.372
6,2,3,2006,31.63558,-101.54302,8149,4,4,7,1,2,2,123000,365750,18.50933409
6,2,3,2006,31.61922,-101.56047,8211,4,4,7,1,2,2,123000,365482,36.77679768
5,2,3,2006,31.48518,-101.66149,8313,4,5,7,3,2,2,123000,365750,40.748
6,2,3,2006,31.60947,-101.55163,8218,5,4,7,1,2,2,123000,365500,16.772
5,2,3,2007,31.41706,-101.71748,8516,2,3,7,3,2,2,169430,479976,18.87945795
5,2,3,2006,31.40078,-101.67292,8215,4,5,7,3,2,2,123000,365484,23.508
5,27,3,2006,31.5513,-101.75897,8660,4,4,5,1,3,6,468840,195952,71.34268838
6,2,3,2006,31.61366,-101.54944,8181,5,3,5,1,2,2,123000,365500,18.784
5,2,3,2006,31.53222,-101.63673,8334,3,3,7,3,2,2,676500,365750,16.568
5,2,3,2006,31.5507,-101.6618,8365,5,4,7,1,2,2,123000,353400,38.252
5,2,3,2006,31.53354,-101.68756,8351,4,4,7,1,2,2,123000,365750,49.928
5,2,3,2006,31.40133,-101.70376,8358,4,4,7,3,2,2,173822,483756,32.832
5,20,3,2007,31.48091,-101.71941,9300,5,4,7,3,1,1,601000,676032,33.176
5,2,3,2006,31.54104,-101.65438,8359,4,4,7,1,2,2,123000,353400,27.748
6,2,3,2006,31.62241,-101.56096,8182,4,4,7,1,2,2,123000,365500,18.384
6,2,3,2006,31.65067,-101.56088,8131,4,4,7,1,2,2,123000,368046,21.264
5,2,3,2007,31.46071,-101.70873,8524,5,3,7,3,2,2,344375,457002,19.43242355
5,2,3,2007,31.47216,-101.70784,8476,5,3,7,3,2,2,325300,269073,26.652
5,20,3,2007,31.48534,-101.71641,9340,5,4,7,3,1,1,600000,676032,39.96924966
5,20,3,2007,31.48161,-101.7329,9320,2,4,7,3,1,1,610350,676032,54.768
6,27,3,2007,31.59881,-101.61528,8223,4,3,5,1,3,6,470499,198577,38.736
6,27,3,2007,31.55135,-101.60871,8213,5,4,7,3,3,6,473820,237986,53.592
5,2,3,2006,31.53378,-101.69076,8352,4,4,7,3,2,2,123000,353400,17.37549798
5,2,3,2007,31.4033,-101.6784,8350,5,5,7,1,2,2,123000,363594,20.484
5,2,3,2006,31.40963,-101.6672,8112,4,5,7,1,2,2,123000,365484,27.86321554
5,2,3,2006,31.39727,-101.67185,8534,4,5,7,3,2,2,170516,480144,21.62124164
5,2,3,2007,31.48978,-101.65759,8237,4,3,7,3,2,2,123000,365484,21.50685053
5,2,3,2007,31.4844,-101.64598,8153,3,3,7,3,2,2,123000,365484,18.768
6,2,3,2007,31.63719,-101.55234,8111,4,5,7,1,2,2,123000,365484,39.956
5,2,3,2007,31.45891,-101.62271,8049,3,3,7,3,2,2,123000,364938,11.248
5,2,3,2007,31.46904,-101.61579,8062,3,3,7,3,2,2,123000,363594,10.67964234
6,2,3,2007,31.63936,-101.54416,8171,4,5,7,3,2,2,123000,364490,41.63943828
5,2,3,2007,31.40627,-101.66589,8147,4,4,7,3,2,2,123000,370104,18.7
6,2,3,2007,31.59645,-101.52648,8519,4,5,7,3,2,2,191500,480102,52.24596847
6,13,3,2007,31.64282,-101.45287,8012,6,5,7,1,1,1,750420,533778,11.324
6,2,3,2007,31.59996,-101.52757,8531,4,4,7,3,2,2,171384,478002,29.488
5,2,3,2007,31.46422,-101.63298,8073,5,3,7,3,2,2,123000,365484,24.036
5,2,3,2007,31.46229,-101.64137,8084,3,3,7,3,2,2,123000,364938,21.004
6,2,3,2007,31.61928,-101.52545,8526,4,4,7,3,2,2,319375,383100,34.8
6,2,3,2007,31.64513,-101.56794,8122,5,4,7,1,2,2,397500,147484,27.024
5,2,3,2007,31.39708,-101.68929,8532,5,3,7,3,2,2,169100,481530,20.396
5,2,3,2007,31.47588,-101.69134,8412,5,3,7,3,2,2,474289,268624,33.73002076
5,2,3,2007,31.49013,-101.66671,8183,1,1,7,3,2,2,123000,361410,18.328
5,2,3,2007,31.43126,-101.64122,8066,4,4,7,1,2,2,123000,364938,31.684
5,2,3,2007,31.51685,-101.67771,8245,4,3,7,1,2,2,123000,385032,36.084
5,2,3,2007,31.53381,-101.66976,8296,4,4,7,1,2,2,123000,385032,49.16
5,2,3,2007,31.52841,-101.67709,8298,4,3,7,3,2,2,160527,240240,38.724
5,2,3,2008,31.5115,-101.6848,8351,3,4,7,1,2,2,293100,242240,32.548
5,2,3,2008,31.50484,-101.68249,8355,4,4,7,1,2,2,293100,242240,30.556
6,2,3,2007,31.62445,-101.53523,8504,4,2,7,3,2,2,205522,270791,28.836
6,2,3,2007,31.58786,-101.49738,8508,4,5,7,3,3,3,477008,270791,31.10518902
6,2,3,2007,31.58887,-101.4929,8536,4,5,7,3,2,2,352554,387060,32.204
5,2,3,2007,31.47884,-101.63051,8112,4,5,7,3,2,2,293100,240240,19.898
6,28,3,2007,31.50394,-101.51953,8521,2,3,7,3,1,1,560050,380342,19.604
5,27,3,2008,31.44429,-101.59783,8610,5,4,7,3,6,12,782240,398987,22.748
5,27,3,2008,31.44017,-101.60093,8615,5,4,7,3,7,14,853450,706162,22.696
5,27,3,2008,31.44557,-101.58996,8600,5,4,7,3,6,12,713091,478754,30.744
5,2,3,2007,31.52748,-101.68118,8315,4,4,7,3,2,2,293100,242240,46.228
5,2,3,2007,31.53085,-101.68287,8309,4,4,7,3,2,2,293100,337020,37.668
5,2,3,2008,31.51162,-101.66719,8298,4,4,7,3,2,2,293100,242240,19.328
