Subarea,Operator.Numeric,County.Numeric,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Depth.Total.Log,WB.Spacing.Proxy,SPBY.Spacing.Proxy,DeepestZoneNumeric,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Propant.Total.Log,Fluid...Total..lbs.,Fluid.Total.Log,EUR_o..Mstb.
D,5,1,2012,31.92375,-101.73075,11015,9.3070132592,,,8,10,20,1089724,13.9014350111,871380,13.6778334408,67.44403123
D,6,1,2011,31.81407,-101.65145,10827,9.2897982933,160,40,8,1,1,999200,13.8147102378,969192,13.7842180137,35.588
A,13,2,2004,31.75465,-101.99714,11100,9.3147003873,40,80,7,1,1,370580,12.8228246248,461832,13.0429564676,27.19189199
D,27,1,2011,31.97423,-101.59722,9903,9.2005930205,Over 160,Over 160,6,2,4,1484532,14.210610129,1524504,14.2371796692,4.196
E,2,3,2007,31.52841,-101.67709,8298,9.0237698009,40,20,7,2,2,160527,11.9862174317,240240,12.3893937027,38.724
C,27,2,2010,31.85077,-101.93441,10580,9.2667207054,40,20,7,7,14,768442,13.5521203674,933312,13.7464948291,72.46
B,10,4,2011,31.57578,-102.11831,11205,9.3241153862,Over 160,40,1,1,1,765300,13.5480231928,1231188,14.0234901149,56.956
F,18,3,2010,31.61716,-101.44153,8318,9.0261771203,80,160,7,7,7,NA,NA,NA,NA,23.408
B,10,4,2008,31.49899,-102.09245,10505,9.2596066133,40,Over 160,7,1,2,660000,13.399995114,816000,13.6121696339,83.504
B,28,4,2008,31.55165,-101.96831,10011,9.2114397674,40,40,7,3,3,365875,12.810047024,406000,12.9141084386,19.3364338
B,13,2,2004,31.6859,-101.9759,10528,9.2617936536,80,80,7,4,8,191000,12.160028707,297292,12.6024700998,24.8743132
F,27,3,2006,31.46265,-101.55054,8160,9.006999448,160,40,7,3,4,257733,12.4596794443,231649,12.352978574,43.676
A,2,2,2007,31.6848,-102.17563,10104,9.220686664,40,20,7,5,10,559262,13.2343733364,487560,13.0971686388,38.48073554
B,17,4,2012,31.54215,-102.10265,11364,9.338205743,40,80,1,13,15,1303430,14.0805098093,1381180,14.1384487642,41.028
E,2,3,2005,31.42331,-101.63997,8235,9.0161486426,40,40,7,2,2,100450,11.5174153702,383200,12.8563123251,23.784
E,2,3,2005,31.51718,-101.6425,8322,9.0266578895,20,40,7,2,2,100450,11.5174153702,383200,12.8563123251,24.644
F,27,1,2007,31.72677,-101.58867,9510,9.1600991555,160,40,7,4,8,234101,12.3635079251,256538,12.4550320808,12.64935437
F,18,3,2010,31.57799,-101.41232,8495,9.0472330341,80,40,7,8,8,NA,NA,NA,NA,33.96
E,2,3,2008,31.46833,-101.65087,8179,9.0093251727,40,20,7,2,2,16750,9.7261535373,278750,12.5380706018,13.43492656
A,12,2,2007,31.82424,-102.06513,10117,9.2219724562,40,80,7,1,2,292800,12.5872450611,522000,13.1654228669,42.448
A,13,2,2005,31.8207,-101.9963,10550,9.2638811389,80,80,7,6,12,495000,13.1123130416,538146,13.1958851778,43.372
A,5,2,2011,31.71924,-102.09364,11125,9.316950107,40,80,1,12,12,450707,13.01857274,721350,13.4888797354,21.736
F,27,3,2006,31.59098,-101.617,8215,9.0137170305,80,40,5,3,4,471560,13.0638016264,195243,12.1820002156,28.104
C,27,2,2003,31.95258,-101.83381,9415,9.1500594411,80,40,7,4,9,489980,13.1021198529,273917,12.5205804198,58.376
A,12,2,2007,31.83192,-102.08158,10143,9.2245390914,160,80,7,1,2,316750,12.6658680982,547500,13.2131177407,46.41027426
B,10,4,2011,31.5247,-102.09625,10715,9.2793999079,40,160,7,1,1,813500,13.6091012056,1219722,14.0141335219,70.732
B,13,2,2011,31.70723,-102.03156,10725,9.2803327438,80,80,7,1,2,718040,13.4842805568,1041684,13.8563491923,51.612
C,27,2,2007,31.79486,-101.92934,10474,9.2566512748,80,40,7,6,12,405740,12.9134678394,463499,13.0465595065,36.072
C,2,1,2007,31.72145,-101.75576,9844,9.1946174115,,,7,4,8,207880,12.2447162691,279747,12.5416409023,18.328
B,27,4,2007,31.49181,-102.00748,10354,9.2451281975,80,80,7,6,12,340492,12.7381469094,356781,12.7848774271,58.74358986
F,18,3,2011,31.6155,-101.43209,8362,9.0314529119,40,160,7,1,1,NA,NA,NA,NA,56.828
B,3,2,2008,31.68374,-102.05087,10265,9.2364953295,,,7,5,10,849000,13.6518144653,10000,9.210340372,28.04
A,13,2,2004,31.77534,-102.14324,11000,9.3056505518,40,40,7,1,1,352040,12.7715000845,326352,12.6957318324,31.02059944
F,4,1,2008,31.70944,-101.48711,10200,9.2301429993,160,Over 160,1,5,10,318295,12.6707339047,486155,13.0942827821,28.724
C,27,2,2010,31.84488,-101.95944,10652,9.2735029469,40,80,7,6,12,661222,13.4018449172,921264,13.7335019191,78.22
D,27,1,2008,31.97212,-101.68489,9983,9.2086389253,40,Over 160,7,7,14,552180,13.2216293591,571036,13.2552075339,21.94799122
E,27,3,2006,31.59039,-101.65261,8295,9.0234082026,40,40,5,3,6,475020,13.0711121874,195510,12.183366808,32.812
E,2,3,2008,31.52648,-101.64981,8296,9.0235287499,40,40,7,2,2,293100,12.5882691267,242240,12.3976842492,33.484
A,13,2,2004,31.7354,-101.9914,10515,9.2605580881,40,80,7,4,8,173000,12.0610468735,284131,12.5571906784,31.67528813
D,5,1,2012,31.93689,-101.70848,10815,9.2886893384,,,8,8,16,970699,13.7857717095,850532,13.653617315,28.48
B,13,2,2005,31.7139,-101.9865,10505,9.2596066133,40,80,7,4,8,190497,12.1573917254,300937,12.6146562195,26.3487155
A,24,2,2006,31.76849,-101.97813,11026,9.3080113991,40,20,1,1,2,550300,13.218218863,572900,13.2584664604,35.284
C,13,2,2004,31.84944,-101.95491,10750,9.2826610336,80,40,7,1,1,291940,12.5843035807,342300,12.7434428245,43.884
A,13,2,2007,31.792,-102.18387,11005,9.306104994,80,80,1,1,2,602860,13.3094402763,604380,13.3119584182,71.452
E,27,3,2006,31.54091,-101.73812,8525,9.0507583022,80,40,5,3,6,471210,13.0630591335,195691,12.1842921636,31.108
A,13,2,2004,31.8175,-101.9773,10529,9.2618886339,80,20,7,4,8,175000,12.0725412529,288534,12.5725682089,23.763
E,2,3,2003,31.42677,-101.64079,8295,9.0234082026,40,20,7,1,1,290310,12.5787045965,153212,11.9395778622,40.66573967
D,2,1,2012,31.82001,-101.54341,10900,9.2965180682,,,#VALUE!,7,8,520188,13.1619455637,695000,13.4516671245,34.8
E,27,3,2006,31.5513,-101.75897,8660,9.0664700016,40,40,5,3,6,468840,13.0580168378,195952,12.1856250103,71.34268838
E,2,3,2006,31.40963,-101.6672,8112,9.0010997258,40,80,7,2,2,123000,11.7199396344,365484,12.8089777816,27.86321554
A,13,2,2003,31.8118,-102.0022,10530,9.2619836051,160,80,7,4,8,171000,12.0494188355,288705,12.5731606845,35.94017441
B,3,2,2012,31.66521,-102.08433,11462,9.3467924951,40,40,1,1,1,120000,11.6952470218,124000,11.7280368446,5.604
D,2,1,2008,31.71945,-101.73191,9878,9.1980653411,80,40,7,6,12,522900,13.1671455202,398382,12.8951666229,8.808
B,27,4,2010,31.50123,-102.04515,10745,9.2821958091,40,160,7,10,20,2331540,14.6620395514,1290688,14.0706859675,94.936
A,12,2,2005,31.77903,-102.03206,10127,9.2229604033,80,160,7,1,2,307000,12.6346030266,512250,13.1465680661,32.93505397
F,18,3,2010,31.6035,-101.42044,8528,9.0511101464,80,20,7,8,8,NA,NA,NA,NA,30.508
F,2,1,2006,31.70647,-101.5785,8243,9.0171196343,160,40,7,2,2,100450,11.5174153702,383200,12.8563123251,12.48
E,27,3,2003,31.57456,-101.7398,8630,9.0629997841,80,20,5,3,8,471640,13.0639712617,206138,12.2363011264,25.01447869
B,10,4,2011,31.53547,-102.10022,11394,9.34084218,40,80,1,1,1,967500,13.7824707039,1560426,14.2604694189,48.74
B,10,4,2012,31.51553,-102.11975,11460,9.3466179903,40,Over 160,1,1,1,879500,13.6871088432,1429386,14.1727555394,18.56
F,18,3,2008,31.57442,-101.41661,8725,9.0739477471,80,20,7,NA,7,NA,NA,NA,NA,16.4500793
E,2,3,2008,31.51698,-101.67336,8264,9.0196640108,40,20,7,2,2,265075,12.4877680838,209000,12.2500895309,29.356
A,32,2,2011,31.75062,-102.13583,10609,9.2694579765,80,80,7,1,2,859990,13.6646760403,1100652,13.9114132894,124.768
D,27,1,2011,31.97697,-101.66415,9975,9.2078372418,40,Over 160,6,4,8,1483342,14.2098082082,1212862,14.0084934139,41.86032034
C,27,2,2012,31.87772,-101.97023,10771,9.2846126164,20,Sub 20,6,4,8,1415768,14.163182698,1234173,14.0259116681,64.344
D,5,1,2012,31.94586,-101.72011,10956,9.3016425304,,,4,10,20,1222148,14.0161205243,1091074,13.9026730902,45.732
D,27,1,2010,31.96948,-101.71061,10095,9.2197955307,160,160,7,8,16,696467,13.4537756913,891294,13.7004296184,25.224
A,13,2,2005,31.81789,-102.07704,10937,9.2999068153,80,80,7,1,1,350840,12.7680855581,430542,12.9728001591,48.18907111
C,2,1,2008,31.72585,-101.75281,9886,9.1988748939,80,40,7,6,12,474363,13.0697281304,383661,12.8575146292,8.086191594
A,12,2,2009,31.83664,-102.07725,10150,9.2252289845,80,80,7,1,3,456500,13.031343979,505900,13.1340943003,57.436
E,27,3,2003,31.64919,-101.66118,8440,9.0407375876,80,40,7,3,7,471640,13.0639712617,218452,12.2943215898,21.748
F,18,3,2011,31.58177,-101.425,8530,9.0513446405,80,20,7,7,7,NA,NA,NA,NA,27.724
F,18,3,2011,31.59987,-101.42475,8560,9.0548554691,40,40,7,8,8,NA,NA,NA,NA,27.532
C,2,1,2008,31.76379,-101.76925,9880,9.1982677907,40,40,7,6,12,539400,13.1982126897,501369,13.1250976359,24.40562809
E,2,3,2012,31.49176,-101.62127,8055,8.9940482956,40,80,5,4,4,473000,13.0668506675,547000,13.2122040814,21.56
F,18,3,2010,31.54529,-101.41709,8478,9.0452298519,40,160,7,8,8,NA,NA,NA,NA,29.072
E,2,3,2005,31.50392,-101.65398,8320,9.0264175338,20,20,7,2,2,100450,11.5174153702,383200,12.8563123251,24.496
F,18,3,2010,31.59678,-101.4677,8737,9.0753221603,80,20,7,8,8,NA,NA,NA,NA,23.696
D,27,1,2011,31.93995,-101.74466,10330,9.2428075621,40,40,6,4,8,1333245,14.1031263782,1346749,14.113204098,64.232
B,27,4,2008,31.51474,-101.91452,8454,9.0423949811,40,80,5,3,6,416707,12.9401386159,154134,11.9455776329,15.496
E,2,3,2003,31.48299,-101.64487,8225,9.0149335756,20,40,7,1,1,290030,12.5777396449,186984,12.1387783307,34.33198681
F,18,3,2011,31.62704,-101.43458,8314,9.0256961198,40,40,7,7,7,NA,NA,NA,NA,35.9
B,5,2,2011,31.71082,-101.95281,11732,9.3700754301,160,40,1,13,13,1000630,13.8161403596,735066,13.5077155701,0.7
F,27,3,2005,31.57201,-101.56736,8065,8.9952889906,Over 160,40,7,3,6,477347,13.0759989687,168803,12.0364876335,21.156
E,2,3,2004,31.4549,-101.64987,8140,9.004545459,40,40,7,2,2,360000,12.7938593104,367506,12.814494924,29.992
A,33,2,2009,31.7434,-102.2128,10500,9.2591305361,160,Over 160,6,7,14,NA,NA,2224656,14.6151128549,60.824
C,27,2,2008,31.7889,-101.95037,10548,9.2636915475,20,160,7,6,12,430179,12.9719566801,386500,12.864887147,66.664
C,27,2,2004,31.76988,-101.85904,9095,9.115480091,160,40,7,3,6,471380,13.0634198418,203190,12.2218967809,52.85194007
E,27,3,2006,31.56495,-101.71478,8456,9.0426315276,160,40,5,3,6,427570,12.9658732966,190727,12.1585983652,41.936
E,27,3,2005,31.48515,-101.69561,9315,9.139381283,80,40,7,5,10,508200,13.1386303499,354812,12.7793433507,35.592
F,18,1,2011,31.66448,-101.45051,10346,9.2443552506,80,160,4,12,12,NA,NA,NA,NA,257.668
E,27,3,2004,31.59139,-101.64819,8345,9.0294178361,40,40,7,3,6,475894,13.0729504193,201224,12.2121739944,32.59924597
C,27,2,2006,31.81577,-101.96765,10515,9.2605580881,,,7,4,9,544020,13.2067412899,457406,13.0333266781,23.084
E,27,3,2010,31.52574,-101.75539,8630,9.0629997841,40,40,7,4,8,502400,13.1271518941,235662,12.370153854,26.236
E,2,3,2004,31.51953,-101.66523,8306,9.0247334242,40,40,7,2,2,350000,12.7656884335,220506,12.3036801844,17.94
E,27,3,2006,31.56692,-101.70665,8425,9.0389587552,160,40,5,3,6,472300,13.0653696559,198067,12.1963606363,41.952
C,3,2,2004,31.91882,-101.81391,8905,9.0943681957,80,40,7,2,4,200270,12.2074217351,175750,12.0768178097,9.608
A,12,2,2005,31.77459,-102.03484,10125,9.222762892,80,80,7,2,4,334000,12.718896272,530000,13.1806322855,49.55407614
B,27,4,2010,31.50972,-102.03472,10735,9.2812647103,40,160,7,9,18,976122,13.7913428576,1198084,13.9962341721,97.788
A,13,2,2003,31.7036,-102.1107,10515,9.2605580881,160,40,6,5,9,301870,12.6177517401,356635,12.7844681288,26.8747488
B,17,4,2011,31.5541,-102.13359,10770,9.2845197702,160,80,7,8,16,758258,13.5387789761,550012,13.2176953752,80.232
A,13,2,2004,31.7482,-101.9683,10520,9.2610334863,40,40,7,4,8,173500,12.0639328784,280240,12.5434016579,56.79350791
F,14,1,2011,31.65419,-101.4212,10093,9.2195973932,40,Over 160,7,6,12,762000,13.5437018347,502500,13.1273509189,32.736
F,13,1,2010,31.67693,-101.59032,10230,9.2330798589,80,80,6,1,2,1145088.027,13.9509920715,1131564,13.9391113045,28.372
A,27,2,2008,31.79245,-102.19753,10554,9.264260214,40,160,7,9,18,763170,13.5452360902,682611,13.4336804302,61.028
A,2,2,2008,31.77739,-102.16622,10378,9.2474434599,80,40,7,8,16,653420,13.3899753868,515056,13.1520309116,31.68
F,18,3,2010,31.50567,-101.45596,8547,9.0533356232,40,40,7,8,8,NA,NA,NA,NA,39.416
C,27,4,2003,31.60823,-101.80401,8805,9.0830750209,Over 160,40,7,3,6,473330,13.0675480986,180000,12.1007121299,28.968
F,18,3,2012,31.62685,-101.44729,8295,9.0234082026,80,160,7,1,1,NA,NA,NA,NA,40.632
E,27,2,2004,31.66337,-101.77644,8780,9.0802316866,Over 160,40,7,3,6,473110,13.0670831986,203282,12.2223494566,40.98067921
A,27,2,2006,31.88585,-102.00849,10164,9.2266073444,40,Sub 20,7,5,10,678677,13.4279005938,345789,12.7535840414,55.956
F,18,3,2010,31.58575,-101.45479,8670,9.0676240698,160,40,7,8,8,NA,NA,NA,NA,30.188
B,10,4,2006,31.4935,-102.06845,10655,9.2737845445,40,80,7,1,2,763000,13.5450133103,926900,13.7396009639,63.79352249
F,18,3,2011,31.61428,-101.40351,8144,9.0050367388,40,40,7,NA,1,NA,NA,NA,NA,14.912
E,2,3,2003,31.47291,-101.63801,8235,9.0161486426,40,40,7,1,1,290390,12.5789801261,181546,12.1092643441,44.50083322
E,27,3,2005,31.54317,-101.62832,8215,9.0137170305,80,40,5,3,6,471560,13.0638016264,163048,12.001799915,34.848
A,10,2,2012,31.81496,-102.18312,11475,9.3479260349,40,Over 160,1,1,1,801000,13.5936162261,1278690,14.0613466743,70.35833286
F,14,1,2011,31.72073,-101.53835,10464,9.2556960737,80,160,6,7,14,795000,13.5860973936,542000,13.2030212804,12.116
B,10,4,2012,31.53212,-102.13045,10635,9.2719057276,40,Over 160,7,1,1,618812,13.3355567899,1029504,13.8445876908,26.44
A,27,2,2007,31.77798,-102.17963,10692,9.2772510773,,,7,4,8,140871,11.855599857,376388,12.8383758052,38.15611142
B,10,4,2011,31.57593,-102.07363,10685,9.2765961678,160,80,7,1,1,708500,13.4709053381,1101114,13.9118329526,80.024
B,16,4,2011,31.53937,-102.12832,10725,9.2803327438,40,160,7,1,1,909874,13.7210614074,1143828,13.94989109,113.072
F,18,3,2010,31.57501,-101.46766,8700,9.0710783046,40,20,7,7,7,NA,NA,NA,NA,24.244
B,10,4,2011,31.5197,-102.11672,10610,9.2695522316,40,Over 160,7,1,1,699035,13.4574560915,1075620,13.8884077975,163.956
E,2,3,2009,31.45584,-101.66299,8153,9.0061412367,40,40,7,2,2,268625,12.5010716339,292000,12.5845090813,40.768
F,27,3,2003,31.55151,-101.59197,8120,9.0020854332,40,40,7,3,8,472560,13.065920002,197595,12.1939747603,28.91222461
A,9,2,2006,31.82658,-102.02105,10450,9.2543572574,80,80,7,4,7,426034,12.9622744343,253336,12.4424719499,42.972
A,13,2,2007,31.7509,-102.0242,10680,9.2761281125,80,80,7,1,1,500200,13.1227632974,511350,13.1448095662,40.396
C,27,2,2012,31.83024,-101.92327,10730,9.2807988356,40,20,1,4,8,1192763,13.9917830225,1291432,14.0712622382,98.776
B,2,4,2011,31.52597,-102.06218,10907,9.2971600639,80,40,6,9,9,884126,13.6923548654,959500,13.7741675944,31.468
A,13,2,2004,31.82285,-102.03787,11000,9.3056505518,80,80,7,1,1,346550,12.7557823873,428064,12.9670279961,45.37418401
C,13,2,2007,31.84788,-101.96065,10910,9.2974350788,40,20,6,1,1,654960,13.3923294441,595686,13.2974689616,52.67011824
C,27,2,2012,31.9465,-101.8381,10577,9.2664371113,40,20,1,4,4,1563055,14.2621527975,1231488,14.0237337523,204.808
A,13,2,2006,31.8173,-102.02647,10817,9.2888742496,80,160,6,1,1,589080,13.2863172768,510972,13.1440700732,21.7819457
B,13,4,2006,31.49626,-102.10366,12554,9.4377946189,40,Over 160,7,1,1,351380,12.7696235379,324534,12.6901455862,34.5821022
C,27,2,2007,31.86507,-101.90324,9075,9.1132786591,160,20,7,3,6,480600,13.0827906023,180716,12.1046820172,18.192
B,22,4,2012,31.55543,-102.00094,11147,9.3189256824,160,40,1,1,2,807151,13.6012660425,762426,13.5442607336,46.248
C,27,2,2012,31.84708,-101.91557,10683,9.2764089719,40,20,1,4,8,1389239,14.1442666732,1355128,14.1194064728,131.648
D,5,1,2011,31.97478,-101.73801,11050,9.3101857069,,,4,12,12,1061120,13.874835512,889938,13.6989070764,19.624
F,14,1,2012,31.68765,-101.41755,10015,9.2118392481,,,#VALUE!,7,14,910000,13.7211998785,602000,13.3080127243,38.58
E,27,3,2004,31.44973,-101.72305,9300,9.1377696791,160,40,7,5,10,524210,13.1696476464,384756,12.8603646461,34.904
F,18,3,2010,31.51968,-101.40904,8462,9.0433408313,40,40,7,NA,1,NA,NA,NA,NA,71.048
F,27,3,2008,31.58751,-101.59855,8201,9.012011377,40,40,5,4,8,578829,13.2687623761,213161,12.2698030277,27.38
C,13,2,2007,31.85618,-101.94104,10941,9.3002724795,40,20,1,1,1,749860,13.5276418014,586278,13.2815493588,30.68
E,27,3,2005,31.57271,-101.74805,8662,9.0667009218,80,20,7,3,6,475750,13.0726477852,224198,12.320284869,57.10141561
F,14,1,2011,31.68399,-101.41708,10036,9.2139339075,40,Over 160,1,6,12,737500,13.5110213672,474000,13.0689626007,57.56
D,2,1,2011,31.75303,-101.63589,11000,9.3056505518,160,80,4,7,7,1084729,13.8968407442,1201204,13.9988349451,82.72679578
F,18,3,2010,31.58236,-101.47612,8780,9.0802316866,80,40,7,7,7,NA,NA,NA,NA,34.624
B,16,4,2011,31.54288,-102.11507,10674,9.2755661569,40,160,7,1,1,838380,13.6392267373,1165080,13.9683003122,97.424
B,13,4,2011,31.50716,-102.10833,12684,9.4480966357,80,Over 160,4,1,2,800620,13.5931417065,1188264,13.9880039764,53.87031232
B,27,4,2010,31.63806,-102.03608,10950,9.3010947352,40,80,6,5,5,1560743,14.2606725479,1900062,14.4573970752,96.344
E,2,3,2003,31.47761,-101.63429,8225,9.0149335756,40,40,7,1,1,289940,12.577429284,222222,12.3114321612,26.20745867
C,27,2,2007,31.84285,-101.94974,10085,9.2188044504,40,160,7,6,12,404260,12.9098135143,424754,12.9592654568,58.592
D,27,1,2010,31.98761,-101.681,10100,9.2202907028,160,Over 160,7,7,14,1018714,13.8340516055,1371338,14.1312974635,63.824
E,2,3,2003,31.47219,-101.62448,8243,9.0171196343,40,40,7,1,1,291310,12.5821432712,197292,12.1924401438,43.108
D,31,1,2011,31.93507,-101.70192,10350,9.2447417987,80,Over 160,1,2,4,689000,13.44299655,1428800,14.1723454891,97.304
F,13,3,2012,31.51177,-101.48887,9935,9.203819155,80,80,6,1,2,568000,13.2498766977,970326,13.7853873765,37.424
F,4,1,2011,31.73672,-101.43366,9980,9.2083383693,80,Over 160,1,8,16,650000,13.3847276419,22000,9.9987977323,9.968
C,27,2,2011,31.82771,-101.91802,10617,9.270211769,40,20,6,4,8,1460529,14.1943092568,1446150,14.1844154108,202.956
A,13,2,2007,31.73338,-102.04957,10650,9.2733151711,40,80,7,1,1,749500,13.5271615965,648102,13.3818033704,47.03003331
A,13,2,2007,31.7674,-102.0829,10400,9.2495610851,80,160,7,1,1,869407,13.675566649,734454,13.506882645,57.34912221
B,5,4,2008,31.59411,-102.06164,10628,9.2712473069,40,40,7,1,2,1303680,14.0807015926,1054872,13.8689299905,61.572
F,18,3,2010,31.57128,-101.46771,8680,9.0687768077,40,40,7,8,8,NA,NA,NA,NA,43.016
C,27,2,2011,31.91757,-101.83021,10642,9.2725637152,80,20,6,2,4,1285393,14.0665750661,1171426,13.9737323681,68.996
B,13,2,2005,31.69,-102.00783,11265,9.3294558529,40,40,7,1,1,500460,13.1232829545,502194,13.1267417782,68.128
F,2,3,2006,31.60813,-101.57414,8267,9.0200269653,40,40,5,2,2,123000,11.7199396344,375250,12.8353477495,23.70705727
F,18,3,2012,31.63296,-101.43209,9870,9.1972551324,40,160,6,1,1,NA,NA,NA,NA,24.508
E,2,3,2003,31.46918,-101.63631,8250,9.0179684793,40,20,7,1,1,290080,12.577912026,138440,11.8381922977,17.685
E,27,3,2004,31.57651,-101.71405,8545,9.0531015955,20,40,7,3,6,470640,13.0618487495,208204,12.2462736473,40.932
B,25,4,2012,31.64976,-101.99861,12200,9.4091912307,80,160,1,1,1,1426880,14.1710008004,1394904,14.1483361537,89.228
A,27,2,2007,31.79894,-102.18641,10532,9.2621735206,,,7,5,10,520740,13.1630061559,775052,13.5606854029,33.424
F,18,3,2010,31.53438,-101.42153,8468,9.0440496323,40,160,7,8,8,NA,NA,NA,NA,76.612
F,27,3,2005,31.60283,-101.62998,8290,9.0228052481,80,40,7,3,6,470520,13.0615937451,200492,12.2085296247,16.38451018
F,18,3,2011,31.53081,-101.42584,8465,9.0436952946,40,80,7,8,8,NA,NA,NA,NA,66.024
D,4,1,2011,31.8576,-101.57674,10295,9.2394136195,80,80,1,8,16,510500,13.1431459166,24360,10.1006977218,15.792
B,27,4,2011,31.51797,-101.98443,10896,9.2961510284,40,160,7,3,6,1375281,14.1341686318,1423902.816,14.1689121214,69.892
F,13,3,2012,31.53383,-101.47735,10054,9.2157258443,Sub 20,40,1,1,2,503744,13.1298234815,771498,13.5560893584,7.836
F,18,3,2009,31.57834,-101.44212,8195,9.0112794912,40,40,7,6,6,NA,NA,NA,NA,21.412
E,2,3,2004,31.50822,-101.6484,8312,9.0254555328,20,40,7,2,2,350000,12.7656884335,220506,12.3036801844,29.62307158
A,12,2,2005,31.84666,-102.06198,11485,9.3487971151,80,80,7,2,4,264000,12.4837043821,441000,12.9968001544,83.324
F,18,3,2010,31.54902,-101.4255,8515,9.0495845931,40,80,7,8,8,NA,NA,NA,NA,21.844
E,2,3,2005,31.49751,-101.62751,8287,9.0224433008,80,40,7,2,2,100450,11.5174153702,383200,12.8563123251,13.56
F,13,3,2010,31.55127,-101.52655,8480,9.0454657288,160,40,7,1,2,846560,13.6489363581,588630,13.2855530819,30.31861183
F,13,1,2004,31.7163,-101.52017,10550,9.2638811389,160,20,7,1,1,384990,12.8609726389,317478,12.6681638036,38.49591628
B,10,4,2012,31.53526,-102.1176,11410,9.3422454429,40,Over 160,1,1,1,837500,13.6381765427,1442490,14.1818813449,92.204
F,27,1,2008,31.68924,-101.62125,8362,9.0314529119,160,40,5,4,8,606324,13.3151697756,217068,12.2879659475,32.076
B,10,2,2010,31.66946,-102.13948,10538,9.2627430508,160,40,1,1,2,473900,13.068751608,12012,9.3936614291,64.6
E,2,3,2005,31.52373,-101.67991,8359,9.0310940817,40,40,7,2,2,100450,11.5174153702,383200,12.8563123251,49.3320329
D,5,1,2011,31.93998,-101.74156,11400,9.3413686344,40,80,8,11,11,685031,13.4372193717,656040,13.3939770417,44.108
F,27,3,2006,31.46883,-101.55689,8116,9.0015927009,Over 160,40,7,4,5,465061,13.0499238588,272814,12.5165455233,10.38
A,12,2,2003,31.76902,-102.07469,10115,9.2217747496,80,80,7,2,4,243000,12.4008167223,474550,13.0701222656,38.332
E,27,3,2005,31.53151,-101.62938,8282,9.0218397641,40,40,7,2,4,327480,12.6991822635,125510,11.7401407157,35.212
A,24,2,2007,31.77678,-101.99141,10993,9.3050139856,80,80,1,1,2,560000,13.2356920627,845000,13.6470919063,41.71620714
B,17,4,2008,31.55337,-102.08819,11000,9.3056505518,160,80,1,1,1,NA,NA,NA,NA,67.91190947
D,13,1,2007,31.96851,-101.76248,10660,9.2742536977,80,80,7,1,1,902460,13.7128796469,15848,9.6707985884,49.36
E,2,3,2007,31.43126,-101.64122,8066,8.9954129754,40,40,7,2,2,123000,11.7199396344,364938,12.8074827551,31.684
F,14,1,2011,31.71565,-101.48907,10086,9.2189036026,80,Over 160,1,7,14,827000,13.625559974,601000,13.3063502135,25.35257157
A,27,2,2012,31.76925,-101.95716,10924,9.2987174826,80,40,1,4,8,1408928,14.1583396895,1396392,14.1494023252,51.928
C,27,2,2007,31.75643,-101.94885,10450,9.2543572574,40,80,7,6,12,400930,12.9015421275,413313,12.9319604542,36.708
D,21,2,2011,31.91252,-101.77672,10330,9.2428075621,40,40,6,1,2,737270,13.5107094541,1422888,14.168199167,36.408
F,2,3,2006,31.63558,-101.54302,8149,9.0056504993,40,40,7,2,2,123000,11.7199396344,365750,12.8097053189,18.50933409
F,18,3,2010,31.58197,-101.44207,8605,9.0600987086,40,20,7,8,8,NA,NA,NA,NA,15.34
C,27,2,2012,31.85245,-101.97501,10992,9.3049230145,40,80,1,5,10,1377555,14.1358207466,1463328,14.1962238517,88.68
F,13,3,2010,31.52764,-101.46834,10130,9.2232565972,40,40,1,1,2,697137,13.4547372271,1657950,14.3210924574,39.044
A,13,2,2006,31.81528,-102.07181,10897,9.296242801,80,80,7,1,1,498480,13.1193187472,513870,13.1497255942,59.04
B,13,2,2004,31.6662,-102.0454,10525,9.2615086586,160,80,7,4,8,166000,12.0197430673,288112,12.5711045724,34.972
A,24,2,2004,31.77212,-102.01207,11000,9.3056505518,80,40,7,1,2,317000,12.6666570529,376000,12.8373444224,62.23906507
F,19,1,2010,31.67846,-101.47281,10025,9.2128372522,160,20,1,5,10,1266600,14.0518467031,1948000,14.4823137632,90.188
C,2,1,2007,31.71903,-101.75111,9853,9.1955312563,80,40,7,5,6,506200,13.1346871271,3000,8.0063675677,13.684
F,27,3,2003,31.59617,-101.59249,8180,9.0094474296,160,20,7,3,6,470460,13.0614662185,195096,12.1812470241,39.388
B,10,4,2011,31.52273,-102.10431,10605,9.269080867,40,Over 160,7,1,1,733702,13.5058582306,1177806,13.9791639437,54.86
A,24,2,2003,31.80578,-101.99703,11300,9.3325580047,40,20,7,1,2,461000,13.041153322,202000,12.2160229764,36.564
B,10,2,2010,31.6554,-102.13486,10750,9.2826610336,160,40,1,1,1,471540,13.0637592131,12012,9.3936614291,45.344
D,5,2,2010,31.9502,-101.78044,10555,9.2643549603,40,40,6,1,2,3528616,15.076416284,780182,13.5672825048,57.41172984
E,2,3,2003,31.47097,-101.64569,8225,9.0149335756,40,40,7,1,1,292190,12.5851595546,185517,12.130901801,27.41962381
