WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
2065,6,18,3,05/21/2009 00:00:00,2009,31.60025,-101.45459,8197,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,13.256
2068,6,13,3,03/08/2009 00:00:00,2009,31.58313,-101.50473,8515,4,4,7,3,18,1,2,0,6552,629538,0,845640,636090,63.15788804
2069,5,2,3,09/21/2009 00:00:00,2009,31.50624,-101.67438,8282,4,5,5,3,16,2,2,0,0,0,245500,472625,245500,46.25166625
2071,5,2,3,02/23/2009 00:00:00,2009,31.48339,-101.65834,8177,3,4,5,3,16,2,2,297000,0,0,0,268625,297000,17.03817508
2072,5,2,3,02/23/2009 00:00:00,2009,31.45584,-101.66299,8153,4,4,7,3,18,2,2,292000,0,0,0,268625,292000,40.768
2073,6,18,3,09/20/2010 00:00:00,2010,31.58197,-101.44207,8605,4,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,15.34
2074,6,18,3,07/05/2009 00:00:00,2009,31.59646,-101.44187,8225,5,3,7,3,18,6,6,NA,NA,NA,NA,NA,NA,18.776
2075,6,18,3,11/19/2009 00:00:00,2009,31.60701,-101.40764,8208,2,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,23.48
2076,6,18,3,08/14/2009 00:00:00,2009,31.59971,-101.40775,8121,2,4,7,3,18,NA,1,NA,NA,NA,NA,NA,NA,20.812
2077,6,18,3,11/04/2009 00:00:00,2009,31.58535,-101.42071,8306,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,39.328
2079,6,18,3,06/28/2009 00:00:00,2009,31.60748,-101.4502,8275,5,4,7,3,18,NA,7,NA,NA,NA,NA,NA,NA,16.496
2080,6,18,3,07/13/2009 00:00:00,2009,31.57834,-101.44212,8195,4,4,7,3,18,6,6,NA,NA,NA,NA,NA,NA,21.412
2081,6,18,3,05/27/2010 00:00:00,2010,31.57859,-101.46337,8695,5,4,7,2,11,7,7,NA,NA,NA,NA,NA,NA,49.684
2082,6,18,3,08/30/2009 00:00:00,2009,31.60702,-101.42904,8296,5,4,7,3,18,NA,2,NA,NA,NA,NA,NA,NA,22.484
2083,6,18,3,09/10/2009 00:00:00,2009,31.5892,-101.44197,8326,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,20.272
2084,6,27,3,11/29/2009 00:00:00,2009,31.56374,-101.39485,9098,5,2,7,3,18,8,16,0,12000,566138,0,722180,578138,37.532
2085,5,1,3,04/14/2010 00:00:00,2010,31.44664,-101.60315,8121,4,4,7,3,18,1,2,0,12432,172072,0,656313,184504,20.104
2086,5,1,3,04/21/2010 00:00:00,2010,31.44939,-101.60397,8111,4,3,7,3,18,1,2,0,13306,485109,0,501474,498415,26.276
2087,6,18,3,12/03/2009 00:00:00,2009,31.62904,-101.41578,8504,2,2,7,3,18,NA,8,NA,NA,NA,NA,NA,NA,33.488
2089,6,18,3,11/27/2009 00:00:00,2009,31.55643,-101.43818,8532,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,44.296
2090,6,18,3,02/13/2010 00:00:00,2010,31.5637,-101.43808,8545,5,4,7,3,18,NA,8,NA,NA,NA,NA,NA,NA,38.752
2091,5,30,3,03/12/2010 00:00:00,2010,31.55983,-101.66473,8298,2,4,7,3,18,3,3,0,0,298410,0,390000,298410,31.20847532
2092,6,18,3,01/29/2010 00:00:00,2010,31.55597,-101.39991,8392,4,5,7,3,18,NA,8,NA,NA,NA,NA,NA,NA,45.952
2093,6,27,3,03/18/2010 00:00:00,2010,31.56387,-101.4089,8593,5,4,7,3,18,7,14,0,12000,595908,0,848060,607908,23.88
2095,6,18,3,01/19/2010 00:00:00,2010,31.54139,-101.40017,8374,4,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,44.404
2098,6,18,3,01/16/2010 00:00:00,2010,31.62915,-101.42435,8564,5,5,7,2,11,1,1,NA,NA,NA,NA,NA,NA,20.196
2099,6,13,3,07/15/2010 00:00:00,2010,31.53287,-101.55439,8480,2,5,7,3,18,1,2,0,10080,964152,0,1253728.027,974232,26.412
2101,6,13,3,04/23/2010 00:00:00,2010,31.53994,-101.54474,8510,4,5,7,3,18,1,2,0,7560,648102,0,823600,655662,36.01964551
2104,5,27,3,03/06/2010 00:00:00,2010,31.54579,-101.74868,8589,4,4,5,3,16,4,8,0,5000,233014,0,531360,238014,52.88401437
2105,5,27,3,02/23/2010 00:00:00,2010,31.54401,-101.74443,8587,5,4,7,3,18,4,8,0,5000,232090,0,512957,237090,38.91903009
2106,6,18,3,02/07/2010 00:00:00,2010,31.59266,-101.4286,8527,4,5,7,3,18,7,7,NA,NA,NA,NA,NA,NA,23.716
2107,6,18,3,01/24/2010 00:00:00,2010,31.57422,-101.39962,8417,4,6,7,3,18,8,8,NA,NA,NA,NA,NA,NA,36.188
2108,6,18,3,03/01/2010 00:00:00,2010,31.56728,-101.4337,8518,4,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,30.128
2109,6,18,3,09/29/2010 00:00:00,2010,31.57799,-101.41232,8495,5,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,33.96
2110,5,27,3,03/06/2010 00:00:00,2010,31.54392,-101.75716,8598,5,4,7,3,18,4,8,0,5000,225832,0,533560,230832,43.20116525
2112,6,18,3,02/18/2010 00:00:00,2010,31.56704,-101.41248,8428,4,3,7,3,18,NA,7,NA,NA,NA,NA,NA,NA,36.128
2113,6,18,3,03/10/2010 00:00:00,2010,31.57081,-101.42517,8475,4,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,59.376
2114,6,18,3,02/22/2010 00:00:00,2010,31.56723,-101.42946,8532,4,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,27.556
2115,6,18,3,03/25/2010 00:00:00,2010,31.56714,-101.42099,8510,4,3,7,3,18,NA,1,NA,NA,NA,NA,NA,NA,44.716
2116,6,18,3,03/30/2010 00:00:00,2010,31.51968,-101.40904,8462,4,4,7,2,11,NA,1,NA,NA,NA,NA,NA,NA,71.048
2118,5,27,3,06/23/2010 00:00:00,2010,31.52989,-101.74538,10705,4,3,6,3,17,10,20,0,16500,1134728,0,999885,1151228,41.48374654
2119,5,27,3,05/09/2010 00:00:00,2010,31.5253,-101.74867,10675,4,3,6,3,17,10,20,0,16500,973520,0,968831,990020,67.29519571
2122,5,27,3,06/23/2010 00:00:00,2010,31.53076,-101.74153,10710,4,3,6,3,17,10,20,0,16500,1096038,0,932678,1112538,49.108
2123,6,18,3,02/13/2010 00:00:00,2010,31.63639,-101.41144,8572,5,6,7,3,18,8,8,NA,NA,NA,NA,NA,NA,43.756
2124,6,18,3,05/03/2010 00:00:00,2010,31.58594,-101.47182,8775,5,4,7,2,11,7,7,NA,NA,NA,NA,NA,NA,27.572
2125,6,18,3,04/07/2010 00:00:00,2010,31.57076,-101.42029,8510,5,5,7,3,18,8,8,NA,NA,NA,NA,NA,NA,30.7
2126,6,18,3,06/05/2010 00:00:00,2010,31.61184,-101.43088,8248,4,5,7,3,18,7,7,NA,NA,NA,NA,NA,NA,48.448
2127,6,13,3,07/24/2010 00:00:00,2010,31.55127,-101.52655,8480,2,4,7,3,18,1,2,0,7560,581070,0,846560,588630,30.31861183
2128,6,13,3,08/13/2010 00:00:00,2010,31.57999,-101.52292,9710,2,5,7,3,18,1,2,0,9072,760830,0,847480,769902,46.94832687
2129,6,18,3,04/26/2010 00:00:00,2010,31.59678,-101.4677,8737,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,23.696
2130,5,27,3,05/12/2010 00:00:00,2010,31.53657,-101.75736,8660,4,3,5,3,16,4,8,0,5000,222400,0,512012,227400,42.76791385
2131,6,13,3,07/11/2010 00:00:00,2010,31.57343,-101.51137,8524,5,4,7,3,18,1,2,0,8568,699216,0,901360,707784,42.036
2132,5,27,3,05/17/2010 00:00:00,2010,31.52574,-101.75539,8630,4,4,7,3,18,4,8,0,5000,230662,0,502400,235662,26.236
2133,6,13,3,08/16/2010 00:00:00,2010,31.56234,-101.50168,9915,5,4,7,3,18,1,2,1024296,11592,0,0,1144640,1035888,66.52
2134,6,13,3,08/14/2010 00:00:00,2010,31.56444,-101.53416,8525,6,5,7,1,5,1,2,728532,9492,0,0,2069536.055,738024,17.524
2135,6,18,3,04/27/2010 00:00:00,2010,31.5636,-101.42951,8547,4,4,7,3,18,NA,1,NA,NA,NA,NA,NA,NA,39.816
2136,6,18,3,04/30/2010 00:00:00,2010,31.5524,-101.40423,8432,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,21.52
2137,6,18,3,04/19/2010 00:00:00,2010,31.60762,-101.46296,8720,5,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,23.924
2138,5,27,3,05/12/2010 00:00:00,2010,31.53767,-101.76797,8656,4,3,7,3,18,4,8,0,5000,227035,0,531060,232035,51.74410674
2140,6,18,3,06/09/2010 00:00:00,2010,31.62199,-101.45073,8293,5,2,7,3,18,7,7,NA,NA,NA,NA,NA,NA,20.028
2141,5,27,3,06/07/2010 00:00:00,2010,31.52035,-101.76218,8665,5,4,5,3,16,4,8,0,5500,231896,0,524033,237396,19.544
2145,5,27,3,06/13/2010 00:00:00,2010,31.50975,-101.75927,8700,3,4,5,3,16,4,8,0,5000,229798,0,531359,234798,14.336
2146,5,27,3,06/08/2010 00:00:00,2010,31.52215,-101.75427,8580,4,4,5,3,16,4,8,0,5000,236416,0,556756,241416,38.064
2147,6,13,3,09/16/2010 00:00:00,2010,31.52764,-101.46834,10130,4,4,1,3,13,1,2,0,10584,1647366,0,697137,1657950,39.044
2149,6,13,3,07/29/2010 00:00:00,2010,31.53491,-101.46822,10115,2,4,1,2,6,1,2,0,11592,1112202,0,1234463.945,1123794,60.988
2150,6,13,3,09/01/2010 00:00:00,2010,31.53137,-101.47677,10100,2,5,1,3,13,1,2,0,11592,1077048,0,1171520,1088640,98.172
2151,6,18,3,05/20/2010 00:00:00,2010,31.59325,-101.47599,8780,4,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,45.84
2152,6,18,3,06/08/2010 00:00:00,2010,31.55632,-101.42962,8520,5,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,38.75937114
2153,6,18,3,05/19/2010 00:00:00,2010,31.58227,-101.46788,8737,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,28.812
2154,6,18,3,05/14/2010 00:00:00,2010,31.60748,-101.47582,8770,4,7,7,3,18,8,8,NA,NA,NA,NA,NA,NA,32.252
2155,6,18,3,05/28/2010 00:00:00,2010,31.52707,-101.3965,8355,5,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,37.14
2156,6,18,3,06/01/2010 00:00:00,2010,31.50567,-101.45596,8547,4,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,39.416
2157,6,18,3,10/11/2010 00:00:00,2010,31.57511,-101.47621,8760,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,11.228
2158,6,18,3,06/20/2010 00:00:00,2010,31.57128,-101.46771,8680,4,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,43.016
2159,6,13,3,08/20/2010 00:00:00,2010,31.53124,-101.46404,10100,4,4,1,2,6,1,2,0,10705,1020642,0,814540,1031347,40.828
2160,6,13,3,10/21/2010 00:00:00,2010,31.5275,-101.46409,10100,4,4,1,3,13,1,2,0,14070,1020810,0,941700,1034880,38.652
2161,6,18,3,08/03/2010 00:00:00,2010,31.60014,-101.44606,8648,5,4,7,1,5,8,8,NA,NA,NA,NA,NA,NA,31.16
2162,6,18,3,06/18/2010 00:00:00,2010,31.54912,-101.43397,8549,5,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,28.78
2163,6,18,3,07/10/2010 00:00:00,2010,31.62608,-101.42818,8260,5,2,7,3,18,7,7,NA,NA,NA,NA,NA,NA,41.536
2164,6,18,3,02/10/2011 00:00:00,2011,31.57118,-101.45924,8660,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,27.02
2166,6,18,3,08/20/2010 00:00:00,2010,31.54529,-101.41709,8478,4,2,7,3,18,8,8,NA,NA,NA,NA,NA,NA,29.072
2167,6,18,3,07/13/2010 00:00:00,2010,31.49842,-101.4603,8545,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,77.724
2168,6,18,3,08/09/2010 00:00:00,2010,31.54559,-101.44258,8585,4,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,90.868
2169,6,18,3,10/08/2010 00:00:00,2010,31.56021,-101.45084,8612,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,13.324
2170,6,18,3,08/31/2010 00:00:00,2010,31.60394,-101.45878,8675,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,47.356
2171,6,18,3,09/08/2010 00:00:00,2010,31.59237,-101.39933,8403,4,5,7,3,18,8,8,NA,NA,NA,NA,NA,NA,14.672
2173,6,18,3,08/18/2010 00:00:00,2010,31.61716,-101.44153,8318,5,2,7,3,18,7,7,NA,NA,NA,NA,NA,NA,23.408
2174,6,18,3,09/07/2010 00:00:00,2010,31.56774,-101.4763,8710,2,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,46.31872541
2175,6,18,3,09/21/2010 00:00:00,2010,31.58565,-101.44626,8635,5,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,20.868
2176,6,18,3,08/04/2010 00:00:00,2010,31.54866,-101.3958,8337,5,5,7,3,18,8,8,NA,NA,NA,NA,NA,NA,16.41133366
2177,6,13,3,08/03/2011 00:00:00,2011,31.64534,-101.51921,10313,5,5,1,2,6,1,2,852600,12096,0,0,717166,864696,55.38
2178,6,2,3,02/15/2011 00:00:00,2011,31.49649,-101.48185,9795,5,4,7,1,5,5,5,695900,0,246000,0,860188,941900,45.544
2179,6,18,3,10/02/2010 00:00:00,2010,31.64136,-101.43021,8275,4,2,7,3,18,7,7,NA,NA,NA,NA,NA,NA,137.964
2180,6,18,3,09/03/2010 00:00:00,2010,31.63583,-101.42431,8586,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,33.034
2181,6,18,3,10/07/2010 00:00:00,2010,31.6005,-101.47589,8745,2,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,44.784
2182,6,18,3,10/06/2010 00:00:00,2010,31.59294,-101.45039,8660,2,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,45.516
2183,6,18,3,10/02/2010 00:00:00,2010,31.6302,-101.43306,8600,4,2,7,3,18,8,8,NA,NA,NA,NA,NA,NA,58.608
2184,6,18,3,11/22/2010 00:00:00,2010,31.61129,-101.43778,8247,4,2,7,3,18,7,7,NA,NA,NA,NA,NA,NA,30.632
2185,6,18,3,02/15/2011 00:00:00,2011,31.59987,-101.42475,8560,4,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,27.532
2186,6,18,3,12/06/2010 00:00:00,2010,31.6035,-101.42044,8528,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,30.508
2187,6,18,3,10/18/2010 00:00:00,2010,31.58575,-101.45479,8670,2,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,30.188
2188,6,18,3,10/21/2010 00:00:00,2010,31.53438,-101.42153,8468,4,2,7,3,18,8,8,NA,NA,NA,NA,NA,NA,76.612
2189,6,18,3,11/12/2010 00:00:00,2010,31.53432,-101.41733,8434,4,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,53.604
2190,6,18,3,11/05/2010 00:00:00,2010,31.58236,-101.47612,8780,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,34.624
2191,5,27,3,01/15/2012 00:00:00,2012,31.52189,-101.73661,10615,5,7,6,3,17,3,6,0,7000,852969,0,883655,859969,29.30455739
2192,6,18,3,02/14/2011 00:00:00,2011,31.61368,-101.44797,8563,5,3,7,3,18,7,7,NA,NA,NA,NA,NA,NA,26.76028006
2193,6,18,3,11/04/2010 00:00:00,2010,31.60771,-101.47152,8776,4,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,26.68
2194,6,18,3,12/04/2010 00:00:00,2010,31.58962,-101.47603,8770,4,3,7,3,18,7,7,NA,NA,NA,NA,NA,NA,19.884
2195,6,18,3,12/08/2010 00:00:00,2010,31.5931,-101.46317,8725,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,19.036
2197,6,18,3,12/08/2010 00:00:00,2010,31.58913,-101.42489,8532,5,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,32.952
2198,6,18,3,12/26/2010 00:00:00,2010,31.57067,-101.41243,8487,4,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,24.12
2199,6,18,3,12/03/2010 00:00:00,2010,31.57432,-101.40813,8500,4,5,7,3,18,8,8,NA,NA,NA,NA,NA,NA,31.888
2200,6,18,3,01/03/2011 00:00:00,2011,31.58177,-101.425,8530,5,3,7,3,18,7,7,NA,NA,NA,NA,NA,NA,27.724
2201,6,18,3,01/14/2011 00:00:00,2011,31.57869,-101.47193,8764,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,30.764
2202,6,18,3,01/05/2011 00:00:00,2011,31.5781,-101.42082,8530,5,4,7,3,18,8,8,NA,NA,NA,NA,NA,NA,28.208
2203,6,18,3,12/11/2010 00:00:00,2010,31.57501,-101.46766,8700,4,3,7,3,18,7,7,NA,NA,NA,NA,NA,NA,24.244
2204,6,18,3,01/10/2011 00:00:00,2011,31.54922,-101.44252,8585,4,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,30.608
2205,6,18,3,01/16/2011 00:00:00,2011,31.54897,-101.42127,8500,4,2,7,3,18,8,8,NA,NA,NA,NA,NA,NA,27.74933842
2206,6,18,3,01/22/2011 00:00:00,2011,31.5676,-101.46352,8650,5,3,7,3,18,7,7,NA,NA,NA,NA,NA,NA,27.824
2207,6,18,3,01/21/2011 00:00:00,2011,31.53065,-101.41378,8431,5,7,7,3,18,7,7,NA,NA,NA,NA,NA,NA,54.116
2209,6,18,3,02/09/2011 00:00:00,2011,31.54524,-101.41286,8410,4,2,7,3,18,8,8,NA,NA,NA,NA,NA,NA,14.80278957
2210,6,18,3,03/21/2011 00:00:00,2011,31.54554,-101.43835,8550,4,3,7,3,18,8,8,NA,NA,NA,NA,NA,NA,44.708
2211,6,18,3,04/28/2011 00:00:00,2011,31.62717,-101.4412,8281,5,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,24.276
2212,6,18,3,07/19/2011 00:00:00,2011,31.55285,-101.44246,10370,4,3,4,3,15,12,12,NA,NA,NA,NA,NA,NA,33.012
2213,6,18,3,04/09/2011 00:00:00,2011,31.53081,-101.42584,8465,4,5,7,3,18,8,8,NA,NA,NA,NA,NA,NA,66.024
2214,6,18,3,05/24/2011 00:00:00,2011,31.64753,-101.43226,8315,4,2,7,3,18,7,7,NA,NA,NA,NA,NA,NA,56.028
2216,6,18,3,07/18/2011 00:00:00,2011,31.62704,-101.43458,8314,4,4,7,3,18,7,7,NA,NA,NA,NA,NA,NA,35.9
2217,6,18,3,09/04/2011 00:00:00,2011,31.54109,-101.39595,8370,4,4,7,3,18,1,1,NA,NA,NA,NA,NA,NA,35.624
2218,6,18,3,12/04/2011 00:00:00,2011,31.61428,-101.40351,8144,4,4,7,1,5,NA,1,NA,NA,NA,NA,NA,NA,14.912
2220,6,13,3,11/07/2011 00:00:00,2011,31.52916,-101.52375,9958,2,5,7,5,26,1,2,0,10080,836892,0,682210,846972,23.452
2221,6,13,3,10/30/2011 00:00:00,2011,31.5342,-101.51575,10144,2,4,7,2,11,1,2,0,10080,826392,0,727700,836472,27.78
2222,6,13,3,12/06/2011 00:00:00,2011,31.53023,-101.5001,10130,2,5,1,5,21,1,2,865116,11004,0,0,539130,876120,58.35854761
2223,6,18,3,09/20/2011 00:00:00,2011,31.50161,-101.45585,8500,4,4,7,3,18,1,1,NA,NA,NA,NA,NA,NA,94.36
2224,6,18,3,11/25/2011 00:00:00,2011,31.6155,-101.43209,8362,4,2,7,3,18,1,1,NA,NA,NA,NA,NA,NA,56.828
2225,6,27,3,02/09/2012 00:00:00,2012,31.54188,-101.39231,8992,4,5,7,3,18,3,6,0,13500,1036499,0,1215316,1049999,13.992
2229,5,2,3,02/13/2012 00:00:00,2012,31.48826,-101.62017,8025,4,4,7,3,18,4,4,0,0,134668,325000,465000,459668,21.94
2230,5,2,3,02/16/2012 00:00:00,2012,31.49176,-101.62127,8055,4,5,5,3,16,4,4,0,0,57000,490000,473000,547000,21.56
2234,6,18,3,01/29/2012 00:00:00,2012,31.62685,-101.44729,8295,5,2,7,3,18,1,1,NA,NA,NA,NA,NA,NA,40.632
2235,6,27,3,02/23/2012 00:00:00,2012,31.56379,-101.39971,8614,5,5,7,2,11,3,6,0,13500,1023300,0,1260620,1036800,46.472
2237,6,13,3,01/17/2012 00:00:00,2012,31.53383,-101.47735,10054,7,4,1,5,21,1,2,0,9072,762426,0,503744,771498,7.836
2238,6,18,3,01/29/2012 00:00:00,2012,31.64411,-101.43121,8330,4,2,7,3,18,NA,1,NA,NA,NA,NA,NA,NA,33.152
2239,5,2,3,03/03/2012 00:00:00,2012,31.47793,-101.59965,10241,2,3,7,5,26,7,7,0,0,600000,160000,679250,760000,56.668
2240,6,18,3,07/01/2012 00:00:00,2012,31.53076,-101.42192,9745,4,5,7,5,26,1,1,NA,NA,NA,NA,NA,NA,84.096
2241,6,18,3,02/19/2012 00:00:00,2012,31.63757,-101.42883,8340,4,5,7,3,18,1,1,NA,NA,NA,NA,NA,NA,35.184
2242,6,18,3,04/03/2012 00:00:00,2012,31.65067,-101.41874,8270,4,6,7,3,18,1,1,NA,NA,NA,NA,NA,NA,126.068
2243,6,18,3,04/30/2012 00:00:00,2012,31.64264,-101.47006,8331,6,3,7,3,18,1,1,NA,NA,NA,NA,NA,NA,32.19555527
2244,6,18,3,03/21/2012 00:00:00,2012,31.61329,-101.4347,8240,4,2,7,3,18,1,1,NA,NA,NA,NA,NA,NA,55.5535446
2245,6,18,3,04/02/2012 00:00:00,2012,31.63968,-101.42151,8242,5,5,7,3,18,1,1,NA,NA,NA,NA,NA,NA,23.00821016
2246,6,18,3,06/17/2012 00:00:00,2012,31.64056,-101.41175,8210,5,6,7,3,18,1,1,NA,NA,NA,NA,NA,NA,47.04
2247,6,13,3,06/01/2012 00:00:00,2012,31.51177,-101.48887,9935,5,5,6,5,25,1,2,0,10080,960246,0,568000,970326,37.424
2248,6,13,3,04/11/2012 00:00:00,2012,31.53511,-101.48412,9950,5,3,6,5,25,1,2,0,9072,914004,0,602720,923076,33.536
2249,6,13,3,04/13/2012 00:00:00,2012,31.53831,-101.48093,9983,4,4,7,5,26,1,2,0,8064,898044,0,555880,906108,109.772
2250,6,18,3,07/01/2012 00:00:00,2012,31.63296,-101.43209,9870,4,2,6,5,25,1,1,NA,NA,NA,NA,NA,NA,24.508
2251,6,18,3,08/30/2012 00:00:00,2012,31.57472,-101.44217,9910,4,3,6,5,25,1,1,NA,NA,NA,NA,NA,NA,37.556
2252,6,18,3,05/10/2012 00:00:00,2012,31.61058,-101.40334,8150,4,5,7,1,5,1,1,NA,NA,NA,NA,NA,NA,25.484
2253,6,27,3,06/22/2012 00:00:00,2012,31.51949,-101.41753,9703,5,2,6,2,10,4,8,0,12000,1299378,0,1360378,1311378,47.032
2254,6,27,3,07/19/2012 00:00:00,2012,31.52041,-101.42604,9678,5,5,7,3,18,3,6,0,10500,940950,0,1086554,951450,34.92
2255,6,18,3,06/28/2012 00:00:00,2012,31.61735,-101.43469,8233,4,5,7,3,18,1,1,NA,NA,NA,NA,NA,NA,53.61673798
2256,3,27,4,04/08/2003 00:00:00,2003,31.56046,-101.84707,8950,5,4,7,3,18,3,6,0,5000,201474,0,466630,206474,29.576
2258,3,27,4,01/08/2003 00:00:00,2003,31.60823,-101.80401,8805,6,4,7,1,5,3,6,0,3500,176500,0,473330,180000,28.968
2259,3,27,4,01/08/2003 00:00:00,2003,31.58556,-101.78767,8750,2,4,7,1,5,3,6,0,5000,201474,0,471200,206474,18.522
2264,2,27,4,08/26/2003 00:00:00,2003,31.55915,-101.95213,9305,5,4,7,3,18,3,8,0,5000,194292,0,470870,199292,29.3341376
2265,2,27,4,08/26/2003 00:00:00,2003,31.55556,-101.95141,9520,2,4,7,3,18,3,6,0,5000,197954,0,469940,202954,46.25148171
2266,2,27,4,09/17/2003 00:00:00,2003,31.5609,-101.94454,9313,5,5,7,3,18,3,8,0,5000,195342,0,471980,200342,27.11062516
2267,2,27,4,09/25/2003 00:00:00,2003,31.58419,-101.96039,9240,5,4,7,3,18,3,6,0,5000,191057,0,470700,196057,28.8424161
2269,3,27,4,07/06/2004 00:00:00,2004,31.5992,-101.82717,8890,4,7,5,3,16,3,6,0,5000,200103,0,473210,205103,23.713
2270,3,27,4,09/30/2004 00:00:00,2004,31.60298,-101.82832,8920,4,4,5,1,3,3,6,0,5000,202183,0,474721,207183,28.698
2271,3,27,4,06/15/2004 00:00:00,2004,31.59312,-101.82143,8881,2,3,5,3,16,3,6,0,5000,201350,0,473590,206350,28.074
2273,2,13,4,05/08/2004 00:00:00,2004,31.6432,-102.0466,10515,4,5,7,2,11,4,8,0,10000,274430,0,150700,284430,68.516
2274,2,13,4,06/13/2004 00:00:00,2004,31.6502,-102.049,10502,5,5,7,5,26,3,6,0,9000,285444,0,116000,294444,33.648
2275,2,13,4,06/07/2004 00:00:00,2004,31.6457,-102.052,10520,4,5,7,2,11,4,8,0,10000,281398,0,551000,291398,56.128
2276,3,27,4,05/17/2004 00:00:00,2004,31.61572,-101.8229,8830,6,4,5,1,3,3,6,0,5000,197652,0,472050,202652,55.32660624
2279,2,27,4,07/06/2004 00:00:00,2004,31.53072,-101.91047,9080,2,4,7,1,5,3,6,0,5000,197232,0,472150,202232,32.264
2282,2,13,4,08/05/2004 00:00:00,2004,31.6316,-102.0473,10500,5,5,7,2,11,4,8,0,10000,288768,0,190460,298768,54.99745852
2285,2,13,4,06/12/2005 00:00:00,2005,31.6513,-101.9777,10515,4,4,7,2,11,4,8,0,10000,283373,0,187351,293373,27.552
2288,2,27,4,04/19/2006 00:00:00,2006,31.54026,-102.07952,9455,4,4,7,3,18,3,6,0,4000,202468,0,470820,206468,28.94866663
2291,2,27,4,03/21/2006 00:00:00,2006,31.59182,-102.008,9289,2,4,7,3,18,3,6,0,5500,192604,0,470580,198104,30.184
2293,2,10,4,12/19/2005 00:00:00,2005,31.49799,-102.06553,10775,4,2,7,3,18,1,2,0,19500,1226698.184,0,1208031.973,1246198.184,106.1477728
2295,2,27,4,03/01/2006 00:00:00,2006,31.53011,-101.94534,9614,4,4,7,3,18,6,12,0,14000,425552,0,523720,439552,41.41698122
2297,2,13,4,06/11/2006 00:00:00,2006,31.6271,-102.0502,10500,4,5,7,3,18,1,1,0,0,0,832986,762680,832986,98.168
2299,2,13,4,07/12/2006 00:00:00,2006,31.6266,-102.0368,10405,5,2,7,3,18,1,2,742140,0,0,0,854000,742140,111.2084996
2301,2,13,4,03/08/2007 00:00:00,2007,31.6221,-102.0397,10525,5,6,7,3,18,1,1,118272,0,0,0,799762,118272,95.57577585
2304,2,13,4,01/29/2007 00:00:00,2007,31.6496,-102.0355,10599,5,5,7,1,5,1,1,1072134,0,0,0,800820,1072134,25.244
2305,2,13,4,07/11/2006 00:00:00,2006,31.6311,-102.0336,10545,5,5,7,1,5,1,1,677796,0,0,0,801640,677796,69.67213496
