@relation 'well_data2-weka.filters.unsupervised.attribute.Remove-R1,5-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.StringToNominal-R7,8-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R12-15-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R30,32'

@attribute Subarea {B,A,C,E,D,F}
@attribute County {MIDLAND,UPTON,REAGAN,GLASSCOCK}
@attribute Completion.Year numeric
@attribute Surface.Latitude numeric
@attribute Surface.Longitude numeric
@attribute WB.Spacing.Proxy {160,80,'Over 160',40,20,'Sub 20'}
@attribute SPBY.Spacing.Proxy {40,80,20,160,'Sub 20','Over 160'}
@attribute Deepest_Zone {WFMP,STRAWN,ATOKA,SPBR_L,WOOD,SIL_DEV,MISS,FUSS}
@attribute Top_Zone {WFMP,SPBR_U,CLFK,SPBR_L,STRAWN}
@attribute Frac.Stages numeric
@attribute Proppant...Total..lbs. numeric
@attribute Fluid...Total..lbs. numeric
@attribute CLFK..KHW. numeric
@attribute U_SPBR..KHW. numeric
@attribute L_SPBR..KHW. numeric
@attribute WFMP..KHW. numeric
@attribute WFMP_L..KHW. numeric
@attribute WFMP_ATB..KH numeric
@attribute CLINE..KHW. numeric
@attribute STRN..KHW. numeric
@attribute ATOK..KHW. numeric
@attribute BEND..KHW. numeric
@attribute ATOKA_L..KHW numeric
@attribute MPLM..KHW. numeric
@attribute WDFD..KHW. numeric
@attribute DVNN..KHW. numeric
@attribute Number numeric
@attribute Depth.Top numeric
@attribute Depth.Base numeric
@attribute Fluid.Type {A,W,X-LINKGEL,GEL,FLUD,F,WTR,G,O,FRAC,SLKW}
@attribute Propping.Agent.Type {undefined,SAND,CER,SANDCER,RCSD,SANDRCSD}
@attribute Injection.Rate numeric
@attribute Additive {HCL,GELA,SCIN,XLNK,FECL,SFAC,WGEL,WPLY,PFCL,FRDC,NEFE,GLST,KCL,CACL,BIOC,ACET,BRKR,ACIN,CRIN,NECL}
@attribute Mesh.Size {20/40,'20/40 & 16/3',16/30,20/20,30/70,'20 /40',40/70,20/04,30/50,18/40,20/50,MIXED}
@attribute EUR_o..Mstb. numeric

@data
A,MIDLAND,2011,31.75186,-102.0514,40,80,ATOKA,SPBR_L,10,967108,622146,6846.54,7742.08,8324.07,9250.73,9594.77,9930.74,10438.13,10710.03,10877.74,11018.96,11294.27,11810.17,12018.68,12087.31,10,10910,11096,X-LINKGEL,SAND,?,XLNK,20/40,23.3
A,MIDLAND,2011,31.753,-102.04641,40,40,ATOKA,SPBR_L,10,1064281,809681,6834.79,7728.2,8311.16,9237.72,9595.39,9904.9,10435.48,10703.61,10869.99,11005.97,11294.12,11806.07,12013.36,12066.87,10,11010,11080,X-LINKGEL,SAND,?,XLNK,20/40,9.188
B,UPTON,2011,31.56276,-102.04776,160,40,WFMP,SPBR_U,8,639272,753032,6792.3,7654.17,8250.71,9180.44,9459.38,9863.43,10429.88,10715.66,10876.5,11012.89,11332.18,11631.38,11766.43,11871.19,16,10455,10700,X-LINKGEL,RCSD,?,XLNK,20/40,51.002159
D,GLASSCOCK,2011,31.75303,-101.63589,160,80,SIL_DEV,SPBR_U,7,1084729,1201204,5824.19,6589.13,7143.18,8176.27,8447.31,8925.74,9809.79,10109.59,10251.99,10355.62,10431.96,10591,10745.64,10816.63,7,10809,10908,GEL,SAND,?,?,?,82.726796
B,UPTON,2011,31.6331,-102.05671,160,40,WFMP,SPBR_U,7,1042520,1067892,6864.5,7754.52,8332.08,9254.74,9560.9,9981.78,10427.09,10759.02,10846.58,10850.51,11082.42,11755.6,11889.3,11994.87,7,9905,10169,FLUD,SAND,?,?,?,54.916
B,UPTON,2011,31.53826,-102.10538,40,160,ATOKA,SPBR_U,1,923839,1548531.633,6890.4,7753.04,8339.98,9179.16,9521.34,9756.5,10360.16,10560.12,10749.71,10908.12,11172.43,11622.63,11863.81,11957.16,1,7945,11150,FLUD,SAND,?,?,?,131.443714
D,GLASSCOCK,2011,31.73955,-101.62893,80,80,SIL_DEV,CLFK,7,993540,1134264,5822.52,6572.25,7132.22,8164.02,8433.79,8951.97,9803.04,10111.56,10252.72,10351.41,10448.65,10588.67,10752,10811.28,7,10839,10902,GEL,SAND,?,?,?,94.124442
A,MIDLAND,2011,31.81163,-102.15056,80,40,ATOKA,CLFK,1,851000,1273818,7011.1,7808.3,8373.64,9229.74,9620.73,9667.2,9980.51,10200.45,10431.97,10497.51,10766.45,11359.25,11567.91,11680.38,1,7470,10755,GEL,SAND,?,?,?,76.292
A,MIDLAND,2011,31.80574,-102.21909,40,'Over 160',WFMP,SPBR_L,1,656568,1041167.367,7187,8015,8480,9303,9751,10038.01,10230,10579.23,10746.56,10878.94,11031.65,11861.96,12041.73,12163,1,8940,10430,FLUD,SAND,?,?,?,57.64
D,GLASSCOCK,2011,31.73674,-101.6095,80,40,ATOKA,SPBR_U,1,791000,895854,5491,6478,7031,8087,8368,8955.5,9748.27,10057,10218,10297.5,10389.88,10510.56,10698,10730,2,6508,10375,A,undefined,?,HCL,?,56.668
B,UPTON,2011,31.5814,-102.09789,160,40,ATOKA,WFMP,1,651821,1323798,6834.78,7686.54,8255.56,9140.91,9460.69,9709.4,10250,10527.56,10684.67,10831.3,11203.13,11600.54,11757.2,11866.07,1,9280,11135,GEL,SAND,?,?,?,77.244
D,GLASSCOCK,2011,31.82961,-101.55073,40,80,SIL_DEV,WFMP,5,533788,617300,5565.78,6145.17,6670.24,7725.02,8106.89,8303.29,9534.79,9843.98,9972.3,10072.04,10149.15,10268.34,10373.68,10418.4,6,10764,10766,GEL,SAND,?,BIOC,?,53.116
D,GLASSCOCK,2011,31.75392,-101.6194,80,160,SIL_DEV,CLFK,1,?,1055334,5507,6490,7064,8091,8400,8933.85,9768,10061,10177,10316.84,10390.79,10547.99,10658,10731.84,2,6479,10872,A,undefined,?,HCL,?,95.636
F,REAGAN,2011,31.62717,-101.4412,80,40,WFMP,SPBR_U,7,?,?,4639.53,5955.11,6480.69,7578.6,7846.58,8206.92,9242.1,9643.97,9746.81,?,9856.03,10009.93,10113.15,10148.18,7,7900,8056,?,?,?,?,?,24.276
B,UPTON,2011,31.57283,-102.08586,80,40,WFMP,SPBR_U,1,747540,1087686.633,6845,7675,8297,9166,9468,9730,10332,10589,10747.17,10881.02,11209.85,11615.8,11777.11,11885.3,1,7890,10420,FLUD,SAND,?,?,?,99.744
C,MIDLAND,2011,31.83718,-101.92557,40,20,STRAWN,SPBR_L,4,930948,708488,6459,7326,7861,8865,9234,9605.02,10144,10412.73,10536.42,10625.48,10766.35,11071.99,11359.89,11445,8,9710,10444,GEL,SAND,?,GELA,30/50,87.176
C,MIDLAND,2011,31.91757,-101.83021,80,20,STRAWN,CLFK,2,1285393,1171426,6046,7063,7622,8607,8883,9198,9939,10287,10435,10434.36,10538.31,10913.03,11061.82,11142.82,4,8764,10396,X-LINKGEL,SAND,?,XLNK,?,68.996
C,MIDLAND,2011,31.91579,-101.83796,80,20,STRAWN,SPBR_U,3,1020569,840142,6108,7113,7669,8658,8918,9259,9969,10270,10427,10448.64,10563.93,10921.4,11084.33,11167.79,6,8820,10183,GEL,SAND,?,GELA,?,60.336
D,GLASSCOCK,2011,31.97912,-101.70475,80,160,STRAWN,SPBR_U,3,1353425,1533212.367,5464,6553,7073,8080,8320,8554,9663,10001,10156,10202.48,10217.67,10448.71,10659.65,10704.5,6,8225,10056,X-LINKGEL,SAND,?,XLNK,30/70,23.042
B,MIDLAND,2011,31.71384,-101.93991,40,40,ATOKA,SPBR_L,11,1056441,867836,6638.67,7506.76,8124.35,9102.17,9457.93,9786.41,10448.67,10788.99,10951.09,10941.93,11165.04,11817.84,11969,12017.27,11,11180,11330,X-LINKGEL,RCSD,?,XLNK,20/40,1.372
D,GLASSCOCK,2011,31.97423,-101.59722,'Over 160','Over 160',STRAWN,CLFK,2,1484532,1524504,5143.86,5909.93,6421.45,7258.58,7567.93,8049.21,9418.75,9682.14,9725.33,9972.84,10007.13,9925.8,10077.36,10372.3,4,7496,9673,X-LINKGEL,SAND,?,XLNK,?,4.196
F,GLASSCOCK,2011,31.67198,-101.49734,80,160,MISS,WFMP,5,1167000,2031500,5249.76,6056.19,6598.83,7695.7,8056.37,8377.13,9426.06,9804.26,9912.43,10035.5,10060.77,10191.74,10313.61,10383.75,9,9816,10223,SLKW,SAND,?,SFAC,?,152.468
C,MIDLAND,2011,31.83316,-101.97452,?,?,STRAWN,SPBR_L,2,1027250,1140396,6675.86,7550.08,8105.47,9121.42,9458.96,9699.15,10420.44,10684.98,10787.37,10886.92,11058.11,11375.44,11630.93,11735.81,4,9228,10774,GEL,SAND,?,GELA,30/50,116.928
D,GLASSCOCK,2011,31.84179,-101.69247,160,40,WFMP,CLFK,3,1212034,1165066,5966,6758,7340,8319,8553,9177,9908,10213,10316.28,10439.56,10526.57,10676.85,10832.2,10902.88,6,8664,10041,X-LINKGEL,SAND,?,XLNK,?,36.568
A,MIDLAND,2011,31.80936,-102.11338,40,80,ATOKA,CLFK,1,839400,1380582,6981.05,7806.01,8391.87,9243.24,9616.84,9851.48,10141.66,10352.63,10552.7,10625.53,10946.37,11464.4,11707.08,11801.73,1,7450,10915,GEL,SAND,?,?,?,153.076
B,UPTON,2011,31.54724,-102.1308,80,40,WFMP,SPBR_U,1,978413,1211154,6907,7754,8342,9123,9491,9736,10203,10423,10617.2,10738.29,11146.93,11605.73,11785,11892.18,1,7769,10250,FLUD,SAND,?,?,?,106.628
A,MIDLAND,2011,31.80353,-102.20111,40,'Over 160',WFMP,CLFK,3,1308120,1251750,7170,7998,8529,9337,9801,9979.63,10256.97,10627.96,10862.7,10987.03,11095.2,11794.1,12020.99,12135,6,9366,10264,GEL,SAND,?,?,?,70.588
D,GLASSCOCK,2011,31.77794,-101.57806,80,80,ATOKA,SPBR_L,1,914711,922488,5454.74,6311,6831.43,7900.42,8197.02,8377.15,9630.08,9940.52,10060.42,10173.11,10239.9,10366.54,10496.71,10541.91,1,6990,10204,FLUD,SAND,?,?,?,25.468
A,MIDLAND,2011,31.82989,-102.1831,80,160,ATOKA,SPBR_U,1,751000,1247568,7122,7970,8533.42,9333,9703,9819.58,10212,10508,10738,10895,11217,11605.25,11889.2,11989.54,1,8160,11130,GEL,SAND,?,?,?,59.288132
D,GLASSCOCK,2011,31.95503,-101.75882,80,80,ATOKA,SPBR_U,1,972860,993174,5822,6895,7434,8413,8659,9007,9857,10203,10337,10323.85,10343.25,10684.38,10890.28,10941.22,2,7445,10586,GEL,SAND,?,GELA,?,46.584
D,GLASSCOCK,2011,31.93995,-101.74466,40,40,STRAWN,CLFK,4,1333245,1346749,5670,6783,7345,8322,8581,8899,9795,10124,10268,10276.84,10297.24,10617.82,10788.93,10830.79,8,10126,10182,X-LINKGEL,SAND,?,XLNK,?,64.232
B,MIDLAND,2011,31.70723,-102.03156,80,80,WFMP,SPBR_L,1,718040,1041684,6784.19,7667.18,8222.71,9190.06,9535.49,9885.98,10466.49,10767.01,10938.35,11013.55,11246.58,11912.46,12072.95,12119.85,2,8724,10592,FLUD,SAND,?,?,?,51.612
B,UPTON,2011,31.53275,-102.03303,80,40,STRAWN,SPBR_U,7,604688,743500,6766.22,7620.58,8239.16,9168.71,9480.16,9761.2,10451.68,10736.66,10866.1,10849.12,11171.28,11503.65,11614.44,11714,8,7637,10459,A,undefined,?,HCL,?,75.196
D,GLASSCOCK,2011,31.77097,-101.57667,160,'Over 160',ATOKA,SPBR_L,1,1306143.945,1116402,5417.99,6322.6,6850.55,7910.51,8185.34,8338.29,9646.98,9948.84,10055.97,10174.17,10236.04,10364.7,10491.39,10540.2,1,7288,10056,FLUD,SAND,?,?,?,17.936
F,REAGAN,2011,31.64753,-101.43226,40,160,WFMP,SPBR_U,7,?,?,4466.15,5947,6477,7567,7863,8182.35,9228.32,9615.14,9718.3,?,9886.62,9977.04,10071.05,10094.09,7,7860,8042,A,undefined,?,HCL,?,56.028
B,UPTON,2011,31.53937,-102.12832,40,160,WFMP,SPBR_U,1,909874,1143828,6911,7729,8357,9104,9505,9764,10227,10449,10628.14,10769.17,11183.69,11616.15,11811.18,11918.57,1,7795,10300,FLUD,SAND,?,?,?,113.072
A,MIDLAND,2011,31.74176,-102.02954,80,80,WFMP,SPBR_L,1,701470,983976,6820.82,7715.59,8311.46,9251.74,9604.23,9982.14,10477.82,10724.93,10839.5,11076.02,11347.09,11859.99,12053.94,12060.69,2,8791,10650,FLUD,SAND,?,GELA,?,23.404
F,GLASSCOCK,2011,31.65687,-101.50167,80,80,ATOKA,SPBR_U,12,?,?,5247.8,6071,6608,7697,7966,8342.61,9451,9836,9940,10042.35,10050.49,10227.42,10326.27,10388.51,12,9884,10068,A,undefined,?,HCL,?,88.328611
F,GLASSCOCK,2011,31.67115,-101.52251,80,80,SIL_DEV,SPBR_L,1,905898,1105860,5265.5,6134.81,6673.14,7758.08,8110.3,8414.3,9480.06,9870.11,9994.88,10067.77,10083.55,10311.13,10422.08,10443.55,2,7080,10484,FLUD,SAND,?,?,?,10.636
B,UPTON,2011,31.53547,-102.10022,40,80,ATOKA,SPBR_U,1,967500,1560426,6874.36,7729.51,8327.68,9167.05,9510.65,9739.94,10364.01,10641,10778.81,10909.19,11173.61,11625.37,11874.29,11969.23,1,7940,11250,FLUD,SAND,?,?,?,48.74
C,MIDLAND,2011,31.84843,-101.92482,?,?,STRAWN,SPBR_L,3,871003,848178,6514,7366,7930,8922,9252,9664.24,10181,10439,10579,10632,10780.38,11073.01,11345.78,11439.02,6,9289,10547,GEL,SAND,?,GELA,30/50,93.952
D,MIDLAND,2011,31.95453,-101.77674,40,20,STRAWN,WFMP,4,296375,560322,5852.03,6941.19,7463.87,8434.02,8717.94,9067.08,9870.62,10217.27,10348,10327.46,10345,10658.42,10921.38,10976.78,4,10213,10344,W,SAND,?,GELA,?,14.964
D,GLASSCOCK,2011,31.89422,-101.69491,'Over 160','Over 160',WFMP,CLFK,3,1178247,1110038,5368,6567,7096,8082,8315.98,8631.43,9664.11,9972,10107.41,10236.2,10309.9,10417,10591.98,10647.14,6,8317,9815,GEL,SAND,?,GELA,30/50,25.364
D,MIDLAND,2011,31.91252,-101.77672,40,40,STRAWN,WFMP,1,737270,1422888,5754.88,6855.55,7406.98,8353.42,8691.75,8905.16,9799.24,10090.32,10260.02,10319,10305.2,10656.91,10832.01,10902.78,2,8313,10160,SLKW,SAND,?,SFAC,?,36.408
D,GLASSCOCK,2011,31.84445,-101.58629,160,'Over 160',ATOKA,SPBR_L,8,520500,24612,5501.38,6290.52,6799.91,7871.51,8301.46,8321,9640.97,9926.82,10051,10182.19,10236.68,10347,10499.51,10542.68,16,9892,10096,?,SAND,?,?,?,23.312
B,MIDLAND,2011,31.71082,-101.95281,160,40,ATOKA,WFMP,13,1000630,735066,6670.76,7537.46,8155.08,9147.25,9503.57,9910.15,10423.48,10816.19,10982.33,10964.54,11197.58,11878.5,12016.45,12067.55,13,11282,11430,X-LINKGEL,SAND,?,?,20/40,0.7
D,GLASSCOCK,2011,31.96223,-101.76108,?,?,ATOKA,SPBR_L,1,786080,963942,5769.33,6865.62,7406.94,8380.71,8655.07,8999.29,9840.91,10195.89,10326.21,10289.12,10311.19,10679.9,10878.48,10934.61,2,7588,10550,GEL,SAND,?,GELA,?,74.564
D,GLASSCOCK,2011,31.81948,-101.66278,80,20,MISS,SPBR_L,1,1283520,1083306,5946.47,6629.65,7204.85,8215.6,8509.66,9111.44,9824.18,10130.62,10267.27,10385.88,10442.83,10634.97,10764.65,10823,1,7380,10679,FLUD,SAND,?,?,?,59.932
B,UPTON,2011,31.56355,-101.99914,160,40,ATOKA,SPBR_L,1,778674,831390,6642.02,7498.28,8100.98,9053.15,9424.29,9670.18,10393.24,10693.96,10807.55,10843.76,11148.26,11609.78,11707.08,11809.09,2,8748,11018,FLUD,SAND,?,SFAC,?,18.912
B,UPTON,2011,31.50711,-102.02134,40,160,ATOKA,SPBR_U,3,1354816,1134300,6711.7,7564.74,8148.48,9116.13,9431.73,9741.85,10488.25,10661.48,10709.8,10679.86,10928.88,11349.62,11426.03,11520.12,6,9234,10622,GEL,SAND,?,?,?,55.86
C,MIDLAND,2011,31.84243,-101.96747,40,80,STRAWN,SPBR_L,4,869716,980743,6570,7540,8092,9103,9420,9712.21,10041,10594.19,10733.01,10844.44,11020,11308.95,11568.95,11676.2,8,10664,10718,GEL,SAND,?,FECL,30/50,76.814943
B,UPTON,2011,31.52391,-102.02159,80,80,WFMP,CLFK,8,774138,838500,6723.8,7591.75,8180.38,9115.29,9443.5,9743.24,10449.36,10738.94,10799.49,10737.12,11038.65,11438.79,11525.95,11621.71,9,7563,10656,A,undefined,?,HCL,?,56.68
C,MIDLAND,2011,31.92492,-101.8558,80,40,WFMP,SPBR_U,3,1224380,1029524,6204,7156,7719,8712,8967,9307,9984,10282,10432.92,10467.21,10573.03,10961.83,11134.7,11221.43,6,8944,10198,GEL,SAND,?,GELA,20/40,60.828
B,UPTON,2011,31.64124,-101.92573,80,40,ATOKA,SPBR_U,1,1515583.945,1074822,6526.06,7379.79,7992.3,8978.55,9314.97,9691.93,10492.5,10751.73,10900.99,10917.17,11147.44,11783.24,11862.7,11953.31,1,7992,10948,FLUD,SAND,?,?,?,43.216
B,UPTON,2011,31.51661,-101.98006,40,80,ATOKA,SPBR_U,4,935460,876800,6591.9,7478.24,8064.81,9009.84,9349.12,9652.91,10447.7,10733.19,10653.32,10780.63,10959.22,11320.37,11383.27,11472.38,8,10468,10682,GEL,SAND,?,GELA,30/50,66.252
F,GLASSCOCK,2011,31.72146,-101.46417,160,'Over 160',FUSS,SPBR_L,7,840000,777700,4822.31,5934,6483,7620,7958.98,8207.16,9350,9700,9771,9872.73,9964.5,10045.79,10217.22,10301,15,10590,10605,A,undefined,?,HCL,?,21.2
B,UPTON,2011,31.50216,-102.04134,20,160,WFMP,SPBR_U,4,1492176,1593347,6712,7569,8153,9080,9385,9711,10377.76,10616.12,10736.91,10780.94,11003.9,11314.26,11409.36,11511.07,8,9746,10525,GEL,SAND,?,GELA,30/50,53.336
F,GLASSCOCK,2011,31.68682,-101.45337,40,'Over 160',SIL_DEV,SPBR_L,6,741000,780300,4768.96,5994.68,6537.74,7658.87,8026.19,8247.32,9363.59,9734.44,9841.58,?,10014.06,10075.77,10276.12,10299.64,12,10158,10305,FLUD,SAND,?,SFAC,20/40,16.16
D,GLASSCOCK,2011,31.82485,-101.58966,40,'Over 160',MISS,SPBR_L,1,955869,1028748,5641.9,6295.39,6819.57,7894.75,8344.87,8541.21,9657.22,9933.37,10052.54,10192.25,10259.91,10364.38,10520.74,10559.32,1,7510,10449,FLUD,SAND,?,?,?,124.084
D,GLASSCOCK,2011,31.73636,-101.59605,40,160,ATOKA,SPBR_L,7,776000,719000,5404,6395,6968,8026,8310,8921.67,9726,10022,10149,10262.56,10347.24,10480.46,10614.58,10664.23,14,10014,10315,FLUD,SAND,?,BIOC,20/40,30.76
D,GLASSCOCK,2011,31.98098,-101.67887,160,'Over 160',STRAWN,SPBR_U,4,1391744,1369538,5636.91,6475.28,6948.17,7913.43,8269.95,8689.35,9596.08,9923.86,10057.29,10151.24,10169.36,10322.11,10571.92,10615.33,5,6507,10022,A,undefined,?,HCL,?,129.92063
B,MIDLAND,2011,31.70339,-101.93527,80,40,ATOKA,WFMP,12,716157,856582,6638.61,7508.16,8141.1,9076.18,9430.42,9809.35,10437.04,10787.28,10955.41,10941.45,11163.39,11827,11966.16,12018.89,13,11264,11368,A,undefined,?,ACET,?,1.072
B,UPTON,2011,31.5069,-101.9956,80,80,ATOKA,SPBR_U,3,1187003,956326,6635.14,7500.27,8109.04,9030.03,9365.36,9663.33,10453.41,10757.24,10678.98,10834.98,10961.8,11326.16,11388.03,11475.64,6,9174,10652,GEL,SAND,?,?,?,65.652
F,GLASSCOCK,2011,31.72947,-101.44898,40,'Over 160',STRAWN,SPBR_L,5,627000,529000,4643.66,5855,6416,7560,8022.63,8156.66,9304,9677,9748,9811.97,9974.95,9957.16,10107.99,10194.31,10,9374,9691,FLUD,SAND,?,BIOC,20/40,23.62
A,MIDLAND,2011,31.80471,-102.11693,80,40,ATOKA,SPBR_U,1,858500,1401666,6976.65,7802.83,8390.32,9248.19,9621.72,9869.24,10138.83,10323.73,10506.92,10484.86,10837.43,11438.89,11676.56,11775.98,1,8010,10895,GEL,SAND,?,?,?,62.216
F,GLASSCOCK,2011,31.6577,-101.43634,40,160,MISS,SPBR_U,12,?,?,4534.89,5969.46,6504.09,7600.52,7928.21,8213.44,9267.36,9645.52,9743.34,?,9914.85,9999.7,10098.13,10128.8,12,9804,10061,A,undefined,?,HCL,?,423.792
D,GLASSCOCK,2011,31.81484,-101.66631,80,40,MISS,SPBR_L,1,1261120,1001406,5935.28,6654.46,7220.78,8245.49,8520.18,9112.97,9827.78,10147.12,10285.44,10399.29,10466.5,10650.45,10784.42,10845.31,1,7300,10770,FLUD,SAND,?,?,?,35.636
B,UPTON,2011,31.63168,-101.91794,40,20,ATOKA,SPBR_L,1,1496543.945,953694,6475.74,7334.9,7943.62,8931.33,9266.28,9561.26,10448.13,10705.09,10859.76,10888.06,11125.21,11736.57,11795.56,11885.43,1,7960,11050,FLUD,SAND,?,?,?,57.864
B,UPTON,2011,31.54673,-102.11313,40,80,WFMP,SPBR_U,8,778358,563586,6902.39,7742.68,8357.57,9157.54,9521.99,9769.93,10317.09,10586.5,10707.7,10838.78,11183.16,11646.06,11837.64,11937.96,16,10310,10516,X-LINKGEL,RCSD,?,XLNK,20/40,63.59055
D,GLASSCOCK,2011,31.81407,-101.65145,160,40,WOOD,SPBR_L,1,999200,969192,5925.47,6559.58,7138.14,8150.15,8417.28,9014.9,9793.03,10095.66,10237.24,10351.86,10394.05,10600.98,10720.45,10774.75,1,7324,10744,FLUD,SAND,?,?,?,35.588
C,MIDLAND,2011,31.79476,-101.93707,80,80,STRAWN,SPBR_U,3,1355647,1311460,6522,7406,7982,8968,9347,9671.31,10309,10569,10726.83,10823.44,11009.17,11332.49,11616.31,11683.13,3,10639,10671,GEL,SAND,?,?,?,41.696
C,MIDLAND,2011,31.79699,-101.95311,80,160,WFMP,SPBR_L,3,941476,907353,6558,7432,7996,9007,9347,9740.53,10348,10599.59,10762.37,10833.37,11016.37,11376.92,11648.77,11729.21,6,9184,10560,GEL,SAND,?,XLNK,?,51.432
A,MIDLAND,2011,31.81771,-102.12579,80,40,ATOKA,SPBR_U,1,756280,1179780,6978.07,7780.25,8360.67,9218.12,9563.29,9651.98,10011.55,10208.53,10423.1,10493.71,10769.85,11302.55,11550.65,11651.85,1,7970,10710,GEL,SAND,?,?,?,95.96
A,MIDLAND,2011,31.82971,-102.21763,160,80,WFMP,SPBR_L,1,644499,931392,7169.22,7979.52,8545.54,9330.5,9718.5,9905.85,10152.51,10530.08,10745.35,10836.13,11222.31,11886.49,12120.69,12225.3,1,8806,10354,FLUD,SAND,?,?,?,34.168
D,GLASSCOCK,2011,31.86166,-101.70396,160,20,STRAWN,SPBR_U,4,1380160,1252851,6115.05,6803.75,7368.37,8346.49,8780.99,8770.47,9914.22,10193.99,10305.73,10403.79,10489.99,10621.95,10780,10852.52,8,10200,10264,GEL,SAND,?,?,?,39.84
F,REAGAN,2011,31.62704,-101.43458,40,40,WFMP,SPBR_U,7,?,?,4563.41,5931.6,6466.86,7562.4,7850.96,8201.71,9243.16,9638,9742.8,?,9862.81,9998.29,10101.71,10137.41,7,7832,8104,A,undefined,?,HCL,?,35.9
B,UPTON,2011,31.50339,-101.95831,40,20,ATOKA,SPBR_U,7,4476940,1211111,6504.71,7352.05,7983.14,8901.99,9279.17,9435.07,10464.42,10654.03,10471.45,10578.61,10750.12,11099.42,11174.65,11261.29,14,10464,10600,X-LINKGEL,SAND,?,BRKR,30/50,52.436
B,UPTON,2011,31.5541,-102.13359,160,80,WFMP,SPBR_U,8,758258,550012,6917,7749.46,8347.43,9146.63,9482.24,9724.62,10175.27,10402.67,10589.54,10719.79,11115.43,11585.28,11747.97,11855.52,16,10195,10404,X-LINKGEL,SAND,?,XLNK,20/40,80.232
F,REAGAN,2011,31.55285,-101.44246,40,20,SIL_DEV,SPBR_U,12,?,?,4281.76,5817.16,6359.15,7429.26,7583.12,8192.84,9301.46,9635.26,9722.82,?,9786.77,9985.96,10110.43,10135.38,12,9996,10204,A,undefined,?,HCL,?,33.012
B,MIDLAND,2011,31.6955,-101.95164,80,40,ATOKA,SPBR_L,11,978294,773088,6662.62,7545.42,8182.86,9124.27,9475.41,9960.48,10417.81,10830.53,10996.96,10984.35,11228.34,11927.18,12038.65,12098.55,11,11354,11420,X-LINKGEL,SAND,?,?,20/40,7.548
C,MIDLAND,2011,31.83978,-101.97666,?,?,STRAWN,SPBR_L,3,942201,912874,6698,7566,8116,9145,9465,9730.74,10401,10637,10779.8,10853.72,11042.55,11386.06,11635.36,11743.22,6,9236,10737,GEL,SAND,?,GELA,?,94.484
C,MIDLAND,2011,31.85775,-101.9676,40,80,STRAWN,SPBR_L,4,1223434,1049823,6617,7493,8053,9078,9354,9791.36,9954,10542,10744.1,10799.91,10956.51,11305.93,11553.03,11665.62,8,10571,10580,X-LINKGEL,SAND,?,XLNK,30/50,48.756
B,UPTON,2011,31.49217,-102.01876,40,80,ATOKA,SPBR_U,3,1239630,1081580,6640.84,7504.17,8148.13,9033.34,9336.57,9578.52,10459.63,10464.61,10563.89,10534.95,10798.46,11269.35,11364.77,11453.92,6,9136,10622,X-LINKGEL,SAND,?,GELA,?,61.92
D,GLASSCOCK,2011,31.74163,-101.59273,80,'Over 160',ATOKA,SPBR_L,7,738000,659000,5623.2,6369.79,6929.14,7997.17,8267.98,8852.26,9688.28,9989.96,10115.97,10233.28,10315.08,10447.86,10580.36,10628.5,14,10030,10313,FLUD,SAND,?,BIOC,20/40,30.044
B,UPTON,2011,31.64743,-102.15038,'Over 160','Sub 20',ATOKA,WFMP,1,349500,763518,6871.92,7637.33,8203.57,9007.27,9343.62,9706.23,10013.52,10066.49,10204.38,10303.8,10629.19,11100.74,11223.26,11337.11,1,9150,10480,GEL,SAND,?,?,?,26.364
A,MIDLAND,2011,31.85195,-102.15367,40,80,ATOKA,SPBR_U,1,965380,1476930,6978.89,7799.24,8375,9192.82,9562.53,9709.8,9970.3,10188.34,10401.33,10534.22,10826.35,11250.42,11488.55,11588.6,1,7985,10870,GEL,SAND,?,?,?,51.354
B,UPTON,2011,31.6318,-102.10916,'Over 160',40,ATOKA,WFMP,1,550000,1088488.816,6871.34,7684.22,8265.15,9129.98,9450.07,9865.34,10126.32,10375.58,10523.2,10599.95,10960.14,11425.97,11555.1,11666.54,1,9150,10880,GEL,SAND,?,?,?,63.756
D,GLASSCOCK,2011,31.83431,-101.54715,80,20,WOOD,WFMP,7,484688,656000,5534.78,6086.37,6607.96,7673.66,8066.35,8253.04,9504.46,9816.97,9951.34,10043.31,10122.61,10235.18,10343.34,10391.07,7,10139,10378,X-LINKGEL,SAND,?,?,?,49.16
B,UPTON,2011,31.50106,-101.99378,80,80,ATOKA,CLFK,4,1208765,1158666,6601.03,7467.36,8084.01,8991.28,9329.28,9607.08,10415.84,10730.15,10657.51,10864.3,10952.51,11294.3,11360.65,11447.41,8,9094,10627,GEL,SAND,?,GELA,?,52.52
