Subarea,Operator,County,Completion.Year,Depth.Total.Driller..ft.,Deepest_Zone,Top_Zone,Frac.Stages,Number,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,EUR_o..Mstb.
7,19,4,2011,8431,8,4,7,7,8006,2,7,12,1,54.116
3,11,5,2011,10715,8,2,1,1,7345,4,4,1,1,70.732
7,19,4,2011,8650,8,4,7,7,8294,2,7,12,1,27.824
7,5,2,2011,9993,2,6,7,14,9737,1,4,1,1,19.484
2,33,3,2011,10609,8,4,1,2,7872,7,4,1,1,124.768
2,11,3,2011,11105,2,4,1,2,7980,1,4,1,1,195.747454
3,28,5,2011,10864,2,4,4,8,9162,7,4,10,1,77.416
5,12,2,2011,10438,2,3,1,1,6910,4,4,1,1,84.72
3,11,5,2011,10665,8,4,1,1,7655,4,4,1,1,128.143551
3,11,5,2011,11304,2,4,1,1,7965,4,4,1,1,86.264
7,19,4,2011,8410,8,4,8,8,8016,2,7,12,1,14.80279
7,19,4,2011,8660,8,4,7,7,8303,2,7,12,1,27.02
7,19,4,2011,8563,8,4,7,7,7886,2,7,12,1,26.76028
7,3,4,2011,9795,8,2,5,5,9306,7,4,1,7,45.544
7,19,4,2011,8560,8,4,8,8,8162,2,7,12,1,27.532
3,11,5,2011,10605,8,4,1,1,7920,4,4,1,1,54.86
3,3,5,2011,10872,8,4,4,4,10421,12,4,21,7,85.712
3,28,5,2011,10865,2,4,3,6,9120,7,4,10,1,83.406846
5,5,2,2011,10295,2,3,8,16,9951,1,4,1,1,15.792
3,35,5,2011,10907,2,6,1,2,8914,4,4,18,1,68.208
2,21,3,2011,10800,2,3,1,1,8420,12,4,21,7,165.852
3,6,3,2011,11850,2,6,10,11,11686,2,7,12,1,8.03
2,11,3,2011,11085,2,4,1,1,7955,7,4,1,1,60.876
7,14,2,2011,10622,5,4,1,2,6211,7,4,10,1,36.92
2,11,3,2011,11140,2,4,1,1,10688,2,7,1,1,60.616
3,28,5,2011,10884,2,4,3,6,9120,7,4,10,7,60.44
5,30,3,2011,10863,2,3,1,2,7550,12,4,21,7,79.352
5,6,2,2011,10523,7,6,2,4,10182,4,4,1,7,35.212
3,11,5,2011,10620,8,4,1,1,7835,4,4,1,1,59.18
5,28,2,2011,10040,8,2,4,8,9689,12,4,21,1,21.28
3,28,5,2011,10892,2,4,3,6,9154,7,4,10,1,90.052
7,19,4,2011,8550,8,4,8,8,8148,2,7,1,1,44.708
7,5,2,2011,10200,2,3,8,16,9714,1,4,1,1,26.888
3,11,5,2011,10707,8,4,1,1,7815,4,4,1,1,62.112
3,18,5,2011,10885,8,3,5,10,10307,12,4,21,10,47.492
3,18,5,2011,10763,8,4,8,16,10444,12,4,21,7,40.5
5,3,2,2011,10863,9,6,7,7,10016,12,4,21,1,35.412
3,24,3,2011,10873,8,4,1,2,7820,12,4,21,1,64.704
4,28,3,2011,10590,7,3,4,8,8899,7,4,10,1,112.904
5,28,2,2011,10191,7,4,3,6,8346,7,4,10,1,182.758
3,28,5,2011,10859,2,4,3,6,9154,7,4,10,1,45.976
3,28,5,2011,10896,8,4,3,6,9200,7,4,10,1,69.892
3,11,5,2011,10665,8,4,1,1,7770,4,4,1,1,29.913373
3,11,5,2011,10584,8,4,1,1,7970,4,4,1,1,60.584
7,19,4,2011,8465,8,4,8,8,8044,2,7,12,1,66.024
5,28,2,2011,10306,8,4,3,6,8380,12,4,21,1,23.642
2,6,3,2011,11175,2,3,10,10,10910,12,4,21,7,23.3
2,6,3,2011,11195,2,3,10,10,11010,12,4,21,7,9.188
3,18,5,2011,10960,8,4,8,16,10455,12,3,21,7,51.002159
5,3,2,2011,11000,5,4,7,7,10809,7,4,1,1,82.726796
3,4,5,2011,10439,8,4,7,7,9905,4,4,1,1,54.916
3,11,5,2011,11244,2,4,1,1,7945,4,4,1,1,131.443714
5,3,2,2011,10985,5,2,7,7,10839,7,4,1,1,94.124442
2,11,3,2011,11094,2,2,1,1,7470,7,4,1,1,76.292
2,15,3,2011,10675,8,3,1,1,8940,4,4,1,1,57.64
5,15,2,2011,10800,2,4,1,2,6508,2,7,12,1,56.668
3,11,5,2011,11305,2,6,1,1,9280,7,4,1,1,77.244
5,3,2,2011,10848,5,6,5,6,10764,7,4,4,1,53.116
5,15,2,2011,10885,5,2,1,2,6479,2,7,12,1,95.636
7,19,4,2011,8281,8,4,7,7,7900,1,1,1,1,24.276
3,11,5,2011,10728,8,4,1,1,7890,4,4,1,1,99.744
4,28,3,2011,10745,7,3,4,8,9710,7,4,10,10,87.176
4,28,3,2011,10642,7,2,2,4,8764,12,4,21,1,68.996
4,28,3,2011,10626,7,4,3,6,8820,7,4,10,1,60.336
5,28,2,2011,10401,7,4,3,6,8225,12,4,21,11,23.042
3,6,3,2011,11761,2,3,11,11,11180,12,3,21,7,1.372
5,28,2,2011,9903,7,2,2,4,7496,12,4,21,1,4.196
7,20,2,2011,10373,4,6,5,9,9816,9,4,18,1,152.468
4,28,3,2011,10860,7,3,2,4,9228,7,4,10,10,116.928
5,28,2,2011,10405,8,2,3,6,8664,12,4,21,1,36.568
2,11,3,2011,11270,2,2,1,1,7450,7,4,1,1,153.076
3,17,5,2011,10554,8,4,1,1,7769,4,4,1,1,106.628
2,28,3,2011,10354,8,2,3,6,9366,7,4,1,1,70.588
5,26,2,2011,10500,2,3,1,1,6990,4,4,1,1,25.468
2,11,3,2011,11470,2,4,1,1,8160,7,4,1,1,59.288132
5,14,2,2011,10654,2,4,1,2,7445,7,4,10,1,46.584
5,28,2,2011,10330,7,2,4,8,10126,12,4,21,1,64.232
3,14,3,2011,10725,8,3,1,2,8724,4,4,1,1,51.612
3,3,5,2011,10835,7,4,7,8,7637,2,7,12,1,75.196
5,26,2,2011,10398,2,3,1,1,7288,4,4,1,1,17.936
7,19,4,2011,8315,8,4,7,7,7860,2,7,12,1,56.028
3,17,5,2011,10725,8,4,1,1,7795,4,4,1,1,113.072
2,14,3,2011,10724,8,3,1,2,8791,4,4,10,1,23.404
7,19,2,2011,10144,2,4,12,12,9884,2,7,12,1,88.328611
7,14,2,2011,10680,5,3,1,2,7080,4,4,1,1,10.636
3,11,5,2011,11394,2,4,1,1,7940,4,4,1,1,48.74
4,28,3,2011,10754,7,3,3,6,9289,7,4,10,10,93.952
5,6,3,2011,10633,7,6,4,4,10213,10,4,10,1,14.964
5,28,2,2011,10125,8,2,3,6,8317,7,4,10,10,25.364
5,23,3,2011,10330,7,6,1,2,8313,9,4,18,1,36.408
5,5,2,2011,10370,2,3,8,16,9892,1,4,1,1,23.312
3,6,3,2011,11732,2,6,13,13,11282,12,4,1,7,0.7
5,14,2,2011,10622,2,3,1,2,7588,7,4,10,1,74.564
5,7,2,2011,10798,4,3,1,1,7380,4,4,1,1,59.932
3,35,5,2011,11103,2,3,1,2,8748,4,4,18,1,18.912
3,28,5,2011,10778,2,4,3,6,9234,7,4,1,1,55.86
4,28,3,2011,10905,7,3,4,8,10664,7,4,8,10,76.814943
3,3,5,2011,10905,8,2,8,9,7563,2,7,12,1,56.68
4,28,3,2011,10448,8,4,3,6,8944,7,4,10,7,60.828
3,26,5,2011,11093,2,4,1,1,7992,4,4,1,1,43.216
3,28,5,2011,10900,2,4,4,8,10468,7,4,10,10,66.252
7,15,2,2011,10705,3,3,7,15,10590,2,7,12,1,21.2
3,28,5,2011,10725,8,4,4,8,9746,7,4,10,10,53.336
7,15,2,2011,10559,5,3,6,12,10158,4,4,18,7,16.16
5,12,2,2011,10539,4,3,1,1,7510,4,4,1,1,124.084
5,15,2,2011,10689,2,3,7,14,10014,4,4,4,7,30.76
5,28,2,2011,10198,7,4,4,5,6507,2,7,12,1,129.92063
3,6,3,2011,11700,2,6,12,13,11264,2,7,2,1,1.072
3,28,5,2011,10884,2,4,3,6,9174,7,4,1,1,65.652
7,15,2,2011,10092,7,3,5,10,9374,4,4,4,7,23.62
2,11,3,2011,11208,2,4,1,1,8010,7,4,1,1,62.216
7,19,2,2011,10200,4,4,12,12,9804,2,7,12,1,423.792
5,7,2,2011,10870,4,3,1,1,7300,4,4,1,1,35.636
3,26,5,2011,11225,2,3,1,1,7960,4,4,1,1,57.864
3,18,5,2011,10896,8,4,8,16,10310,12,3,21,7,63.59055
5,7,2,2011,10827,9,3,1,1,7324,4,4,1,1,35.588
4,28,3,2011,10795,7,4,3,3,10639,7,4,1,1,41.696
4,28,3,2011,10697,8,3,3,6,9184,7,4,21,1,51.432
2,11,3,2011,11094,2,4,1,1,7970,7,4,1,1,95.96
2,15,3,2011,10644,8,3,1,1,8806,4,4,1,1,34.168
5,28,2,2011,10340,7,4,4,8,10200,7,4,1,1,39.84
7,19,4,2011,8314,8,4,7,7,7832,2,7,12,1,35.9
3,28,5,2011,10779,2,4,7,14,10464,12,4,5,10,52.436
3,18,5,2011,10770,8,4,8,16,10195,12,4,21,7,80.232
7,19,4,2011,10370,5,4,12,12,9996,2,7,12,1,33.012
3,6,3,2011,11892,2,3,11,11,11354,12,4,1,7,7.548
4,28,3,2011,10875,7,3,3,6,9236,7,4,10,1,94.484
4,28,3,2011,10843,7,3,4,8,10571,12,4,21,10,48.756
3,28,5,2011,10752,2,4,3,6,9136,12,4,10,1,61.92
5,15,2,2011,10710,2,3,7,14,10030,4,4,4,7,30.044
3,11,5,2011,10750,2,6,1,1,9150,7,4,1,1,26.364
2,11,3,2011,11042,2,4,1,1,7985,7,4,1,1,51.354
3,11,5,2011,11011,2,6,1,1,9150,7,4,1,1,63.756
5,3,2,2011,10880,9,6,7,7,10139,12,4,1,1,49.16
3,28,5,2011,10850,2,2,4,8,9094,7,4,10,1,52.52
3,28,5,2011,10882,2,4,3,6,9122,12,4,10,1,80.628
7,5,2,2011,9980,2,3,8,16,9607,1,4,1,1,9.968
3,11,5,2011,10685,8,4,1,1,7860,4,4,1,1,80.024
5,12,2,2011,10505,4,6,1,1,7978,4,4,1,1,95.452
3,3,5,2011,10931,7,2,8,9,7371,2,7,12,1,76.244
5,15,2,2011,10908,5,4,8,16,10510,4,4,4,7,30.524
5,15,2,2011,10896,2,4,7,14,10046,4,4,4,7,27.412
5,15,2,2011,10710,2,4,7,14,10051,4,4,4,7,31.096
2,11,3,2011,11105,2,4,1,1,7975,7,4,1,1,123.642793
4,28,3,2011,10709,8,3,3,6,9204,12,4,21,1,52.44
2,15,3,2011,10645,8,3,1,1,8666,4,4,1,1,73.483656
7,14,4,2011,10313,2,3,1,2,7340,4,4,10,1,55.38
3,11,5,2011,11205,2,4,1,1,8035,7,4,1,1,56.956
5,7,2,2011,10920,2,3,1,1,7436,4,4,1,1,57.424
5,28,2,2011,10166,7,4,4,8,9977,7,4,21,10,19.164
5,15,2,2011,10801,2,3,7,14,10078,4,4,4,7,29.132
7,15,2,2011,10135,8,4,7,14,9248,4,4,18,7,26.516
2,11,3,2011,11288,2,4,1,1,8130,7,4,1,1,71.078592
3,6,3,2011,11731,2,3,15,15,11520,7,4,10,7,0.292
3,11,5,2011,10850,2,6,1,1,9285,7,4,1,1,39.584
7,15,2,2011,10093,8,3,6,12,9330,4,4,4,7,32.736
2,15,3,2011,10574,8,3,1,1,8693,4,4,1,1,43.248
7,14,2,2011,10533,5,3,1,2,7050,4,4,10,1,109.128
7,15,2,2011,10086,2,3,7,14,9790,4,4,5,7,25.352572
2,6,3,2011,11059,2,6,12,12,10928,12,4,1,7,11.188
3,28,5,2011,10885,8,4,3,6,9187,12,4,4,1,63.927737
4,28,3,2011,10430,8,4,3,6,8903,7,4,10,1,72.232
2,11,3,2011,10990,2,4,1,1,7965,7,4,10,1,68.68
2,11,3,2011,11395,2,4,1,1,8155,7,4,1,1,36.508
5,26,2,2011,11328,5,3,1,1,6918,4,4,1,1,43.246594
3,11,5,2011,11293,2,4,1,1,7950,4,4,1,1,58.696
2,11,3,2011,11370,2,4,1,1,8170,7,4,1,1,49.24
2,11,3,2011,11361,2,4,1,1,8140,7,4,1,1,55.997849
7,15,2,2011,10080,2,3,7,14,9496,4,4,4,7,24.084
5,5,2,2011,10370,2,3,8,16,9937,1,4,1,1,46.9
5,6,2,2011,11461,5,6,9,9,10866,7,3,10,7,20.088
5,28,2,2011,10275,7,4,4,8,10070,12,4,10,10,73.544
7,4,2,2011,10925,9,4,1,1,6528,1,4,1,9,5.964765
3,28,5,2011,10830,2,4,3,6,9084,7,4,4,1,60.272
3,11,5,2011,10680,8,4,1,1,7870,4,4,1,1,91.812
3,11,5,2011,11159,2,4,1,1,7960,4,4,1,1,25.588
3,17,5,2011,10674,8,4,1,1,7862,4,4,1,1,97.424
7,15,2,2011,10085,2,3,7,14,9750,4,4,5,7,41.336604
7,19,4,2011,8370,8,4,1,1,5696,2,7,12,1,35.624
5,12,2,2011,10625,4,6,1,1,7977,4,4,1,1,60.20299
7,5,2,2011,9990,2,4,7,15,9556,1,4,1,7,29.636
3,28,5,2011,10900,2,4,2,4,9216,7,4,8,1,57.116
5,6,2,2011,10913,4,6,10,11,10584,2,7,2,1,153.18
3,11,5,2011,11334,2,4,1,1,7930,4,4,1,1,98.632189
7,15,2,2011,10711,2,4,8,15,9993,4,4,5,7,41.792
3,11,5,2011,10492,8,4,1,1,7970,4,4,1,1,28.628
7,15,2,2011,10080,2,3,7,14,9704,4,4,4,7,29.810651
2,28,3,2011,10432,8,4,3,6,9528,12,4,10,7,90.7
3,28,5,2011,10889,7,4,3,6,9244,12,4,4,1,55.292
5,6,2,2011,10255,2,6,1,2,8629,12,4,21,10,46.308
4,28,3,2011,10740,7,3,4,7,10419,12,4,10,7,44.324
7,5,2,2011,9985,2,3,8,16,9678,1,4,1,1,28.784
3,28,5,2011,10870,2,4,3,6,9130,7,4,10,1,47.424
3,11,5,2011,11487,6.726061,3.654545,1,1,7850,4,4,1,1,41.064
2,13,3,2011,10140,8,4,1,3,7952,10,4,10,1,34.888
7,19,4,2011,8500,8,4,1,2,5808,4,4,4,1,94.36
7,4,2,2011,10795,9,4,1,1,6440,4,4,1,7,1.219312
2,6,3,2011,11125,2,6,12,12,10830,7,4,10,7,21.736
3,11,5,2011,10693,8,4,1,1,7870,4,4,1,1,59.452
3,11,5,2011,11465,2,4,1,1,7910,4,4,1,1,164.402811
5,15,2,2011,10676,8,2,8,16,9596,4,4,5,7,21.352
7,15,2,2011,10075,2,3,6,12,9506,4,4,4,7,22.844
5,7,2,2011,10880,2,6,1,1,8600,4,4,1,1,185.44
5,6,2,2011,11400,9,6,11,11,10640,7,4,10,7,44.108
3,4,3,2011,12330,9,6,1,1,9312,4,4,1,7,33.984
7,5,2,2011,9989,2,4,8,9,9584,1,4,1,1,29.444
7,4,2,2011,10610,2,4,1,2,6484,1,4,1,9,3.425742
2,15,3,2011,10574,8,3,1,1,8690,4,4,1,1,99.244
3,11,5,2011,10896,2,6,1,1,9290,7,4,1,1,93.704
5,28,2,2011,10187,7,4,4,5,6314,2,7,12,1,51.348
5,28,2,2011,10285,7,4,4,8,10033,7,4,3,7,29.219414
5,28,2,2011,10406,7,4,4,8,10242,12,4,4,10,74.448
5,28,2,2011,10232,2,4,3,6,8300,12,4,10,1,107.047032
3,4,3,2011,11630,2,2,1,2,7690,7,4,10,7,45.42
7,15,2,2011,10088,2,4,7,14,9360,4,4,5,7,44.064
2,28,3,2011,10929,7,4,4,8,10658,12,4,10,7,73.992
5,15,2,2011,10593,2,3,7,13,10004,4,4,5,7,30.492
3,24,3,2011,10955,7,6,1,2,9190,12,6,21,7,8.604
7,15,2,2011,10919,7,4,7,14,9634,4,4,5,7,29.108
5,3,2,2011,10935,5,6,8,8,10143,12,4,1,1,26.818932
2,12,3,2011,11501,2,3,1,1,8550,4,4,1,1,74.232
2,33,3,2011,10555,7,4,1,1,7950,4,4,1,1,84.592
5,36,3,2011,10349,8,2,1,1,6796,12,4,1,1,46.928
2,15,3,2011,10652,8,3,1,1,8699,4,4,1,1,124.096
5,6,2,2011,11050,5,6,12,12,10790,7,1,10,1,19.624
3,28,5,2011,10890,2,4,3,6,9156,7,4,10,1,61.344
3,28,5,2011,10890,2,4,3,6,9216,12,4,10,1,54.856
7,15,2,2011,10057,8,2,7,14,9424,4,4,4,7,6.988
3,11,5,2011,10814,8,4,1,1,7880,4,4,1,1,47.26
5,32,2,2011,10350,2,6,2,4,10104,10,4,1,1,97.304
7,14,4,2011,10144,8,3,1,2,7173,7,4,10,1,27.78
3,11,5,2011,11389,2,4,1,1,7920,4,4,1,1,140.795517
2,11,3,2011,11835,2,4,1,1,7870,7,4,1,1,50.444
3,4,3,2011,11375,2,4,1,1,7950,12,6,1,1,5.083
7,5,2,2011,9980,6.726061,3.654545,1,1,6876,4,1,1,1,57.912
7,15,2,2011,9988,2,4,7,14,9502,4,4,4,7,48.432
3,24,3,2011,10952,7,6,1,2,9130,12,5,21,1,4.528
7,14,4,2011,9958,8,6,1,2,7644,7,4,10,1,23.452
5,15,2,2011,10898,7,2,8,16,10076,4,4,4,7,19.268
5,15,2,2011,10818,2,3,8,16,10148,4,4,4,7,18.056
5,5,2,2011,10327,2,6,1,1,7858,12,4,1,1,11.548
3,28,5,2011,10935,2,4,3,6,9223,4,4,3,7,63.628
3,11,5,2011,11500,2,4,1,1,7985,4,4,1,1,13.405816
5,15,2,2011,10834,5,3,8,16,10700,4,4,5,7,41.876
5,15,2,2011,10715,2,2,8,16,10099,4,4,4,7,36.824
3,11,5,2011,10610,8,4,1,1,7780,4,4,1,1,163.956
4,28,3,2011,10619,7,4,4,8,10395,12,4,10,1,94.432
2,11,3,2011,10980,2,4,1,1,7850,7,4,10,1,83.38
7,15,2,2011,10036,2,4,6,12,9340,4,4,4,7,57.56
3,28,5,2011,10900,2,4,3,6,9096,12,4,10,1,39.652
5,28,3,2011,10452,7,2,4,8,10250,12,4,5,10,19.98
7,15,2,2011,10922,7,4,7,14,9770,4,4,4,7,28.564
2,13,3,2011,10152,8,4,1,3,7961,10,4,1,1,36.676
3,28,5,2011,10779,2,4,2,4,9178,7,4,10,1,54.936
5,28,2,2011,10245,7,2,4,5,6647,2,7,12,1,27.888
5,28,2,2011,10451,2,4,4,8,10146,12,4,4,10,49.112
7,15,2,2011,10464,7,4,7,14,9660,4,4,4,7,12.116
7,19,4,2011,8362,8,4,1,2,5922,2,7,12,1,56.828
2,33,3,2011,10514,8,4,1,1,7847,4,4,1,1,89.508
3,11,5,2011,11033,2,6,1,1,9270,7,4,1,1,52.316
3,11,5,2011,10915,2,6,1,1,9175,7,4,1,1,81.392
5,28,2,2011,10184,2,4,4,8,9944,12,4,4,10,38.444
5,28,2,2011,10344,7,2,4,8,10150,12,4,5,10,44.632
4,28,3,2011,10428,8,4,3,4,7271,2,7,12,1,42.116
5,6,2,2011,11500,6.726061,3.654545,12,12,10842,12,2,21,7,15.236
2,11,3,2011,11445,2,4,1,1,8055,7,4,10,1,57.208
3,28,5,2011,10882,2,4,3,6,9364,4,4,10,1,35.784
7,5,2,2011,10272,6.726061,3.654545,1,1,7202,1,4,1,1,87.312
4,28,3,2011,10446,7,2,3,6,10248,12,4,7,10,73.664
3,6,3,2011,11830,2,6,13,13,11340,12,2,21,7,0.248
7,19,2,2011,10346,5,4,12,12,9948,2,7,12,1,257.668
7,19,4,2011,8144,8,2,3.548077,2,5811,4,4,4,13,14.912
3,4,5,2011,11584,2,6,1,1,9040,1,4,1,1,6.809624
5,28,2,2011,9975,7,2,4,8,9849,12,4,10,10,41.86032
7,19,2,2011,10277,4,4,1,1,5964,2,7,12,1,113.708
2,11,3,2011,11105,2,4,1,1,7965,7,4,1,1,105.98
7,14,4,2011,10130,2,6,1,2,7592,4,4,10,1,58.358548
3,11,5,2011,11550,2,6,1,1,9080,7,4,1,1,106.52
7,15,2,2011,10024,6.726061,3.654545,7,1,5348,2,7,12,1,36.364398
5,28,2,2011,10287,7,4,4,8,10089,12,4,1,1,85.224
5,28,2,2011,10201,2,4,4,8,9977,12,4,10,10,64.552
4,28,3,2011,10617,7,4,4,8,10386,12,4,10,10,202.956
4,28,3,2011,10877,7,3,4,8,10620,12,4,21,10,101.708
7,15,2,2011,10064,7,4,7,14,9454,4,4,10,7,15.6
3,11,5,2011,11490,2,4,1,1,7740,4,4,1,1,115.23466
7,15,2,2011,10016,2,3,7,14,9578,4,4,4,7,45.868
4,28,3,2011,10879,2,4,4,8,10600,12,4,10,10,24.292
3,14,3,2011,10715,8,6,1,2,9350,7,4,10,1,4.216
5,5,2,2011,10039,6.726061,3.654545,1,2,7182,1,6,1,1,80.704
4,28,3,2011,10581,2,4,4,8,10312,12,4,5,10,18.89
3,28,5,2011,10854,2,4,3,6,9736,12,4,10,1,65.012
3,3,5,2011,10907,7,4,9,10,7707,2,7,12,1,31.468
7,15,2,2011,10067,2,4,7,14,9414,4,4,4,10,36.408
3,6,3,2011,11773,2,6,11,22,11446,7,2,10,7,7.608
5,3,2,2011,10885,6.726061,3.654545,7,7,10120,12,4,1,7,15.464
5,28,2,2011,10376,2,4,4,8,10200,4,4,4,10,37.312
5,28,2,2011,10152,6.726061,3.654545,4,8,9924,12,4,5,10,113.672
7,19,2,2012,8738,8,3,1,2,7038,4,4,5,13,61.836
7,19,2,2012,8637,8,4,1,2,5978,4,4,4,13,61.802483
7,19,2,2012,8831,8,3,1,1,6898,2,7,12,1,78.092
3,28,5,2012,10855,2,4,3,6,9067,12,4,10,1,44.156
3,28,5,2012,10888,2,4,2,4,9097,4,4,10,1,68.302282
4,28,3,2012,11267,7,2,4,8,10624,12,4,4,10,56.644
4,28,3,2012,10577,2,4,4,5,7154,2,7,12,1,204.808
4,26,3,2012,11600,5,3,1,1,8152,4,4,1,1,118.444
4,28,3,2012,10754,7,3,4,8,10546,12,4,10,10,60.576
3,26,5,2012,11606,2,6,1,1,8818,4,4,1,1,101.464
6,28,4,2012,10615,7,4,3,6,8479,12,4,21,1,29.304557
3,28,5,2012,10907,7,3,2,4,9198,12,4,10,1,87.508
3,4,3,2012,11707,2,6,1,1,9173,4,4,1,1,38.888
3,4,3,2012,11462,2,3,1,1,8451,12,4,18,1,5.604
7,14,4,2012,10054,2,6,1,2,5956,7,4,10,1,7.836
3,3,5,2012,10845,2,2,8,9,7575,2,7,12,1,49.844
3,11,5,2012,11517,2,4,1,1,7920,4,4,1,1,176.185749
3,28,5,2012,10885,2,4,3,6,9052,12,4,3,1,66.071646
5,3,2,2012,10790,6.726061,3.654545,7,7,10072,12,3,21,1,20.904
2,6,3,2012,11212,2,6,12,24,11012,12,2,21,7,28.196938
2,14,3,2012,10304,8,6,1,2,9350,7,4,10,1,65.181047
5,5,2,2012,10310,2,6,1,2,8222,9,6,18,1,20.592
4,28,3,2012,10429,8,4,3,6,9010,12,4,4,10,14.904
4,28,3,2012,11175,2,3,3,6,9467,12,4,8,10,131.848
7,15,2,2012,10057,6.726061,3.654545,7,14,9480,9,4,4,7,32.164
7,19,4,2012,8295,8,4,1,1,5998,2,7,12,1,40.632
7,19,4,2012,8330,8,4,3.548077,2,5979,4,4,4,1,33.152
3,3,5,2012,10899,7,4,9,10,7364,2,7,12,1,11.184
3,28,5,2012,10890,2,4,2,4,9187,12,4,1,1,55.148
5,27,2,2012,10251,6.726061,3.654545,1,2,7364,4,4,1,1,30.164
4,28,3,2012,10396,8,4,3,6,9185,12,4,21,7,54.004
2,10,3,2012,10855,7,4,6,18,10707,12,4,10,7,51.714019
2,10,3,2012,10971,2,4,7,22,10580,10,1,1,1,52.054503
7,15,2,2012,10902,7,4,8,16,9688,4,4,4,7,25.476
3,3,5,2012,10902,2,4,8,8,10445,12,6,1,1,32.904
2,11,3,2012,10977,2,4,1,1,7960,7,4,1,1,36.652
7,28,4,2012,8992,8,4,3,6,7429,12,4,10,7,13.992
3,11,5,2012,10700,8,4,1,1,7900,4,4,1,1,82.608
7,15,2,2012,10015,6.726061,3.654545,7,14,9528,4,4,4,7,38.58
3,3,5,2012,10887,8,4,9,9,10451,12,4,21,7,68.532
6,3,4,2012,8025,8,4,4,4,7744,9,6,21,1,21.94
3,26,5,2012,10472,8,3,1,1,8369,4,4,1,1,113.412
3,11,5,2012,11410,2,3,1,1,8400,4,4,1,1,92.204
5,28,2,2012,10076,6.726061,3.654545,4,8,9904,12,4,4,10,21.284
6,3,4,2012,8055,6,4,4,4,7710,9,6,21,1,21.56
3,11,5,2012,10945,8,4,1,1,7765,4,4,1,1,25.365176
4,28,3,2012,10735,2,3,4,8,10485,12,4,10,10,107.22
4,28,3,2012,10730,2,3,4,8,10474,12,4,10,10,98.776
4,28,3,2012,10771,7,4,4,8,10606,12,4,4,10,64.344
4,28,3,2012,10606,7,3,3,6,10323,12,4,10,10,132.544
7,15,2,2012,10772,2,4,7,14,9730,12,4,4,7,29.872
2,11,3,2012,11005,2,4,1,1,7990,7,4,1,1,67.568
7,19,4,2012,8340,8,4,1,1,6312,2,7,12,1,35.184
3,11,5,2012,10950,8,4,1,1,7890,4,4,1,1,66.256
2,14,3,2012,11350,2,3,1,2,8819,7,4,10,1,54.692
7,28,4,2012,8614,8,3,3,6,7502,12,4,4,7,46.472
4,28,3,2012,10445,8,4,3,6,8804,12,4,4,1,56.468
3,11,5,2012,10655,8,4,1,1,7795,4,4,1,1,22.9
5,15,2,2012,10880,7,4,6,12,10072,12,4,4,7,42.18
5,5,2,2012,10236,6.726061,3.654545,1,2,7233,9,4,18,1,82.908
4,28,3,2012,10503,7,4,4,8,10274,12,4,10,10,95.916
3,28,5,2012,10921,2,4,3,6,9044,12,4,21,1,44.348
3,3,5,2012,10884,7,4,9,9,10503,12,3,21,7,104.854232
6,3,4,2012,10241,8,6,7,7,9681,12,4,21,7,56.668
7,15,2,2012,10120,6.726061,3.654545,7,14,9620,12,4,18,7,37.772
3,11,5,2012,10681,8,4,1,1,7950,4,4,1,1,57.84
3,28,5,2012,10905,2,4,3,6,9253,12,4,10,1,52.592
5,3,2,2012,10900,6.726061,3.654545,7,1,10777,2,7,2,1,34.8
2,11,3,2012,11110,2,4,1,1,7960,7,4,10,1,84.272
7,19,2,2012,9895,6.726061,3.654545,1,1,7644,2,7,12,1,46.250131
4,28,3,2012,11135,2,3,5,10,10888,12,4,1,10,90.432
4,28,3,2012,10849,2,3,4,8,10628,12,4,21,10,51.136
4,28,3,2012,10810,7,4,4,8,10608,12,4,21,10,95.82
5,5,2,2012,10430,6.726061,3.654545,1,2,7261,9,6,18,1,20.472
3,26,5,2012,12152,5,6,1,1,8894,4,4,1,1,89.408
5,28,2,2012,10162,6.726061,3.654545,4,8,10050,12,4,10,10,56.136
7,5,2,2012,9900,6.726061,3.654545,1,2,6890,9,6,18,1,29.632669
2,11,3,2012,11118,2,4,1,1,7955,7,4,10,1,67.14
3,28,5,2012,10954,2,4,3,6,9042,12,4,21,1,50.208
3,11,5,2012,10635,8,4,1,1,8365,4,4,1,1,26.44
3,11,5,2012,11462,2,4,1,1,7935,4,4,1,1,47.177762
3,11,5,2012,11373,2,4,1,1,7950,4,4,1,1,80.144
2,11,3,2012,11207,2,4,1,1,7985,7,4,10,1,66.948
2,11,3,2012,11475,2,4,1,1,8170,7,4,10,1,70.358333
7,15,2,2012,10173,6.726061,3.654545,7,14,9788,12,4,21,7,84.304
7,19,4,2012,8240,8,4,1,1,5951,9,1,1,1,55.553545
7,15,2,2012,9920,6.726061,3.654545,7,14,9418,12,4,18,7,10.816
5,28,3,2012,10517,2,4,4,8,10265,12,4,21,10,167.716
3,3,5,2012,10810,8,4,9,9,10470,12,3,1,7,74.832
5,3,2,2012,10980,6.726061,3.654545,7,1,10800,2,7,14,1,10.788
4,28,3,2012,10385,8,4,3,6,8860,12,4,4,1,48.14
3,28,5,2012,10983,2,6,1,2,9662,12,4,1,1,27.049898
3,11,5,2012,11495,2,4,1,1,7880,4,4,1,1,79.268037
