Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
0,12000,912874,747254,589653,3,27,2,2011,NA,NA,3,0,94.484,2,6,3,9236,6,3,9,NA
0,26000,980743,166734,92738,3,27,2,2011,3,4,4,0,76.81494263,2,6,3,10664,6,3,7,9
0,18480,153212,NA,723000,1,10,2,2010,4,4,1,0,82.656,3,1,3,8152,NA,3,NA,NA
0,18480,153212,NA,927236,1,10,2,2011,4,3,1,0,76.504,3,1,3,7985,NA,3,NA,NA
0,0,1273818,1231011.6,851000,1,10,2,2011,4,3,1,0,76.292,1,1,3,7470,6,3,NA,NA
0,7500,735444,98994,90000,1,3,2,2010,3,3,6,0,24.024,3,7,3,10162,11,3,20,6
0,0,1143576,1143576,689958,1,10,2,2010,4,3,1,0,55.472,3,1,3,8000,6,3,NA,NA
0,7000,733936,147000,150000,1,3,2,2010,3,3,6,0,27.424,3,7,3,9860,11,3,20,6
0,22512,153212,NA,927236,1,10,2,2011,4,2,1,0,195.747454,3,1,3,7980,NA,3,NA,NA
0,0,1147440,1147440,834020,1,10,2,2011,3,1,1,0,60.876,3,1,3,7955,6,3,NA,NA
0,0,1380582,1231011.6,839400,1,10,2,2011,3,4,1,0,153.076,1,1,3,7450,6,3,NA,NA
0,15000,1171426,865524,633243,3,27,2,2011,4,2,2,0,68.996,1,6,3,8764,11,3,20,NA
0,15000,840142,538668,377677,3,27,2,2011,4,2,3,0,60.336,3,6,3,8820,6,3,9,NA
0,0,799722,68628,4024,1,5,2,2010,3,4,10,0,8.092,2,1,3,11008,11,3,20,6
0,15000,1140396,970194,689224,3,27,2,2011,NA,NA,2,0,116.928,2,6,3,9228,6,3,9,9
0,13500,1029524,640558,439014,3,27,2,2011,4,3,3,0,60.828,3,7,3,8944,6,3,9,6
0,13500,942246,642004,44279,3,27,2,2011,4,4,3,0,72.232,3,7,3,8903,6,3,9,NA
0,12000,1049823,131632,101884,3,27,2,2011,3,4,4,0,48.756,2,6,3,10571,11,3,20,9
0,0,1311460,167178,113937,3,27,2,2011,4,4,3,0,41.696,3,6,3,10639,6,3,NA,NA
0,0,622146,40614,24473,1,5,2,2011,3,4,10,0,23.3,2,1,3,10910,11,3,20,6
0,0,809681,98237,66763,1,5,2,2011,3,3,10,0,9.188,2,1,3,11010,11,3,20,6
0,23142,1071000,1047858,927236,4,29,2,2011,5,2,1,0,79.352,2,1,3,7550,11,3,20,6
0,26000,1100652,NA,859990,1,32,2,2011,4,4,1,0,124.768,3,7,3,7872,6,3,NA,NA
0,10,836522,23277.5,0,2,5,2,2011,3,3,10,0,8.03,5,1,1,11686,1,NA,11,NA
0,0,840000,840000,6e+05,1,20,2,2011,3,1,1,0,165.852,2,1,3,8420,11,3,20,6
1041167.367,0,1041167.367,1041180,656568,1,14,2,2011,3,5,1,0,57.64,2,7,3,8940,3,3,NA,NA
0,0,1247568,1231011.6,751000,1,10,2,2011,4,1,1,0,59.28813167,3,1,3,8160,6,3,NA,NA
0,0,1033494,1033494,682000,1,10,2,2011,4,4,1,0,123.6427928,3,1,3,7975,6,3,NA,NA
0,0,773088,71316,60178,2,5,2,2011,4,3,11,0,7.548,2,1,3,11354,11,3,NA,6
0,13500,1251750,901782,612755,1,27,2,2011,3,5,3,0,70.588,1,7,3,9366,6,3,NA,NA
0,0,1408201.2,1231011.6,927236,1,10,2,2011,3,4,1,0,51.354,3,1,3,7985,6,3,NA,NA
0,0,1408201.2,1231011.6,927236,1,10,2,2011,3,3,1,0,68.68,3,1,3,7965,6,3,9,NA
0,15000,1307592,167448,120834,1,27,2,2011,3,6,4,0,73.992,3,6,3,10658,11,3,9,6
0,13500,969365,724451,618228,3,27,2,2011,3,1,3,0,52.44,2,7,3,9204,11,3,20,NA
0,12000,907353,739002,573578,3,27,2,2011,4,1,3,0,51.432,2,7,3,9184,6,3,20,NA
0,10500,1349339,956063,432462,1,27,2,2012,3,4,3,0,28.744,3,7,3,9446,11,3,20,NA
0,16000,638902,622902,892456,2,23,2,2011,3,3,1,0,64.704,3,7,3,7820,11,3,20,NA
0,10000,410700,400700,693800,2,23,2,2011,4,4,1,0,8.604,5,6,3,9190,11,5,20,6
0,15000,1233576,194642,135551,3,27,2,2012,3,1,4,0,60.576,2,6,3,10546,11,3,9,9
0,16500,1371521,138466,121072,3,27,2,2011,3,3,4,0,18.89,3,1,3,10312,11,3,4,9
0,0,1231488,23277.5,0,3,27,2,2012,3,2,4,0,204.808,3,1,1,7154,1,NA,11,NA
0,15000,1408201.2,216046,150461,3,27,2,2011,3,2,4,0,202.956,3,6,3,10386,11,3,9,9
0,15000,1274164,162092,120545,3,27,2,2011,4,2,4,0,94.432,3,6,3,10395,11,3,9,NA
0,14000,839510,99960,97520,1,5,2,2012,3,4,12,0,28.19693786,5,1,3,11012,11,1,20,6
560322,0,560322,105420,51375,4,5,2,2011,3,2,4,0,14.964,5,6,3,10213,9,3,9,NA
0,0,1401666,1231011.6,858500,1,10,2,2011,4,3,1,0,62.216,3,1,3,8010,6,3,NA,NA
0,0,1179780,1179780,756280,1,10,2,2011,4,3,1,0,95.96,3,1,3,7970,6,3,NA,NA
0,12000,975840,600462,504940,1,27,2,2011,3,1,3,0,90.7,3,7,3,9528,11,3,9,6
0,0,867836,82824,72471,2,5,2,2011,3,3,11,0,1.372,2,1,3,11180,11,2,20,6
0,0,735066,75000,76000,2,5,2,2011,1,3,13,0,0.7,5,1,3,11282,11,3,NA,6
1032612,9072,1041684,1032612,718040,2,13,2,2011,4,4,1,0,51.612,2,7,3,8724,3,3,NA,NA
0,8394,1408201.2,521188,141230,3,27,2,2012,3,3,4,0,42.14,2,1,3,10368,11,3,9,9
0,0,1408201.2,1231011.6,849973,1,10,2,2011,4,4,1,0,49.24,3,1,3,8170,6,3,NA,NA
0,0,1042944,1042944,735000,1,10,2,2011,4,3,1,0,36.508,3,1,3,8155,6,3,NA,NA
0,0,1408201.2,1231011.6,927236,1,10,2,2011,4,1,1,0,55.99784856,3,1,3,8140,6,3,NA,NA
0,19500,1408201.2,1231011.6,737270,4,22,2,2011,3,3,1,1403388,36.408,5,6,3,8313,8,3,17,NA
0,10,856582,23277.5,0,2,5,2,2011,4,3,12,0,1.072,5,1,1,11264,1,NA,1,NA
0,13500,1280136,604086,439946,3,27,2,2012,3,3,4,0,107.22,2,1,3,10485,11,3,9,9
931392,0,931392,931392,644499,1,14,2,2011,1,4,1,0,34.168,2,7,3,8806,3,3,NA,NA
1075580.1,0,1080156,1080156,698959,1,14,2,2011,4,5,1,0,73.48365573,2,7,3,8666,3,3,NA,NA
0,5040,465612,460572,306130,1,13,2,2012,4,2,1,0,65.18104683,5,7,3,9350,6,3,9,NA
973392,10584,983976,973392,701470,1,13,2,2011,4,4,1,0,23.404,2,7,3,8791,3,3,9,NA
0,10560,1301559,830871,587837,3,27,2,2012,3,3,3,0,54.004,3,7,3,9185,11,3,20,6
0,12000,1408201.2,201424,149186,4,27,2,2012,1,3,4,0,167.716,3,1,3,10265,11,3,20,9
44658.6,1961.400032,915948.5918,190008,100090,1,9,2,2012,5,6,6,0,51.71401936,3,6,3,10707,11,3,9,6
62328,1716,924544,23277.5,NA,1,9,2,2012,5,3,7,0,52.05450267,3,1,2,10580,9,NA,NA,NA
0,15000,1408201.2,367464,116528,3,27,2,2012,5,3,4,0,69,3,3,3,10872,11,3,20,9
1075580.1,0,1408201.2,1231011.6,927236,3,25,2,2012,4,3,1,0,63.7,5,4,3,9022,3,3,NA,NA
958398,0,958398,958398,846620,3,25,2,2012,3,3,1,0,118.444,2,4,3,8152,3,3,NA,NA
0,15000,1379498,179710,135334,3,27,2,2011,3,6,4,0,101.708,2,6,3,10620,11,3,20,9
0,15000,1408201.2,218778,141723,3,27,2,2011,3,1,4,0,24.292,3,1,3,10600,11,3,9,9
0,12000,1408201.2,193710,136011,3,27,2,2012,3,1,5,0,90.432,2,1,3,10888,11,3,NA,9
0,15000,1355128,203080,150208,3,27,2,2012,3,2,4,0,131.648,3,1,3,10396,11,3,20,9
1075580.1,0,1157520,1157520,805680,1,14,2,2011,4,4,1,0,43.248,2,7,3,8693,3,3,NA,NA
1075580.1,0,1209306,1209306,855350,1,14,2,2011,3,5,1,0,99.244,2,7,3,8690,3,3,NA,NA
1075580.1,0,1283142,1231011.6,800014,1,14,2,2011,1,5,1,0,124.096,2,7,3,8699,3,3,NA,NA
1049370,0,1049370,1049370,841390,2,3,2,2011,3,3,1,0,33.984,5,8,3,9312,3,3,NA,6
0,15000,1408201.2,218696,149466,3,27,2,2012,3,2,4,0,89.4,3,1,3,10366,11,3,20,9
0,0,1408201.2,1231011.6,927236,1,10,2,2011,4,4,1,0,71.07859197,3,1,3,8130,6,3,NA,NA
0,0,756582,104748,5760,1,5,2,2011,3,3,12,0,11.188,5,1,3,10928,11,3,NA,6
0,0,721350,104286,38523,1,5,2,2011,3,4,12,0,21.736,5,1,3,10830,6,3,9,6
0,0,1408201.2,1231011.6,851126,1,10,2,2011,3,1,1,0,105.98,3,1,3,7965,6,3,NA,NA
0,0,1335348,1231011.6,808500,1,10,2,2011,4,4,1,0,50.444,3,1,3,7870,6,3,NA,NA
0,0,804672,34042,1500,2,5,2,2011,4,3,15,0,0.292,2,1,3,11520,6,3,9,6
0,0,740292,76230,36583,2,5,2,2011,3,6,13,0,0.248,5,1,3,11340,11,1,20,6
0,0,821688,821688,774294,4,35,2,2011,4,3,1,0,46.928,1,7,3,6796,11,3,NA,NA
0,10500,1291432,597534,382202,3,27,2,2012,3,2,4,0,98.776,2,1,3,10474,11,3,9,9
0,10500,1101776,685788,488537,3,27,2,2012,4,4,3,0,14.904,3,7,3,9010,11,3,3,9
545500,11000,556500,545000,509500,1,12,2,2011,4,1,1,0,36.676,3,7,3,7961,9,3,NA,NA
0,0,1052798,23277.5,0,3,27,2,2011,3,3,3,0,42.116,3,7,1,7271,1,NA,11,NA
534500,11000,545500,534000,5e+05,1,12,2,2011,3,3,1,0,34.888,3,7,3,7952,9,3,9,NA
0,15000,1403199,212004,150467,3,27,2,2012,3,4,4,0,49.028,3,6,3,10428,11,3,20,9
781200,0,781200,781200,866400,1,11,2,2011,1,6,1,0,74.232,2,1,3,8550,3,3,NA,NA
897120,0,897120,897120,927236,1,11,2,2012,1,6,1,0,164.344,2,1,3,8560,3,3,NA,NA
0,14000,1098116,179401,136678,3,27,2,2012,5,5,4,0,56.644,1,6,3,10624,11,3,3,9
0,16500,1349935,925239,661055,3,27,2,2012,4,3,3,0,56.468,3,7,3,8804,11,3,3,NA
0,0,1312584,1231011.6,821000,1,10,2,2011,3,1,1,0,83.38,3,1,3,7850,6,3,9,NA
0,16500,1408201.2,192260,135996,4,27,2,2011,4,2,4,0,19.98,1,6,3,10250,11,3,4,9
0,0,1234173,195043,135306,3,27,2,2012,2,6,4,0,64.344,3,6,3,10606,11,3,3,9
0,20200,1408201.2,187532,128456,3,27,2,2011,4,3,3,0,73.664,1,6,3,10248,11,3,6,9
0,10250,1118038,179880,150759,3,27,2,2012,3,6,4,0,70.3,1,1,3,10674,11,3,20,9
0,15000,1192926,371118,318855,3,27,2,2012,1,3,3,0,132.544,2,6,3,10323,11,3,9,9
1015350,0,1015350,1015350,717041,1,32,2,2011,4,4,1,0,89.508,3,7,3,7847,3,3,NA,NA
1075580.1,0,1314264,1231011.6,830181,1,32,2,2011,1,3,1,0,84.592,3,6,3,7950,3,3,NA,NA
0,16500,1389341,216876,161491,3,27,2,2012,3,1,4,0,56.772,3,1,3,10612,11,3,20,9
0,12000,1408201.2,223302,150725,3,27,2,2012,3,4,4,0,44.212,3,6,3,10436,11,3,20,9
0,0,1351602,1231011.6,107600,2,3,2,2011,4,3,1,0,5.083,3,1,3,7950,11,5,NA,NA
0,4200,153212,112560,1e+05,2,3,2,2011,1,3,1,0,45.42,1,1,3,7690,6,3,9,6
0,0,1169910,1169910,782000,1,10,2,2011,4,5,1,0,57.208,3,1,3,8055,6,3,9,NA
0,0,1408201.2,1231011.6,888500,1,10,2,2012,4,3,1,0,36.652,3,1,3,7960,6,3,NA,NA
0,0,1363320,1231011.6,927236,1,10,2,2012,4,3,1,0,66.948,3,1,3,7985,6,3,9,NA
0,0,1408201.2,1231011.6,926180,1,10,2,2012,4,3,1,0,67.568,3,1,3,7990,6,3,NA,NA
0,13000,431800,418800,530100,2,23,2,2011,3,4,1,0,4.528,5,6,3,9130,11,4,20,NA
0,8064,153212,76440,264370,2,13,2,2011,4,4,1,0,4.216,5,7,3,9350,6,3,9,NA
0,13500,1408201.2,1019088,736263,3,27,2,2012,3,1,3,0,131.848,2,1,3,9467,11,3,7,9
0,12000,1131650,173978,150024,3,27,2,2012,3,4,4,0,51.136,2,1,3,10628,11,3,20,9
0,12000,1212862,202996,149994,3,27,2,2012,3,1,4,0,64.804,2,1,3,10610,11,3,20,9
0,11088,943152,932064,798120,1,13,2,2012,3,5,1,0,54.692,2,1,3,8819,6,3,9,NA
0,15000,1408201.2,187920,143627,3,27,2,2012,3,4,5,0,88.68,2,1,3,10816,11,3,17,9
0,26000,1252408,747588,660716,3,27,2,2012,3,2,3,0,48.14,3,7,3,8860,11,3,3,NA
0,13500,1375652,182723,135712,3,27,2,2012,3,6,4,0,95.82,3,6,3,10608,11,3,20,9
0,0,1408201.2,1231011.6,50000,2,3,2,2012,1,3,1,0,19.41496207,5,1,3,9225,11,3,20,NA
0,13500,1408201.2,185684,135010,3,27,2,2012,4,2,4,0,95.916,3,6,3,10274,11,3,9,9
0,0,1256850,1231011.6,819500,1,10,2,2012,3,2,1,0,67.14,3,1,3,7955,6,3,9,NA
0,9000,1029771,742705,616823,1,27,2,2012,3,3,3,0,58.508,3,7,3,9464,11,3,20,NA
0,16000,858000,27636,952,2,5,2,2011,5,3,11,0,7.608,5,1,3,11446,6,1,9,6
0,7500,1335326,197196,135013,1,27,2,2012,4,3,4,0,66.956,2,1,3,10711,11,3,20,NA
189000,0,189000,189000,130000,2,3,2,2012,3,3,1,0,38.888,5,1,3,9173,3,3,NA,NA
0,12000,1335581,184581,151188,1,27,2,2012,3,3,4,0,47.492,2,6,3,10776,11,3,20,9
0,0,153212,124000,120000,2,3,2,2012,3,3,1,0,5.604,2,1,3,8451,11,3,17,NA
0,13500,1407711,203757,134848,1,27,2,2012,3,6,5,0,133.616,3,1,3,10941,11,3,20,9
0,0,1353282,1231011.6,846000,1,10,2,2012,3,3,1,0,84.272,3,1,3,7960,6,3,9,NA
0,10500,947669,594815,459930,1,27,2,2012,3,4,3,0,78.02,1,7,3,9632,11,3,20,NA
0,12000,1408201.2,223070,150110,1,27,2,2012,3,6,4,0,101.8054469,3,1,3,10698,11,3,20,9
0,12000,1221621,212673,61382,3,27,2,2012,1,3,4,0,55.836,2,6,3,10352,11,3,20,6
0,10500,1396392,215112,150241,1,27,2,2012,4,3,4,0,51.928,3,1,3,10730,11,3,20,6
0,12000,1212845,209045,150465,3,27,2,2012,3,2,4,0,131.648,3,1,3,10442,11,3,20,6
0,13500,1392470,983084,753542,3,27,2,2012,3,3,3,0,123.4073116,3,7,3,8710,11,3,20,NA
0,12000,839484,130662,90000,2,5,2,2012,3,6,10,0,23.292,5,1,3,11440,11,1,20,6
0,0,1278690,1231011.6,801000,1,10,2,2012,3,5,1,0,70.35833286,3,1,3,8170,6,3,9,NA
0,12000,902106,106176,35000,4,5,2,2012,3,3,9,0,57.16,5,4,3,10848,6,1,9,6
0,12000,1363808,218724,149635,3,27,2,2012,3,4,4,0,78.66,3,1,3,10445,11,3,20,6
0,15000,1408201.2,130878,95707,3,27,2,2012,4,2,5,0,120.0347822,3,1,3,10632,11,3,17,6
0,12000,1121640,662647,300256,3,27,2,2012,1,2,3,0,87.08,3,7,3,8877,11,3,20,6
1075580.1,0,1121190,1121190,787968,1,32,2,2012,1,4,1,0,166.34,3,7,3,7845,3,3,NA,NA
0,15000,1408201.2,1231011.6,123000,1,3,2,2012,2,2,1,0,86.52,2,1,3,8933,11,5,NA,NA
405048,0,405048,405048,304380,2,25,2,2012,4,3,1,0,286.748,4,1,3,10857,3,3,NA,NA
1075580.1,0,1408201.2,1231011.6,927236,2,25,2,2012,4,4,1,0,87.928,5,1,3,9364,3,3,NA,NA
0,7500,1206378,216792,150643,2,27,2,2012,3,3,4,0,89.104,2,1,3,10860,11,3,20,6
0,16500,1236810,1220310,789550,1,10,2,2012,4,3,1,0,70.092,3,1,3,7964,6,3,9,NA
0,12000,988889,976889,496525,1,10,2,2012,4,6,1,0,70.06,5,1,3,9305,6,3,9,NA
0,22000,1295608,1231011.6,843000,1,10,2,2012,3,4,1,0,76.764,3,1,3,7955,6,3,9,NA
0,17000,1408201.2,1231011.6,120000,2,3,2,2012,3,3,1,0,8.412,3,1,3,8152,11,5,17,NA
440916,0,440916,440916,927236,1,7,2,2012,4,4,1,0,159.2121528,2,1,3,8410,3,3,NA,NA
NA,NA,NA,1231011.6,927236,1,3,2,2012,3,2,1,NA,64.176,3,1,3,8206,3,5,8,NA
1075580.1,0,1161972,1161972,802974,1,32,2,2012,4,3,1,0,125.6,3,7,3,8007,3,3,NA,NA
0,1500,196946,60060,334300,5,27,3,2003,5,3,3,1500,26.152,3,5,3,6882,11,3,NA,6
0,26000,1408201.2,1231011.6,137550,5,27,3,2003,3,3,3,500,32.70993787,3,5,3,6827,6,3,NA,6
0,5000,200972,47376,134850,5,27,3,2003,5,3,3,0,59.67281149,3,7,3,6913,11,3,NA,6
0,5000,202316,61320,138100,5,27,3,2003,1,3,3,0,36.28399577,3,5,3,6604,11,3,NA,6
0,5000,207337,55356,135740,5,27,3,2003,4,3,3,0,35.02434343,3,5,3,6458,11,3,NA,6
0,5000,201980,51492,122328,5,27,3,2003,4,3,3,0,29.088,1,5,3,6413,11,3,NA,6
0,3500,201236,56910,133607,6,27,3,2003,4,3,3,0,38.48,1,7,3,6308,11,3,11,6
0,5000,197595,23277.5,0,6,27,3,2003,3,3,3,0,28.91222461,1,7,1,6321,1,NA,11,NA
0,0,260484,260484,482040,5,2,3,2003,4,3,1,0,48.13532361,3,7,3,6378,6,3,NA,6
0,0,209197,209197,290050,5,2,3,2003,2,3,1,0,55.292,3,7,3,6342,6,3,9,6
0,0,153212,140135,284000,5,2,3,2003,3,3,1,0,33.27003426,3,5,3,6467,6,3,NA,6
0,5000,212501,23277.5,0,6,27,3,2003,3,3,3,0,56.83181047,3,7,1,6368,1,NA,NA,NA
0,0,243264,243264,290750,5,2,3,2003,3,3,1,0,42.468,3,7,3,6382,6,3,9,6
0,0,181546,181546,290390,5,2,3,2003,3,3,1,0,44.50083322,3,7,3,6352,6,3,NA,6
0,0,153212,138440,290080,5,2,3,2003,3,2,1,0,17.685,3,7,3,6327,6,3,NA,6
0,0,185517,185517,292190,5,2,3,2003,3,3,1,0,27.41962381,3,7,3,6403,6,3,NA,6
0,0,222222,222222,289940,5,2,3,2003,3,3,1,0,26.20745867,3,7,3,6345,6,3,NA,6
0,0,186984,186984,290030,5,2,3,2003,2,3,1,0,34.33198681,3,7,3,6404,6,3,9,6
0,0,192696,192696,290230,5,2,3,2003,2,3,1,0,21.03030391,3,7,3,6440,6,3,NA,6
0,0,189966,189966,291891,5,2,3,2003,2,3,1,0,35.07129045,3,7,3,6354,6,3,NA,6
0,0,185136,185136,290180,5,2,3,2003,3,3,1,0,40.292,3,7,3,6328,6,3,NA,6
0,0,212226,212226,290950,5,2,3,2003,3,3,1,0,31.19237239,3,7,3,6322,6,3,NA,6
0,0,153212,113000,284000,5,2,3,2003,3,3,1,0,41.02,3,7,3,6305,6,3,NA,6
0,0,193372,193372,290360,5,2,3,2003,2,3,1,0,39.96278973,3,7,3,6605,6,3,9,6
0,0,197292,197292,291310,5,2,3,2003,3,3,1,0,43.108,3,7,3,6308,6,3,NA,6
0,0,154000,154000,291000,5,2,3,2003,3,3,1,0,13.363,3,7,3,6602,6,3,9,6
0,0,172536,172536,289760,5,2,3,2003,4,3,1,0,15.7871887,1,7,3,6472,6,3,NA,6
0,5000,212020,65900,127716,5,27,3,2003,5,3,3,0,21.976,1,7,3,6874,11,3,NA,6
0,11000,348454,67351,16200,5,27,3,2003,4,2,5,0,23.639,3,7,3,9090,6,3,NA,6
0,5000,200760,50650,138529,5,27,3,2003,1,3,3,0,45.448,1,7,3,6830,11,3,NA,6
99400,6000,286770,99400,30700,6,2,3,2003,4,3,4,0,36.91160307,1,7,3,8062,9,3,NA,6
0,3000,175200,43500,130000,6,2,3,2003,3,2,3,0,34.89567384,3,5,3,6266,6,3,9,6
0,3000,175000,43000,132000,6,2,3,2003,4,3,3,0,25.408,3,5,3,6316,6,3,9,6
85000,6000,271200,23277.5,0,6,2,3,2003,4,4,4,0,65.90859364,3,7,1,7901,1,NA,11,NA
0,0,187216,187216,291500,5,2,3,2003,3,3,1,0,36.51621832,1,7,3,6548,6,3,NA,6
0,0,189533,189533,289640,5,2,3,2003,3,3,1,0,29.19716485,3,7,3,6521,6,3,NA,6
0,5000,194042,53718,136274,5,27,3,2003,1,3,3,0,40.412,1,7,3,6820,11,3,NA,6
0,5000,356901,73458,13602,5,27,3,2003,1,4,5,0,25.76,1,7,3,9080,6,3,NA,6
0,4000,204202,23277.5,0,5,27,3,2003,4,2,3,0,33.312,3,7,1,6580,1,NA,11,NA
0,4000,197649,23277.5,0,5,27,3,2003,1,3,3,0,24.501905,1,7,1,6802,1,NA,11,NA
0,5000,206138,23277.5,0,5,27,3,2003,4,2,3,0,25.01447869,1,5,1,6810,1,NA,11,NA
0,5000,153212,23277.5,0,5,27,3,2003,5,3,3,0,37.176,1,7,1,6732,1,NA,11,NA
0,0,220500,220500,289330,5,2,3,2003,3,3,1,0,26.95602748,3,7,3,6317,6,3,9,6
0,0,197782,197782,290200,5,2,3,2003,3,3,1,0,16.66110048,3,7,3,6495,6,3,9,6
1000,3000,193546,23277.5,0,5,27,3,2003,3,3,3,0,44.124,1,7,1,6760,1,NA,11,NA
0,4000,190354,23277.5,0,5,27,3,2003,5,3,3,0,31.38,1,7,1,6722,1,NA,11,NA
0,4000,218452,23277.5,0,5,27,3,2003,4,3,3,0,21.748,1,7,1,6626,1,NA,11,NA
0,5000,192976,48872,130750,5,27,3,2003,1,3,3,0,42.688,3,7,3,6594,11,3,NA,6
0,3000,177200,43500,131200,6,2,3,2003,1,3,3,0,33.07515132,3,5,3,6360,6,3,9,6
0,5000,153212,23277.5,155000,6,27,3,2003,1,3,3,0,23.428,3,7,3,7916,11,3,20,6
0,0,166295,166295,289000,5,2,3,2003,3,2,1,0,39.0632123,1,7,3,6200,6,3,NA,6
0,0,153212,141194,288550,5,2,3,2003,4,3,1,0,24.752,1,7,3,6316,6,3,9,6
0,0,153212,153212,290310,5,2,3,2003,1,3,1,0,22.30126664,3,7,3,6494,6,3,9,6
0,0,220506,92916,135000,5,2,3,2004,3,2,2,0,17.03591569,1,7,3,7677,11,3,9,6
0,0,153212,153212,290310,5,2,3,2003,3,2,1,0,40.66573967,3,7,3,6278,6,3,9,6
0,0,153212,149834,290560,5,2,3,2003,3,3,1,0,44.39708554,3,7,3,6270,6,3,NA,6
0,0,153212,90365,135000,5,2,3,2003,3,3,1,0,49.95212264,3,7,3,6330,6,3,NA,6
0,0,220506,92916,135000,5,2,3,2004,3,3,2,0,17.94,1,7,3,7934,6,3,NA,6
0,0,153212,134832,290680,5,2,3,2003,2,3,1,0,36.78123071,1,5,3,6625,6,3,NA,NA
0,0,153212,90365,135000,5,2,3,2003,3,3,1,0,11.52,1,7,3,6364,6,3,9,6
0,0,153212,90365,135000,5,2,3,2003,3,3,1,0,17.30257449,1,7,3,6257,6,3,NA,6
0,0,153212,90365,135000,5,2,3,2003,3,3,1,0,44.38544029,1,7,3,6361,6,3,NA,6
0,0,153212,90365,135000,5,2,3,2003,3,3,1,0,39.324,3,7,3,6387,6,3,NA,6
0,8000,285938,79572,17640,5,27,3,2004,4,3,4,0,32.644,1,7,3,8678,6,3,NA,6
0,5000,195096,49182,130557,6,27,3,2003,1,2,3,0,39.388,3,7,3,6381,11,3,NA,6
0,5000,191715,51068,127823,5,27,3,2003,4,3,3,0,24.1,1,7,3,6515,11,3,NA,6
0,5000,224198,74256,138890,5,27,3,2005,4,2,3,0,57.10141561,1,7,3,6814,11,3,NA,6
0,4000,208204,60396,135240,5,27,3,2004,2,3,3,0,40.932,1,7,3,6714,11,3,NA,6
0,5000,203324,52038,135187,5,27,3,2004,2,3,3,0,34.48819999,1,7,3,6688,11,3,NA,6
0,11000,367554,156720,36340,5,27,3,2004,3,3,4,0,44.144,3,7,3,8702,6,3,NA,6
0,11000,351969,142842,35480,5,27,3,2004,3,3,4,0,33.608,1,7,3,8676,6,3,NA,6
0,11000,349712,140850,35260,5,27,3,2004,1,3,4,0,34.24012514,1,7,3,8685,6,3,NA,6
0,11000,384756,81270,17377,5,27,3,2004,1,3,5,158149,34.904,1,7,3,9000,5,3,NA,6
0,0,220506,92916,135000,5,2,3,2004,3,3,2,0,29.856,3,7,3,7661,6,3,9,6
0,0,220080,130326,215000,5,2,3,2004,3,2,2,0,36.2429405,3,7,3,6354,11,3,9,6
0,0,159000,159000,350000,5,2,3,2004,3,3,1,0,35.576,1,7,3,6430,6,3,NA,6
0,0,220506,220506,350000,5,2,3,2004,2,3,1,0,15.1832191,3,7,3,6420,6,3,NA,6
0,0,220506,220506,35000,5,2,3,2004,2,3,1,0,45.068,3,7,3,6507,6,3,NA,6
0,0,220506,127590,215000,5,2,3,2004,3,3,2,0,23.852,1,7,3,6480,6,3,9,6
0,0,220506,92916,135000,5,2,3,2004,3,3,2,0,20.72,3,7,3,7872,6,3,9,6
0,0,183782,70894,135000,5,2,3,2004,3,3,2,0,19.024,3,7,3,7710,6,3,NA,6
0,0,220506,92916,135000,5,2,3,2004,3,3,2,0,25.4,3,7,3,7643,6,3,9,6
0,0,220506,92916,135000,5,2,3,2004,3,4,2,0,25.66,3,7,3,7647,6,3,9,6
0,0,220506,127590,215000,5,2,3,2004,4,3,2,0,20.668,3,7,3,6432,6,3,9,6
0,0,220506,92916,135000,5,2,3,2004,4,3,2,0,26.52292632,3,7,3,7761,6,3,9,6
0,5000,204458,56196,133882,5,27,3,2004,3,3,3,0,55.96,1,7,3,6784,11,3,NA,6
0,5000,212988,63844,134547,6,27,3,2004,1,3,3,0,44.236,1,7,3,6325,11,3,NA,6
0,5000,194756,54768,136548,5,27,3,2004,4,3,3,0,38.304,1,5,3,6441,11,3,NA,6
0,0,220506,92916,135000,5,2,3,2004,2,3,2,0,29.62307158,1,7,3,7847,11,3,9,6
0,0,220506,92916,135000,5,2,3,2004,3,2,2,0,29.15185689,3,7,3,7721,6,3,9,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,41.124,3,7,3,7933,9,3,17,6
0,0,367506,139916,139000,5,2,3,2004,3,3,2,0,42.43844071,3,7,3,7895,6,3,9,6
383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,22.39416894,3,7,3,7602,9,3,NA,6
0,0,367506,139916,140000,5,2,3,2004,4,6,2,0,39.86164692,3,7,3,7831,6,3,9,6
0,0,367506,139916,139000,5,2,3,2004,3,2,2,0,18.52846714,1,7,3,7849,6,3,NA,6
0,5000,200174,54558,135440,5,27,3,2004,5,3,3,0,45.8702266,1,7,3,6896,11,3,NA,6
0,5000,201098,54222,129403,5,27,3,2004,4,3,3,0,43.07231771,1,5,3,6530,11,3,NA,6
