WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size
2060,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2008-11-04,2008,31.57057,-101.40396,8693,40,160,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,20.18,SPBR_U,WFMP,7,FRAC,8216,8500,NA,,A,0,undefined,undefined,NA,NA,HCL,
2062,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-06-23,2010,31.54902,-101.4255,8515,40,80,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,21.844,SPBR_U,WFMP,8,FRAC,8124,8316,NA,,A,0,undefined,undefined,NA,NA,HCL,
2063,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-09-06,2010,31.56388,-101.4551,8651,80,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,12.89341834,SPBR_U,WFMP,8,FRAC,8200,8402,NA,,A,0,undefined,undefined,NA,NA,HCL,
2065,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-05-23,2009,31.60025,-101.45459,8197,80,40,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,13.256,SPBR_U,WFMP,7,FRAC,7950,8058,NA,,,NA,,,NA,NA,HCL,
2068,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2009-03-10,2009,31.58313,-101.50473,8515,40,40,SPBR_U --> WFMP,1,2,0,6552,629538,0,845640,636090,63.15788804,SPBR_U,WFMP,2,FRAC,6094,8347,629538,GAL,GEL,845640,LB,SAND,NA,NA,GELA,
2069,E,APACHE CORPORATION,REAGAN,2009-09-23,2009,31.50624,-101.67438,8282,40,80,SPBR_U --> SPBR_L,2,2,0,0,0,245500,472625,245500,46.25166625,SPBR_U,SPBR_L,2,FRAC,6595,7562,123500,GAL,SLKW,238125,LB,SAND,NA,NA,SFAC,
2071,E,APACHE CORPORATION,REAGAN,2009-02-25,2009,31.48339,-101.65834,8177,20,40,SPBR_U --> SPBR_L,2,2,297000,0,0,0,268625,297000,17.03817508,SPBR_U,SPBR_L,2,FRAC,7455,8016,159000,GAL,W,87500,LB,SAND,NA,NA,SFAC,20/40
2072,E,APACHE CORPORATION,REAGAN,2009-02-25,2009,31.45584,-101.66299,8153,40,40,SPBR_U --> WFMP,2,2,292000,0,0,0,268625,292000,40.768,SPBR_U,WFMP,2,FRAC,7438,7988,159000,GAL,W,87500,LB,SAND,NA,NA,SFAC,20/40
2073,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-09-22,2010,31.58197,-101.44207,8605,40,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,15.34,SPBR_U,WFMP,8,FRAC,8190,8392,NA,,A,0,undefined,undefined,NA,NA,HCL,
2074,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-07-07,2009,31.59646,-101.44187,8225,80,20,SPBR_U --> WFMP,6,6,NA,NA,NA,NA,NA,NA,18.776,SPBR_U,WFMP,6,FRAC,7864,8048,NA,,A,0,undefined,undefined,NA,NA,HCL,
2075,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-11-21,2009,31.60701,-101.40764,8208,160,40,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,23.48,SPBR_U,WFMP,7,FRAC,7822,7990,NA,,A,0,undefined,undefined,NA,NA,HCL,
2076,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-08-16,2009,31.59971,-101.40775,8121,160,40,SPBR_U --> WFMP,NA,1,NA,NA,NA,NA,NA,NA,20.812,SPBR_U,WFMP,1,NTRL,5826,7944,NA,,,NA,,,NA,NA,,
2077,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-11-06,2009,31.58535,-101.42071,8306,80,40,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,39.328,SPBR_U,WFMP,7,FRAC,7796,7972,NA,,A,0,undefined,undefined,NA,NA,KCL,
2079,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-06-30,2009,31.60748,-101.4502,8275,80,40,SPBR_U --> WFMP,NA,7,NA,NA,NA,NA,NA,NA,16.496,SPBR_U,WFMP,7,ACID,7940,8112,NA,,A,0,undefined,undefined,NA,NA,HCL,
2080,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-07-15,2009,31.57834,-101.44212,8195,40,40,SPBR_U --> WFMP,6,6,NA,NA,NA,NA,NA,NA,21.412,SPBR_U,WFMP,6,FRAC,7838,8010,NA,,A,0,undefined,undefined,NA,NA,HCL,
2081,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-05-29,2010,31.57859,-101.46337,8695,80,40,SPBR_L --> WFMP,7,7,NA,NA,NA,NA,NA,NA,49.684,SPBR_L,WFMP,7,FRAC,8294,8492,NA,,A,0,undefined,undefined,NA,NA,HCL,
2082,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-09-01,2009,31.60702,-101.42904,8296,80,40,SPBR_U --> WFMP,NA,2,NA,NA,NA,NA,NA,NA,22.484,SPBR_U,WFMP,2,ACID,7832,8022,NA,,A,0,undefined,undefined,NA,NA,HCL,
2083,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-09-12,2009,31.5892,-101.44197,8326,80,40,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,20.272,SPBR_U,WFMP,7,FRAC,7856,8008,NA,,A,0,undefined,undefined,NA,NA,,
2084,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2009-12-01,2009,31.56374,-101.39485,9098,80,160,SPBR_U --> WFMP,8,16,0,12000,566138,0,722180,578138,37.532,SPBR_U,WFMP,16,FRAC,5734,5739,45066,GAL,X-LINKGEL,120971,LB,SAND,NA,NA,XLNK,20/40
2085,E,3-M ENERGY CORPORATION,REAGAN,2010-04-16,2010,31.44664,-101.60315,8121,40,40,SPBR_U --> WFMP,1,2,0,12432,172072,0,656313,184504,20.104,SPBR_U,WFMP,2,FRAC,6231,8045,172072,GAL,GEL,656313,LB,SAND,NA,NA,XLNK,20/40
2086,E,3-M ENERGY CORPORATION,REAGAN,2010-04-23,2010,31.44939,-101.60397,8111,40,20,SPBR_U --> WFMP,1,2,0,13306,485109,0,501474,498415,26.276,SPBR_U,WFMP,2,FRAC,6246,8043,485109,GAL,GEL,501474,LB,SAND,NA,NA,XLNK,
2087,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-12-05,2009,31.62904,-101.41578,8504,160,160,SPBR_U --> WFMP,NA,8,NA,NA,NA,NA,NA,NA,33.488,SPBR_U,WFMP,8,ACID,8170,8368,NA,,A,0,undefined,undefined,NA,NA,HCL,
2089,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-11-29,2009,31.55643,-101.43818,8532,80,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,44.296,SPBR_U,WFMP,8,FRAC,8156,8344,NA,,A,0,undefined,undefined,NA,NA,HCL,
2090,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-02-15,2010,31.5637,-101.43808,8545,80,40,SPBR_U --> WFMP,NA,8,NA,NA,NA,NA,NA,NA,38.752,SPBR_U,WFMP,8,ACID,8156,8356,NA,,A,0,undefined,undefined,NA,NA,HCL,
2091,E,ROBERTS & HAMMACK INCORPORATED,REAGAN,2010-03-14,2010,31.55983,-101.66473,8298,160,40,SPBR_U --> WFMP,3,3,0,0,298410,0,390000,298410,31.20847532,SPBR_U,WFMP,3,FRAC,7970,8178,102690,GAL,X-LINKGEL,130000,LB,SAND,NA,NA,XLNK,20/40
2092,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-01-31,2010,31.55597,-101.39991,8392,40,80,SPBR_U --> WFMP,NA,8,NA,NA,NA,NA,NA,NA,45.952,SPBR_U,WFMP,8,ACID,8008,8204,NA,,A,0,undefined,undefined,NA,NA,HCL,
2093,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-03-20,2010,31.56387,-101.4089,8593,80,40,SPBR_U --> WFMP,7,14,0,12000,595908,0,848060,607908,23.88,SPBR_U,WFMP,14,FRAC,5770,5790,48762,GAL,X-LINKGEL,124443,LB,SAND,NA,NA,XLNK,20/40
2095,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-01-21,2010,31.54139,-101.40017,8374,40,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,44.404,SPBR_U,WFMP,8,FRAC,7948,8148,NA,,A,0,undefined,undefined,NA,NA,HCL,
2098,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-01-18,2010,31.62915,-101.42435,8564,80,80,SPBR_L --> WFMP,1,1,NA,NA,NA,NA,NA,NA,20.196,SPBR_L,WFMP,1,FRAC,7292,8402,NA,,A,0,undefined,undefined,NA,NA,HCL,
2099,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-07-17,2010,31.53287,-101.55439,8480,160,80,SPBR_U --> WFMP,1,2,0,10080,964152,0,1253728.027,974232,26.412,SPBR_U,WFMP,2,FRAC,6182,8337,964152,GAL,GEL,1120000,LB,SAND,NA,NA,GELA,
2101,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-04-25,2010,31.53994,-101.54474,8510,40,80,SPBR_U --> WFMP,1,2,0,7560,648102,0,823600,655662,36.01964551,SPBR_U,WFMP,2,FRAC,6156,8406,648102,GAL,X-LINKGEL,823600,LB,SAND,NA,NA,,
2104,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-03-08,2010,31.54579,-101.74868,8589,40,40,SPBR_U --> SPBR_L,4,8,0,5000,233014,0,531360,238014,52.88401437,SPBR_U,SPBR_L,8,FRAC,6850,7221,55146,GAL,X-LINKGEL,128360,LB,SAND,NA,NA,XLNK,20/40
2105,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-02-25,2010,31.54401,-101.74443,8587,80,40,SPBR_U --> WFMP,4,8,0,5000,232090,0,512957,237090,38.91903009,SPBR_U,WFMP,8,FRAC,6865,7007,49392,GAL,X-LINKGEL,88927,LB,SAND,NA,NA,XLNK,20/40
2106,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-02-09,2010,31.59266,-101.4286,8527,40,80,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,23.716,SPBR_U,WFMP,7,FRAC,8160,8356,NA,,A,0,undefined,undefined,NA,NA,HCL,
2107,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-01-26,2010,31.57422,-101.39962,8417,40,Over 160,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,36.188,SPBR_U,WFMP,8,FRAC,8030,8226,NA,,A,0,undefined,undefined,NA,NA,HCL,
2108,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-03-03,2010,31.56728,-101.4337,8518,40,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,30.128,SPBR_U,WFMP,8,FRAC,8096,8272,NA,,A,0,undefined,undefined,NA,NA,HCL,
2109,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-10-01,2010,31.57799,-101.41232,8495,80,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,33.96,SPBR_U,WFMP,8,FRAC,8094,8284,NA,,A,0,undefined,undefined,NA,NA,HCL,
2110,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-03-08,2010,31.54392,-101.75716,8598,80,40,SPBR_U --> WFMP,4,8,0,5000,225832,0,533560,230832,43.20116525,SPBR_U,WFMP,8,FRAC,6896,7039,59136,GAL,X-LINKGEL,126360,LB,SAND,NA,NA,XLNK,20/40
2112,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-02-20,2010,31.56704,-101.41248,8428,40,20,SPBR_U --> WFMP,NA,7,NA,NA,NA,NA,NA,NA,36.128,SPBR_U,WFMP,7,ACID,8070,8268,NA,,A,0,undefined,undefined,NA,NA,HCL,
2113,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-03-12,2010,31.57081,-101.42517,8475,40,40,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,59.376,SPBR_U,WFMP,7,FRAC,8060,8206,NA,,A,0,undefined,undefined,NA,NA,HCL,
2114,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-02-24,2010,31.56723,-101.42946,8532,40,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,27.556,SPBR_U,WFMP,8,FRAC,8152,8348,NA,,A,0,undefined,undefined,NA,NA,HCL,
2115,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-03-27,2010,31.56714,-101.42099,8510,40,20,SPBR_U --> WFMP,NA,1,NA,NA,NA,NA,NA,NA,44.716,SPBR_U,WFMP,1,ACID,5836,8260,NA,,A,0,undefined,undefined,NA,NA,HCL,
2116,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-04-01,2010,31.51968,-101.40904,8462,40,40,SPBR_L --> WFMP,NA,1,NA,NA,NA,NA,NA,NA,71.048,SPBR_L,WFMP,1,ACID,6414,8228,NA,,A,0,undefined,undefined,NA,NA,HCL,
2118,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-06-25,2010,31.52989,-101.74538,10705,40,20,SPBR_U --> STRAWN,10,20,0,16500,1134728,0,999885,1151228,41.48374654,SPBR_U,STRAWN,20,FRAC,6827,6967,54000,GAL,X-LINKGEL,132012,LB,SAND,NA,NA,XLNK,20/40
2119,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-05-11,2010,31.5253,-101.74867,10675,40,20,SPBR_U --> STRAWN,10,20,0,16500,973520,0,968831,990020,67.29519571,SPBR_U,STRAWN,20,FRAC,6810,6962,53382,GAL,X-LINKGEL,110921,LB,SAND,NA,NA,XLNK,20/40
2122,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-06-25,2010,31.53076,-101.74153,10710,40,20,SPBR_U --> STRAWN,10,20,0,16500,1096038,0,932678,1112538,49.108,SPBR_U,STRAWN,20,FRAC,6796,6950,53550,GAL,X-LINKGEL,126963,LB,SAND,NA,NA,XLNK,20/40
2123,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-02-15,2010,31.63639,-101.41144,8572,80,Over 160,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,43.756,SPBR_U,WFMP,8,FRAC,8184,8362,NA,,A,0,undefined,undefined,NA,NA,HCL,
2124,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-05-05,2010,31.58594,-101.47182,8775,80,40,SPBR_L --> WFMP,7,7,NA,NA,NA,NA,NA,NA,27.572,SPBR_L,WFMP,7,FRAC,8338,8528,NA,,A,0,undefined,undefined,NA,NA,HCL,
2125,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-04-09,2010,31.57076,-101.42029,8510,80,80,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,30.7,SPBR_U,WFMP,8,FRAC,8098,8290,NA,,A,0,undefined,undefined,NA,NA,HCL,
2126,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-06-07,2010,31.61184,-101.43088,8248,40,80,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,48.448,SPBR_U,WFMP,7,FRAC,7862,7998,NA,,A,0,undefined,undefined,NA,NA,HCL,
2127,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-07-26,2010,31.55127,-101.52655,8480,160,40,SPBR_U --> WFMP,1,2,0,7560,581070,0,846560,588630,30.31861183,SPBR_U,WFMP,2,FRAC,6124,8377,581070,GAL,GEL,846560,LB,SAND,NA,NA,GELA,
2128,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-08-15,2010,31.57999,-101.52292,9710,160,80,SPBR_U --> WFMP,1,2,0,9072,760830,0,847480,769902,46.94832687,SPBR_U,WFMP,2,FRAC,6161,9254,760830,GAL,GEL,847480,LB,SAND,NA,NA,GELA,
2129,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-04-28,2010,31.59678,-101.4677,8737,80,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,23.696,SPBR_U,WFMP,8,FRAC,8270,8464,NA,,A,0,undefined,undefined,NA,NA,HCL,
2130,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-05-14,2010,31.53657,-101.75736,8660,40,20,SPBR_U --> SPBR_L,4,8,0,5000,222400,0,512012,227400,42.76791385,SPBR_U,SPBR_L,8,FRAC,6881,7036,54852,GAL,X-LINKGEL,125363,LB,SAND,NA,NA,XLNK,20/40
2131,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-07-13,2010,31.57343,-101.51137,8524,80,40,SPBR_U --> WFMP,1,2,0,8568,699216,0,901360,707784,42.036,SPBR_U,WFMP,2,FRAC,6102,8412,699216,GAL,X-LINKGEL,901360,LB,SAND,NA,NA,,
2132,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-05-19,2010,31.52574,-101.75539,8630,40,40,SPBR_U --> WFMP,4,8,0,5000,230662,0,502400,235662,26.236,SPBR_U,WFMP,8,FRAC,6866,7018,49770,GAL,X-LINKGEL,95710,LB,SAND,NA,NA,XLNK,20/40
2133,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-08-18,2010,31.56234,-101.50168,9915,80,40,SPBR_U --> WFMP,1,2,1024296,11592,0,0,1144640,1035888,66.52,SPBR_U,WFMP,2,FRAC,6077,9724,1024296,GAL,FLUD,1022000,LB,SAND,NA,NA,GELA,
2134,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-08-16,2010,31.56444,-101.53416,8525,Over 160,80,CLFK --> WFMP,1,2,728532,9492,0,0,2069536.055,738024,17.524,CLFK,WFMP,2,FRAC,5502,8424,728532,GAL,FLUD,1848000,LB,SAND,NA,NA,GELA,
2135,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-04-29,2010,31.5636,-101.42951,8547,40,40,SPBR_U --> WFMP,NA,1,NA,NA,NA,NA,NA,NA,39.816,SPBR_U,WFMP,1,ACID,5844,8276,NA,,A,0,undefined,undefined,NA,NA,HCL,
2136,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-05-02,2010,31.5524,-101.40423,8432,80,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,21.52,SPBR_U,WFMP,8,FRAC,8006,8200,NA,,A,0,undefined,undefined,NA,NA,HCL,
2137,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-04-21,2010,31.60762,-101.46296,8720,80,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,23.924,SPBR_U,WFMP,8,FRAC,8278,8470,NA,,A,0,undefined,undefined,NA,NA,HCL,
2138,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-05-14,2010,31.53767,-101.76797,8656,40,20,SPBR_U --> WFMP,4,8,0,5000,227035,0,531060,232035,51.74410674,SPBR_U,WFMP,8,FRAC,6932,7090,56532,GAL,X-LINKGEL,130336,LB,SAND,NA,NA,XLNK,20/40
2140,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-06-11,2010,31.62199,-101.45073,8293,80,160,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,20.028,SPBR_U,WFMP,7,FRAC,7894,8032,NA,,A,0,undefined,undefined,NA,NA,HCL,
2141,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-06-09,2010,31.52035,-101.76218,8665,80,40,SPBR_U --> SPBR_L,4,8,0,5500,231896,0,524033,237396,19.544,SPBR_U,SPBR_L,8,FRAC,6898,7050,51324,GAL,X-LINKGEL,119320,LB,SAND,NA,NA,XLNK,20/40
2145,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-06-15,2010,31.50975,-101.75927,8700,20,40,SPBR_U --> SPBR_L,4,8,0,5000,229798,0,531359,234798,14.336,SPBR_U,SPBR_L,8,FRAC,6846,7000,56406,GAL,X-LINKGEL,135194,LB,SAND,NA,NA,XLNK,20/40
2146,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2010-06-10,2010,31.52215,-101.75427,8580,40,40,SPBR_U --> SPBR_L,4,8,0,5000,236416,0,556756,241416,38.064,SPBR_U,SPBR_L,8,FRAC,6842,6995,59850,GAL,X-LINKGEL,148725,LB,SAND,NA,NA,XLNK,20/40
2147,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-09-18,2010,31.52764,-101.46834,10130,40,40,SPBR_U --> ATOKA,1,2,0,10584,1647366,0,697137,1657950,39.044,SPBR_U,ATOKA,2,FRAC,5926,10020,1647366,GAL,GEL,697137,LB,SAND,NA,NA,GELA,
2149,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-07-31,2010,31.53491,-101.46822,10115,160,40,SPBR_L --> ATOKA,1,2,0,11592,1112202,0,1234463.945,1123794,60.988,SPBR_L,ATOKA,2,FRAC,6474,10039,1112202,GAL,GEL,1102000,LB,SAND,NA,NA,,
2150,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-09-03,2010,31.53137,-101.47677,10100,160,80,SPBR_U --> ATOKA,1,2,0,11592,1077048,0,1171520,1088640,98.172,SPBR_U,ATOKA,2,FRAC,5971,9996,1077048,GAL,GEL,1046000,LB,SAND,NA,NA,GELA,
2151,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-05-22,2010,31.59325,-101.47599,8780,40,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,45.84,SPBR_U,WFMP,8,FRAC,8318,8510,NA,,A,0,undefined,undefined,NA,NA,HCL,
2152,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-06-10,2010,31.55632,-101.42962,8520,80,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,38.75937114,SPBR_U,WFMP,8,FRAC,8112,8306,NA,,A,0,undefined,undefined,NA,NA,HCL,
2153,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-05-21,2010,31.58227,-101.46788,8737,80,40,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,28.812,SPBR_U,WFMP,7,FRAC,8336,8526,NA,,A,0,undefined,undefined,NA,NA,HCL,
2154,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-05-16,2010,31.60748,-101.47582,8770,40,Sub 20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,32.252,SPBR_U,WFMP,8,FRAC,8314,8510,NA,,A,0,undefined,undefined,NA,NA,HCL,
2155,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-05-30,2010,31.52707,-101.3965,8355,80,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,37.14,SPBR_U,WFMP,8,FRAC,7934,8138,NA,,A,0,undefined,undefined,NA,NA,HCL,
2156,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-06-03,2010,31.50567,-101.45596,8547,40,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,39.416,SPBR_U,WFMP,8,FRAC,8114,8302,NA,,A,0,undefined,undefined,NA,NA,HCL,
2157,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-10-13,2010,31.57511,-101.47621,8760,80,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,11.228,SPBR_U,WFMP,8,FRAC,8396,8578,NA,,A,0,undefined,undefined,NA,NA,HCL,
2158,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-06-22,2010,31.57128,-101.46771,8680,40,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,43.016,SPBR_U,WFMP,8,FRAC,8262,8456,NA,,A,0,undefined,undefined,NA,NA,HCL,
2159,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-08-22,2010,31.53124,-101.46404,10100,40,40,SPBR_L --> ATOKA,1,2,0,10705,1020642,0,814540,1031347,40.828,SPBR_L,ATOKA,2,FRAC,6788,10000,1020642,GAL,GEL,814540,LB,SAND,NA,NA,GELA,
2160,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2010-10-23,2010,31.5275,-101.46409,10100,40,40,SPBR_U --> ATOKA,1,2,0,14070,1020810,0,941700,1034880,38.652,SPBR_U,ATOKA,2,FRAC,5915,10035,1020810,GAL,GEL,941700,LB,SAND,NA,NA,GELA,
2161,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-08-05,2010,31.60014,-101.44606,8648,80,40,CLFK --> WFMP,8,8,NA,NA,NA,NA,NA,NA,31.16,CLFK,WFMP,8,FRAC,8270,8468,NA,,A,0,undefined,undefined,NA,NA,HCL,
2162,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-06-20,2010,31.54912,-101.43397,8549,80,40,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,28.78,SPBR_U,WFMP,8,FRAC,8174,8366,NA,,A,0,undefined,undefined,NA,NA,HCL,
2163,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-07-12,2010,31.62608,-101.42818,8260,80,160,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,41.536,SPBR_U,WFMP,7,FRAC,7814,7978,NA,,A,0,undefined,undefined,NA,NA,HCL,
2164,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2011-02-12,2011,31.57118,-101.45924,8660,80,40,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,27.02,SPBR_U,WFMP,7,FRAC,8303,8498,NA,,A,0,undefined,undefined,NA,NA,HCL,
2166,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-08-22,2010,31.54529,-101.41709,8478,40,160,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,29.072,SPBR_U,WFMP,8,FRAC,8030,8232,NA,,A,0,undefined,undefined,NA,NA,HCL,
2167,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-07-15,2010,31.49842,-101.4603,8545,80,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,77.724,SPBR_U,WFMP,8,FRAC,8114,8307,NA,,A,0,undefined,undefined,NA,NA,HCL,
2168,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2010-08-11,2010,31.54559,-101.44258,8585,40,20,SPBR_U --> WFMP,8,8,NA,NA,NA,NA,NA,NA,90.868,SPBR_U,WFMP,8,FRAC,8164,8360,NA,,A,0,undefined,undefined,NA,NA,HCL,
