Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.59678,-101.4677,8737,4,2,18,8,8,NA,23.696,3,7,8,3,8270,8464,1,NA,11,NA
0,5000,222400,512012,227400,54852,125363,5,27,3,2010,31.53657,-101.75736,8660,3,2,16,4,8,0,42.76791385,3,5,8,3,6881,7036,11,3,20,6
0,8568,699216,901360,707784,699216,901360,6,13,3,2010,31.57343,-101.51137,8524,4,3,18,1,2,0,42.036,3,7,2,3,6102,8412,11,3,NA,NA
0,5000,230662,502400,235662,49770,95710,5,27,3,2010,31.52574,-101.75539,8630,3,3,18,4,8,0,26.236,3,7,8,3,6866,7018,11,3,20,6
1024296,11592,0,1144640,1035888,1024296,927236,6,13,3,2010,31.56234,-101.50168,9915,4,3,18,1,2,0,66.52,3,7,2,3,6077,9724,3,3,9,NA
728532,9492,0,1398355.9,738024,728532,927236,6,13,3,2010,31.56444,-101.53416,8525,5,4,5,1,2,0,17.524,1,7,2,3,5502,8424,3,3,9,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.5636,-101.42951,8547,3,3,18,NA,1,NA,39.816,3,7,1,1,5844,8276,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.5524,-101.40423,8432,4,2,18,8,8,NA,21.52,3,7,8,3,8006,8200,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.60762,-101.46296,8720,4,3,18,8,8,NA,23.924,3,7,8,3,8278,8470,1,NA,11,NA
0,5000,227035,531060,232035,56532,130336,5,27,3,2010,31.53767,-101.76797,8656,3,2,18,4,8,0,51.74410674,3,7,8,3,6932,7090,11,3,20,6
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.62199,-101.45073,8293,4,1,18,7,7,NA,20.028,3,7,7,3,7894,8032,1,NA,11,NA
0,5500,231896,524033,237396,51324,119320,5,27,3,2010,31.52035,-101.76218,8665,4,3,16,4,8,0,19.544,3,5,8,3,6898,7050,11,3,20,6
0,5000,229798,531359,234798,56406,135194,5,27,3,2010,31.50975,-101.75927,8700,2,3,16,4,8,0,14.336,3,5,8,3,6846,7000,11,3,20,6
0,5000,236416,556756,241416,59850,148725,5,27,3,2010,31.52215,-101.75427,8580,3,3,16,4,8,0,38.064,3,5,8,3,6842,6995,11,3,20,6
0,10584,1338664.45,697137,1408201.2,1231011.6,697137,6,13,3,2010,31.52764,-101.46834,10130,3,3,13,1,2,0,39.044,3,1,2,3,5926,10020,6,3,9,NA
0,11592,1112202,1234463.945,1123794,1112202,927236,6,13,3,2010,31.53491,-101.46822,10115,1,3,6,1,2,0,60.988,2,1,2,3,6474,10039,6,3,NA,NA
0,11592,1077048,1171520,1088640,1077048,927236,6,13,3,2010,31.53137,-101.47677,10100,1,4,13,1,2,0,98.172,3,1,2,3,5971,9996,6,3,9,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.59325,-101.47599,8780,3,3,18,8,8,NA,45.84,3,7,8,3,8318,8510,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.55632,-101.42962,8520,4,3,18,8,8,NA,38.75937114,3,7,8,3,8112,8306,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.58227,-101.46788,8737,4,3,18,7,7,NA,28.812,3,7,7,3,8336,8526,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.60748,-101.47582,8770,3,6,18,8,8,NA,32.252,3,7,8,3,8314,8510,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.52707,-101.3965,8355,4,3,18,8,8,NA,37.14,3,7,8,3,7934,8138,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.50567,-101.45596,8547,3,3,18,8,8,NA,39.416,3,7,8,3,8114,8302,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.57511,-101.47621,8760,4,2,18,8,8,NA,11.228,3,7,8,3,8396,8578,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.57128,-101.46771,8680,3,3,18,8,8,NA,43.016,3,7,8,3,8262,8456,1,NA,11,NA
0,10705,1020642,814540,1031347,1020642,814540,6,13,3,2010,31.53124,-101.46404,10100,3,3,6,1,2,0,40.828,2,1,2,3,6788,10000,6,3,9,NA
0,14070,1020810,941700,1034880,1020810,927236,6,13,3,2010,31.5275,-101.46409,10100,3,3,13,1,2,0,38.652,3,1,2,3,5915,10035,6,3,9,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.60014,-101.44606,8648,4,3,5,8,8,NA,31.16,1,7,8,3,8270,8468,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.54912,-101.43397,8549,4,3,18,8,8,NA,28.78,3,7,8,3,8174,8366,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.62608,-101.42818,8260,4,1,18,7,7,NA,41.536,3,7,7,3,7814,7978,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.57118,-101.45924,8660,4,3,18,7,7,NA,27.02,3,7,7,3,8303,8498,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.54529,-101.41709,8478,3,1,18,8,8,NA,29.072,3,7,8,3,8030,8232,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.49842,-101.4603,8545,4,2,18,8,8,NA,77.724,3,7,8,3,8114,8307,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.54559,-101.44258,8585,3,2,18,8,8,NA,90.868,3,7,8,3,8164,8360,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.56021,-101.45084,8612,4,2,18,8,8,NA,13.324,3,7,8,3,8200,8396,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.60394,-101.45878,8675,4,2,18,8,8,NA,47.356,3,7,8,3,8316,8490,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.59237,-101.39933,8403,3,4,18,8,8,NA,14.672,3,7,8,3,7962,8160,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.61716,-101.44153,8318,4,1,18,7,7,NA,23.408,3,7,7,3,7867,8032,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.56774,-101.4763,8710,1,2,18,8,8,NA,46.31872541,3,7,8,3,8304,8499,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.58565,-101.44626,8635,4,3,18,8,8,NA,20.868,3,7,8,3,8186,8376,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.54866,-101.3958,8337,4,4,18,8,8,NA,16.41133366,3,7,8,3,7950,8130,1,NA,11,NA
852600,12096,0,717166,864696,852600,717166,6,13,3,2011,31.64534,-101.51921,10313,4,4,6,1,2,0,55.38,2,1,2,3,7340,10159,3,3,9,NA
695900,0,246000,860188,941900,113000,85000,6,2,3,2011,31.49649,-101.48185,9795,4,3,5,5,5,0,45.544,1,7,5,3,9306,9630,6,3,NA,6
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.64136,-101.43021,8275,3,1,18,7,7,NA,137.964,3,7,7,3,7842,8016,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.63583,-101.42431,8586,4,2,18,8,8,NA,33.034,3,7,8,3,8188,8388,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.6005,-101.47589,8745,1,3,18,8,8,NA,44.784,3,7,8,3,8344,8530,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.59294,-101.45039,8660,1,3,18,8,8,NA,45.516,3,7,8,3,8227,8425,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.6302,-101.43306,8600,3,1,18,8,8,NA,58.608,3,7,8,3,8224,8406,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.61129,-101.43778,8247,3,1,18,7,7,NA,30.632,3,7,7,3,7866,8034,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.59987,-101.42475,8560,3,3,18,8,8,NA,27.532,3,7,8,3,8162,8350,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.6035,-101.42044,8528,4,2,18,8,8,NA,30.508,3,7,8,3,8172,8368,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.58575,-101.45479,8670,1,3,18,8,8,NA,30.188,3,7,8,3,8210,8408,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.53438,-101.42153,8468,3,1,18,8,8,NA,76.612,3,7,8,3,7999,8199,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.53432,-101.41733,8434,3,3,18,7,7,NA,53.604,3,7,7,3,8012,8192,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.58236,-101.47612,8780,4,3,18,7,7,NA,34.624,3,7,7,3,8362,8554,1,NA,11,NA
0,7000,852969,883655,859969,603395,436312,5,27,3,2012,31.52189,-101.73661,10615,4,6,17,3,6,0,29.30455739,3,6,6,3,8479,8488,11,3,20,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.61368,-101.44797,8563,4,2,18,7,7,NA,26.76028006,3,7,7,3,7886,8054,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.60771,-101.47152,8776,3,3,18,7,7,NA,26.68,3,7,7,3,8330,8524,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.58962,-101.47603,8770,3,2,18,7,7,NA,19.884,3,7,7,3,8350,8548,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.5931,-101.46317,8725,4,3,18,7,7,NA,19.036,3,7,7,3,8310,8496,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.58913,-101.42489,8532,4,2,18,8,8,NA,32.952,3,7,8,3,8123,8326,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.57067,-101.41243,8487,3,3,18,8,8,NA,24.12,3,7,8,3,8120,8324,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.57432,-101.40813,8500,3,4,18,8,8,NA,31.888,3,7,8,3,8077,8263,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.58177,-101.425,8530,4,2,18,7,7,NA,27.724,3,7,7,3,8134,8324,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.57869,-101.47193,8764,4,3,18,7,7,NA,30.764,3,7,7,3,8384,8591,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.5781,-101.42082,8530,4,3,18,8,8,NA,28.208,3,7,8,3,8116,8298,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2010,31.57501,-101.46766,8700,3,2,18,7,7,NA,24.244,3,7,7,3,8336,8542,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.54922,-101.44252,8585,3,3,18,7,7,NA,30.608,3,7,7,3,8179,8376,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.54897,-101.42127,8500,3,1,18,8,8,NA,27.74933842,3,7,8,3,8056,8250,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.5676,-101.46352,8650,4,2,18,7,7,NA,27.824,3,7,7,3,8294,8490,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.53065,-101.41378,8431,4,6,18,7,7,NA,54.116,3,7,7,3,8006,8184,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.54524,-101.41286,8410,3,1,18,8,8,NA,14.80278957,3,7,8,3,8016,8206,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.54554,-101.43835,8550,3,2,18,8,8,NA,44.708,3,7,8,3,8148,8344,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,6,18,3,2011,31.62717,-101.4412,8281,4,3,18,7,7,NA,24.276,3,7,7,3,7900,8056,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.55285,-101.44246,10370,3,2,15,12,12,NA,33.012,3,4,12,3,9996,10204,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.53081,-101.42584,8465,3,4,18,8,8,NA,66.024,3,7,8,3,8044,8236,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.64753,-101.43226,8315,3,1,18,7,7,NA,56.028,3,7,7,3,7860,8042,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.62704,-101.43458,8314,3,3,18,7,7,NA,35.9,3,7,7,3,7832,8104,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2011,31.54109,-101.39595,8370,3,3,18,1,1,NA,35.624,3,7,1,3,5696,8136,1,NA,11,NA
NA,NA,NA,NA,NA,541416,669121,6,18,3,2011,31.61428,-101.40351,8144,3,3,5,NA,1,NA,14.912,1,7,2,3,5811,7849,3,3,3,12
0,10080,836892,682210,846972,836892,682210,6,13,3,2011,31.52916,-101.52375,9958,1,4,26,1,2,0,23.452,5,7,2,3,7644,9840,6,3,9,NA
0,10080,826392,727700,836472,826392,727700,6,13,3,2011,31.5342,-101.51575,10144,1,3,11,1,2,0,27.78,2,7,2,3,7173,9711,6,3,9,NA
865116,11004,0,539130,876120,865116,539130,6,13,3,2011,31.53023,-101.5001,10130,1,4,21,1,2,0,58.35854761,5,1,2,3,7592,9925,3,3,9,NA
NA,NA,NA,NA,NA,635648,751508,6,18,3,2011,31.50161,-101.45585,8500,3,3,18,1,1,NA,94.36,3,7,2,3,5808,8252,3,3,3,NA
NA,NA,NA,NA,NA,23277.5,0,6,18,3,2011,31.6155,-101.43209,8362,3,1,18,1,1,NA,56.828,3,7,2,1,5922,8008,1,NA,11,NA
0,13500,1036499,1215316,1049999,752939,580431,6,27,3,2012,31.54188,-101.39231,8992,3,4,18,3,6,0,13.992,3,7,6,3,7429,8738,11,3,9,6
0,0,134668,465000,459668,165000,125000,5,2,3,2012,31.48826,-101.62017,8025,3,3,18,4,4,325000,21.94,3,7,4,3,7744,7869,8,5,20,NA
0,0,57000,473000,547000,165000,125000,5,2,3,2012,31.49176,-101.62127,8055,3,4,16,4,4,490000,21.56,3,5,4,3,7710,7868,8,5,20,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.62685,-101.44729,8295,4,1,18,1,1,NA,40.632,3,7,1,3,5998,8052,1,NA,11,NA
0,13500,1023300,1260620,1036800,717102,599699,6,27,3,2012,31.56379,-101.39971,8614,4,4,11,3,6,0,46.472,2,7,6,3,7502,8246,11,3,3,6
0,9072,762426,503744,771498,762426,503744,6,13,3,2012,31.53383,-101.47735,10054,6,3,21,1,2,0,7.836,5,1,2,3,5956,9887,6,3,9,NA
NA,NA,NA,NA,NA,543922,703045,6,18,3,2012,31.64411,-101.43121,8330,3,1,18,NA,1,NA,33.152,3,7,2,3,5979,8030,3,3,3,NA
0,0,6e+05,679250,760000,1e+05,88625,5,2,3,2012,31.47793,-101.59965,10241,1,2,26,7,7,160000,56.668,5,7,7,3,9681,9970,11,3,20,6
NA,NA,NA,NA,NA,NA,NA,6,18,3,2012,31.53076,-101.42192,9745,3,4,26,1,1,NA,84.096,5,7,1,3,7390,9452,8,NA,17,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.63757,-101.42883,8340,3,4,18,1,1,NA,35.184,3,7,1,3,6312,8012,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.65067,-101.41874,8270,3,5,18,1,1,NA,126.068,3,7,1,3,5937,7953,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.64264,-101.47006,8331,5,2,18,1,1,NA,32.19555527,3,7,1,3,6036,8078,1,NA,11,NA
NA,NA,NA,NA,NA,NA,NA,6,18,3,2012,31.61329,-101.4347,8240,3,1,18,1,1,NA,55.5535446,3,7,1,3,5951,8005,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.63968,-101.42151,8242,4,4,18,1,1,NA,23.00821016,3,7,1,3,5929,7987,1,NA,11,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.64056,-101.41175,8210,4,5,18,1,1,NA,47.04,3,7,1,3,5905,7957,1,NA,11,NA
0,10080,960246,568000,970326,960246,568000,6,13,3,2012,31.51177,-101.48887,9935,4,4,25,1,2,0,37.424,5,6,2,3,6633,9795,6,3,9,NA
0,9072,914004,602720,923076,914004,602720,6,13,3,2012,31.53511,-101.48412,9950,4,2,25,1,2,0,33.536,5,6,2,3,7854,9835,6,3,9,NA
0,8064,898044,555880,906108,898044,555880,6,13,3,2012,31.53831,-101.48093,9983,3,3,26,1,2,0,109.772,5,7,2,3,7815,9750,11,3,20,NA
NA,NA,NA,NA,NA,NA,NA,6,18,3,2012,31.63296,-101.43209,9870,3,1,25,1,1,NA,24.508,5,6,1,3,7651,9652,8,NA,17,NA
NA,NA,NA,NA,NA,NA,NA,6,18,3,2012,31.57472,-101.44217,9910,3,2,25,1,1,NA,37.556,5,6,1,3,7590,9661,8,NA,17,NA
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.61058,-101.40334,8150,3,4,5,1,1,NA,25.484,1,7,1,3,5801,7861,1,NA,11,NA
0,12000,1299378,1360378,1311378,179936,144162,6,27,3,2012,31.51949,-101.41753,9703,4,1,10,4,8,0,47.032,2,6,8,3,9482,9538,11,3,20,6
0,10500,940950,1086554,951450,658810,477584,6,27,3,2012,31.52041,-101.42604,9678,4,4,18,3,6,0,34.92,3,7,6,3,7411,8318,11,3,20,6
NA,NA,NA,NA,NA,NA,0,6,18,3,2012,31.61735,-101.43469,8233,3,4,18,1,1,NA,53.61673798,3,7,1,3,6316,8025,1,NA,11,NA
0,5000,201474,466630,206474,57414,136630,3,27,4,2003,31.56046,-101.84707,8950,4,3,18,3,6,0,29.576,3,7,6,3,7191,7378,11,3,9,6
0,3500,176500,473330,180000,46000,138330,3,27,4,2003,31.60823,-101.80401,8805,5,3,5,3,6,0,28.968,1,7,7,3,7026,7232,11,3,11,NA
0,5000,201474,471200,206474,57414,136200,3,27,4,2003,31.58556,-101.78767,8750,1,3,5,3,6,0,18.522,1,7,6,3,6972,7164,11,3,NA,6
0,5000,194292,470870,199292,23277.5,0,2,27,4,2003,31.55915,-101.95213,9305,4,3,18,3,8,0,29.3341376,3,7,8,1,7456,7629,1,NA,11,NA
0,5000,197954,469940,202954,62617,153693,2,27,4,2003,31.55556,-101.95141,9520,1,3,18,3,6,0,46.25148171,3,7,6,3,8856,9065,11,3,9,6
0,5000,195342,471980,200342,23277.5,0,2,27,4,2003,31.5609,-101.94454,9313,4,4,18,3,8,0,27.11062516,3,7,8,1,7429,7617,1,NA,11,NA
0,5000,191057,470700,196057,53130,127080,2,27,4,2003,31.58419,-101.96039,9240,4,3,18,3,6,0,28.8424161,3,7,6,3,7485,7668,11,3,NA,6
0,5000,200103,473210,205103,54429,133929,3,27,4,2004,31.5992,-101.82717,8890,3,6,16,3,6,0,23.713,3,5,6,3,7103,7288,11,3,NA,6
0,5000,202183,474721,207183,57194,144336,3,27,4,2004,31.60298,-101.82832,8920,3,3,3,3,6,0,28.698,1,5,6,3,7091,7288,11,3,NA,6
0,5000,201350,473590,206350,56634,137811,3,27,4,2004,31.59312,-101.82143,8881,1,2,16,3,6,0,28.074,3,5,6,3,7067,7252,11,3,NA,6
0,10000,274430,150700,284430,23277.5,74000,2,13,4,2004,31.6432,-102.0466,10515,3,4,11,4,8,0,68.516,2,7,8,3,8493,8669,6,3,9,NA
0,9000,285444,116000,294444,104939,28000,2,13,4,2004,31.6502,-102.049,10502,4,4,26,3,6,0,33.648,5,7,6,3,10110,10208,6,3,NA,NA
0,10000,281398,551000,291398,67968,18000,2,13,4,2004,31.6457,-102.052,10520,3,4,11,4,8,0,56.128,2,7,8,3,10166,10213,6,3,9,NA
0,5000,197652,472050,202652,57204,135150,3,27,4,2004,31.61572,-101.8229,8830,5,3,3,3,6,0,55.32660624,1,5,6,3,7077,7282,11,3,NA,6
0,5000,197232,472150,202232,55398,135198,2,27,4,2004,31.53072,-101.91047,9080,1,3,5,3,6,0,32.264,1,7,6,3,7247,7459,11,3,NA,6
0,10000,288768,190460,298768,80824,31384,2,13,4,2004,31.6316,-102.0473,10500,4,4,11,4,8,0,54.99745852,2,7,8,3,10115,10193,6,3,9,NA
0,10000,283373,187351,293373,81571,30800,2,13,4,2005,31.6513,-101.9777,10515,3,3,11,4,8,0,27.552,2,7,8,3,10184,10237,6,3,9,NA
0,4000,202468,470820,206468,53463,135580,2,27,4,2006,31.54026,-102.07952,9455,3,3,18,3,6,0,28.94866663,3,7,6,3,7750,7917,11,3,NA,6
0,5500,192604,470580,198104,52338,133314,2,27,4,2006,31.59182,-102.008,9289,1,3,18,3,6,0,30.184,3,7,6,3,7533,7730,11,3,NA,6
0,19500,1226698.184,1208031.973,1246198.184,1226694,927236,2,10,4,2005,31.49799,-102.06553,10775,3,1,18,1,2,0,106.1477728,3,7,2,3,7332,10324,11,3,NA,6
0,14000,425552,523720,439552,80622,17270,2,27,4,2006,31.53011,-101.94534,9614,3,3,18,6,12,0,41.41698122,3,7,12,3,9507,9535,6,3,NA,6
0,0,0,762680,832986,832986,762680,2,13,4,2006,31.6271,-102.0502,10500,3,4,18,1,1,832986,98.168,3,7,1,3,7737,10334,4,3,11,NA
742140,0,0,854000,742140,742140,854000,2,13,4,2006,31.6266,-102.0368,10405,4,1,18,1,2,0,111.2084996,3,7,2,3,7745,10322,3,3,NA,NA
118272,0,0,799762,153212,118272,799762,2,13,4,2007,31.6221,-102.0397,10525,4,5,18,1,1,0,95.57577585,3,7,1,3,7733,10344,9,3,11,NA
1072134,0,0,800820,1072134,1072134,800820,2,13,4,2007,31.6496,-102.0355,10599,4,4,5,1,1,0,25.244,1,7,1,3,7752,10267,9,3,NA,NA
677796,0,0,801640,677796,677796,801640,2,13,4,2006,31.6311,-102.0336,10545,4,4,5,1,1,0,69.67213496,1,7,1,3,7353,10247,3,3,17,6
848862,0,0,946180,848862,848862,927236,2,13,4,2006,31.6331,-102.0253,10546,4,3,5,1,1,0,97.30476843,1,7,1,3,7340,10307,3,3,NA,NA
1075580.1,0,0,800960,1136226,1136226,800960,2,13,4,2007,31.6251,-102.0586,10406,3,4,18,1,1,0,142.2787642,3,7,1,3,7746,10188,3,3,NA,NA
1075580.1,0,0,947126,1318170,1231011.6,927236,2,13,4,2006,31.6206,-102.0615,10410,4,4,18,1,1,0,200.612,3,7,1,3,7746,10304,3,3,NA,NA
1075580.1,0,0,850680,1288812,1231011.6,850680,2,13,4,2006,31.6216,-102.0263,10514,4,1,18,1,1,0,48.36600549,3,7,1,3,7719,10368,3,3,9,6
1075580.1,0,0,950150,1310022,1231011.6,927236,2,13,4,2006,31.6137,-102.0592,10407,3,4,18,1,1,0,81.896,3,7,1,3,7738,10174,9,3,11,NA
324534,0,0,351380,324534,324534,351380,2,13,4,2006,31.49626,-102.10366,12554,3,5,26,1,1,0,34.5821022,5,7,1,3,9179,10481,3,3,NA,NA
0,14500,912400,763000,926900,912400,763000,2,10,4,2006,31.4935,-102.06845,10655,3,4,18,1,2,0,63.79352249,3,7,2,3,7312,10247,11,3,NA,NA
0,14000,956250,790500,970250,956250,790500,2,10,4,2006,31.50092,-102.08447,10675,3,5,18,1,2,0,65.876,3,7,2,3,7397,10352,11,3,NA,6
0,14500,908400,763000,922900,908400,763000,2,10,4,2006,31.4915,-102.07673,10674,3,4,18,1,2,0,90.536,3,7,2,3,7315,10175,11,3,NA,NA
0,14500,953400,788000,967900,953400,788000,2,10,4,2006,31.49847,-102.07903,10662,3,5,18,1,2,0,99.872,3,7,2,3,7384,10315,11,3,NA,NA
0,14500,942000,760500,956500,942000,760500,2,10,4,2006,31.51054,-102.09198,10671,3,5,18,1,2,0,96.516,3,7,2,3,7738,10330,6,3,NA,NA
0,5250,190193,476670,195443,55036,137747,2,27,4,2007,31.59152,-102.02548,9203,5,3,3,3,6,0,32.056,1,5,6,3,7569,7762,11,3,NA,6
569436,0,0,207348,569436,569436,207348,2,28,4,2007,31.54646,-101.95725,10010,3,3,18,1,1,0,52.712,3,7,1,3,7441,9905,3,3,NA,NA
0,11500,884890,741000,896390,884890,741000,2,10,4,2007,31.50859,-102.09996,10680,3,5,NA,1,2,0,72.612,NA,NA,2,3,7753,10267,11,3,NA,NA
0,18000,338781,340492,356781,62231,127786,2,27,4,2007,31.49181,-102.00748,10354,4,4,26,6,12,0,58.74358986,5,7,12,3,9207,9313,11,3,NA,6
0,15000,446702,317200,461702,90168,71823,2,27,4,2007,31.49626,-102.04286,10767,3,1,26,5,10,0,50.01729324,5,7,10,3,9118,9205,6,3,NA,6
446720,0,0,365875,446720,216720,94000,2,28,4,2008,31.55595,-101.96478,10000,3,2,18,3,3,0,36.984,3,7,3,3,9107,9871,9,3,17,6
400250,0,0,365875,400250,170250,94000,2,28,4,2008,31.55367,-101.95957,10035,3,3,18,3,3,0,39,3,7,3,3,9049,9859,9,3,17,6
405250,0,0,359875,405250,175250,94000,2,28,4,2008,31.55523,-101.96911,10000,3,2,5,3,3,0,34.05661012,1,7,3,3,9101,9860,9,3,17,6
406000,0,0,365875,406000,222000,94000,2,28,4,2008,31.55165,-101.96831,10011,3,3,5,3,3,0,19.3364338,1,7,3,3,9058,9823,9,3,17,6
0,9500,780660,671000,790160,780660,671000,2,10,4,2008,31.49252,-102.10353,10620,3,5,18,1,2,0,38.624,3,7,2,3,7774,10185,11,3,NA,NA
0,12000,445584,837980,457584,55554,136481,2,27,4,2008,31.52535,-101.9307,10010,3,3,18,7,14,0,26.32,3,7,14,3,7363,7530,11,3,NA,6
0,16500,831918,843089,848418,58104,156148,2,27,4,2008,31.50219,-102.03612,10528,3,1,5,10,20,0,73.2,1,7,20,3,7566,7731,11,3,NA,6
0,13000,695296,849260,708296,54063,133683,2,27,4,2008,31.49475,-101.99463,10540,4,4,18,8,16,0,46.4913173,3,7,16,3,7446,7611,11,3,NA,6
0,4500,149634,416707,154134,51583,140396,2,27,4,2008,31.51474,-101.91452,8454,3,4,16,3,6,0,15.496,3,5,6,3,7253,7417,11,3,NA,6
0,11500,824000,696000,835500,824000,696000,2,10,4,2008,31.50796,-102.08657,10500,3,5,18,1,2,0,56.34661404,3,7,2,3,7710,10321,11,3,NA,NA
0,0,528864,645000,528864,87108,70000,2,17,4,2008,31.55119,-102.06958,10550,1,4,5,7,7,0,44.856,1,7,7,3,10083,10499,11,3,NA,6
573000,0,0,221500,573000,92000,48000,2,28,4,2008,31.56122,-101.97573,10050,3,4,18,5,5,0,58.388,3,7,5,3,9652,9903,9,3,17,6
