WellID,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,CLEARFORK..MAP.,SPRABERRY_U..MAP.,SPRABERRY_L..MAP.,WOLFCAMP..MA,WOLFCAMP_L..,WFMP_ATB..MA,CLINE..MAP.,STRAWN..MAP.,ATOKA..MAP.,BEND..MAP.,ATOKA_L..MAP,MISSISSIPPIA,WOODFORD..MA,DEVINOAN_UNC
2166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4111.21,5714.52,6239.83,7303.71,7556.88,8090.77,9179.35,9540.91,9626.79,NA,9733.73,9852.87,9974.1,10000.92
2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.3,5806.91,6353.88,7389.14,7644.24,NA,9287.96,9646.11,9737.45,NA,9761.32,9976.8,10114.27,10149.82
2168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.76,5831.73,6367.71,7447.76,7583.17,8195.42,9330.14,9639.54,9727.62,NA,9789.09,9988.71,10112.8,10139.87
2170,NA,5963.23,6506.76,7568.76,7915.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,4904.98,5955.6,6498.63,7584.31,7901.03,8253.19,9302.12,9712.65,9809.47,NA,9873.18,10100.09,10197.99,10235.88
2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4065.38,5731.91,6270.91,7357.77,7655.42,8056.82,9099.71,9486.79,9581.36,NA,9722.9,9799.57,9915,9953.31
2173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4622.74,5921.15,6470.64,7569.38,7845.08,8199.58,9246.44,9646.38,9748.2,NA,9840.66,10014.16,10118.68,10154.5
2174,NA,NA,NA,7646.97,7896.47,8291.21,NA,NA,NA,NA,NA,NA,NA,NA,4671.8,5958.51,6518.65,7585.6,7672.73,8290.98,9397.6,9770.2,9856.49,NA,9890.26,10164.91,10274.45,10303.36
2176,NA,NA,NA,7519.83,7758.69,7970.95,NA,NA,NA,NA,NA,NA,NA,NA,4099.35,5669.91,6199.8,7246.17,7511.15,NA,9104.54,9454.68,9539.81,NA,9688.73,9746.77,9860.43,9891.53
2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220.33,6152.89,6725.51,7781,8092.93,8413.69,9533.32,9914.64,10028.13,10118.25,10092.67,10367.38,10455.76,10497.84
2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4425.28,5876.65,6425.59,7458.26,7772.27,8238.35,9327.15,9716.02,9817.08,NA,9837.78,10075.39,10210.29,10248.69
2179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4438.48,5913.22,6457.11,7543,7833.42,8171.5,9212.83,9599.67,9704.51,NA,9871.67,9961.2,10054.42,10088.05
2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367.01,5885.48,6446.41,7530.3,7799.8,8147.41,9193.93,9575.17,9680.47,NA,9850.7,9930.31,10024.05,10069.01
2181,NA,5996.8,6549,7628.33,7962.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5067.06,5997.31,6551.26,7630.47,7961.75,8307.22,9363.2,9781.45,9875.65,NA,9927.69,10194.16,10281.19,10321.06
2182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4664.87,5910.44,6445.71,7546.07,7817.13,8216.75,9274.94,9672.68,9767.75,NA,9833.56,10045.11,10153.05,10184.56
2183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4513.8,5910.09,6454.63,7546.06,7830.64,8179.31,9219.64,9611.92,9717.22,NA,9848.57,9971.95,10073.41,10109.63
2184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4575.15,5916.08,6470.79,7568.53,7856.31,8186.39,9240.82,9635.93,9735.74,NA,9827.33,9999.34,10105.26,10140.92
2189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4138.72,5717.06,6246.2,7309.77,7523.53,8082.3,9172.01,9533.34,9618.17,NA,9724.45,9837.87,9963.79,9988.02
2191,NA,NA,NA,NA,NA,NA,10230.6,NA,NA,NA,NA,NA,NA,NA,5840.56,6752.79,7334.25,8342.38,8618.84,8951.24,10228.84,10548.9,10542.34,10483.07,10720.45,11028.5,11153.05,11206.05
2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4728.95,5957.48,6489.5,7587.48,7852.5,8219.82,9265.93,9671.76,9770.86,NA,9851.94,10045.38,10146.78,10182.73
2198,NA,NA,NA,7487.97,7887.68,8093.82,NA,NA,NA,NA,NA,NA,NA,NA,4101.01,5776.27,6308.95,7383.78,7647.26,8094.54,9172.53,9544.63,9635.95,NA,9747.25,9861.1,9974.53,10012.1
2199,NA,5800.59,6279.11,7388.78,7653.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,4132.48,5787.25,6283.39,7382.61,7645.78,8081.38,9156.49,9530.05,9623.16,NA,9739.4,9845.04,9955.34,9995.01
2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4840.25,5964.64,6521.34,7601.58,7752.63,8290.26,9362.24,9757.82,9846,NA,9889.14,10155.36,10257.19,10290.38
2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4153.13,5803.21,6322.7,7423.74,7697.7,8135.4,9193.36,9570.11,9665.28,NA,9764.69,9901.43,10013.72,10051.73
2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4730.77,5933.44,6481.65,7566.57,7658.72,8279.92,9351.31,9737.28,9824.48,NA,9869.12,10127.03,10230.84,10264.36
2204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4275.71,5824.8,6361.26,7442.59,7582.61,8196.06,9318,9639.35,9726.54,NA,9789.74,9988.66,10114.33,10138.93
2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4103.36,5729.99,6254.25,7325.21,7561.54,8094.62,9184.44,9545.62,9630.8,NA,9730.69,9863.99,9985.28,10011.8
2207,NA,NA,NA,7583.3,7784.75,8019.36,NA,NA,NA,NA,NA,NA,NA,NA,4139.21,5691.88,6228.39,7286.17,7525.14,NA,9161.99,9522.35,9605.8,NA,9723.41,9821.59,9945.86,9973.7
2209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4094.02,5702.89,6227.53,7289.14,7551.42,8077.19,9163.72,9523.98,9609.96,NA,9726.77,9830.53,9949.4,9978.95
2211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4639.53,5955.11,6480.69,7578.6,7846.58,8206.92,9242.1,9643.97,9746.81,NA,9856.03,10009.93,10113.15,10148.18
2214,NA,5947,6477,7567,7863,NA,NA,NA,NA,NA,NA,NA,NA,NA,4466.15,5945.5,6476.17,7566.23,7862.97,8182.35,9228.32,9615.14,9718.3,NA,9886.62,9977.04,10071.05,10094.09
2216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4563.41,5931.6,6466.86,7562.4,7850.96,8201.71,9243.16,9638,9742.8,NA,9862.81,9998.29,10101.71,10137.41
2217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4107.52,5652.45,6202.42,7259.39,7518.33,NA,9125.3,9470.75,9555.25,NA,9710.47,9760.04,9875.4,9906.18
2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4180.91,5794.23,6345.8,7432.28,7716.31,8084.59,9143.14,9522.57,9619.81,NA,9762.72,9836.7,9963.1,10001.64
2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4607.21,6099.4,6655.25,7704.31,7893.53,8336.18,9513.23,9890.68,9987.06,NA,10040.66,10283.09,10403.7,10436.53
2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4524.3,6076.33,6630.72,7678.26,7821.14,8310.03,9494.77,9880.64,9964.31,NA,9998.94,10268.98,10394.06,10426.83
2222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4488.99,6005.63,6564.62,7615.03,7872.53,8300.33,9478.12,9842.34,9921.68,NA,9931.76,10225.32,10358.54,10388.92
2225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4103.79,5640.88,6181.18,7231.8,7510.95,NA,9107.27,9447.4,9529.56,NA,9695.59,9731.46,9845.78,9877.75
2229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5355.85,6290.76,6853.09,7852,8186.66,8543.6,9729.43,10074.28,10169.57,NA,10371.13,10472.24,10616.47,10658.96
2230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5381.84,6313.97,6877.58,7878.73,8202.7,8557.19,9740.08,10088.93,10182.46,NA,10384.51,10485.99,10628.43,10671.1
2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4682.35,5974.62,6504.28,7592.26,7865.9,8241.25,9271.04,9678.6,9781.09,NA,9881.5,10049.94,10152.86,10189.06
2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4163.04,5751.53,6256.99,7331.97,7608.07,8083,9165.39,9528.63,9618.5,NA,9748.21,9831.52,9943.26,9979.8
2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4382.75,5940.41,6493.26,7550.54,7648.75,8278.58,9464.44,9742.29,9826.52,NA,9842.01,10113.29,10244.1,10277.09
2238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4475.57,5946.63,6484.05,7572.24,7867.85,8196.22,9238.49,9626.74,9731.01,NA,9897.65,9989.47,10083.08,10111.61
2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5272.51,6189.68,6752.01,7746.67,8104.18,8474.17,9672.57,9988.27,10095.88,NA,10286.33,10368.45,10518.16,10564.67
2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4106.03,5696.77,6227.32,7285.26,7494.27,NA,9153.35,9510.02,9593.76,NA,9691.44,9817.94,9944.65,9969.59
2243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5030.35,5986.65,6529.91,7606.35,7930.65,8302.86,9319.76,9711.65,9815.02,NA,9972.52,10097.14,10202.33,10257.72
2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4191.2,5855.61,6400.17,7491.54,7745.67,8098.24,9160.81,9522.76,9625.45,NA,9838.67,9864.85,9951.35,10012.87
2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4432.94,5902,6453.57,7484.87,7797.98,8255.16,9394.22,9739.46,9843.81,NA,9854.97,10122.44,10256.74,10294.14
2248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4427.94,5985.77,6542.15,7599.15,7698.94,8296.95,9469.04,9784.73,9867.12,NA,9879.36,10161.71,10290.95,10324.43
2249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4414.71,5981.45,6527.76,7590.03,7648.35,8283.98,9465.18,9768.01,9849.95,NA,9864.28,10144.26,10269.6,10304.8
2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4494.28,5911.83,6458.34,7548.21,7831.28,8176.62,9215.89,9607.86,9712.99,NA,9852.97,9967.61,10067.19,10103.06
2251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4390.59,5852.91,6388.68,7481.34,7679.55,8189.22,9262.88,9636.51,9731.94,NA,9802.43,9996.29,10110.73,10142.53
2253,NA,NA,NA,7536.75,7680.48,7985.85,NA,NA,NA,NA,NA,NA,NA,NA,4148.46,5664.58,6213.93,7261.07,7518.09,NA,9154.72,9521.22,9600.99,NA,9710.73,9817.57,9940.14,9968.65
2254,NA,NA,NA,7629.85,7799.65,8034.26,NA,NA,NA,NA,NA,NA,NA,NA,4136.57,5704.71,6247.19,7299.49,7530.93,NA,9191.01,9547.76,9631.28,NA,9718.94,9855.38,9980.77,10008.2
2256,6278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6279.27,7179.36,7831.32,8768.51,9056.29,9333.95,10334.07,10617.99,10771.73,10710.52,10956.7,11554.58,11636.32,11709.8
2258,6179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6178.6,7026.84,7679.33,8615.69,8920.46,9336,10303.82,10603.87,10743.76,10769.66,10985.58,11425.36,11509.25,11579.09
2259,6062,6966,7556,8570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6135.4,6973.03,7561.97,8576.64,8879.25,9249.45,10259.28,10555.79,10711.31,10690.66,10918.75,11352.84,11453.08,11516.58
2264,6561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6560.7,7433.88,8018.53,9006.61,9371.52,9570.02,10440.3,10719.32,10766.46,10791.28,11068.51,11568.38,11646.87,11742.33
2265,6546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6546.5,7427.39,8013.86,8999.54,9365.57,9555.8,10436.27,10717.75,10754.72,10779.84,11057.35,11550.45,11628.29,11723.29
2266,6566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6565.03,7414.65,8003.41,8989.64,9348.89,9545.11,10451.06,10709.2,10768.47,10794.79,11065.73,11579.84,11658.12,11753.08
2267,6597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6597.29,7465.13,8063.27,9044.9,9418.68,9656.34,10476.59,10754.6,10860.82,10852.53,11125.98,11693.51,11783.73,11886.15
2269,6218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6217.3,7082.77,7682.41,8675.04,9003.59,9390.99,10366.9,10633.58,10771.49,10823.73,11048.36,11535.93,11585.45,11660.94
2270,6225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6224.44,7098.14,7694.8,8691.67,9007.52,9402.5,10375.99,10640.05,10774.19,10842.27,11063.98,11543.75,11589.11,11665.42
2271,6185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6185.09,7058.03,7660.85,8651.54,8981.99,9354.68,10335.83,10611.44,10756.65,10779.33,11008.46,11502.14,11562.2,11635.54
2273,6873,7750,8328,9272,9615,10046,NA,NA,NA,NA,NA,NA,NA,NA,6867.15,7750.03,8327.95,9271.8,9614.44,10021.58,10519.57,10849.95,10917.44,10899.62,11133.79,11841.26,11975.86,12077.76
2274,6858,7701,8306,9240,9565,9865,NA,NA,NA,NA,NA,NA,NA,NA,6879.09,7743.93,8312.92,9255.83,9598.01,9854.83,10510.81,10816.83,10931.62,10906.31,11135.08,11869.83,12008.07,12107.9
2275,6863,7749,8330,9259,9584,10011,NA,NA,NA,NA,NA,NA,NA,NA,6869.14,7748.48,8329.16,9260.69,9583.68,10012.49,10491.73,10795.18,10910.88,10887.25,11115.06,11835.37,11973.79,12071.58
2276,6191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6192.78,7081.81,7677.11,8672.12,8989.6,9410.54,10359.45,10639.37,10770.8,10842.24,11053.89,11505.34,11566.61,11641.91
2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6375.21,7284.99,7907,8828.41,9175.06,9280.74,10320.07,10576.2,10647.16,10716.13,11004.61,11452.68,11556.04,11638.41
2282,6848,7753,8300,9238,9576,10012,NA,NA,NA,NA,NA,NA,NA,NA,6852.04,7729.86,8303.43,9236.59,9587.84,10012.8,10489.22,10829.06,10885.01,10882,11126.98,11785.37,11915.6,12023.53
2285,6688,7572,8104,9131,9523,9935,NA,NA,NA,NA,NA,NA,NA,NA,6697.8,7577.39,8208.06,9153.15,9493.72,9931.45,10560.19,10873.06,11040.45,11121.21,11401.29,11972.15,12094.45,12198.47
2288,6845,7706,NA,9211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6844.38,7714.49,8310.05,9215.75,9504.34,9771.4,10398.13,10724.26,10849.41,10956.33,11213.42,11625.93,11826.75,11921.7
2291,6659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6661.61,7525.21,8109.85,9071.56,9429.31,9473.78,10431.02,10731.23,10838.07,10936.34,11327.16,11720.23,11841.54,11949.37
2293,6788,7603,NA,9129,9448,NA,10432.48,10689.17,NA,NA,NA,NA,NA,NA,6782.96,7606.35,8227.69,9123.14,9441.61,9710.84,10428.07,10634.85,10796.89,10928.75,11287.8,11463.38,11594.15,11678.77
2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6496.53,7385.51,8018.17,8938.38,9282.82,9427.81,10396.14,10673.93,10608.75,10654.63,10916.9,11356.94,11432.55,11522.68
2297,6815,7687,8300,9288,9572,9999,NA,NA,NA,NA,NA,NA,NA,NA,6839.13,7719.3,8294.67,9227.4,9562.13,9998.95,10440.72,10781.39,10851.13,10852.3,11099.72,11741.34,11872.87,11979.4
2299,6824,7713,8305,9270,9608,10035,NA,NA,NA,NA,NA,NA,NA,NA,6829.7,7738.46,8305.73,9266.48,9588.96,10031.64,10531.93,10859.65,10899.59,10909.84,11180.2,11794.56,11921.87,12030.27
2301,6760,7732,8304,9244,9577,10006,NA,NA,NA,NA,NA,NA,NA,NA,6827.6,7726.57,8301.33,9242.76,9575.57,10002.57,10494.3,10819.61,10873.86,10891.25,11167.02,11765.09,11893.86,12002.74
2304,6828,7748,8306,9275,9618,9894,NA,NA,NA,NA,NA,NA,NA,NA,6867.65,7744.16,8362.99,9268.87,9616.34,9876.66,10557.85,10888.6,10975.83,10932.4,11172.66,11903.3,12030.4,12133.48
2305,6828,7721.22,8283.29,9258.51,9598.3,10017,NA,NA,NA,NA,NA,NA,NA,NA,6828.85,7726.78,8294.97,9262.33,9596.59,10015.9,10568.75,10893.93,10922.32,10925.1,11191.07,11822.26,11948.53,12058.12
2306,6812,7711,8280,9259,9587,10041,NA,NA,NA,NA,NA,NA,NA,NA,6813.04,7708.44,8285.96,9259.57,9588.9,10038.99,10606.69,10910.4,10954.53,10956.99,11228.19,11853.06,11978.77,12087.68
2309,6744,7740,8318,9252,9563,NA,NA,NA,NA,NA,NA,NA,NA,NA,6850.92,7725.91,8299.65,9229.87,9537.37,9964.33,10370.04,10721.63,10804.39,10814.65,11055.47,11671.07,11799.82,11907.48
2310,6762,7723,8290,9234,9529,9999,NA,NA,NA,NA,NA,NA,NA,NA,6857.64,7725.48,8293.36,9232.87,9530.26,9996.22,10340.86,10688.42,10779.53,10799.64,11046.37,11648.14,11774.85,11884.73
2312,6809,7709,8266,9249,9580,10020,NA,NA,NA,NA,NA,NA,NA,NA,6793.53,7708.91,8267.1,9249.12,9579.83,10017.08,10552.3,10855.66,10918.97,10953.56,11250.87,11803.34,11930.1,12039.81
2314,6734,7711,8263,9233,9544,9989,NA,NA,NA,NA,NA,NA,NA,NA,6854.43,7716.64,8274.13,9231.7,9539.96,9985.86,10359.44,10688.81,10779.37,10806.1,11069.15,11643.22,11764.39,11875.37
2315,NA,7749.92,8351.64,9148.24,9519,9763.93,10369.25,10607,10764.15,10948.55,NA,NA,NA,NA,6918,7750.53,8352.81,9152.2,9519.6,9759.73,10367.28,10591.9,10728.1,10949.49,11292.86,11628.56,11909.3,11995.01
2318,6765,7607.36,8208.65,9086,9399,9682,10316.06,NA,NA,NA,NA,NA,NA,NA,6762.74,7604.34,8208.4,9080.71,9402.53,9682.27,10319.09,10572.45,10733.61,10830.11,11229.86,11488.28,11610.24,11688.45
2319,6853,7705,8343,9150,9500,9763,10304,NA,NA,NA,NA,NA,NA,NA,6852.56,7698.62,8338.97,9153.94,9494.2,9779.75,10316.27,10645.77,10820.45,10963.28,11380.66,11651.99,11868.33,11941.41
2322,6773,7618.2,8223,9059,9396,9666.59,10281.08,10521.84,NA,NA,NA,NA,NA,NA,6770.74,7616.97,8221.79,9054.23,9395.3,9669.5,10287.84,10525.16,10695.43,10795.41,11253.5,11603.31,11724.27,11788.33
2323,6835,7672,8336,9157,9486,9780,10427.24,NA,NA,NA,NA,NA,NA,NA,6825.92,7577.85,8229.77,9052.72,9385.13,9757.89,10400.12,10516.5,10691.67,10814.41,11247.38,11518.83,11693.68,11854.32
2324,6878,7714,8357,9149,9521,9788,10335,NA,NA,NA,NA,NA,NA,NA,6876.96,7691.89,8356.21,9147.9,9519.97,9781.77,10331.5,10645.96,10836.91,10990.47,11404.5,11643.99,11963.98,12049.64
2325,6699,7583,8148,9091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6702.22,7586.04,8154.99,9097.28,9446.02,9617.97,10404.51,10724.62,10810.63,10883.32,11286.82,11702.99,11825.75,11933.29
2331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6501.18,7440.73,8034.84,9003.67,9354,9555.23,10417.88,10717.33,10698.24,10735.47,11017.18,11476.27,11552,11646.54
2332,6892,7742,8366,9150,9515,9747,10310,NA,NA,NA,NA,NA,NA,NA,6891.68,7744.42,8359.42,9149.8,9511.72,9746.39,10314.76,10624.98,10788.18,10973.1,11406.28,11643.35,12022.78,12112.32
2334,NA,NA,NA,NA,9354,NA,NA,NA,NA,NA,NA,NA,NA,NA,6614.71,7470.55,8108.16,8989.73,9343.94,9597.49,10384.44,10521.89,10642.73,10657.01,10921.18,11341.49,11420.43,11503.6
2339,6682,NA,NA,NA,NA,NA,10324.85,10586.78,NA,NA,NA,NA,NA,NA,6678.51,7530.31,8150.59,9017.56,9339.54,9621,10326.15,10560.92,10641.2,10679.47,10881.52,11237.27,11330.93,11436.89
2342,6560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6559.89,7471.17,8063.51,9037.51,9389.83,9603.27,10415.64,10714.96,10740.6,10767.78,11055.53,11535.21,11613.08,11709.45
2343,6532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6531.33,7451.77,8045.09,9018.79,9368.15,9574.13,10413.65,10713.37,10726.84,10756.51,11040.84,11514.98,11593.43,11689.17
2344,6564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6564.02,7474.52,8069.74,9038.3,9397.47,9616.19,10410.7,10718.5,10738.09,10762.61,11053.57,11527.69,11606.39,11703.11
2346,6561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6560.55,7472.86,8067.51,9034.02,9395.28,9622.45,10420.97,10732.18,10729.23,10758.39,11049.52,11513.9,11591.21,11686.02
2351,6913.4,7740.76,8341.39,9147,9522.22,9719.41,10331.61,NA,NA,NA,NA,NA,NA,NA,6901.76,7715.93,8317.31,9130.45,9487.83,9716.76,10331.39,10477.48,10663.64,10896.92,11187.06,11593.41,11823.43,11924.16
2353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6459.68,7355.89,8000.03,8897.87,9235.96,9328.44,10344.96,10615.12,10592.63,10641.63,10905.74,11351.91,11437.61,11524.13
2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6709.85,7566,8164.94,9089.36,9409.63,9698.52,10388.37,10589.26,10701.73,10705.93,10932.79,11300.47,11391.47,11492.08
2355,6563,NA,NA,NA,NA,NA,10387.29,NA,NA,NA,NA,NA,NA,NA,6570.58,7431.66,8062.83,8956.26,9302.06,9584.36,10385.88,10604.4,10672.26,10850.34,10969.8,11299.15,11375.22,11461.74
2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6366.06,7239.87,7894.07,8817.01,9153.66,9198.17,10241.69,10496.45,10542.52,10618.76,10896.82,11303.64,11411.16,11493.31
2358,6831,7688,8315,9138,9477,9756,10322,NA,NA,NA,NA,NA,NA,NA,6840.68,7688.66,8326.14,9148.24,9489.12,9764.64,10326.53,10670.77,10854.99,11004.52,11413.57,11642.79,11910.45,11991.47
2359,6816,7686,NA,9123,9489,NA,NA,NA,NA,NA,NA,NA,NA,NA,6827.07,7680.33,8274.35,9155.61,9465.95,9791.05,10376.05,10669.86,10822.15,10972.46,11277.1,11611.2,11777.76,11884.61
2360,6589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6588.88,7500.83,8098,9068,9420.19,9635.04,10410.31,10714.96,10769.13,10790.17,11082.84,11567.92,11651.83,11749.47
2361,6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6576.83,7480.59,8083.04,9050.03,9404.92,9617.58,10419.06,10715.09,10770.73,10793.32,11079.67,11576.52,11659.11,11757.27
2364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6799.07,7658.19,8227.06,9150.68,9453.89,9707.43,10334.24,10604.29,10749.4,10844.5,11151.43,11601.77,11745.05,11854.93
2365,NA,7708,NA,9138,9498,NA,10361,10587,NA,NA,NA,NA,NA,NA,6845.74,7703.44,8288.24,9165.33,9476.91,9729.41,10360,10676.84,10770.65,10895.21,11165.11,11625.02,11811.65,11911.88
2366,NA,NA,NA,NA,NA,NA,10416.43,NA,NA,NA,NA,NA,NA,NA,6825.8,7683.69,8259.29,9175.39,9468.74,9790.16,10414.4,10648.43,10765.54,10824.29,11123.63,11620.97,11757.18,11891.76
2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6371.52,7249.18,7905.32,8819.61,9162.12,9218.67,10259.78,10519.27,10561.9,10638.38,10920.48,11331.98,11437.28,11519.73
2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6822.2,7695.91,8265.5,9181.14,9483.41,9743.92,10337.62,10613.05,10748.39,10829.16,11130.31,11611.68,11755.92,11862.81
2371,NA,NA,NA,NA,NA,NA,10411.2,NA,NA,NA,NA,NA,NA,NA,6824.51,7683.95,8255,9174.78,9478.52,9760.67,10410.23,10651.46,10786.73,10867.24,11174.5,11633.79,11772.17,11879.77
2372,6568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6566.97,7484.18,8082.92,9052.22,9398.68,9611.68,10398.85,10702.53,10754.39,10775.91,11065.68,11556.62,11639.67,11738.12
2375,6558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6558.55,7457.93,8056.29,9029.32,9382.03,9593.79,10408.71,10701.51,10759.57,10779.66,11063.06,11565.95,11648.36,11746.26
2377,6570,7451,NA,9072,9384,NA,NA,NA,NA,NA,NA,NA,NA,NA,6563.07,7458.55,8058.43,9031.24,9385.67,9599.11,10411.81,10700.64,10772.35,10789.26,11071.24,11583.67,11668.09,11766.93
2378,6572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6571.77,7465.82,8058.49,9032.68,9387.66,9598.84,10404.98,10702.21,10743.17,10769.15,11056.26,11544.75,11624.84,11735.12
